Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$90.47,20.35%,20.35%,$108.88,$111.93,$97.76,8.06%,$101.48,12.18%,$160.42,77.31%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$26.77,-11.34%,-11.34%,$23.73,$23.73,$28.21,5.38%,-$159.37,-695.32%,-$148.34,-654.12%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$98.97,22.52%,,,,$101.31,2.36%,$83.31,-15.82%,$172.91,74.71%,COP
NYSE:COTY,18 Aug 2025,$8.16,3,$6.34,4,2.5,$4.28,48.13%,48.13%,$6.34,$8.16,$4.43,3.50%,-$1.68,-139.32%,$4.79,12.00%,COTY
NYSE:CP,13 Nov 2024,$75.90,3,,,,$76.19,-0.38%,,,,$77.11,1.21%,$80.40,5.52%,$107.71,41.36%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$31.32,-10.33%,,,,$32.51,3.80%,-$171.36,-647.13%,-$168.31,-637.39%,CPF
NYSE:CPRI,23 Aug 2025,$38.54,5,$25.25,6,4,$20.59,22.63%,22.63%,$25.25,$38.54,$32.56,58.14%,$56.91,176.38%,-$11.89,-157.76%,CPRI
NYSE:CPT,19 Aug 2025,$114.40,4,,1,2.25,$111.98,2.16%,2.16%,$114.40,$114.40,$114.84,2.55%,$112.27,0.26%,$169.66,51.51%,CPT
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$185.30,-10.22%,,,,$197.55,6.61%,$235.90,27.31%,$245.94,32.73%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$193.76,-15.33%,,,,$193.58,-0.09%,$194.24,0.25%,$273.38,41.09%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,,$10.12,4.02%,,,,$10.69,5.63%,$0.00,-100.00%,$0.00,-100.00%,CRESY
NYSE:CRGY,20 Aug 2025,$15.13,3,,,3,$9.54,58.61%,58.61%,$15.13,$15.13,$9.90,3.77%,$20.80,118.02%,$77.96,717.23%,CRGY
NASDAQ:CROX,26 Jul 2024,$132.28,3,,,,$87.20,51.70%,,,,$91.75,5.22%,$222.71,155.40%,$236.40,171.10%,CROX
NASDAQ:CRTO,12 Aug 2025,$40.38,3,$39.00,8,3.5,$24.83,57.07%,57.07%,$39.00,$40.38,$26.19,5.48%,$50.28,102.49%,$21.43,-13.69%,CRTO
NASDAQ:CRWD,13 Sep 2024,$299.53,4,,,,$423.70,-29.31%,,,,$423.82,0.03%,$0.00,-100.00%,$0.00,-100.00%,CRWD
NYSE:CSL,31 Jul 2024,$348.23,2,,,,$385.89,-9.76%,,,,$389.37,0.90%,$589.43,52.75%,$558.60,44.76%,CSL
NASDAQ:CSTL,23 Aug 2024,$38.33,3,,,,$24.01,59.63%,,,,$23.25,-3.17%,$35.89,49.48%,$41.36,72.24%,CSTL
NYSE:CSTM,7 Jan 2025,$16.09,3,$16.67,2,,$14.49,11.03%,,,,$14.33,-1.10%,-$7.83,-154.07%,$15.67,8.16%,CSTM
NYSE:CTRA,21 Jul 2025,$28.51,4,$33.60,4,,$24.44,16.66%,,,,$25.15,2.91%,$90.20,269.06%,$137.14,461.12%,CTRA
NASDAQ:CVBF,10 Apr 2025,$20.35,4,$24.75,6,,$20.13,1.08%,,,,$21.03,4.47%,-$57.16,-383.93%,-$55.96,-377.97%,CVBF
NYSE:CVE,14 Aug 2025,$17.50,3,$18.51,8,3.5,$16.61,5.35%,5.35%,$17.50,$18.51,$17.59,5.90%,$26.72,60.84%,$49.59,198.54%,CVE
NYSE:CVI,23 Aug 2024,$33.80,3,,,,$30.49,10.84%,,,,$31.07,1.90%,$65.93,116.24%,$107.33,252.00%,CVI
NYSE:CVS,26 Aug 2025,84.4159,5,$83.13,8,4.5,$73.15,13.64%,13.64%,$83.13,$84.42,$73.23,0.11%,-$9.76,-113.34%,$27.30,-62.68%,CVS
NYSE:CVX,20 Aug 2025,$174.36,4,$171.33,9,4.25,$160.60,6.68%,6.68%,$171.33,$174.36,$164.85,2.65%,$211.74,31.84%,$298.49,85.86%,CVX
NYSE:CW,17 May 2024,$250.04,2,,,,$478.15,-47.71%,,,,$495.66,3.66%,$640.63,33.98%,$699.09,46.21%,CW
NYSE:CX,19 Jun 2025,$8.65,3,$7.31,8,,$9.09,-19.58%,,,,$9.38,3.19%,$6.27,-31.02%,$22.43,146.77%,CX
NYSE:CXT,15 Apr 2024,$59.92,3,,,,$59.73,0.31%,,,,$59.85,0.20%,$73.19,22.53%,$97.04,62.46%,CXT
NASDAQ:CYCC,12 Jun 2025,$0.82,3,,,,$8.24,-90.01%,,,,,-100.00%,-$2.00,-124.27%,-$2.00,-124.27%,CYCC
NYSE:DCI,4 Sep 2024,$66.47,2,,,,$79.67,-16.57%,,,,$83.09,4.29%,$134.38,68.67%,$146.03,83.30%,DCI
NYSE:DDD,18 Aug 2025,$2.94,3,$2.50,2,2,$2.30,8.70%,8.70%,$2.50,$2.94,$2.51,9.13%,-$1.33,-157.86%,$2.36,2.40%,DDD
NASDAQ:DDOG,18 Aug 2025,$131.92,3,$161.38,8,3.5,$136.68,-3.48%,-3.48%,$131.92,$161.38,$145.45,6.42%,$172.33,26.08%,$175.12,28.13%,DDOG
NYSE:DDS,21 May 2024,$424.51,3,,,,$532.88,-20.34%,,,,$525.22,-1.44%,$841.93,58.00%,$999.87,87.64%,DDS
NYSE:DECK,20 Aug 2024,$913.85,3,,,,$119.63,663.89%,,,,$123.42,3.17%,$140.82,17.71%,$149.84,25.26%,DECK
NASDAQ:DFDV,3 Jun 2025,$23.65,3,,,,$16.02,47.64%,,,,$16.14,0.75%,$13.89,-13.29%,$13.92,-13.10%,DFDV
