Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.53,-11.27%,,,,$27.24,2.68%,-$158.32,-696.75%,-$152.16,-673.54%,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$56.62,18.09%,,,,$56.66,0.07%,$116.36,105.51%,$202.93,258.41%,ASH
NASDAQ:ASML,8 Jul 2024,$901.00,1,,,,$759.99,18.55%,,,,$786.25,3.46%,$796.63,4.82%,$848.69,11.67%,ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$321.92,7.15%,,,,$337.43,4.82%,"$2,552.94",693.04%,"$3,933.90",1122.01%,ASR
NYSE:ATI,28 Oct 2024,$51.14,1,,,,$76.11,-32.81%,,,,$76.53,0.55%,$94.68,24.40%,$115.78,52.13%,ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$55.01,-45.92%,-45.92%,$29.75,$29.75,$58.71,6.73%,$132.58,141.00%,$137.02,149.08%,AU
NASDAQ:AVT,19 Dec 2024,$60.44,3,$51.33,2,,$55.68,-7.81%,,,,$57.20,2.73%,$1.07,-98.08%,$16.88,-69.69%,AVT
NYSE:AVY,20 Sep 2024,$180.75,1,,,,$174.87,3.36%,,,,$182.33,4.27%,$188.42,7.75%,$206.58,18.13%,AVY
NYSE:B,12 Aug 2025,$23.69,3,,,3,$26.36,-10.13%,-10.13%,$23.69,$23.69,$27.69,5.05%,$38.19,44.87%,$55.31,109.82%,B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$231.33,-22.49%,,,,$237.58,2.70%,$256.82,11.02%,$52.03,-77.51%,BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,3.75,$125.20,6.75%,6.75%,$133.65,$148.92,$132.40,5.75%,$0.00,-100.00%,$0.00,-100.00%,BABA
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,3,$49.46,-8.64%,-8.64%,$45.19,$52.60,$51.44,4.00%,-$245.54,-596.45%,-$242.61,-590.53%,BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$53.12,18.19%,18.19%,$62.78,$67.98,$56.49,6.34%,$31.35,-40.98%,$54.70,2.97%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$132.08,-16.19%,,,,$137.59,4.17%,-$9.66,-107.31%,$1.80,-98.63%,BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,3,$3.81,-11.34%,-11.34%,$3.38,$4.72,$4.07,6.82%,$5.20,36.38%,$6.06,59.07%,BB
NYSE:BBD,4 Aug 2025,$2.64,3,$3.00,3,2.25,$3.01,-12.43%,-12.43%,$2.64,$3.00,$3.08,2.33%,-$18.17,-703.52%,-$15.64,-619.61%,BBD
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,3,$56.29,-26.56%,-26.56%,$41.34,$59.00,$85.20,51.36%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$31.35,31.04%,,,,$32.96,5.14%,$0.00,-100.00%,$0.00,-100.00%,BBWI
NYSE:BBY,14 Oct 2024,$84.10,1,,,,$74.58,12.77%,,,,$77.16,3.46%,$0.00,-100.00%,$0.00,-100.00%,BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$20.27,-14.94%,-14.94%,$17.24,$17.24,$21.61,6.61%,$17.49,-13.70%,$17.49,-13.70%,BCS
NYSE:BCSF,8 Jul 2024,$18.63,3,,,,$15.39,21.05%,,,,$15.95,3.64%,-$6.73,-143.74%,-$7.31,-147.47%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$136.44,-40.81%,,,,$127.79,-6.34%,$207.22,51.88%,$249.13,82.59%,BELFB
NYSE:BFAM,10 Jul 2025,$120.00,3,$136.75,1,,$120.75,-0.62%,,,,$120.80,0.04%,$214.17,77.37%,$243.10,101.33%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$129.37,-23.80%,,,,$132.57,2.47%,-$178.97,-238.34%,-$165.50,-227.92%,BFC
NYSE:BIRK,28 Oct 2024,$56.09,3,,,,$52.63,6.57%,,,,$55.55,5.55%,$111.15,111.18%,$120.47,128.89%,BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$96.61,-100.00%,-100.00%,,$0.00,$107.52,11.29%,$0.00,-100.00%,$0.00,-100.00%,BJ
NYSE:BKD,20 Sep 2024,$7.70,3,,,,$7.69,0.14%,,,,$8.01,4.16%,-$9.89,-228.67%,$17.73,130.53%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$44.47,-7.92%,,,,$47.38,6.54%,$40.83,-8.19%,$56.65,27.38%,BKR
NYSE:BLD,8 Jul 2024,$376.96,3,,,,$428.73,-12.08%,,,,$447.10,4.28%,$813.14,89.66%,$902.88,110.59%,BLD
NASDAQ:BLNK,21 Jul 2025,$1.45,3,$2.33,3,,$1.01,43.66%,,,,$1.07,5.94%,-$1.81,-279.48%,-$1.51,-249.04%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$185.69,-8.60%,,,,$196.62,5.89%,$280.11,50.85%,$277.14,49.25%,BMI
NYSE:BN,26 Aug 2024,$51.03,3,,,,$64.95,-21.43%,,,,$68.62,5.65%,-$142.33,-319.14%,-$102.95,-258.50%,BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$60.61,-8.70%,-8.70%,$55.34,$55.34,$60.21,-0.66%,$0.00,-100.00%,$0.00,-100.00%,BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$67.97,5.93%,,,,$71.52,5.22%,-$397.19,-684.36%,-$389.32,-672.78%,BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,3,$6.79,36.23%,36.23%,$9.25,$10.98,$10.57,55.67%,$37.21,448.01%,$66.64,881.40%,BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$34.49,9.22%,9.22%,$37.67,$39.40,$36.59,6.09%,$36.60,6.13%,$131.99,282.70%,BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.65,2.74%,,,,$3.76,3.01%,$8.81,141.37%,$14.23,289.90%,BRFS
NYSE:BSBR,19 Aug 2025,$5.23,3,$5.70,7,3.25,$5.10,2.61%,2.61%,$5.23,$5.70,$5.31,4.12%,$3.93,-22.85%,$1.18,-76.86%,BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$12.83,-20.12%,-20.12%,$10.25,$10.25,$13.96,8.81%,$11.37,-11.41%,$15.90,23.95%,BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$56.50,-5.58%,-5.58%,$53.35,$53.35,$88.14,56.00%,$0.00,-100.00%,$0.00,-100.00%,BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.46,23.26%,23.26%,$0.57,$0.57,$0.52,13.04%,$0.00,-100.00%,$0.00,-100.00%,BTOG
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$281.09,-28.92%,,,,$280.12,-0.35%,$0.00,-100.00%,$0.00,-100.00%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.00,1.85%,,,,$25.18,4.92%,-$132.48,-651.99%,-$129.00,-637.50%,BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$29.57,5.28%,5.28%,$31.13,$31.63,$31.04,4.97%,$87.78,196.85%,$95.04,221.42%,BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,3,$94.44,-8.60%,-8.60%,$86.32,$86.32,$98.43,4.22%,-$756.04,-900.55%,-$731.97,-875.06%,C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,3.75,$20.76,6.01%,6.01%,$22.01,$23.30,$23.12,11.37%,$55.18,165.78%,$79.41,282.53%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.41,-0.77%,,,,$42.14,4.28%,-$308.56,-863.58%,-$302.80,-849.31%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$15.43,10.17%,,,,$15.94,3.31%,$0.00,-100.00%,$0.00,-100.00%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$114.32,-17.83%,,,,$112.54,-1.56%,$613.88,436.98%,$648.95,467.66%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$83.12,5.86%,,,,$87.27,4.99%,$81.82,-1.57%,$81.82,-1.57%,CAMT
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$153.19,4.19%,,,,$158.11,3.21%,$199.80,30.42%,$617.59,303.15%,CAR
NYSE:CARR,23 Feb 2024,$53.07,3,,,,$66.11,-19.73%,,,,$71.74,8.52%,$87.81,32.83%,$112.97,70.87%,CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,1.75,$66.84,20.00%,20.00%,$80.21,$95.63,$71.48,6.94%,$73.24,9.58%,$80.77,20.84%,CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$272.37,3.56%,3.56%,$282.07,$303.61,$416.49,52.91%,$438.31,60.92%,$451.55,65.79%,CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$64.79,19.73%,,,,$68.76,6.13%,$102.13,57.63%,$123.12,90.03%,CBZ
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$12.19,-45.87%,,,,$12.86,5.50%,$20.85,71.03%,$25.85,112.03%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$47.65,40.88%,,,,$49.90,4.72%,$43.21,-9.33%,$136.74,186.96%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$49.54,-55.64%,,,,$54.24,9.49%,$45.79,-7.57%,$45.80,-7.56%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$36.01,6.91%,,,,$38.13,5.89%,$763.90,2021.34%,$854.91,2274.09%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$32.50,25.22%,,,,$34.54,6.28%,$169.17,420.51%,$186.18,472.87%,CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$22.50,4.40%,4.40%,$23.49,$25.50,$23.84,5.96%,$29.46,30.92%,$12.78,-43.19%,CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,3.75,$7.77,11.75%,11.75%,$8.68,$9.61,$8.16,5.02%,$17.60,126.54%,$9.69,24.72%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$128.51,-13.56%,,,,$132.87,3.39%,-$121.26,-194.36%,-$104.09,-181.00%,CHCO
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$92.30,-13.22%,,,,$96.89,4.97%,$115.80,25.46%,$125.25,35.70%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$103.88,10.30%,,,,$106.32,2.35%,$87.03,-16.22%,$119.50,15.03%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$449.51,14.04%,,,,$475.05,5.68%,$795.39,76.95%,$846.31,88.27%,CHE
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.29,76.74%,76.74%,$2.28,$2.28,$1.34,3.88%,$13.60,954.49%,$5.72,343.34%,CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$106.70,57.09%,,,,$112.20,5.15%,$88.37,-17.18%,$328.69,208.05%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$43.95,-8.15%,,,,$46.30,5.35%,$56.35,28.21%,$73.99,68.35%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$24.39,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,2.25,$6.71,-1.37%,-1.37%,$6.62,$7.06,$6.95,3.58%,$4.43,-33.98%,$6.66,-0.68%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$2.00,-4.85%,,,,$2.04,2.00%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$153.16,-7.29%,,,,$160.97,5.10%,$328.93,114.76%,$349.00,127.87%,CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$84.64,-0.37%,-0.37%,$84.33,$97.40,$89.21,5.40%,$134.94,59.43%,$148.11,74.99%,CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,3,$10.71,0.65%,0.65%,$10.78,$12.62,$10.81,0.93%,$23.95,123.67%,$19.04,77.74%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$244.30,-11.56%,,,,$244.12,-0.07%,$320.27,31.10%,$470.47,92.58%,CLH
NASDAQ:CLMB,25 Aug 2025,$107.31,3,$133.00,5,2.75,$124.72,-13.96%,-13.96%,$107.31,$133.00,$128.12,2.73%,$238.73,91.41%,$254.91,104.39%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$21.75,70.11%,,,,$22.86,5.10%,$84.45,288.26%,$197.09,806.16%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$119.37,29.93%,,,,$119.69,0.27%,$203.98,70.88%,$237.09,98.62%,CLX
NYSE:CM,19 Aug 2025,,,,,,$73.50,-100.00%,-100.00%,,$0.00,$77.33,5.21%,$0.00,-100.00%,$0.00,-100.00%,CM
NYSE:CNH,18 Aug 2025,$16.66,5,$14.39,4,3.5,$12.21,17.85%,17.85%,$14.39,$16.66,$13.00,6.47%,$11.55,-5.38%,$18.16,48.69%,CNH
NYSE:CNM,15 Aug 2025,$59.25,2,,,2,$65.10,-8.98%,-8.98%,$59.25,$59.25,$98.58,51.43%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$39.03,-21.69%,,,,$40.56,3.92%,-$250.03,-740.60%,-$217.89,-658.27%,CNO
NYSE:COF,18 Aug 2025,$1.55,4,$1.15,4,3,$222.15,-99.48%,-99.48%,$1.15,$1.55,$228.37,2.80%,$216.24,-2.66%,$353.16,58.97%,COF
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$92.51,17.69%,17.69%,$108.88,$111.93,$94.75,2.42%,$96.09,3.87%,$154.90,67.44%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$26.99,-12.07%,-12.07%,$23.73,$23.73,$27.85,3.19%,-$159.27,-690.12%,-$148.29,-649.41%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$97.39,24.51%,,,,$102.77,5.52%,$81.11,-16.72%,$170.53,75.10%,COP
NYSE:COTY,18 Aug 2025,$8.16,3,$6.34,4,2.5,$3.83,65.54%,65.54%,$6.34,$8.16,$4.15,8.36%,-$2.09,-154.53%,$4.37,14.11%,COTY
NYSE:CP,13 Nov 2024,$75.90,3,,,,$75.56,0.45%,,,,$77.68,2.81%,$78.90,4.42%,$106.11,40.43%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$30.99,-9.38%,,,,$32.01,3.29%,-$172.00,-655.03%,-$168.96,-645.20%,CPF
NYSE:CPRI,23 Aug 2025,$38.54,5,$25.25,6,4,$21.84,15.61%,15.61%,$25.25,$38.54,$32.61,49.31%,$57.56,163.55%,-$11.00,-150.39%,CPRI
NYSE:CPT,19 Aug 2025,$114.40,4,,1,2.25,$109.81,4.18%,4.18%,$114.40,$114.40,$116.85,6.41%,$109.65,-0.15%,$166.93,52.02%,CPT
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$194.33,-14.39%,,,,$199.77,2.80%,$238.04,22.49%,$248.07,27.65%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$195.96,-16.28%,,,,$196.80,0.43%,$197.45,0.76%,$276.29,40.99%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,,$10.55,-0.22%,,,,$11.24,6.54%,$0.00,-100.00%,$0.00,-100.00%,CRESY
NYSE:CRGY,20 Aug 2025,$15.13,3,,,3,$9.29,62.87%,62.87%,$15.13,$15.13,$10.18,9.58%,$21.09,127.00%,$78.09,740.55%,CRGY
NASDAQ:CROX,26 Jul 2024,$132.28,3,,,,$86.38,53.14%,,,,$91.46,5.88%,$221.70,156.65%,$235.35,172.46%,CROX
NASDAQ:CRTO,12 Aug 2025,$40.38,3,$39.00,8,3.5,$24.49,59.25%,59.25%,$39.00,$40.38,$25.39,3.67%,$49.55,102.34%,$20.79,-15.12%,CRTO
NASDAQ:CRWD,13 Sep 2024,$299.53,4,,,,$424.33,-29.41%,,,,$439.01,3.46%,$0.00,-100.00%,$0.00,-100.00%,CRWD
NYSE:CSL,31 Jul 2024,$348.23,2,,,,$395.08,-11.86%,,,,$406.00,2.76%,$600.39,51.97%,$569.67,44.19%,CSL
NASDAQ:CSTL,23 Aug 2024,$38.33,3,,,,$20.98,82.69%,,,,$21.53,2.62%,$32.69,55.81%,$38.15,81.82%,CSTL
NYSE:CSTM,7 Jan 2025,$16.09,3,$16.67,2,,$14.52,10.80%,,,,$14.48,-0.28%,-$7.60,-152.37%,$15.86,9.21%,CSTM
NYSE:CTRA,21 Jul 2025,$28.51,4,$33.60,4,,$23.56,21.01%,,,,$25.43,7.94%,$89.40,279.44%,$136.24,478.26%,CTRA
NASDAQ:CVBF,10 Apr 2025,$20.35,4,$24.75,6,,$20.17,0.88%,,,,$21.02,4.21%,-$57.05,-382.83%,-$55.85,-376.90%,CVBF
NYSE:CVE,14 Aug 2025,$17.50,3,$18.51,8,3.5,$16.60,5.41%,5.41%,$17.50,$18.51,$17.54,5.66%,$26.46,59.39%,$49.29,196.94%,CVE
NYSE:CVI,23 Aug 2024,$33.80,3,,,,$28.13,20.14%,,,,$29.34,4.30%,$62.55,122.35%,$103.83,269.10%,CVI
NYSE:CVS,26 Aug 2025,84.4159,5,$83.13,8,4.5,$71.50,16.27%,16.27%,$83.13,$84.42,$73.76,3.16%,-$11.69,-116.35%,$25.30,-64.62%,CVS
NYSE:CVX,20 Aug 2025,$174.36,4,$171.33,9,4.25,$157.23,8.97%,8.97%,$171.33,$174.36,$164.07,4.35%,$209.14,33.01%,$295.72,88.08%,CVX
NYSE:CW,17 May 2024,$250.04,2,,,,$487.39,-48.70%,,,,$503.27,3.26%,$642.59,31.84%,$700.83,43.79%,CW
NYSE:CX,19 Jun 2025,$8.65,3,$7.31,8,,$9.09,-19.58%,,,,$9.39,3.30%,$6.06,-33.38%,$22.16,143.74%,CX
NYSE:CXT,15 Apr 2024,$59.92,3,,,,$62.45,-4.06%,,,,$64.42,3.15%,$76.68,22.78%,$100.48,60.90%,CXT
NASDAQ:CYCC,12 Jun 2025,$0.82,3,,,,$7.55,-89.10%,,,,$7.99,5.83%,-$7.72,-202.31%,-$7.70,-202.02%,CYCC
NYSE:DCI,4 Sep 2024,$66.47,2,,,,$76.20,-12.77%,,,,$79.79,4.71%,$0.00,-100.00%,$0.00,-100.00%,DCI
NYSE:DDD,18 Aug 2025,$2.94,3,$2.50,2,2,$2.23,12.11%,12.11%,$2.50,$2.94,$3.31,48.43%,-$1.53,-168.62%,$2.15,-3.78%,DDD
NASDAQ:DDOG,18 Aug 2025,$131.92,3,$161.38,8,3.5,$128.29,2.83%,2.83%,$131.92,$161.38,$135.77,5.83%,$166.71,29.95%,$169.49,32.12%,DDOG
NYSE:DDS,21 May 2024,$424.51,3,,,,$538.31,-21.14%,,,,$534.46,-0.72%,$842.35,56.48%,$999.99,85.76%,DDS
NYSE:DECK,20 Aug 2024,$913.85,3,,,,$113.77,703.24%,,,,$116.15,2.09%,$130.27,14.50%,$139.25,22.40%,DECK
NASDAQ:DFDV,3 Jun 2025,$23.65,3,,,,$15.98,48.01%,,,,$18.09,13.20%,$18.08,13.14%,$18.11,13.33%,DFDV
NYSE:DFH,26 Mar 2025,$30.22,3,$32.00,4,,$29.02,4.14%,,,,$29.09,0.24%,$309.39,966.13%,$318.93,998.98%,DFH
NYSE:DGX,29 Jul 2024,$148.07,3,,,,$179.00,-17.28%,,,,$185.13,3.42%,$246.67,37.80%,$296.36,65.57%,DGX
NYSE:DHI,2 Jul 2024,$140.37,2,,,,$168.28,-16.59%,,,,$172.96,2.78%,$234.07,39.10%,$237.42,41.08%,DHI
NYSE:DKL,10 Apr 2025,,,,,,$43.47,-100.00%,,,,$46.30,6.51%,$20.11,-53.73%,$12.97,-70.17%,DKL
