Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:AGM,26 Aug 2025,$230.34,3,,,3,$205.04,12.34%,12.34%,$230.34,$230.34,$213.20,3.98%,"-$1,738.68",-947.97%,"-$1,410.11",-787.73%,AGM
NASDAQ:AGNC,7 Jul 2025,$11.25,4,,,,$9.81,14.70%,,,,$10.13,3.26%,-$69.56,-809.06%,-$69.20,-805.41%,AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$81.72,22.64%,,,,$83.52,2.20%,$50.86,-37.77%,$50.96,-37.64%,AGO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$82.59,2.63%,,,,$85.46,3.47%,-$47.79,-157.87%,$18.47,-77.63%,AIG
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,2.5,$64.36,3.79%,3.79%,$66.80,$77.61,$69.00,7.21%,$65.51,1.79%,$91.73,42.52%,AIN
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,2.75,$6.42,-22.12%,-22.12%,$5.00,$6.69,$7.15,11.37%,$7.95,23.88%,$9.90,54.23%,AIRS
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$60.58,-17.68%,,,,$62.31,2.86%,-$210.35,-447.23%,-$137.42,-326.84%,AL
NYSE:ALEX,24 Apr 2025,$18.39,4,$23.00,9,,$19.21,-4.26%,,,,$19.70,2.55%,$22.34,16.28%,$31.95,66.31%,ALEX
NYSE:ALIT,17 Jul 2025,$9.59,3,,,,$3.90,146.00%,,,,$4.00,2.56%,$3.03,-22.34%,$13.15,237.09%,ALIT
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$40.90,1.54%,,,,$41.98,2.64%,-$440.66,-1177.41%,-$461.48,-1228.31%,ALLY
NASDAQ:ALRS,3 Jun 2025,$23.53,4,$21.50,9,,$22.48,-4.36%,,,,$23.02,2.40%,-$149.04,-762.98%,-$143.38,-737.83%,ALRS
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,2,$7.69,-30.69%,-30.69%,$5.33,$5.33,$7.43,-3.38%,$0.00,-100.00%,$0.00,-100.00%,ALTS
NYSE:AMBP,12 May 2025,$5.62,5,$3.65,6,,$3.65,0.00%,,,,$3.84,5.21%,$7.02,92.45%,$17.10,368.47%,AMBP
NYSE:AMCR,8 Aug 2025,$10.91,5,$11.50,10,5,$8.45,29.15%,29.15%,$10.91,$11.50,$8.85,4.73%,$10.34,22.38%,$15.28,80.80%,AMCR
NASDAQ:AMRK,16 Dec 2024,$47.67,3,,5,,$23.26,104.94%,,,,$23.16,-0.43%,$0.00,-100.00%,$0.00,-100.00%,AMRK
NASDAQ:AMWD,19 Dec 2024,$85.26,3,$116.00,7,,$66.69,27.84%,,,,$65.64,-1.57%,$0.00,-100.00%,$0.00,-100.00%,AMWD
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,$19.86,-16.77%,,,,$20.43,2.87%,$875.01,4305.90%,"$2,730.55",13648.99%,AMX
NYSE:ANF,20 Aug 2025,$127.43,3,$118.44,7,3.25,$96.69,22.49%,22.49%,$118.44,$127.43,$103.03,6.56%,$0.00,-100.00%,$0.00,-100.00%,ANF
NASDAQ:APA,12 Aug 2025,$28.49,3,$22.45,7,3.25,$22.47,-0.09%,-0.09%,$22.45,$28.49,$23.00,2.36%,$42.29,88.22%,$101.78,352.97%,APA
NYSE:APD,7 Jun 2024,$304.35,4,,,,$294.71,3.27%,,,,$309.34,4.96%,$199.78,-32.21%,$220.53,-25.17%,APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$109.83,-25.73%,,,,$110.59,0.69%,$161.30,46.86%,$172.78,57.31%,APH
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$44.71,23.01%,,,,$44.22,-1.10%,$124.37,178.17%,$151.22,238.23%,APOG
NYSE:AQN,26 Aug 2025,$6.14,4,$6.23,8,4,$5.76,6.66%,6.66%,$6.14,$6.23,$5.97,3.65%,-$2.91,-150.44%,$4.65,-19.21%,AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,3,$31.62,-0.99%,-0.99%,$31.31,$31.31,$32.22,1.90%,$69.21,118.87%,$94.70,199.50%,AR
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$11.90,-13.70%,,,,$12.39,4.12%,$24.82,108.53%,$52.66,342.50%,ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,3,$5.09,27.79%,27.79%,$6.50,$6.50,$5.23,2.75%,-$16.66,-427.28%,-$4.77,-193.75%,ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.80,-12.17%,,,,$27.45,2.43%,-$158.20,-690.29%,-$152.05,-667.37%,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$56.60,18.13%,,,,$58.22,2.86%,$115.54,104.14%,$201.88,256.67%,ASH
NASDAQ:ASML,8 Jul 2024,$901.00,1,,,,$762.78,18.12%,,,,$788.66,3.39%,$804.67,5.49%,$856.53,12.29%,ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$320.95,7.47%,,,,$334.54,4.23%,"$2,538.00",690.78%,"$3,913.24",1119.27%,ASR
NYSE:ATI,28 Oct 2024,$51.14,1,,,,$76.80,-33.41%,,,,$74.06,-3.57%,$97.28,26.67%,$118.31,54.04%,ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$54.94,-45.85%,-45.85%,$29.75,$29.75,$58.08,5.72%,$133.02,142.12%,$137.47,150.21%,AU
NASDAQ:AVT,19 Dec 2024,$60.44,3,$51.33,2,,$54.54,-5.89%,,,,$56.92,4.36%,$0.13,-99.77%,$15.91,-70.84%,AVT
NYSE:AVY,20 Sep 2024,$180.75,1,,,,$173.18,4.37%,,,,$179.01,3.37%,$182.96,5.65%,$201.10,16.12%,AVY
NYSE:B,12 Aug 2025,$23.69,3,,,3,$26.37,-10.17%,-10.17%,$23.69,$23.69,$27.73,5.16%,$38.35,45.43%,$55.40,110.09%,B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$233.87,-23.33%,,,,$241.59,3.30%,$260.55,11.41%,$56.66,-75.77%,BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,3.75,$121.60,9.91%,9.91%,$133.65,$148.92,$130.62,7.42%,$0.00,-100.00%,$0.00,-100.00%,BABA
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,3,$50.22,-10.02%,-10.02%,$45.19,$52.60,$51.82,3.19%,-$244.98,-587.82%,-$242.06,-581.99%,BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$52.52,19.54%,19.54%,$62.78,$67.98,$54.59,3.94%,$30.23,-42.45%,$53.53,1.92%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$133.27,-16.94%,,,,$137.78,3.38%,-$10.12,-107.59%,$1.31,-99.02%,BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,3,$3.90,-13.38%,-13.38%,$3.38,$4.72,$3.99,2.31%,$5.24,34.38%,$6.10,56.51%,BB
NYSE:BBD,4 Aug 2025,$2.64,3,$3.00,3,2.25,$2.98,-11.54%,-11.54%,$2.64,$3.00,$3.12,4.70%,-$18.26,-712.78%,-$15.74,-628.18%,BBD
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,3,$57.67,-28.31%,-28.31%,$41.34,$59.00,$61.58,6.78%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$32.07,28.09%,,,,$32.50,1.34%,$0.00,-100.00%,$0.00,-100.00%,BBWI
NYSE:BBY,14 Oct 2024,$84.10,1,,,,$74.86,12.35%,,,,$76.53,2.23%,$0.00,-100.00%,$0.00,-100.00%,BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$19.99,-13.75%,-13.75%,$17.24,$17.24,$21.31,6.60%,$16.00,-19.94%,$16.00,-19.94%,BCS
NYSE:BCSF,8 Jul 2024,$18.63,3,,,,$15.51,20.11%,,,,$15.95,2.84%,-$6.69,-143.16%,-$7.27,-146.86%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$140.72,-42.61%,,,,$131.97,-6.22%,$213.52,51.73%,$255.26,81.40%,BELFB
NYSE:BFAM,10 Jul 2025,$120.00,3,$136.75,1,,$119.36,0.54%,,,,$118.54,-0.69%,$209.15,75.23%,$237.98,99.38%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$130.15,-24.26%,,,,$133.76,2.77%,-$176.71,-235.77%,-$163.29,-225.46%,BFC
NYSE:BIRK,28 Oct 2024,$56.09,3,,,,$52.51,6.81%,,,,$54.73,4.23%,$109.41,108.36%,$118.70,126.06%,BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$97.16,-100.00%,-100.00%,,$0.00,$99.68,2.59%,$105.35,8.43%,$142.99,47.17%,BJ
NYSE:BKD,20 Sep 2024,$7.70,3,,,,$7.75,-0.63%,,,,$7.97,2.84%,-$9.92,-227.95%,$17.60,127.14%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$44.72,-8.43%,,,,$45.96,2.77%,$40.49,-9.47%,$56.26,25.81%,BKR
NYSE:BLD,8 Jul 2024,$376.96,3,,,,$430.00,-12.33%,,,,$439.04,2.10%,$802.76,86.69%,$892.17,107.48%,BLD
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,3,$1.00,43.20%,43.20%,$1.43,$2.50,$1.10,10.00%,-$1.77,-277.22%,-$1.46,-246.49%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$186.80,-9.14%,,,,$192.14,2.86%,$275.67,47.57%,$272.72,46.00%,BMI
NYSE:BN,26 Aug 2024,$51.03,3,,,,$65.20,-21.73%,,,,$67.82,4.02%,-$142.81,-319.03%,-$103.49,-258.73%,BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$61.69,-10.30%,-10.30%,$55.34,$55.34,$63.69,3.24%,$0.00,-100.00%,$0.00,-100.00%,BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$69.04,4.29%,,,,$70.50,2.11%,-$397.50,-675.75%,-$389.64,-664.37%,BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,3,$6.72,37.65%,37.65%,$9.25,$10.98,$7.41,10.27%,$36.73,446.60%,$66.05,882.91%,BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$34.80,8.25%,8.25%,$37.67,$39.40,$36.10,3.74%,$36.38,4.53%,$131.51,277.89%,BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.62,3.59%,,,,$3.75,3.59%,$8.79,142.70%,$14.19,292.06%,BRFS
NYSE:BSBR,19 Aug 2025,$5.23,3,$5.70,7,3.25,$5.09,2.82%,2.82%,$5.23,$5.70,$5.32,4.52%,$3.98,-21.71%,$1.24,-75.68%,BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$13.06,-21.52%,-21.52%,$10.25,$10.25,$19.62,50.23%,$10.91,-16.44%,$15.43,18.18%,BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$56.90,-6.24%,-6.24%,$53.35,$53.35,$86.14,51.39%,$0.00,-100.00%,$0.00,-100.00%,BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.44,28.86%,28.86%,$0.57,$0.57,$0.70,59.09%,$0.00,-100.00%,$0.00,-100.00%,BTOG
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$281.24,-28.95%,,,,$282.07,0.30%,$0.00,-100.00%,$0.00,-100.00%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.62,-0.71%,,,,$25.21,2.40%,-$132.25,-637.15%,-$128.78,-623.06%,BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$30.02,3.70%,3.70%,$31.13,$31.63,$31.13,3.70%,$87.43,191.25%,$94.67,215.36%,BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,3,$95.81,-9.90%,-9.90%,$86.32,$86.32,$98.38,2.68%,-$756.40,-889.48%,-$732.37,-864.40%,C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,3.75,$20.84,5.60%,5.60%,$22.01,$23.30,$22.00,5.57%,$54.24,160.26%,$78.38,276.12%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.80,-1.72%,,,,$42.00,2.94%,-$308.51,-856.16%,-$302.76,-842.06%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$15.57,9.18%,,,,$15.82,1.61%,$0.00,-100.00%,$0.00,-100.00%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$116.10,-19.09%,,,,$111.22,-4.20%,$610.84,426.14%,$645.79,456.23%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$86.02,2.29%,,,,$87.42,1.63%,$84.13,-2.20%,$84.13,-2.20%,CAMT
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$156.07,2.27%,,,,$157.55,0.95%,$194.98,24.93%,$612.20,292.26%,CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,2,$67.12,-7.65%,-7.65%,$61.99,$61.99,$73.27,9.16%,$86.37,28.68%,$111.42,66.01%,CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,1.75,$67.69,18.49%,18.49%,$80.21,$95.63,$70.40,4.00%,$71.71,5.94%,$79.21,17.02%,CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$272.62,3.46%,3.46%,$282.07,$303.61,$284.32,4.29%,$430.29,57.83%,$443.48,62.67%,CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$65.38,18.64%,,,,$67.14,2.69%,$100.36,53.50%,$121.29,85.52%,CBZ
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$12.29,-46.31%,,,,$12.77,3.91%,$21.05,71.25%,$26.03,111.80%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$47.44,41.51%,,,,$49.06,3.41%,$41.23,-13.08%,$134.52,183.55%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$49.30,-55.43%,,,,$49.18,-0.24%,$42.83,-13.13%,$42.84,-13.11%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$35.71,7.81%,,,,$37.07,3.81%,$761.14,2031.46%,$851.99,2285.85%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$32.40,25.60%,,,,$33.47,3.30%,$168.01,418.56%,$185.00,470.98%,CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$22.27,5.47%,5.47%,$23.49,$25.50,$23.43,5.21%,$29.60,32.93%,$13.01,-41.59%,CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,3.75,$7.72,12.47%,12.47%,$8.68,$9.61,$8.14,5.44%,$17.70,129.26%,$9.81,27.07%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$130.10,-14.61%,,,,$133.02,2.24%,-$122.14,-193.88%,-$105.03,-180.73%,CHCO
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$92.93,-13.81%,,,,$94.52,1.71%,$113.12,21.72%,$122.55,31.87%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$105.24,8.87%,,,,$105.80,0.53%,$86.66,-17.66%,$119.06,13.13%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$448.60,14.27%,,,,$466.51,3.99%,$781.75,74.26%,$832.55,85.59%,CHE
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.37,66.42%,66.42%,$2.28,$2.28,$1.41,2.92%,$13.73,902.47%,$5.88,329.39%,CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$107.21,56.35%,,,,$110.29,2.87%,$89.44,-16.58%,$329.26,207.12%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$43.79,-7.81%,,,,$45.07,2.92%,$55.51,26.76%,$73.11,66.96%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,2.25,$7.09,-6.66%,-6.66%,$6.62,$7.06,$7.28,2.68%,$5.17,-27.08%,$7.40,4.32%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$1.98,-3.89%,,,,$2.04,3.03%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$153.60,-7.55%,,,,$158.26,3.03%,$325.89,112.17%,$345.88,125.18%,CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$84.20,0.15%,0.15%,$84.33,$97.40,$87.57,4.00%,$132.88,57.81%,$146.00,73.40%,CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,3,$10.64,1.32%,1.32%,$10.78,$12.62,$11.04,3.76%,$23.93,124.86%,$19.04,78.96%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$245.75,-12.09%,,,,$247.09,0.55%,$315.52,28.39%,$465.15,89.28%,CLH
NASDAQ:CLMB,25 Aug 2025,$107.31,3,$133.00,5,2.75,$123.34,-12.99%,-12.99%,$107.31,$133.00,$132.05,7.06%,$237.39,92.47%,$253.51,105.54%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$21.49,72.17%,,,,$22.48,4.61%,$83.17,287.04%,$195.40,809.27%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$118.80,30.55%,,,,$119.01,0.18%,$200.86,69.07%,$233.85,96.85%,CLX
NYSE:CM,19 Aug 2025,,,,,,$74.64,-100.00%,-100.00%,,$0.00,$77.45,3.76%,$0.00,-100.00%,$0.00,-100.00%,CM
NYSE:CNH,18 Aug 2025,$16.66,5,$14.39,4,3.5,$12.05,19.42%,19.42%,$14.39,$16.66,$12.80,6.22%,$11.17,-7.27%,$17.76,47.37%,CNH
NYSE:CNM,15 Aug 2025,$59.25,2,,,2,$65.46,-9.48%,-9.48%,$59.25,$59.25,$69.32,5.90%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$39.29,-22.21%,,,,$39.27,-0.05%,-$250.51,-737.60%,-$218.44,-655.96%,CNO
NYSE:COF,18 Aug 2025,$1.55,4,$1.15,4,3,$225.20,-99.49%,-99.49%,$1.15,$1.55,$230.90,2.53%,$217.73,-3.32%,$354.24,57.30%,COF
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$90.92,19.75%,19.75%,$108.88,$111.93,$95.60,5.15%,$97.68,7.43%,$156.37,71.98%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$27.06,-12.29%,-12.29%,$23.73,$23.73,$27.87,2.99%,-$159.34,-688.84%,-$148.39,-648.39%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$98.08,23.63%,,,,$101.26,3.24%,$81.36,-17.05%,$170.61,73.95%,COP
NYSE:COTY,18 Aug 2025,$8.16,3,$6.34,4,2.5,$3.99,58.90%,58.90%,$6.34,$8.16,$3.96,-0.75%,-$2.33,-158.51%,$4.11,2.94%,COTY
NYSE:CP,13 Nov 2024,$75.90,3,,,,$76.29,-0.51%,,,,$78.60,3.03%,$80.21,5.14%,$107.32,40.67%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$31.54,-10.96%,,,,$32.11,1.81%,-$171.48,-643.70%,-$168.44,-634.06%,CPF
NYSE:CPRI,23 Aug 2025,$38.54,5,$25.25,6,4,$21.72,16.25%,16.25%,$25.25,$38.54,$32.87,51.34%,$57.28,163.70%,-$11.06,-150.91%,CPRI
NYSE:CPT,19 Aug 2025,$114.40,4,,1,2.25,$109.72,4.27%,4.27%,$114.40,$114.40,$113.58,3.52%,$109.33,-0.36%,$166.50,51.75%,CPT
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$196.47,-15.32%,,,,$193.70,-1.41%,$239.36,21.83%,$249.38,26.93%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$197.00,-16.73%,,,,$195.22,-0.90%,$196.23,-0.39%,$274.78,39.48%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,,$10.39,1.32%,,,,$10.90,4.91%,$0.00,-100.00%,$0.00,-100.00%,CRESY
NYSE:CRGY,20 Aug 2025,$15.13,3,,,3,$9.55,58.44%,58.44%,$15.13,$15.13,$9.91,3.77%,$20.06,110.04%,$76.89,705.14%,CRGY
NASDAQ:CROX,26 Jul 2024,$132.28,3,,,,$86.78,52.43%,,,,$89.98,3.69%,$220.23,153.78%,$233.86,169.49%,CROX
NASDAQ:CRTO,12 Aug 2025,$40.38,3,$39.00,8,3.5,$24.64,58.28%,58.28%,$39.00,$40.38,$25.91,5.15%,$49.58,101.20%,$20.89,-15.21%,CRTO
NASDAQ:CRWD,13 Sep 2024,$299.53,4,,,,$424.41,-29.42%,,,,$436.22,2.78%,$0.00,-100.00%,$0.00,-100.00%,CRWD
NYSE:CSL,31 Jul 2024,$348.23,2,,,,$393.00,-11.39%,,,,$401.86,2.25%,$594.64,51.31%,$564.03,43.52%,CSL
NASDAQ:CSTL,23 Aug 2024,$38.33,3,,,,$21.87,75.25%,,,,$22.03,0.73%,$33.17,51.67%,$38.62,76.57%,CSTL
NYSE:CSTM,7 Jan 2025,$16.09,3,$16.67,2,,$14.55,10.57%,,,,$14.33,-1.51%,-$7.81,-153.70%,$15.60,7.24%,CSTM
NYSE:CTRA,21 Jul 2025,$28.51,4,$33.60,4,,$24.24,17.62%,,,,$24.79,2.27%,$89.31,268.42%,$136.05,461.26%,CTRA
NASDAQ:CVBF,10 Apr 2025,$20.35,4,$24.75,6,,$20.33,0.09%,,,,$20.90,2.80%,-$57.09,-380.81%,-$55.89,-374.93%,CVBF
NYSE:CVE,14 Aug 2025,$17.50,3,$18.51,8,3.5,$16.70,4.78%,4.78%,$17.50,$18.51,$17.47,4.61%,$26.76,60.24%,$49.56,196.74%,CVE
NYSE:CVI,23 Aug 2024,$33.80,3,,,,$28.65,17.96%,,,,$29.10,1.57%,$63.35,121.12%,$104.52,264.83%,CVI
NYSE:CVS,26 Aug 2025,84.4159,5,$83.13,8,4.5,$71.97,15.51%,15.51%,$83.13,$84.42,$72.87,1.25%,-$11.52,-116.00%,$25.40,-64.71%,CVS
NYSE:CVX,20 Aug 2025,$174.36,4,$171.33,9,4.25,$158.95,7.79%,7.79%,$171.33,$174.36,$164.65,3.59%,$208.13,30.94%,$294.55,85.31%,CVX
NYSE:CW,17 May 2024,$250.04,2,,,,$492.94,-49.28%,,,,$506.81,2.81%,$651.47,32.16%,$709.50,43.93%,CW
NYSE:CX,19 Jun 2025,$8.65,3,$7.31,8,,$8.76,-16.55%,,,,$9.55,9.02%,$6.10,-30.35%,$22.14,152.76%,CX
NYSE:CXT,15 Apr 2024,$59.92,3,,,,$62.52,-4.17%,,,,$62.51,-0.02%,$75.52,20.79%,$99.27,58.79%,CXT
NASDAQ:CYCC,12 Jun 2025,$0.82,3,,,,$7.82,-89.48%,,,,,-100.00%,-$2.00,-125.58%,-$2.00,-125.58%,CYCC
NYSE:DCI,4 Sep 2024,$66.47,2,,,,$80.47,-17.40%,,,,$79.59,-1.09%,$0.00,-100.00%,$0.00,-100.00%,DCI
NYSE:DDD,18 Aug 2025,$2.94,3,$2.50,2,2,$2.50,0.00%,0.00%,$2.50,$2.94,$2.39,-4.40%,-$1.48,-159.19%,$2.19,-12.54%,DDD
NASDAQ:DDOG,18 Aug 2025,$131.92,3,$161.38,8,3.5,$129.42,1.93%,1.93%,$131.92,$161.38,$133.02,2.78%,$161.64,24.90%,$164.41,27.04%,DDOG
NYSE:DDS,21 May 2024,$424.51,3,,,,$536.70,-20.90%,,,,$527.76,-1.67%,$833.52,55.31%,$990.87,84.62%,DDS
NYSE:DECK,20 Aug 2024,$913.85,3,,,,$115.36,692.17%,,,,$116.95,1.38%,$134.83,16.88%,$143.78,24.64%,DECK
NASDAQ:DFDV,3 Jun 2025,$23.65,3,,,,$16.46,43.69%,,,,$16.62,0.97%,$13.87,-15.73%,$13.90,-15.55%,DFDV
NYSE:DFH,26 Mar 2025,$30.22,3,$32.00,4,,$28.64,5.52%,,,,$29.63,3.46%,$306.86,971.45%,$316.36,1004.62%,DFH
NYSE:DGX,29 Jul 2024,$148.07,3,,,,$180.55,-17.99%,,,,$183.47,1.62%,$246.41,36.48%,$296.00,63.94%,DGX
NYSE:DHI,2 Jul 2024,$140.37,2,,,,$168.54,-16.71%,,,,$173.76,3.10%,$231.56,37.39%,$234.89,39.37%,DHI
