Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$19.63,-12.17%,-12.17%,$17.24,$17.24,$21.28,8.41%,$17.16,-12.57%,$17.16,-12.57%,BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,$16.50,5,2.75,$15.82,4.30%,4.30%,$16.50,$16.51,$16.09,1.71%,-$6.63,-141.92%,-$7.21,-145.55%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$134.56,-39.99%,,,,$134.82,0.19%,$215.04,59.81%,$256.95,90.96%,BELFB
NYSE:BFAM,10 Jul 2025,$120.00,3,$136.75,1,,$118.04,1.66%,,,,$118.50,0.39%,$210.30,78.16%,$239.23,102.67%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$129.92,-24.12%,,,,$134.91,3.84%,-$176.73,-236.03%,-$163.26,-225.66%,BFC
NYSE:BIRK,30 Aug 2025,$55.22,4,$68.67,3,2.75,$52.13,5.92%,5.92%,$55.22,$68.67,$54.16,3.89%,$109.88,110.77%,$119.20,128.65%,BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$97.68,-100.00%,-100.00%,,$0.00,$101.57,3.98%,$106.55,9.08%,$144.32,47.75%,BJ
NYSE:BKD,30 Aug 2025,$9.20,4,$8.83,6,3.5,$7.70,14.68%,14.68%,$8.83,$9.20,$7.77,0.91%,-$9.77,-226.94%,$17.85,131.79%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$45.40,-9.80%,,,,$46.70,2.86%,$40.85,-10.03%,$56.67,24.82%,BKR
NYSE:BLD,30 Aug 2025,$467.93,3,$430.00,3,2.25,$420.76,2.20%,2.20%,$430.00,$467.93,$442.42,5.15%,$804.99,91.32%,$894.73,112.65%,BLD
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,3,$1.18,21.36%,21.36%,$1.43,$2.50,$1.13,-4.24%,-$1.74,-247.69%,-$1.44,-221.64%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$182.92,-7.22%,,,,$192.90,5.46%,$279.22,52.64%,$276.25,51.02%,BMI
NYSE:BN,26 Aug 2024,$55.96,2,,,,$65.72,-14.85%,,,,$68.22,3.80%,-$142.78,-317.26%,-$103.40,-257.33%,BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$62.46,-11.40%,-11.40%,$55.34,$55.34,$66.18,5.96%,$0.00,-100.00%,$0.00,-100.00%,BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$68.12,5.70%,,,,$72.21,6.00%,-$397.16,-683.03%,-$389.29,-671.48%,BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,3,$6.70,38.06%,38.06%,$9.25,$10.98,$10.13,51.19%,$36.83,449.70%,$66.26,888.91%,BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$35.23,6.93%,6.93%,$37.67,$39.40,$36.76,4.34%,$36.75,4.33%,$132.15,275.11%,BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.82,-1.83%,,,,$3.76,-1.57%,$8.84,131.41%,$14.26,273.33%,BRFS
NYSE:BSBR,19 Aug 2025,$5.23,3,$5.70,7,3.25,$5.30,-1.26%,-1.26%,$5.23,$5.70,$5.37,1.32%,$4.06,-23.31%,$1.31,-75.28%,BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$14.29,-28.28%,-28.28%,$10.25,$10.25,$14.55,1.82%,$11.57,-19.06%,$16.10,12.69%,BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$56.89,-6.22%,-6.22%,$53.35,$53.35,$85.43,50.17%,$0.00,-100.00%,$0.00,-100.00%,BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.39,45.38%,45.38%,$0.57,$0.57,$0.49,25.64%,$0.00,-100.00%,$0.00,-100.00%,BTOG
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$290.68,-31.26%,,,,$281.27,-3.24%,$0.00,-100.00%,$0.00,-100.00%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.70,-1.04%,,,,$26.01,5.30%,-$132.00,-634.40%,-$128.52,-620.33%,BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$29.97,3.88%,3.88%,$31.13,$31.63,$31.25,4.27%,$87.64,192.42%,$94.90,216.66%,BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,3,$96.57,-10.61%,-10.61%,$86.32,$86.32,$101.01,4.60%,-$754.43,-881.23%,-$730.36,-856.30%,C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,3.75,$21.51,2.31%,2.31%,$22.01,$23.30,$22.13,2.88%,$54.24,152.14%,$78.47,264.83%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.89,-1.93%,,,,$42.75,4.55%,-$308.15,-853.61%,-$302.39,-839.52%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$15.00,13.33%,,,,$16.05,7.00%,$0.00,-100.00%,$0.00,-100.00%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$115.64,-18.77%,,,,$122.17,5.65%,$614.64,431.51%,$649.71,461.84%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$82.71,6.38%,,,,$91.21,10.28%,$86.21,4.23%,$86.21,4.23%,CAMT
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$158.23,0.88%,,,,$159.96,1.09%,$201.26,27.19%,$619.05,291.24%,CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,2,$65.20,-4.93%,-4.93%,$61.99,$61.99,$102.09,56.58%,$87.65,34.44%,$112.81,73.01%,CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,1.75,$67.55,18.74%,18.74%,$80.21,$95.63,$71.12,5.28%,$72.47,7.29%,$80.00,18.43%,CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$275.07,2.54%,2.54%,$282.07,$303.61,$410.65,49.29%,$433.68,57.66%,$446.92,62.47%,CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$64.54,20.19%,,,,$68.46,6.07%,$101.34,57.02%,$122.33,89.54%,CBZ
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$13.15,-49.83%,,,,$13.05,-0.76%,$21.25,61.59%,$26.25,99.60%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$47.63,40.94%,,,,$48.95,2.77%,$41.74,-12.38%,$135.27,184.00%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$51.23,-57.11%,,,,$50.99,-0.47%,$43.33,-15.43%,$43.34,-15.41%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$36.43,5.68%,,,,$38.21,4.89%,$763.45,1995.65%,$854.46,2245.48%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$33.03,23.21%,,,,$34.02,3.00%,$168.63,410.53%,$185.64,462.04%,CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$22.33,5.19%,5.19%,$23.49,$25.50,$23.54,5.42%,$29.95,34.11%,$13.27,-40.56%,CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,3.75,$8.17,6.28%,6.28%,$8.68,$9.61,$8.15,-0.24%,$17.65,116.06%,$9.74,19.23%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$128.48,-13.54%,,,,$135.09,5.14%,-$121.37,-194.47%,-$104.20,-181.11%,CHCO
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$93.16,-14.02%,,,,$95.02,2.00%,$113.81,22.17%,$123.26,32.31%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$103.73,10.46%,,,,$108.98,5.06%,$89.18,-14.02%,$121.65,17.27%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$457.95,11.94%,,,,$467.34,2.05%,$792.28,73.01%,$843.20,84.12%,CHE
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.47,55.10%,55.10%,$2.28,$2.28,$1.42,-3.40%,$13.72,833.53%,$5.84,297.22%,CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$109.89,52.53%,,,,$112.80,2.65%,$90.75,-17.42%,$331.07,201.28%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$43.51,-7.22%,,,,$45.13,3.72%,$55.65,27.90%,$73.29,68.44%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$24.37,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,2.25,$7.64,-13.38%,-13.38%,$6.62,$7.06,$7.45,-2.49%,$5.04,-34.03%,$7.27,-4.78%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$2.03,-6.26%,,,,$2.06,1.48%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$153.60,-7.55%,,,,$160.04,4.19%,$327.54,113.24%,$347.61,126.31%,CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$84.07,0.30%,0.30%,$84.33,$97.40,$87.14,3.65%,$133.45,58.74%,$146.62,74.40%,CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,3,$10.75,0.28%,0.28%,$10.78,$12.62,$11.32,5.30%,$24.31,126.19%,$19.40,80.43%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$242.21,-10.80%,,,,$247.35,2.12%,$317.39,31.04%,$467.59,93.05%,CLH
NASDAQ:CLMB,25 Aug 2025,$107.31,3,$133.00,5,2.75,$123.56,-13.15%,-13.15%,$107.31,$133.00,$187.17,51.48%,$239.62,93.93%,$255.80,107.03%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$21.57,71.53%,,,,$22.49,4.27%,$83.68,287.93%,$196.32,810.16%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$118.20,31.22%,,,,$121.46,2.76%,$202.64,71.44%,$235.75,99.45%,CLX
NYSE:CM,19 Aug 2025,,,,,,$77.29,-100.00%,-100.00%,,$0.00,$80.00,3.51%,$0.00,-100.00%,$0.00,-100.00%,CM
NYSE:CNH,18 Aug 2025,$16.66,5,$14.39,4,3.5,$11.45,25.68%,25.68%,$14.39,$16.66,$12.66,10.57%,$11.25,-1.72%,$17.86,55.94%,CNH
NYSE:CNM,15 Aug 2025,$59.25,2,,,2,$64.72,-8.45%,-8.45%,$59.25,$59.25,$69.18,6.89%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$39.47,-22.56%,,,,$40.66,3.01%,-$250.04,-733.49%,-$217.90,-652.07%,CNO
NYSE:COF,18 Aug 2025,$1.55,4,$1.15,4,3,$227.22,-99.49%,-99.49%,$1.15,$1.55,$232.83,2.47%,$219.57,-3.36%,$356.49,56.89%,COF
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$90.47,20.35%,20.35%,$108.88,$111.93,$94.45,4.40%,$96.90,7.11%,$155.71,72.11%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$26.77,-11.34%,-11.34%,$23.73,$23.73,$28.81,7.62%,-$158.93,-693.70%,-$147.95,-652.66%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$98.97,22.52%,,,,$102.36,3.43%,$82.23,-16.92%,$171.65,73.44%,COP
NYSE:COTY,18 Aug 2025,$8.16,3,$6.34,4,2.5,$4.28,48.13%,48.13%,$6.34,$8.16,$4.36,1.87%,-$1.82,-142.49%,$4.64,8.42%,COTY
NYSE:CP,13 Nov 2024,$75.90,3,,,,$76.19,-0.38%,,,,$78.97,3.65%,$80.95,6.25%,$108.16,41.95%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$31.32,-10.33%,,,,$32.97,5.27%,-$171.27,-646.85%,-$168.23,-637.12%,CPF
NYSE:CPRI,23 Aug 2025,$38.54,5,$25.25,6,4,$20.59,22.63%,22.63%,$25.25,$38.54,$32.79,59.25%,$57.63,179.89%,-$10.93,-153.11%,CPRI
NYSE:CPT,19 Aug 2025,$114.40,4,,1,2.25,$111.98,2.16%,2.16%,$114.40,$114.40,$115.26,2.93%,$110.77,-1.08%,$168.05,50.07%,CPT
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$185.30,-10.22%,,,,$201.06,8.51%,$237.59,28.22%,$247.62,33.63%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$193.76,-15.33%,,,,$196.68,1.51%,$200.69,3.57%,$279.53,44.27%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,,$10.12,4.02%,,,,$10.97,8.40%,$0.00,-100.00%,$0.00,-100.00%,CRESY
NYSE:CRGY,20 Aug 2025,$15.13,3,,,3,$9.54,58.61%,58.61%,$15.13,$15.13,$10.10,5.87%,$20.45,114.34%,$77.45,711.81%,CRGY
NASDAQ:CROX,26 Jul 2024,$132.28,3,,,,$87.20,51.70%,,,,$91.60,5.05%,$221.77,154.32%,$235.42,169.98%,CROX
NASDAQ:CRTO,12 Aug 2025,$40.38,3,$39.00,8,3.5,$24.83,57.07%,57.07%,$39.00,$40.38,$26.44,6.48%,$50.13,101.90%,$21.37,-13.95%,CRTO
NASDAQ:CRWD,13 Sep 2024,$299.53,4,,,,$423.70,-29.31%,,,,$443.65,4.71%,$0.00,-100.00%,$0.00,-100.00%,CRWD
NYSE:CSL,31 Jul 2024,$348.23,2,,,,$385.89,-9.76%,,,,$394.09,2.12%,$593.15,53.71%,$562.43,45.75%,CSL
NASDAQ:CSTL,23 Aug 2024,$38.33,3,,,,$24.01,59.63%,,,,$22.87,-4.75%,$34.13,42.15%,$39.59,64.87%,CSTL
NYSE:CSTM,7 Jan 2025,$16.09,3,$16.67,2,,$14.49,11.03%,,,,$14.55,0.41%,-$7.75,-153.51%,$15.71,8.40%,CSTM
NYSE:CTRA,21 Jul 2025,$28.51,4,$33.60,4,,$24.44,16.66%,,,,$25.57,4.62%,$89.73,267.13%,$136.57,458.79%,CTRA
NASDAQ:CVBF,10 Apr 2025,$20.35,4,$24.75,6,,$20.13,1.08%,,,,$21.33,5.96%,-$56.89,-382.60%,-$55.69,-376.65%,CVBF
NYSE:CVE,14 Aug 2025,$17.50,3,$18.51,8,3.5,$16.61,5.35%,5.35%,$17.50,$18.51,$17.81,7.22%,$27.00,62.54%,$49.83,200.01%,CVE
NYSE:CVI,23 Aug 2024,$33.80,3,,,,$30.49,10.84%,,,,$30.71,0.72%,$64.85,112.68%,$106.13,248.08%,CVI
NYSE:CVS,26 Aug 2025,84.4159,5,$83.13,8,4.5,$73.15,13.64%,13.64%,$83.13,$84.42,$74.27,1.53%,-$11.06,-115.12%,$25.93,-64.55%,CVS
NYSE:CVX,20 Aug 2025,$174.36,4,$171.33,9,4.25,$160.60,6.68%,6.68%,$171.33,$174.36,$165.99,3.36%,$210.19,30.88%,$296.77,84.79%,CVX
NYSE:CW,17 May 2024,$250.04,2,,,,$478.15,-47.71%,,,,$512.94,7.28%,$650.18,35.98%,$708.42,48.16%,CW
NYSE:CX,19 Jun 2025,$8.65,3,$7.31,8,,$9.09,-19.58%,,,,$9.32,2.53%,$6.10,-32.94%,$22.20,144.18%,CX
NYSE:CXT,15 Apr 2024,$59.92,3,,,,$59.73,0.31%,,,,$63.85,6.90%,$74.37,24.51%,$98.17,64.36%,CXT
NASDAQ:CYCC,12 Jun 2025,$0.82,3,,,,$8.24,-90.01%,,,,,-100.00%,-$2.00,-124.27%,-$2.00,-124.27%,CYCC
NYSE:DCI,4 Sep 2024,$66.47,2,,,,$79.67,-16.57%,,,,$86.29,8.31%,$0.00,-100.00%,$0.00,-100.00%,DCI
NYSE:DDD,18 Aug 2025,$2.94,3,$2.50,2,2,$2.30,8.70%,8.70%,$2.50,$2.94,$4.05,76.09%,-$1.07,-146.53%,$2.61,13.29%,DDD
NASDAQ:DDOG,18 Aug 2025,$131.92,3,$161.38,8,3.5,$136.68,-3.48%,-3.48%,$131.92,$161.38,$136.59,-0.07%,$167.22,22.34%,$170.00,24.38%,DDOG
NYSE:DDS,21 May 2024,$424.51,3,,,,$532.88,-20.34%,,,,$531.08,-0.34%,$857.68,60.95%,"$1,015.32",90.53%,DDS
NYSE:DECK,20 Aug 2024,$913.85,3,,,,$119.63,663.89%,,,,$120.78,0.96%,$137.90,15.27%,$146.88,22.78%,DECK
NASDAQ:DFDV,3 Jun 2025,$23.65,3,,,,$16.02,47.64%,,,,$17.21,7.43%,$13.13,-18.04%,$13.16,-17.85%,DFDV
