Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:AG,12 Aug 2025,$7.66,3,,,3,$9.00,-14.94%,-14.94%,$7.66,$7.66,$9.60,6.67%,$10.73,19.18%,$17.95,99.49%,AG
NYSE:AGI,19 Aug 2025,$18.00,1,,,1,$28.40,-36.64%,-36.64%,$18.00,$18.00,$30.09,5.95%,$36.98,30.21%,$46.15,62.52%,AGI
NYSE:AGM,19 May 2025,$187.40,3,$232.50,6,,$204.06,-8.17%,,,,$218.24,6.95%,"-$1,753.23",-959.17%,"-$1,428.00",-799.79%,AGM
NASDAQ:AGNC,7 Jul 2025,$11.25,4,,,,$9.88,13.89%,,,,$10.25,3.74%,-$69.54,-803.83%,-$69.18,-800.22%,AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$82.51,21.47%,,,,$85.32,3.41%,$50.90,-38.32%,$51.00,-38.19%,AGO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$83.38,1.66%,,,,$86.76,4.05%,-$47.46,-156.92%,$18.50,-77.81%,AIG
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,2.5,$65.24,2.39%,2.39%,$66.80,$77.61,$68.93,5.66%,$66.54,1.99%,$92.63,41.99%,AIN
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,2.75,$6.50,-23.08%,-23.08%,$5.00,$6.69,$7.09,9.08%,$8.06,24.02%,$9.99,53.74%,AIRS
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$60.04,-16.94%,,,,$62.20,3.60%,-$210.72,-450.96%,-$138.18,-330.15%,AL
NYSE:ALEX,24 Apr 2025,$18.39,4,$23.00,9,,$19.04,-3.41%,,,,$19.91,4.57%,$22.25,16.85%,$31.77,66.86%,ALEX
NYSE:ALIT,17 Jul 2025,$9.59,3,,,,$3.87,147.91%,,,,$4.15,7.24%,$3.02,-21.96%,$13.07,237.76%,ALIT
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$40.58,2.34%,,,,$42.04,3.60%,-$441.14,-1187.09%,-$461.78,-1237.96%,ALLY
NASDAQ:ALRS,3 Jun 2025,$23.53,4,$21.50,9,,$22.48,-4.36%,,,,$23.32,3.74%,-$149.06,-763.10%,-$143.44,-738.08%,ALRS
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,2,$6.57,-18.87%,-18.87%,$5.33,$5.33,$6.96,5.94%,$0.00,-100.00%,$0.00,-100.00%,ALTS
NYSE:AMBP,12 May 2025,$5.62,5,$3.65,6,,$3.77,-3.18%,,,,$4.03,6.90%,$7.03,86.38%,$17.03,351.82%,AMBP
NYSE:AMCR,8 Aug 2025,$10.91,5,$11.50,10,5,$8.71,25.29%,25.29%,$10.91,$11.50,$9.08,4.25%,$10.53,20.89%,$15.44,77.26%,AMCR
NASDAQ:AMRK,16 Dec 2024,$47.67,3,,5,,$24.08,97.97%,,,,$22.42,-6.89%,$0.00,-100.00%,$0.00,-100.00%,AMRK
NASDAQ:AMWD,19 Dec 2024,$85.26,3,$116.00,7,,$67.18,26.91%,,,,$61.89,-7.87%,$0.00,-100.00%,$0.00,-100.00%,AMWD
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,$20.13,-17.88%,,,,$20.71,2.88%,$861.87,4181.50%,"$2,698.08",13303.27%,AMX
NYSE:ANF,20 Aug 2025,$127.43,3,$118.44,7,3.25,$98.46,20.29%,20.29%,$118.44,$127.43,$103.01,4.62%,$0.00,-100.00%,$0.00,-100.00%,ANF
NASDAQ:APA,12 Aug 2025,$28.49,3,$22.45,7,3.25,$21.64,3.74%,3.74%,$22.45,$28.49,$22.71,4.94%,$41.54,91.98%,$100.75,365.59%,APA
NYSE:APD,7 Jun 2024,$304.35,4,,,,$299.30,1.69%,,,,$311.63,4.12%,$204.75,-31.59%,$225.46,-24.67%,APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$109.36,-25.42%,,,,$113.65,3.92%,$160.17,46.46%,$171.54,56.86%,APH
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$45.19,21.71%,,,,$42.97,-4.91%,$124.19,174.82%,$150.81,233.72%,APOG
NYSE:AQN,18 Aug 2025,$6.08,4,$6.19,8,4,$5.82,4.54%,4.54%,$6.08,$6.19,$6.13,5.33%,-$2.88,-149.54%,$4.63,-20.51%,AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,3,$30.85,1.48%,1.48%,$31.31,$31.31,$32.57,5.58%,$68.64,122.48%,$94.02,204.75%,AR
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$12.41,-17.24%,,,,$12.83,3.38%,$25.16,102.70%,$52.74,324.95%,ARHS
NASDAQ:ARKO,21 Jul 2025,$6.34,3,$6.88,4,,$5.19,22.20%,,,,$5.46,5.20%,-$16.51,-418.03%,-$4.68,-190.08%,ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.49,-11.14%,,,,$27.29,3.02%,-$158.67,-698.97%,-$152.55,-675.89%,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$56.56,18.21%,,,,$54.59,-3.48%,$115.15,103.59%,$200.90,255.19%,ASH
NASDAQ:ASML,8 Jul 2024,$901.00,1,,,,$754.89,19.36%,,,,$811.04,7.44%,$795.69,5.40%,$847.06,12.21%,ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$329.51,4.68%,,,,$343.74,4.32%,"$2,511.67",662.24%,"$3,872.79",1075.32%,ASR
NYSE:ATI,28 Oct 2024,$51.14,1,,,,$73.71,-30.62%,,,,$76.08,3.22%,$94.09,27.65%,$114.93,55.92%,ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$54.61,-45.52%,-45.52%,$29.75,$29.75,$58.22,6.61%,$131.38,140.59%,$135.83,148.72%,AU
NASDAQ:AVT,19 Dec 2024,$60.44,3,$51.33,2,,$55.66,-7.78%,,,,$57.18,2.73%,$0.81,-98.54%,$16.52,-70.32%,AVT
NYSE:AVY,20 Sep 2024,$180.75,1,,,,$178.50,1.26%,,,,$184.13,3.15%,$187.81,5.22%,$205.89,15.35%,AVY
NYSE:B,12 Aug 2025,$23.69,3,,,3,$26.20,-9.58%,-9.58%,$23.69,$23.69,$27.43,4.69%,$37.95,44.84%,$54.83,109.27%,B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$230.12,-22.08%,,,,$241.52,4.95%,$253.41,10.12%,$51.74,-77.52%,BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.55,6,3.5,$122.94,8.71%,8.71%,$133.65,$148.55,$128.61,4.61%,$0.00,-100.00%,$0.00,-100.00%,BABA
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,3,$49.48,-8.68%,-8.68%,$45.19,$52.60,$51.43,3.94%,-$246.26,-597.70%,-$243.35,-591.82%,BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$53.73,16.84%,16.84%,$62.78,$67.98,$56.04,4.30%,$31.13,-42.07%,$54.32,1.11%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$132.90,-16.71%,,,,$138.16,3.96%,-$11.14,-108.38%,$0.18,-99.87%,BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,3,$3.76,-10.16%,-10.16%,$3.38,$4.72,$5.69,51.33%,$5.18,37.70%,$6.04,60.56%,BB
NYSE:BBD,4 Aug 2025,$2.64,3,$3.00,3,2.25,$2.98,-11.54%,-11.54%,$2.64,$3.00,$3.11,4.36%,-$18.50,-720.67%,-$15.99,-636.48%,BBD
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,3,$56.59,-26.95%,-26.95%,$41.34,$59.00,$86.86,53.49%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$31.09,32.13%,,,,$32.49,4.50%,$0.00,-100.00%,$0.00,-100.00%,BBWI
NYSE:BBY,14 Oct 2024,$84.10,1,,,,$75.39,11.56%,,,,$78.08,3.57%,$0.00,-100.00%,$0.00,-100.00%,BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$20.47,-15.77%,-15.77%,$17.24,$17.24,$21.68,5.91%,$12.58,-38.57%,$12.58,-38.57%,BCS
NYSE:BCSF,8 Jul 2024,$18.63,3,,,,$15.47,20.42%,,,,$16.07,3.88%,-$6.74,-143.56%,-$7.31,-147.27%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$132.60,-39.10%,,,,$127.52,-3.83%,$205.78,55.19%,$247.12,86.37%,BELFB
NYSE:BFAM,10 Jul 2025,$120.00,3,$136.75,1,,$123.33,-2.70%,,,,$122.08,-1.01%,$212.34,72.17%,$240.91,95.34%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$127.92,-22.94%,,,,$132.40,3.50%,-$179.73,-240.50%,-$166.43,-230.11%,BFC
NYSE:BIRK,28 Oct 2024,$56.09,3,,,,$53.40,5.03%,,,,$54.64,2.32%,$110.40,106.74%,$119.63,124.02%,BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$97.11,-100.00%,-100.00%,,$0.00,$106.06,9.22%,$0.00,-100.00%,$0.00,-100.00%,BJ
NYSE:BKD,20 Sep 2024,$7.70,3,,,,$7.72,-0.25%,,,,$8.04,4.15%,-$10.00,-229.59%,$17.26,123.62%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$44.76,-8.51%,,,,$46.74,4.42%,$40.72,-9.03%,$56.39,25.98%,BKR
NYSE:BLD,8 Jul 2024,$376.96,3,,,,$434.22,-13.19%,,,,$453.45,4.43%,$807.27,85.91%,$895.85,106.31%,BLD
NASDAQ:BLNK,21 Jul 2025,$1.45,3,$2.33,3,,$0.97,49.59%,,,,$1.04,7.22%,-$1.86,-291.71%,-$1.55,-259.43%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$189.29,-10.34%,,,,$197.48,4.33%,$278.86,47.32%,$275.97,45.79%,BMI
NYSE:BN,26 Aug 2024,$51.03,3,,,,$65.93,-22.60%,,,,$68.46,3.84%,-$142.46,-316.08%,-$103.30,-256.68%,BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$57.63,-3.98%,-3.98%,$55.34,$55.34,$60.09,4.27%,$0.00,-100.00%,$0.00,-100.00%,BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$68.68,4.83%,,,,$72.11,4.99%,-$397.67,-679.02%,-$389.85,-667.63%,BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,3,$6.93,33.48%,33.48%,$9.25,$10.98,$10.57,52.53%,$36.70,429.54%,$65.75,848.79%,BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$34.74,8.43%,8.43%,$37.67,$39.40,$36.63,5.44%,$36.02,3.67%,$130.48,275.59%,BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.65,2.74%,,,,$3.82,4.66%,$8.73,139.05%,$14.10,286.20%,BRFS
NYSE:BSBR,19 Aug 2025,$5.23,3,$5.70,7,3.25,$5.02,4.25%,4.25%,$5.23,$5.70,$5.28,5.18%,$3.76,-25.07%,$1.03,-79.44%,BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$13.35,-23.23%,-23.23%,$10.25,$10.25,$20.49,53.48%,$11.18,-16.23%,$15.66,17.34%,BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$58.51,-8.82%,-8.82%,$53.35,$53.35,$88.71,51.62%,$0.00,-100.00%,$0.00,-100.00%,BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.49,15.71%,15.71%,$0.57,$0.57,$0.75,53.06%,$0.00,-100.00%,$0.00,-100.00%,BTOG
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$280.84,-28.85%,,,,$278.83,-0.72%,$0.00,-100.00%,$0.00,-100.00%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.17,1.13%,,,,$25.22,4.34%,-$132.61,-648.67%,-$129.16,-634.39%,BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$29.98,3.84%,3.84%,$31.13,$31.63,$31.27,4.30%,$86.42,188.24%,$93.58,212.15%,BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,3,$95.26,-9.38%,-9.38%,$86.32,$86.32,$99.41,4.36%,-$758.93,-896.69%,-$735.01,-871.58%,C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,3.75,$21.66,1.60%,1.60%,$22.01,$23.30,$33.93,56.65%,$54.97,153.78%,$79.18,265.57%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.73,-1.55%,,,,$42.48,4.30%,-$308.64,-857.76%,-$302.92,-843.71%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$15.51,9.61%,,,,$15.07,-2.84%,$0.00,-100.00%,$0.00,-100.00%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$116.04,-19.05%,,,,$120.05,3.46%,$607.00,423.10%,$641.62,452.93%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$82.51,6.64%,,,,$88.32,7.04%,$81.78,-0.89%,$81.78,-0.89%,CAMT
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$155.49,2.65%,,,,$163.29,5.02%,$190.91,22.78%,$606.71,290.19%,CAR
NYSE:CARR,23 Feb 2024,$53.07,3,,,,$67.75,-21.67%,,,,$69.02,1.87%,$87.21,28.72%,$112.03,65.35%,CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,1.75,$68.53,17.04%,17.04%,$80.21,$95.63,$73.79,7.68%,$73.24,6.88%,$80.68,17.73%,CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$277.69,1.58%,1.58%,$282.07,$303.61,$301.19,8.46%,$430.24,54.93%,$443.31,59.64%,CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$66.56,16.54%,,,,$69.74,4.78%,$101.30,52.19%,$122.09,83.43%,CBZ
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,2,$12.07,-45.34%,-45.34%,$6.60,$10.90,$12.79,5.97%,$20.74,71.82%,$25.69,112.80%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$48.63,38.04%,,,,$50.24,3.31%,$41.78,-14.09%,$134.44,176.45%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$52.42,-58.08%,,,,$54.70,4.35%,$45.79,-12.64%,$45.80,-12.62%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$36.62,5.13%,,,,$38.22,4.37%,$757.13,1967.53%,$847.55,2214.45%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$33.20,22.58%,,,,$34.38,3.55%,$167.90,405.73%,$184.81,456.65%,CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$22.21,5.76%,5.76%,$23.49,$25.50,$23.72,6.80%,$29.14,31.19%,$12.73,-42.66%,CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,3.75,$7.75,12.04%,12.04%,$8.68,$9.61,$8.13,4.90%,$17.52,126.08%,$9.69,24.99%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$130.00,-14.55%,,,,$134.72,3.63%,-$123.01,-194.62%,-$106.06,-181.59%,CHCO
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$95.02,-15.70%,,,,$95.75,0.77%,$115.58,21.63%,$124.93,31.48%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$104.04,10.13%,,,,$106.66,2.52%,$86.46,-16.90%,$118.70,14.09%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$459.05,11.67%,,,,$477.15,3.94%,$792.42,72.62%,$842.94,83.63%,CHE
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.20,90.00%,90.00%,$2.28,$2.28,$1.28,6.67%,$13.47,1022.25%,$5.70,374.71%,CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$105.93,58.24%,,,,$112.39,6.10%,$88.22,-16.72%,$326.81,208.52%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$44.71,-9.71%,,,,$46.29,3.53%,$56.24,25.78%,$73.76,64.98%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$24.76,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,2.25,$6.38,3.73%,3.73%,$6.62,$7.06,$6.63,3.92%,$4.43,-30.58%,$6.64,4.03%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$1.98,-3.89%,,,,$2.05,3.54%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$155.40,-8.62%,,,,$160.49,3.28%,$324.67,108.93%,$344.47,121.67%,CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$85.94,-1.88%,-1.88%,$84.33,$97.40,$90.64,5.47%,$134.07,56.00%,$147.07,71.13%,CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,3,$10.44,3.26%,3.26%,$10.78,$12.62,$10.79,3.35%,$23.50,125.13%,$18.71,79.20%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$248.49,-13.05%,,,,$248.13,-0.14%,$318.29,28.09%,$466.52,87.74%,CLH
NASDAQ:CLMB,2 Apr 2025,$99.41,3,$136.00,4,,$123.86,-19.74%,,,,$133.94,8.14%,$236.30,90.78%,$252.28,103.68%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$22.22,66.52%,,,,$22.85,2.84%,$82.85,272.84%,$194.04,773.29%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$120.31,28.92%,,,,$121.52,1.01%,$202.36,68.20%,$235.05,95.37%,CLX
NYSE:CM,19 Aug 2025,,,,,,$73.18,-100.00%,-100.00%,,$0.00,$77.56,5.99%,$0.00,-100.00%,$0.00,-100.00%,CM
NYSE:CNH,18 Aug 2025,$16.66,5,$14.39,4,3.5,$12.37,16.33%,16.33%,$14.39,$16.66,$13.10,5.90%,$11.28,-8.83%,$17.82,44.04%,CNH
NYSE:CNM,15 Aug 2025,$59.25,2,,,2,$65.49,-9.52%,-9.52%,$59.25,$59.25,$71.52,9.21%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$39.62,-22.85%,,,,$40.88,3.18%,-$250.43,-732.07%,-$218.51,-651.51%,CNO
NYSE:COF,18 Aug 2025,$1.55,4,$1.15,4,3,$221.22,-99.48%,-99.48%,$1.15,$1.55,$230.99,4.42%,$208.57,-5.72%,$344.08,55.54%,COF
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$89.90,21.11%,21.11%,$108.88,$111.93,$95.54,6.27%,$95.77,6.53%,$154.16,71.48%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$26.97,-12.00%,-12.00%,$23.73,$23.73,$27.90,3.45%,-$159.64,-691.93%,-$148.80,-651.72%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$96.78,25.29%,,,,$101.82,5.21%,$81.05,-16.25%,$169.87,75.52%,COP
NYSE:COTY,18 Aug 2025,$8.16,3,$6.34,4,2.5,$3.93,61.32%,61.32%,$6.34,$8.16,$4.17,6.11%,-$2.11,-153.66%,$4.29,9.17%,COTY
NYSE:CP,13 Nov 2024,$75.90,3,,,,$74.81,1.46%,,,,$77.94,4.18%,$78.46,4.88%,$105.31,40.77%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$30.77,-8.73%,,,,$32.05,4.16%,-$172.32,-660.02%,-$169.29,-650.18%,CPF
NYSE:CPRI,23 Aug 2025,$38.54,5,$24.10,6,4,$21.49,12.15%,12.15%,$24.10,$38.54,$23.57,9.68%,$56.71,163.88%,-$11.05,-151.41%,CPRI
NYSE:CPT,19 Aug 2025,$114.40,4,,1,2.25,$109.44,4.53%,4.53%,$114.40,$114.40,$117.05,6.95%,$109.37,-0.07%,$166.27,51.93%,CPT
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$194.23,-14.34%,,,,$201.64,3.82%,$237.64,22.35%,$247.60,27.48%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$197.15,-16.79%,,,,$192.36,-2.43%,$196.80,-0.18%,$274.62,39.30%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,,$11.06,-4.82%,,,,$10.86,-1.81%,$0.00,-100.00%,$0.00,-100.00%,CRESY
NYSE:CRGY,20 Aug 2025,$15.13,3,,,3,$9.94,52.22%,52.22%,$15.13,$15.13,$10.46,5.23%,$20.71,108.31%,$77.13,675.95%,CRGY
NASDAQ:CROX,26 Jul 2024,$132.28,3,,,,$86.56,52.82%,,,,$90.47,4.52%,$220.40,154.62%,$233.96,170.29%,CROX
NASDAQ:CRTO,12 Aug 2025,$40.38,3,$39.00,8,3.5,$24.19,61.22%,61.22%,$39.00,$40.38,$25.93,7.19%,$49.26,103.62%,$20.77,-14.13%,CRTO
NASDAQ:CRWD,13 Sep 2024,$299.53,4,,,,$420.55,-28.78%,,,,$438.10,4.17%,$0.00,-100.00%,$0.00,-100.00%,CRWD
NYSE:CSL,31 Jul 2024,$348.23,2,,,,$397.56,-12.41%,,,,$410.43,3.24%,$598.43,50.53%,$568.11,42.90%,CSL
NASDAQ:CSTL,23 Aug 2024,$38.33,3,,,,$20.84,83.92%,,,,$22.19,6.48%,$32.59,56.36%,$38.01,82.39%,CSTL
NYSE:CSTM,7 Jan 2025,$16.09,3,$16.67,2,,$14.75,9.07%,,,,$14.43,-2.17%,-$7.67,-152.02%,$15.63,5.99%,CSTM
NYSE:CTRA,21 Jul 2025,$28.51,4,$33.60,4,,$23.81,19.74%,,,,$25.09,5.38%,$88.80,272.96%,$135.30,468.26%,CTRA
NASDAQ:CVBF,10 Apr 2025,$20.35,4,$24.75,6,,$20.27,0.38%,,,,$20.96,3.40%,-$57.16,-381.98%,-$55.97,-376.11%,CVBF
NYSE:CVE,14 Aug 2025,$17.50,3,$18.51,8,3.5,$16.39,6.76%,6.76%,$17.50,$18.51,$17.22,5.06%,$26.33,60.63%,$49.03,199.14%,CVE
NYSE:CVI,23 Aug 2024,$33.80,3,,,,$27.28,23.89%,,,,$30.31,11.11%,$61.94,127.04%,$102.83,276.93%,CVI
NYSE:CVS,28 Jul 2025,77.609,5,$80.60,9,4.75,$71.30,8.85%,8.85%,$77.61,$80.60,$74.43,4.39%,-$11.96,-116.78%,$24.78,-65.25%,CVS
NYSE:CVX,20 Aug 2025,$174.36,4,$171.33,9,4.25,$158.18,8.31%,8.31%,$171.33,$174.36,$164.15,3.77%,$208.50,31.81%,$294.51,86.18%,CVX
NYSE:CW,17 May 2024,$250.04,2,,,,$480.93,-48.01%,,,,$509.58,5.96%,$639.77,33.03%,$697.26,44.98%,CW
NYSE:CX,19 Jun 2025,$8.65,3,$7.31,8,,$8.90,-17.87%,,,,$9.43,5.96%,$5.97,-32.90%,$21.86,145.65%,CX
NYSE:CXT,15 Apr 2024,$59.92,3,,,,$63.33,-5.39%,,,,$61.18,-3.39%,$76.30,20.47%,$99.93,57.80%,CXT
NASDAQ:CYCC,12 Jun 2025,$0.82,3,,,,$7.99,-89.70%,,,,$8.32,4.13%,-$14.15,-277.05%,-$14.12,-276.67%,CYCC
NYSE:DCI,4 Sep 2024,$66.47,2,,,,$75.72,-12.22%,,,,$79.68,5.23%,$0.00,-100.00%,$0.00,-100.00%,DCI
NYSE:DDD,18 Aug 2025,$2.94,3,$2.50,2,2,$2.10,19.05%,19.05%,$2.50,$2.94,$3.18,51.43%,-$1.53,-172.79%,$2.11,0.63%,DDD
NASDAQ:DDOG,18 Aug 2025,$131.92,3,$161.38,8,3.5,$131.22,0.54%,0.54%,$131.92,$161.38,$137.25,4.60%,$166.16,26.63%,$168.90,28.72%,DDOG
NYSE:DDS,21 May 2024,$424.51,3,,,,$533.72,-20.46%,,,,$516.86,-3.16%,$840.87,57.55%,$997.48,86.89%,DDS
NYSE:DECK,20 Aug 2024,$913.85,3,,,,$109.10,737.62%,,,,$112.17,2.81%,$130.18,19.32%,$139.05,27.45%,DECK
NASDAQ:DFDV,3 Jun 2025,$23.65,3,,,,$20.21,17.03%,,,,$16.64,-17.66%,$18.08,-10.53%,$18.11,-10.38%,DFDV
NYSE:DFH,26 Mar 2025,$30.22,3,$32.00,4,,$29.66,1.89%,,,,$30.86,4.05%,$304.51,926.68%,$313.93,958.42%,DFH
NYSE:DGX,29 Jul 2024,$148.07,3,,,,$180.23,-17.84%,,,,$198.58,10.18%,$245.65,36.30%,$295.00,63.68%,DGX
NYSE:DHI,2 Jul 2024,$140.37,2,,,,$170.68,-17.76%,,,,$174.36,2.16%,$233.46,36.78%,$236.78,38.73%,DHI
NYSE:DKL,10 Apr 2025,,,,,,$43.27,-100.00%,,,,$45.89,6.06%,$19.89,-54.03%,$12.85,-70.31%,DKL
