Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$55.40,-9.98%,,,,$59.13,6.73%,$0.00,-100.00%,$0.00,-100.00%,AL
NYSE:ALEX,24 Apr 2025,$18.39,4,$23.00,9,,$17.98,2.29%,,,,$15.70,-12.68%,$21.17,17.72%,$30.67,70.58%,ALEX
NYSE:ALIT,17 Jul 2025,$9.59,3,,,3,$5.36,78.99%,78.99%,$9.59,$9.59,$5.78,7.84%,$0.00,-100.00%,$0.00,-100.00%,ALIT
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$37.85,9.72%,,,,$41.13,8.67%,$0.00,-100.00%,$0.00,-100.00%,ALLY
NASDAQ:ALRS,3 Jun 2025,$23.53,4,$21.50,9,,$21.14,1.70%,,,,$32.47,53.60%,$0.00,-100.00%,$0.00,-100.00%,ALRS
NYSE:AMBP,12 May 2025,$5.62,5,$3.65,6,,$3.96,-7.83%,,,,$3.98,0.51%,$7.21,81.99%,$17.20,334.37%,AMBP
NASDAQ:AMRK,16 Dec 2024,$47.67,3,,5,,$21.28,124.01%,,,,$22.50,5.73%,$0.00,-100.00%,$0.00,-100.00%,AMRK
NASDAQ:AMWD,19 Dec 2024,$85.26,3,$116.00,7,,$52.61,62.06%,,,,$51.58,-1.96%,$0.00,-100.00%,$0.00,-100.00%,AMWD
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,$18.07,-8.52%,,,,$19.11,5.76%,$9.98,-44.76%,$33.14,83.38%,AMX
NYSE:ANF,7 Jan 2025,$127.71,2,$186.57,10,,$96.02,33.01%,,,,$102.89,7.15%,$0.00,-100.00%,$0.00,-100.00%,ANF
NASDAQ:APA,21 Jul 2025,$28.94,3,$21.85,7,3.25,$19.29,13.27%,13.27%,$21.85,$28.94,$29.52,53.03%,$0.00,-100.00%,$0.00,-100.00%,APA
NYSE:APD,7 Jun 2024,$304.35,4,,,,$287.88,5.72%,,,,$312.47,8.54%,$0.00,-100.00%,$0.00,-100.00%,APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$106.51,-23.42%,,,,$113.77,6.82%,$157.38,47.76%,$168.73,58.42%,APH
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$41.99,30.98%,,,,$43.38,3.31%,$120.79,187.66%,$147.36,250.94%,APOG
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,2.5,$8.76,17.24%,17.24%,$10.27,$13.03,$9.71,10.84%,$0.00,-100.00%,$0.00,-100.00%,ARHS
NASDAQ:ARKO,21 Jul 2025,$6.34,3,$6.88,4,2.5,$4.17,52.09%,52.09%,$6.34,$6.88,$4.38,5.04%,$0.00,-100.00%,$0.00,-100.00%,ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$24.74,-4.85%,,,,$26.44,6.87%,-$177.29,-816.60%,-$171.15,-791.79%,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$51.56,29.67%,,,,$54.74,6.17%,$109.99,113.33%,$195.65,279.45%,ASH
NASDAQ:ASML,8 Jul 2024,$901.00,1,,,,$694.71,29.69%,,,,"$1,061.31",52.77%,$735.38,5.85%,$786.65,13.23%,ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,3.75,$303.31,13.72%,13.72%,$344.93,$352.00,$319.72,5.41%,$0.00,-100.00%,$0.00,-100.00%,ASR
NYSE:ATI,28 Oct 2024,$51.14,1,,,,$76.94,-33.54%,,,,$90.02,17.00%,$0.00,-100.00%,$0.00,-100.00%,ATI
NASDAQ:AVT,19 Dec 2024,$60.44,3,$51.33,2,,$52.94,-3.04%,,,,$57.39,8.41%,$0.00,-100.00%,$0.00,-100.00%,AVT
NYSE:AVY,20 Sep 2024,$180.75,1,,,,$167.77,7.73%,,,,$175.21,4.43%,$176.97,5.49%,$195.00,16.23%,AVY
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$221.84,-19.17%,,,,$238.68,7.59%,$244.55,10.24%,$43.32,-80.47%,BA
NYSE:BAC,7 Jul 2025,$45.29,3,,,3,$47.27,-4.19%,-4.19%,$45.29,$45.29,$51.98,9.96%,$0.00,-100.00%,$0.00,-100.00%,BAC
NYSE:BALL,11 Nov 2024,$58.84,3,,,,$57.26,2.75%,,,,$58.70,2.51%,$0.00,-100.00%,$0.00,-100.00%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$124.52,-11.10%,,,,$188.94,51.73%,-$19.89,-115.97%,-$8.58,-106.89%,BANF
NYSE:BBD,11 Jul 2025,$2.72,3,$3.00,6,3,$2.77,-1.95%,-1.95%,$2.72,$3.00,$4.25,53.43%,$0.00,-100.00%,$0.00,-100.00%,BBD
NYSE:BBW,12 Jun 2025,$42.68,3,$60.00,8,,$50.71,-15.83%,,,,$78.21,54.23%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,2.25,$28.96,41.85%,41.85%,$41.08,$48.96,$45.36,56.63%,$0.00,-100.00%,$0.00,-100.00%,BBWI
NYSE:BBY,14 Oct 2024,$84.10,1,,,,$65.06,29.27%,,,,$67.62,3.93%,$0.00,-100.00%,$0.00,-100.00%,BBY
NYSE:BCS,7 Jul 2025,$17.15,3,,,3,$19.62,-12.59%,-12.59%,$17.15,$17.15,$21.22,8.15%,-$156.99,-900.17%,-$156.99,-900.17%,BCS
NYSE:BCSF,8 Jul 2024,$18.63,3,,,,$15.00,24.19%,,,,$15.39,2.60%,$0.00,-100.00%,$0.00,-100.00%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$130.04,-37.90%,,,,$124.27,-4.44%,$202.99,56.10%,$244.24,87.82%,BELFB
NYSE:BFAM,10 Jul 2025,$120.00,3,$136.75,1,1.75,$113.10,6.10%,6.10%,$120.00,$136.75,$119.96,6.07%,$0.00,-100.00%,$0.00,-100.00%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$118.82,-17.04%,,,,$183.69,54.60%,$0.00,-100.00%,$0.00,-100.00%,BFC
NYSE:BIRK,28 Oct 2024,$56.09,3,,,,$50.09,11.97%,,,,$77.23,54.18%,$0.00,-100.00%,$0.00,-100.00%,BIRK
NYSE:BKD,20 Sep 2024,$7.70,3,,,,$7.75,-0.63%,,,,$8.19,5.68%,$0.00,-100.00%,$0.00,-100.00%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,2.75,$45.05,-9.10%,-9.10%,$40.95,$48.38,$68.91,52.96%,$40.99,-9.00%,$56.64,25.74%,BKR
NYSE:BLD,8 Jul 2024,$376.96,3,,,,$370.43,1.76%,,,,$388.45,4.86%,$0.00,-100.00%,$0.00,-100.00%,BLD
NASDAQ:BLNK,21 Jul 2025,$1.45,3,$2.33,3,2.25,$0.97,49.59%,49.59%,$1.45,$2.33,$1.07,10.31%,$0.00,-100.00%,$0.00,-100.00%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$188.76,-10.09%,,,,$201.57,6.79%,$278.19,47.38%,$275.31,45.85%,BMI
NYSE:BN,26 Aug 2024,$51.03,3,,,,$67.05,-23.89%,,,,$66.99,-0.09%,$0.00,-100.00%,$0.00,-100.00%,BN
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$61.88,16.35%,,,,$0.00,-100.00%,-$404.56,-753.77%,-$396.74,-741.15%,BOH
NASDAQ:BOOM,7 Jul 2025,$15.29,3,$12.75,3,2.25,$8.09,57.60%,57.60%,$12.75,$15.29,$12.25,51.42%,$0.00,-100.00%,$0.00,-100.00%,BOOM
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,2.5,$3.52,6.53%,6.53%,$3.75,$3.91,$3.82,8.52%,$0.00,-100.00%,$0.00,-100.00%,BRFS
NYSE:BSBR,22 Jul 2025,$4.86,3,$5.70,6,3,$4.72,2.92%,2.92%,$4.86,$5.70,$5.12,8.47%,$0.00,-100.00%,$0.00,-100.00%,BSBR
NASDAQ:BTDR,14 May 2025,$11.22,2,,,,$12.89,-12.96%,,,,$13.99,8.53%,$0.00,-100.00%,$0.00,-100.00%,BTDR
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$272.96,-26.80%,,,,$285.07,4.44%,$0.00,-100.00%,$0.00,-100.00%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$22.32,9.52%,,,,$33.87,51.75%,$0.00,-100.00%,$0.00,-100.00%,BUSE
NYSE:CAAP,10 Jul 2025,$19.96,3,$22.73,6,3,$19.91,0.27%,0.27%,$19.96,$22.73,$21.16,6.28%,$0.00,-100.00%,$0.00,-100.00%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$37.71,6.34%,,,,$42.11,11.67%,$0.00,-100.00%,$0.00,-100.00%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$13.73,23.82%,,,,$14.76,7.50%,$0.00,-100.00%,$0.00,-100.00%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,3,$111.14,-15.48%,-15.48%,$93.94,$100.00,$168.38,51.50%,$601.14,440.88%,$635.69,471.97%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$94.15,-6.55%,,,,$103.56,9.99%,$0.00,-100.00%,$0.00,-100.00%,CAMT
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$170.24,-6.24%,,,,$177.79,4.43%,$231.62,36.06%,$870.84,411.54%,CAR
NYSE:CARR,23 Feb 2024,$53.07,3,,,,$68.62,-22.66%,,,,$70.70,3.03%,$87.97,28.19%,$112.73,64.29%,CARR
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$61.12,26.91%,,,,$115.05,88.24%,$0.00,-100.00%,$0.00,-100.00%,CBZ
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,2,$8.69,-24.07%,-24.07%,$6.60,$10.90,$13.23,52.24%,$0.00,-100.00%,$0.00,-100.00%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$52.23,28.53%,,,,$56.01,7.24%,$0.00,-100.00%,$0.00,-100.00%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$39.17,-43.90%,,,,$42.40,8.25%,$0.00,-100.00%,$0.00,-100.00%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$39.02,-1.33%,,,,$38.18,-2.15%,$0.00,-100.00%,$0.00,-100.00%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$35.52,14.57%,,,,$35.28,-0.68%,$0.00,-100.00%,$0.00,-100.00%,CENTA
NASDAQ:CENX,10 Apr 2025,$19.29,4,$25.00,6,,$21.18,-8.93%,,,,$31.98,50.99%,$0.00,-100.00%,$0.00,-100.00%,CENX
NYSE:CGAU,22 May 2025,$7.64,5,$8.86,7,,$6.80,12.41%,,,,$7.32,7.65%,$0.00,-100.00%,$0.00,-100.00%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$122.10,-9.02%,,,,$186.75,52.95%,$0.00,-100.00%,$0.00,-100.00%,CHCO
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$93.77,-14.58%,,,,$97.78,4.28%,$0.00,-100.00%,$0.00,-100.00%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,3.5,$107.04,7.04%,7.04%,$114.58,$131.43,$107.73,0.64%,$89.38,-16.50%,$121.59,13.59%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$412.30,24.33%,,,,$455.60,10.50%,$743.94,80.44%,$794.20,92.63%,CHE
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$110.33,51.93%,,,,$168.82,53.01%,$0.00,-100.00%,$0.00,-100.00%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$43.40,-6.98%,,,,$44.84,3.32%,$0.00,-100.00%,$0.00,-100.00%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,28 Jul 2025,$5.16,3,$6.97,4,2.5,$5.46,-5.57%,-5.57%,$5.16,$6.97,$8.61,57.69%,$0.00,-100.00%,$0.00,-100.00%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$1.81,5.14%,,,,$1.92,6.08%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$147.51,-3.74%,,,,$226.02,53.22%,$316.57,114.61%,$336.33,128.00%,CINF
NYSE:CLF,7 Jul 2025,$11.87,3,,,3,$10.52,12.83%,12.83%,$11.87,$11.87,$11.52,9.51%,$23.52,123.57%,$18.74,78.16%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$235.81,-8.38%,,,,$229.43,-2.71%,$305.40,29.51%,$453.50,92.32%,CLH
NASDAQ:CLMB,2 Apr 2025,$99.41,3,$136.00,4,,$118.00,-15.76%,,,,$128.63,9.01%,$0.00,-100.00%,$0.00,-100.00%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$22.56,64.01%,,,,$24.88,10.28%,$82.40,265.24%,$192.36,752.65%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$125.56,23.53%,,,,$124.84,-0.57%,$0.00,-100.00%,$0.00,-100.00%,CLX
NYSE:CNH,10 Jul 2025,$18.09,5,$14.72,1,2.75,$12.96,13.58%,13.58%,$14.72,$18.09,$13.80,6.48%,$0.00,-100.00%,$0.00,-100.00%,CNH
NYSE:CNM,4 Sep 2024,$50.47,4,,,,$63.64,-20.69%,,,,$67.78,6.51%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$36.84,-17.03%,,,,$38.33,4.04%,$0.00,-100.00%,$0.00,-100.00%,CNO
NYSE:COHR,15 Nov 2023,$54.70,4,,,,$107.60,-49.16%,,,,$114.18,6.12%,$0.00,-100.00%,$0.00,-100.00%,COHR
NASDAQ:COLB,10 Apr 2025,$26.32,4,$31.50,5,,$23.80,10.61%,,,,$25.60,7.56%,$0.00,-100.00%,$0.00,-100.00%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$95.34,27.19%,,,,$103.86,8.94%,$0.00,-100.00%,$0.00,-100.00%,COP
NYSE:CP,13 Nov 2024,$75.90,3,,,,$73.55,3.20%,,,,$78.34,6.51%,$0.00,-100.00%,$0.00,-100.00%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$26.66,5.34%,,,,$0.00,-100.00%,$0.00,-100.00%,$0.00,-100.00%,CPF
NYSE:CPRI,10 Jul 2025,$38.78,5,$21.86,6,4,$18.19,20.18%,20.18%,$21.86,$38.78,$20.19,11.00%,$0.00,-100.00%,$0.00,-100.00%,CPRI
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$195.77,-15.02%,,,,$202.59,3.48%,$239.22,22.20%,$249.19,27.29%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$176.66,-7.14%,,,,$265.71,50.41%,$0.00,-100.00%,$0.00,-100.00%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,3,$11.14,-5.50%,-5.50%,$10.53,$10.53,$11.14,0.00%,$0.00,-100.00%,$0.00,-100.00%,CRESY
NASDAQ:CROX,26 Jul 2024,$132.28,3,,,,$99.73,32.64%,,,,$108.02,8.31%,$0.00,-100.00%,$0.00,-100.00%,CROX
NASDAQ:CRTO,25 Jul 2025,$40.46,3,$39.88,8,3.5,$24.34,63.85%,63.85%,$39.88,$40.46,$25.55,4.97%,$0.00,-100.00%,$0.00,-100.00%,CRTO
NASDAQ:CRWD,13 Sep 2024,$299.53,4,,,,$454.57,-34.11%,,,,$497.45,9.43%,$0.00,-100.00%,$0.00,-100.00%,CRWD
NYSE:CSL,31 Jul 2024,$348.23,2,,,,$354.71,-1.83%,,,,$399.21,12.55%,$679.19,91.48%,$649.27,83.04%,CSL
NASDAQ:CSTL,23 Aug 2024,$38.33,3,,,,$15.15,152.99%,,,,$17.91,18.22%,$0.00,-100.00%,$0.00,-100.00%,CSTL
NYSE:CSTM,7 Jan 2025,$16.09,3,$16.67,2,,$13.71,17.35%,,,,$15.21,10.94%,-$8.25,-160.18%,$14.62,6.64%,CSTM
NYSE:CTRA,21 Jul 2025,$28.51,4,$33.60,4,3,$24.39,16.90%,16.90%,$28.51,$33.60,$36.77,50.76%,$0.00,-100.00%,$0.00,-100.00%,CTRA
NASDAQ:CVBF,10 Apr 2025,$20.35,4,$24.75,6,,$18.69,8.87%,,,,$19.68,5.30%,$0.00,-100.00%,$0.00,-100.00%,CVBF
NYSE:CVI,23 Aug 2024,$33.80,3,,,,$26.78,26.20%,,,,$28.55,6.61%,$0.00,-100.00%,$0.00,-100.00%,CVI
NYSE:CVS,28 Jul 2025,77.609,5,$80.60,9,4.75,$62.10,24.97%,24.97%,$77.61,$80.60,$100.38,61.64%,$0.00,-100.00%,$0.00,-100.00%,CVS
NYSE:CW,17 May 2024,$250.04,2,,,,$490.22,-48.99%,,,,$522.31,6.55%,$0.00,-100.00%,$0.00,-100.00%,CW
NYSE:CX,19 Jun 2025,$8.65,3,$7.31,8,,$8.70,-15.98%,,,,$9.09,4.48%,$5.77,-33.67%,$21.63,148.64%,CX
NYSE:CXT,15 Apr 2024,$59.92,3,,,,$59.34,0.97%,,,,$61.79,4.13%,$0.00,-100.00%,$0.00,-100.00%,CXT
NASDAQ:CYCC,12 Jun 2025,$0.82,3,,,,$11.21,-92.66%,,,,$14.55,29.79%,$0.00,-100.00%,$0.00,-100.00%,CYCC
NYSE:DCI,4 Sep 2024,$66.47,2,,,,$71.97,-7.65%,,,,$73.87,2.64%,$0.00,-100.00%,$0.00,-100.00%,DCI
NYSE:DDS,21 May 2024,$424.51,3,,,,$466.93,-9.09%,,,,$493.98,5.79%,$0.00,-100.00%,$0.00,-100.00%,DDS
NYSE:DECK,20 Aug 2024,$913.85,3,,,,$106.17,760.74%,,,,$114.30,7.66%,$0.00,-100.00%,$0.00,-100.00%,DECK
NASDAQ:DFDV,3 Jun 2025,$23.65,3,,,,$14.38,64.48%,,,,$15.88,10.43%,$0.00,-100.00%,$0.00,-100.00%,DFDV
NYSE:DFH,26 Mar 2025,$30.22,3,$32.00,4,,$25.32,19.36%,,,,$27.01,6.67%,$0.00,-100.00%,$0.00,-100.00%,DFH
NYSE:DGX,29 Jul 2024,$148.07,3,,,,$167.41,-11.55%,,,,$179.92,7.47%,$232.68,38.99%,$281.99,68.44%,DGX
NYSE:DHI,2 Jul 2024,$140.37,2,,,,$142.84,-1.73%,,,,$149.62,4.75%,$205.71,44.01%,$209.03,46.34%,DHI
NYSE:DKL,10 Apr 2025,,,,,,$46.11,-100.00%,,,,$49.49,7.33%,$0.00,-100.00%,$0.00,-100.00%,DKL
NYSE:DLX,3 Jun 2025,$20.45,4,$23.00,7,,$16.10,27.00%,,,,$16.22,0.75%,$0.00,-100.00%,$0.00,-100.00%,DLX
NYSEAMERICAN:DNN,31 Jul 2024,$1.76,0,,,,$2.07,-14.98%,,,,$2.03,-1.93%,$0.00,-100.00%,$0.00,-100.00%,DNN
NASDAQ:DNUT,22 Dec 2023,$17.24,4,,,,$3.62,376.19%,,,,$3.60,-0.55%,$0.00,-100.00%,$0.00,-100.00%,DNUT
NYSE:DOV,5 Jun 2024,$175.49,3,,,,$181.14,-3.12%,,,,$187.32,3.41%,$230.56,27.28%,$277.76,53.34%,DOV
NASDAQ:DOYU,2 Apr 2025,$7.06,3,$9.75,9,,$8.66,-18.52%,,,,,-100.00%,-$2.00,-123.09%,-$2.00,-123.09%,DOYU
NASDAQ:DPZ,9 Apr 2025,$433.44,3,$487.39,9,,$463.21,-6.43%,,,,$460.34,-0.62%,$634.72,37.03%,$676.82,46.11%,DPZ
NYSE:DRD,28 Feb 2024,$9.55,4,,,,$13.34,-28.43%,,,,,-100.00%,-$2.00,-114.99%,-$2.00,-114.99%,DRD
NASDAQ:DRVN,4 Apr 2025,$17.90,3,$19.91,7,,$16.90,5.92%,,,,$17.27,2.19%,$0.00,-100.00%,$0.00,-100.00%,DRVN
NYSE:DY,23 Aug 2024,$143.30,1,,,,$268.81,-46.69%,,,,$266.01,-1.04%,$0.00,-100.00%,$0.00,-100.00%,DY
NYSE:EBF,17 Feb 2025,$21.97,4,,6,,$17.80,23.43%,,,,$19.58,10.00%,$37.23,109.17%,$48.47,172.30%,EBF
NYSE:EBR,17 Feb 2025,$7.68,3, ,,,$6.76,13.61%,,,,$7.12,5.33%,$0.00,-100.00%,$0.00,-100.00%,EBR
NASDAQ:ECPG,22 Jul 2025,$46.88,3,$58.00,3,2.25,$36.88,27.10%,27.10%,$46.88,$58.00,$39.51,7.13%,$0.00,-100.00%,$0.00,-100.00%,ECPG
NASDAQ:ECX,21 Jul 2025,$2.91,3,,,3,$1.69,72.25%,72.25%,$2.91,$2.91,$1.85,9.47%,$0.00,-100.00%,$0.00,-100.00%,ECX
NASDAQ:EEFT,5 Jun 2025,$114.80,4,$125.71,5,,$97.18,18.13%,,,,$158.79,63.40%,$0.00,-100.00%,$0.00,-100.00%,EEFT
NYSE:EFX,10 May 2024,$252.67,3,,,,$240.23,5.18%,,,,$240.81,0.24%,$259.80,8.15%,$316.87,31.90%,EFX
NYSE:EHC,9 May 2025,$100.25,2,$128.78,10,,$110.11,-8.96%,,,,$167.48,52.10%,$0.00,-100.00%,$0.00,-100.00%,EHC
NYSE:ELP,13 Feb 2025,$6.84,3,$8.20,6,,$8.54,-19.92%,,,,$9.02,5.62%,$0.00,-100.00%,$0.00,-100.00%,ELP
NYSE:EME,19 Jun 2025,$449.96,3,$536.50,9,,$627.49,-28.29%,,,,$992.93,58.24%,$0.00,-100.00%,$0.00,-100.00%,EME
NYSE:ENB,10 Apr 2025,$42.82,3,$46.98,10,,$45.29,-5.46%,,,,$47.50,4.88%,$0.00,-100.00%,$0.00,-100.00%,ENB
NASDAQ:ENSG,3 Jul 2025,$137.40,2,,,2,$150.00,-8.40%,-8.40%,$137.40,$137.40,$157.33,4.89%,$225.72,50.48%,$255.89,70.59%,ENSG
NYSE:EOG,21 Jul 2025,$134.56,5,$140.10,4,3.5,$120.02,12.11%,12.11%,$134.56,$140.10,$183.96,53.27%,$0.00,-100.00%,$0.00,-100.00%,EOG
NYSE:EPAC,25 Jul 2023,$26.80,3,,,,$38.51,-30.41%,,,,$40.45,5.04%,$76.17,97.79%,$81.00,110.34%,EPAC
NYSE:ERJ,15 Jul 2025,$49.65,3,$55.00,7,3.25,$57.58,-13.77%,-13.77%,$49.65,$55.00,$63.07,9.53%,$0.00,-100.00%,$0.00,-100.00%,ERJ
NYSE:ESNT,9 Apr 2024,$58.67,3,,,,$55.99,4.79%,,,,$58.56,4.59%,$0.00,-100.00%,$0.00,-100.00%,ESNT
NYSE:ET,6 Nov 2024,$19.43,4,,,,$18.04,7.69%,,,,$19.94,10.53%,$0.00,-100.00%,$0.00,-100.00%,ET
NYSE:ETD,11 Nov 2024,$36.07,4,,,,$29.77,21.15%,,,,$31.83,6.92%,$0.00,-100.00%,$0.00,-100.00%,ETD
NYSE:ETN,16 Aug 2024,$267.73,3,,,,$384.72,-30.41%,,,,$415.61,8.03%,$0.00,-100.00%,$0.00,-100.00%,ETN
NASDAQ:EWBC,10 Apr 2025,$94.13,5,$109.25,5,,$100.25,-6.10%,,,,$107.07,6.80%,$0.00,-100.00%,$0.00,-100.00%,EWBC
NASDAQ:EXC,15 Jul 2025,$41.69,3,,,3,$44.94,-7.23%,-7.23%,$41.69,$41.69,$48.70,8.37%,$0.00,-100.00%,$0.00,-100.00%,EXC
NASDAQ:FAST,14 Jun 2024,$55.48,2,,,,$46.13,20.27%,,,,$46.46,0.72%,$58.20,26.16%,$60.88,31.96%,FAST
NYSE:FBIN,7 Jun 2024,$74.94,4,,,,$54.54,37.41%,,,,$59.26,8.65%,$0.00,-100.00%,$0.00,-100.00%,FBIN
NYSE:FERG,8 Jul 2024,$169.94,2,,,,$223.33,-23.91%,,,,$339.78,52.14%,$0.00,-100.00%,$0.00,-100.00%,FERG
NYSE:FF,15 May 2025,$5.93,5,,7,,$4.05,46.42%,,,,$4.19,3.46%,$0.00,-100.00%,$0.00,-100.00%,FF
NASDAQ:FFBC,5 Jun 2025,$24.99,3,$28.00,6,,$24.24,3.09%,,,,$36.59,50.95%,$0.00,-100.00%,$0.00,-100.00%,FFBC
