Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NASDAQ:AVT,19 Dec 2024,$60.44,3,$51.33,2,,$52.62,-2.45%,,,,$55.90,6.23%,-$1.38,-102.61%,$14.32,-72.79%,AVT
NYSE:AVY,20 Sep 2024,$180.75,1,,,,$176.22,2.57%,,,,$181.62,3.06%,$184.52,4.71%,$202.59,14.96%,AVY
NYSE:B,12 Aug 2025,$23.69,3,,,3,$24.61,-3.74%,-3.74%,$23.69,$23.69,$36.72,49.21%,$0.00,-100.00%,$0.00,-100.00%,B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$224.39,-20.09%,,,,$245.83,9.55%,$247.81,10.44%,$46.58,-79.24%,BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.55,6,3.5,$118.84,12.46%,12.46%,$133.65,$148.55,$184.73,55.44%,$0.00,-100.00%,$0.00,-100.00%,BABA
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,3,$48.13,-6.12%,-6.12%,$45.19,$52.60,$50.25,4.40%,-$247.77,-614.79%,-$244.86,-608.74%,BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$53.30,17.79%,17.79%,$62.78,$67.98,$80.45,50.94%,$30.51,-42.76%,$53.68,0.72%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$126.12,-12.23%,,,,$188.81,49.71%,-$18.90,-114.99%,-$7.61,-106.03%,BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,3,$3.59,-5.91%,-5.91%,$3.38,$4.72,$5.64,57.10%,$5.08,41.37%,$5.93,65.28%,BB
NYSE:BBD,4 Aug 2025,$2.64,3,$3.00,3,2.25,$2.90,-9.10%,-9.10%,$2.64,$3.00,$4.38,51.03%,-$18.66,-743.55%,-$16.16,-657.12%,BBD
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,3,$52.60,-21.40%,-21.40%,$41.34,$59.00,$89.67,70.48%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$29.47,39.40%,,,,$32.26,9.47%,$0.00,-100.00%,$0.00,-100.00%,BBWI
NYSE:BBY,14 Oct 2024,$84.10,1,,,,$72.40,16.16%,,,,$77.44,6.96%,$0.00,-100.00%,$0.00,-100.00%,BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$20.10,-14.22%,-14.22%,$17.24,$17.24,$22.00,9.45%,$11.56,-42.49%,$11.56,-42.49%,BCS
NYSE:BCSF,8 Jul 2024,$18.63,3,,,,$15.35,21.36%,,,,$16.09,4.82%,-$6.98,-145.47%,-$7.55,-149.21%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$124.76,-35.27%,,,,$126.17,1.13%,$200.78,60.93%,$242.04,94.00%,BELFB
NYSE:BFAM,10 Jul 2025,$120.00,3,$136.75,1,,$122.80,-2.28%,,,,$119.93,-2.34%,$211.07,71.88%,$239.59,95.11%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$122.28,-19.38%,,,,$128.94,5.45%,-$185.76,-251.91%,-$172.48,-241.06%,BFC
NYSE:BIRK,28 Oct 2024,$56.09,3,,,,$49.98,12.22%,,,,$52.47,4.98%,$107.02,114.13%,$116.24,132.57%,BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$106.17,-100.00%,-100.00%,,$0.00,$115.99,9.25%,$0.00,-100.00%,$0.00,-100.00%,BJ
NYSE:BKD,20 Sep 2024,$7.70,3,,,,$7.23,6.51%,,,,$7.84,8.44%,-$10.54,-245.77%,$16.68,130.68%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$42.91,-4.57%,,,,$45.83,6.80%,$38.89,-9.36%,$54.54,27.11%,BKR
NYSE:BLD,8 Jul 2024,$376.96,3,,,,$426.79,-11.68%,,,,$451.73,5.84%,$805.72,88.79%,$894.14,109.50%,BLD
NASDAQ:BLNK,21 Jul 2025,$1.45,3,$2.33,3,,$0.92,57.72%,,,,$1.08,17.39%,$0.00,-100.00%,$0.00,-100.00%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$185.89,-8.70%,,,,$197.34,6.16%,$277.05,49.04%,$274.17,47.49%,BMI
NYSE:BN,26 Aug 2024,$51.03,3,,,,$63.92,-20.17%,,,,$69.60,8.89%,-$143.94,-325.18%,-$104.81,-263.97%,BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$56.81,-2.59%,-2.59%,$55.34,$55.34,$85.36,50.26%,$0.00,-100.00%,$0.00,-100.00%,BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$65.86,9.32%,,,,$71.56,8.65%,-$400.67,-708.36%,-$392.85,-696.50%,BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,3,$6.45,43.41%,43.41%,$9.25,$10.98,$9.93,53.95%,$36.19,461.16%,$65.20,910.80%,BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$33.90,11.12%,11.12%,$37.67,$39.40,$51.36,51.50%,$35.01,3.28%,$129.34,281.52%,BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.60,4.17%,,,,$3.81,5.83%,$8.67,140.93%,$14.04,289.92%,BRFS
NYSE:BSBR,19 Aug 2025,$5.23,3,$5.70,7,3.25,$4.82,8.57%,8.57%,$5.23,$5.70,$5.26,9.13%,$3.49,-27.65%,$0.76,-84.21%,BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$12.22,-16.13%,-16.13%,$10.25,$10.25,$15.01,22.83%,$0.00,-100.00%,$0.00,-100.00%,BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$58.83,-9.31%,-9.31%,$53.35,$53.35,$86.41,46.88%,$0.00,-100.00%,$0.00,-100.00%,BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.41,38.29%,38.29%,$0.57,$0.57,$0.47,14.63%,$0.00,-100.00%,$0.00,-100.00%,BTOG
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$280.59,-28.79%,,,,$287.70,2.53%,$0.00,-100.00%,$0.00,-100.00%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$23.29,4.95%,,,,$25.71,10.39%,-$133.61,-673.69%,-$130.16,-658.88%,BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$29.98,3.84%,3.84%,$31.13,$31.63,$32.63,8.84%,$86.32,187.94%,$93.48,211.79%,BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,3,$91.87,-6.04%,-6.04%,$86.32,$86.32,$99.57,8.38%,-$760.86,-928.19%,-$736.96,-902.18%,C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,3.75,$20.87,5.45%,5.45%,$22.01,$23.30,$32.43,55.39%,$0.00,-100.00%,$0.00,-100.00%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$38.88,3.14%,,,,$41.21,5.99%,-$310.64,-898.96%,-$304.92,-884.26%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$14.68,15.80%,,,,$15.41,4.97%,$0.00,-100.00%,$0.00,-100.00%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$112.59,-16.56%,,,,$113.82,1.09%,$600.06,432.96%,$634.61,463.65%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$80.82,8.87%,,,,$88.72,9.77%,$82.62,2.23%,$82.62,2.23%,CAMT
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$148.35,7.59%,,,,$172.55,16.31%,$192.92,30.04%,$608.44,310.14%,CAR
NYSE:CARR,23 Feb 2024,$53.07,3,,,,$66.51,-20.21%,,,,$66.83,0.48%,$86.36,29.84%,$111.12,67.08%,CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,1.75,$66.38,20.83%,20.83%,$80.21,$95.63,$73.99,11.46%,$73.15,10.20%,$80.58,21.39%,CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$280.22,0.66%,0.66%,$282.07,$303.61,$413.01,47.39%,$425.21,51.74%,$438.26,56.40%,CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$64.77,19.76%,,,,$95.94,48.12%,$98.54,52.14%,$119.30,84.20%,CBZ
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,2,$11.34,-41.82%,-41.82%,$6.60,$10.90,$12.48,10.05%,$19.91,75.60%,$24.85,119.16%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$45.15,48.68%,,,,$47.29,4.74%,$38.20,-15.40%,$130.73,189.55%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$48.55,-54.74%,,,,$52.69,8.53%,$43.24,-10.94%,$43.25,-10.92%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$35.99,6.97%,,,,$38.07,5.78%,$755.29,1998.62%,$845.63,2249.62%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$32.48,25.30%,,,,$34.59,6.50%,$166.89,413.83%,$183.78,465.83%,CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$21.57,8.90%,8.90%,$23.49,$25.50,$34.04,57.81%,$28.83,33.66%,$12.47,-42.20%,CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,3.75,$7.28,19.27%,19.27%,$8.68,$9.61,$10.95,50.41%,$16.86,131.59%,$21.98,201.97%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$123.45,-10.01%,,,,$130.36,5.60%,-$129.86,-205.19%,-$112.95,-191.49%,CHCO
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$95.80,-16.39%,,,,$95.81,0.01%,$114.58,19.61%,$123.93,29.36%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$103.81,10.37%,,,,$107.60,3.65%,$86.12,-17.04%,$118.33,13.98%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$457.63,12.01%,,,,$470.56,2.83%,$786.80,71.93%,$837.27,82.96%,CHE
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.13,101.77%,101.77%,$2.28,$2.28,$1.88,66.37%,$13.41,1086.53%,$5.65,400.30%,CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$102.01,64.32%,,,,$108.54,6.40%,$84.36,-17.30%,$322.70,216.34%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$45.32,-10.92%,,,,$47.28,4.32%,$57.30,26.44%,$74.81,65.07%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$22.76,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,2.25,$5.40,22.56%,22.56%,$6.62,$7.06,$6.32,17.04%,$3.81,-29.47%,$6.01,11.36%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$1.93,-1.40%,,,,$2.02,4.66%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$153.55,-7.52%,,,,$158.11,2.97%,$321.05,109.09%,$340.81,121.96%,CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$87.16,-3.25%,-3.25%,$84.33,$97.40,$129.10,48.12%,$133.84,53.55%,$146.82,68.44%,CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,3,$10.21,5.58%,5.58%,$10.78,$12.62,$11.61,13.71%,$23.43,129.48%,$18.65,82.69%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$244.94,-11.79%,,,,$241.27,-1.50%,$314.44,28.37%,$462.40,88.78%,CLH
NASDAQ:CLMB,2 Apr 2025,$99.41,3,$136.00,4,,$117.89,-15.68%,,,,$125.14,6.15%,$230.75,95.74%,$246.70,109.26%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$21.79,69.80%,,,,$22.91,5.14%,$82.35,277.93%,$193.35,787.31%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$122.69,26.41%,,,,$121.01,-1.37%,$202.63,65.16%,$235.26,91.75%,CLX
NYSE:CM,19 Aug 2025,,,,,,$73.10,-100.00%,-100.00%,,$0.00,$110.67,51.40%,$0.00,-100.00%,$0.00,-100.00%,CM
NYSE:CNH,18 Aug 2025,$16.66,5,$14.39,4,3.5,$12.13,18.63%,18.63%,$14.39,$16.66,$13.48,11.13%,$11.11,-8.42%,$17.64,45.42%,CNH
NYSE:CNM,15 Aug 2025,$59.25,2,,,2,$64.29,-7.83%,-7.83%,$59.25,$59.25,$68.72,6.89%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$38.35,-20.30%,,,,$39.52,3.05%,-$252.18,-757.59%,-$220.29,-674.43%,CNO
NYSE:COF,18 Aug 2025,$1.55,4,$1.15,4,3,$212.06,-99.46%,-99.46%,$1.15,$1.55,$226.89,6.99%,$200.88,-5.27%,$336.20,58.54%,COF
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$84.85,28.32%,28.32%,$108.88,$111.93,$93.64,10.36%,$93.59,10.29%,$151.91,79.04%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$25.68,-7.58%,-7.58%,$23.73,$23.73,$39.00,51.87%,-$160.86,-726.38%,-$150.03,-684.23%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$94.26,28.64%,,,,$101.80,8.00%,$78.02,-17.23%,$166.75,76.91%,COP
NYSE:COTY,18 Aug 2025,$8.16,3,$6.34,4,2.5,$4.81,31.81%,31.81%,$6.34,$8.16,$7.54,56.76%,$0.00,-100.00%,$0.00,-100.00%,COTY
NYSE:CP,13 Nov 2024,$75.90,3,,,,$75.09,1.08%,,,,$78.37,4.37%,$78.42,4.44%,$105.22,40.13%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$28.54,-1.60%,,,,$30.40,6.52%,-$174.57,-711.68%,-$171.55,-701.08%,CPF
NYSE:CPRI,10 Jul 2025,$38.78,5,$21.86,6,,$20.01,9.25%,,,,$21.95,9.70%,$55.18,175.75%,-$12.47,-162.30%,CPRI
NYSE:CPT,19 Aug 2025,$114.40,4,,1,2.25,$109.26,4.70%,4.70%,$114.40,$114.40,$162.48,48.71%,$108.17,-1.00%,$165.02,51.03%,CPT
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$191.21,-12.99%,,,,$201.00,5.12%,$235.34,23.08%,$245.30,28.29%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$187.60,-12.55%,,,,$194.44,3.65%,$187.81,0.11%,$265.49,41.52%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,,$10.63,-0.97%,,,,$10.73,0.94%,$0.00,-100.00%,$0.00,-100.00%,CRESY
NYSE:CRGY,20 Aug 2025,$15.13,3,,,3,$9.20,64.47%,64.47%,$15.13,$15.13,$14.22,54.57%,$19.93,116.65%,$76.27,729.06%,CRGY
NASDAQ:CROX,26 Jul 2024,$132.28,3,,,,$82.11,61.10%,,,,$90.31,9.99%,$217.00,164.28%,$230.55,180.78%,CROX
NASDAQ:CRTO,12 Aug 2025,$40.38,3,$39.00,8,3.5,$23.37,66.88%,66.88%,$39.00,$40.38,$24.96,6.80%,$48.39,107.08%,$19.95,-14.63%,CRTO
NASDAQ:CRWD,13 Sep 2024,$299.53,4,,,,$410.89,-27.10%,,,,$460.22,12.01%,$0.00,-100.00%,$0.00,-100.00%,CRWD
NYSE:CSL,31 Jul 2024,$348.23,2,,,,$383.52,-9.20%,,,,$399.17,4.08%,$587.47,53.18%,$557.21,45.29%,CSL
NASDAQ:CSTL,23 Aug 2024,$38.33,3,,,,$19.64,95.15%,,,,$21.35,8.71%,$31.63,61.05%,$37.05,88.65%,CSTL
NYSE:CSTM,7 Jan 2025,$16.09,3,$16.67,2,,$14.35,12.11%,,,,$14.40,0.35%,-$7.81,-154.44%,$15.47,7.81%,CSTM
NYSE:CTRA,21 Jul 2025,$28.51,4,$33.60,4,,$23.11,23.37%,,,,$24.93,7.88%,$88.01,280.82%,$134.46,481.83%,CTRA
NASDAQ:CVBF,10 Apr 2025,$20.35,4,$24.75,6,,$19.43,4.72%,,,,$21.04,8.29%,-$58.13,-399.19%,-$56.94,-393.07%,CVBF
NYSE:CVE,14 Aug 2025,$17.50,3,$18.51,8,3.5,$14.96,16.97%,16.97%,$17.50,$18.51,$22.53,50.60%,$24.78,65.64%,$47.46,217.25%,CVE
NYSE:CVI,23 Aug 2024,$33.80,3,,,,$27.40,23.34%,,,,$29.16,6.42%,$69.83,154.84%,$110.66,303.87%,CVI
NYSE:CVS,28 Jul 2025,77.609,5,$80.60,9,4.75,$71.04,9.25%,9.25%,$77.61,$80.60,$73.46,3.41%,-$12.33,-117.36%,$24.37,-65.69%,CVS
NYSE:CVX,20 Aug 2025,$174.36,4,$171.33,9,4.25,$152.66,12.23%,12.23%,$171.33,$174.36,$230.91,51.26%,$202.22,32.47%,$288.15,88.75%,CVX
NYSE:CW,17 May 2024,$250.04,2,,,,$476.78,-47.56%,,,,$525.43,10.20%,$638.19,33.85%,$695.58,45.89%,CW
NYSE:CX,19 Jun 2025,$8.65,3,$7.31,8,,$8.60,-15.00%,,,,$13.08,52.09%,$5.71,-33.60%,$21.57,150.83%,CX
NYSE:CXT,15 Apr 2024,$59.92,3,,,,$60.14,-0.37%,,,,$62.26,3.53%,$73.48,22.19%,$97.10,61.45%,CXT
NASDAQ:CYCC,12 Jun 2025,$0.82,3,,,,$7.32,-88.76%,,,,$7.74,5.74%,-$14.64,-300.06%,-$14.61,-299.64%,CYCC
NYSE:DCI,4 Sep 2024,$66.47,2,,,,$74.57,-10.87%,,,,$113.40,52.07%,$0.00,-100.00%,$0.00,-100.00%,DCI
NYSE:DDD,18 Aug 2025,$2.94,3,$2.50,2,2,$1.93,29.53%,29.53%,$2.50,$2.94,$3.18,64.77%,-$1.66,-185.92%,$1.98,2.52%,DDD
NASDAQ:DDOG,18 Aug 2025,$131.92,3,$161.38,8,3.5,$126.17,4.56%,4.56%,$131.92,$161.38,$140.00,10.96%,$163.85,29.86%,$166.59,32.04%,DDOG
NYSE:DDS,21 May 2024,$424.51,3,,,,$513.55,-17.34%,,,,$535.97,4.37%,$0.00,-100.00%,$0.00,-100.00%,DDS
NYSE:DECK,20 Aug 2024,$913.85,3,,,,$103.86,779.88%,,,,$111.63,7.48%,$126.56,21.86%,$135.42,30.39%,DECK
NASDAQ:DFDV,3 Jun 2025,$23.65,3,,,,$15.77,49.98%,,,,$18.49,17.25%,$13.44,-14.77%,$13.47,-14.58%,DFDV
NYSE:DFH,26 Mar 2025,$30.22,3,$32.00,4,,$28.83,4.82%,,,,$28.43,-1.39%,$301.56,946.01%,$310.95,978.56%,DFH
NYSE:DGX,29 Jul 2024,$148.07,3,,,,$184.23,-19.63%,,,,$189.10,2.64%,$248.10,34.67%,$297.41,61.43%,DGX
NYSE:DHI,2 Jul 2024,$140.37,2,,,,$168.05,-16.47%,,,,$167.95,-0.06%,$230.83,37.36%,$234.15,39.33%,DHI
NYSE:DKL,10 Apr 2025,,,,,,$43.10,-100.00%,,,,$46.76,8.49%,$19.69,-54.31%,$12.66,-70.63%,DKL
