Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$83.18,20.49%,,,,$90.83,9.20%,$0.00,-100.00%,$0.00,-100.00%,AGO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,2.75,$78.34,8.20%,8.20%,$84.76,$90.60,$118.97,51.86%,$0.00,-100.00%,$0.00,-100.00%,AIG
NYSE:AIN,28 Mar 2024,$92.28,3,,,,$61.76,49.42%,,,,$92.27,49.40%,$62.74,1.58%,$89.10,44.27%,AIN
NASDAQ:AIRS,3 Jul 2025,$6.62,3,$4.50,6,,$6.19,-27.30%,,,,$9.30,50.24%,$8.96,44.71%,$9.68,56.42%,AIRS
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$55.66,-10.40%,,,,$58.41,4.94%,-$216.04,-488.15%,-$142.62,-356.24%,AL
NYSE:ALEX,24 Apr 2025,$18.39,4,$23.00,9,,$18.24,0.83%,,,,$0.00,-100.00%,$21.63,18.59%,$31.35,71.88%,ALEX
NYSE:ALIT,17 Jul 2025,$9.59,3,,,3,$3.87,147.91%,147.91%,$9.59,$9.59,$4.63,19.64%,$3.56,-8.09%,$13.76,255.46%,ALIT
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$37.26,11.46%,,,,$56.59,51.88%,-$443.84,-1291.18%,-$464.87,-1347.64%,ALLY
NASDAQ:ALRS,3 Jun 2025,$23.53,4,$21.50,9,,$20.50,4.88%,,,,$31.65,54.39%,$0.00,-100.00%,$0.00,-100.00%,ALRS
NYSE:AMBP,12 May 2025,$5.62,5,$3.65,6,,$3.80,-3.95%,,,,$4.20,10.53%,$7.33,92.99%,$17.49,360.28%,AMBP
NASDAQ:AMRK,16 Dec 2024,$47.67,3,,5,,$22.37,113.10%,,,,$21.42,-4.25%,$0.00,-100.00%,$0.00,-100.00%,AMRK
NASDAQ:AMWD,19 Dec 2024,$85.26,3,$116.00,7,,$60.18,41.67%,,,,$56.10,-6.78%,$0.00,-100.00%,$0.00,-100.00%,AMWD
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,$19.18,-13.82%,,,,$19.36,0.94%,$889.36,4536.90%,"$2,768.20",14332.73%,AMX
NYSE:ANF,7 Jan 2025,$127.71,2,$186.57,10,,$103.13,23.84%,,,,$109.77,6.44%,$0.00,-100.00%,$0.00,-100.00%,ANF
NASDAQ:APA,21 Jul 2025,$28.94,3,$21.85,7,3.25,$19.78,10.47%,10.47%,$21.85,$28.94,$28.47,43.93%,$0.00,-100.00%,$0.00,-100.00%,APA
NYSE:APD,7 Jun 2024,$304.35,4,,,,$289.56,5.11%,,,,$308.35,6.49%,$194.86,-32.70%,$215.65,-25.52%,APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$108.84,-25.06%,,,,$111.24,2.21%,$161.62,48.49%,$173.24,59.17%,APH
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$41.66,32.02%,,,,$42.78,2.69%,$122.68,194.47%,$149.81,259.60%,APOG
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$11.38,-9.75%,,,,$10.64,-6.50%,$0.00,-100.00%,$0.00,-100.00%,ARHS
NASDAQ:ARKO,21 Jul 2025,$6.34,3,$6.88,4,2.5,$4.84,31.03%,31.03%,$6.34,$6.88,$4.26,-11.98%,$0.00,-100.00%,$0.00,-100.00%,ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$23.90,-1.51%,,,,$36.49,52.68%,-$160.58,-771.90%,-$154.40,-746.05%,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$52.35,27.72%,,,,$52.26,-0.17%,$112.13,114.20%,$199.18,280.48%,ASH
NASDAQ:ASML,8 Jul 2024,$901.00,1,,,,$717.35,25.60%,,,,"$1,038.64",44.79%,$733.24,2.22%,$785.71,9.53%,ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$312.30,10.45%,,,,$333.58,6.81%,"$2,562.79",720.62%,"$3,955.32",1166.51%,ASR
NYSE:ATI,28 Oct 2024,$51.14,1,,,,$74.70,-31.54%,,,,$77.70,4.02%,$95.78,28.22%,$117.04,56.68%,ATI
NASDAQ:AVT,19 Dec 2024,$60.44,3,$51.33,2,,$51.66,-0.64%,,,,$52.35,1.34%,$0.00,-100.00%,$0.00,-100.00%,AVT
NYSE:AVY,20 Sep 2024,$180.75,1,,,,$170.11,6.25%,,,,$173.35,1.90%,$177.89,4.57%,$196.10,15.28%,AVY
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$229.14,-21.75%,,,,$339.86,48.32%,$253.73,10.73%,$47.13,-79.43%,BA
NYSE:BAC,7 Jul 2025,$45.29,3,,,,$45.84,-1.20%,,,,$48.90,6.68%,-$249.19,-643.60%,-$246.25,-637.19%,BAC
NYSE:BALL,11 Nov 2024,$58.84,3,,,,$53.78,9.40%,,,,$82.34,53.11%,$30.72,-42.88%,$53.71,-0.13%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$121.70,-9.04%,,,,$185.61,52.51%,-$19.54,-116.05%,-$7.97,-106.55%,BANF
NYSE:BBD,4 Aug 2025,$2.64,3,$3.00,3,2.25,$2.92,-9.73%,-9.73%,$2.64,$3.00,$4.33,48.29%,-$18.11,-720.04%,-$15.57,-633.21%,BBD
NYSE:BBW,12 Jun 2025,$42.68,3,$60.00,8,,$50.30,-15.14%,,,,$77.37,53.82%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,2.25,$28.64,43.44%,43.44%,$41.08,$48.96,$31.96,11.59%,$0.00,-100.00%,$0.00,-100.00%,BBWI
NYSE:BBY,14 Oct 2024,$84.10,1,,,,$67.77,24.10%,,,,$69.94,3.20%,$0.00,-100.00%,$0.00,-100.00%,BBY
NYSE:BCS,7 Jul 2025,$17.15,3,,,,$19.85,-13.60%,,,,$20.63,3.93%,$19.45,-2.01%,$19.45,-2.01%,BCS
NYSE:BCSF,8 Jul 2024,$18.63,3,,,,$15.19,22.64%,,,,$15.66,3.09%,$0.00,-100.00%,$0.00,-100.00%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$134.86,-40.12%,,,,$127.87,-5.18%,$206.57,53.17%,$248.80,84.49%,BELFB
NYSE:BFAM,10 Jul 2025,$120.00,3,$136.75,1,,$119.89,0.09%,,,,$116.79,-2.59%,$210.48,75.56%,$239.44,99.71%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$116.69,-15.52%,,,,$178.29,52.79%,$0.00,-100.00%,$0.00,-100.00%,BFC
NYSE:BIRK,28 Oct 2024,$56.09,3,,,,$48.16,16.46%,,,,$51.16,6.23%,$0.00,-100.00%,$0.00,-100.00%,BIRK
NYSE:BKD,20 Sep 2024,$7.70,3,,,,$7.08,8.77%,,,,$8.22,16.10%,$0.00,-100.00%,$0.00,-100.00%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,2.75,$43.25,-5.32%,-5.32%,$40.95,$48.38,$66.50,53.76%,$39.56,-8.53%,$55.46,28.24%,BKR
NYSE:BLD,8 Jul 2024,$376.96,3,,,,$413.70,-8.88%,,,,$420.00,1.52%,$786.67,90.15%,$877.08,112.01%,BLD
NASDAQ:BLNK,21 Jul 2025,$1.45,3,$2.33,3,2.25,$0.86,68.72%,68.72%,$1.45,$2.33,$1.44,67.44%,$0.00,-100.00%,$0.00,-100.00%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$189.01,-10.21%,,,,$194.66,2.99%,$279.70,47.98%,$276.69,46.39%,BMI
NYSE:BN,26 Aug 2024,$51.03,3,,,,$65.03,-21.53%,,,,$67.79,4.24%,$0.00,-100.00%,$0.00,-100.00%,BN
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$62.87,14.52%,,,,$0.00,-100.00%,-$402.97,-740.96%,-$395.07,-728.40%,BOH
NASDAQ:BOOM,7 Jul 2025,$15.29,3,$12.75,3,,$5.94,114.65%,,,,$7.88,32.66%,$36.74,518.44%,$66.51,1019.73%,BOOM
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,2.5,$3.59,4.46%,4.46%,$3.75,$3.91,$3.71,3.34%,$0.00,-100.00%,$0.00,-100.00%,BRFS
NYSE:BSBR,22 Jul 2025,$4.86,3,$5.70,6,3,$4.97,-2.25%,-2.25%,$4.86,$5.70,$5.20,4.63%,$3.88,-21.84%,$1.12,-77.54%,BSBR
NASDAQ:BTDR,14 May 2025,$11.22,2,,,,$12.33,-9.00%,,,,$13.71,11.19%,$0.00,-100.00%,$0.00,-100.00%,BTDR
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$272.23,-26.60%,,,,$281.03,3.23%,$0.00,-100.00%,$0.00,-100.00%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$22.28,9.71%,,,,$33.66,51.08%,-$134.25,-702.56%,-$130.76,-686.90%,BUSE
NYSE:CAAP,10 Jul 2025,$19.96,3,$22.73,6,,$20.95,-4.71%,,,,$21.96,4.82%,$0.00,-100.00%,$0.00,-100.00%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$37.02,8.32%,,,,$40.15,8.45%,$0.00,-100.00%,$0.00,-100.00%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$13.50,25.93%,,,,$13.84,2.52%,$0.00,-100.00%,$0.00,-100.00%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,3,$106.88,-12.11%,-12.11%,$93.94,$100.00,$157.86,47.70%,$606.30,467.27%,$641.64,500.34%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$82.82,6.24%,,,,$129.65,56.54%,$0.00,-100.00%,$0.00,-100.00%,CAMT
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$155.86,2.41%,,,,$163.46,4.88%,$206.11,32.24%,$625.06,301.04%,CAR
NYSE:CARR,23 Feb 2024,$53.07,3,,,,$66.53,-20.23%,,,,$68.14,2.42%,$86.52,30.05%,$111.87,68.16%,CARR
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$62.43,24.25%,,,,$95.70,53.29%,$98.00,56.98%,$119.11,90.78%,CBZ
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,2,$11.52,-42.73%,-42.73%,$6.60,$10.90,$10.40,-9.72%,$0.00,-100.00%,$0.00,-100.00%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$48.08,39.62%,,,,$52.09,8.34%,$0.00,-100.00%,$0.00,-100.00%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$45.56,-51.77%,,,,$46.10,1.19%,$0.00,-100.00%,$0.00,-100.00%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$33.75,14.07%,,,,$39.96,18.40%,$0.00,-100.00%,$0.00,-100.00%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$30.57,33.12%,,,,$36.16,18.29%,$0.00,-100.00%,$0.00,-100.00%,CENTA
NASDAQ:CENX,10 Apr 2025,$19.29,4,$25.00,6,,$23.85,-19.13%,,,,$32.69,37.06%,$0.00,-100.00%,$0.00,-100.00%,CENX
NYSE:CGAU,22 May 2025,$7.64,5,$8.86,7,,$7.14,7.06%,,,,$7.84,9.80%,$0.00,-100.00%,$0.00,-100.00%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$120.18,-7.57%,,,,$132.55,10.29%,$0.00,-100.00%,$0.00,-100.00%,CHCO
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$91.16,-12.13%,,,,$94.63,3.81%,$113.41,24.41%,$122.87,34.78%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,3.5,$101.65,12.72%,12.72%,$114.58,$131.43,$103.02,1.35%,$85.63,-15.76%,$118.23,16.31%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$434.60,17.95%,,,,$449.96,3.53%,$766.96,76.48%,$818.11,88.24%,CHE
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$100.02,67.59%,,,,$118.21,18.19%,$0.00,-100.00%,$0.00,-100.00%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$45.15,-10.59%,,,,$46.11,2.13%,$0.00,-100.00%,$0.00,-100.00%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$24.89,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,2.25,$4.63,42.94%,42.94%,$6.62,$7.06,$5.59,20.73%,$0.00,-100.00%,$0.00,-100.00%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$1.93,-1.40%,,,,$1.97,2.07%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$150.56,-5.69%,,,,$163.79,8.79%,$330.47,119.49%,$350.69,132.92%,CINF
NYSE:CLF,7 Jul 2025,$11.87,3,,,,$9.65,23.01%,,,,$10.24,6.11%,$23.15,139.87%,$18.16,88.14%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$242.03,-10.73%,,,,$238.93,-1.28%,$315.34,30.29%,$466.68,92.82%,CLH
NASDAQ:CLMB,2 Apr 2025,$99.41,3,$136.00,4,,$114.20,-12.95%,,,,$114.59,0.34%,$224.88,96.92%,$241.19,111.20%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$22.90,61.57%,,,,$23.33,1.88%,$85.38,272.83%,$198.87,768.42%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$124.81,24.27%,,,,$125.72,0.73%,$0.00,-100.00%,$0.00,-100.00%,CLX
NYSE:CNH,10 Jul 2025,$18.09,5,$14.72,1,,$12.57,17.10%,,,,$13.22,5.17%,$11.76,-6.42%,$18.40,46.39%,CNH
NYSE:CNM,4 Sep 2024,$50.47,4,,,,$63.94,-21.06%,,,,$69.02,7.94%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$36.47,-16.19%,,,,$38.48,5.51%,$0.00,-100.00%,$0.00,-100.00%,CNO
NYSE:COHR,15 Nov 2023,$54.70,4,,,,$114.30,-52.14%,,,,$162.68,42.33%,$0.00,-100.00%,$0.00,-100.00%,COHR
NASDAQ:COLB,10 Apr 2025,$26.32,4,$31.50,5,,$23.88,10.23%,,,,$36.46,52.68%,$0.00,-100.00%,$0.00,-100.00%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$92.45,31.16%,,,,$101.26,9.53%,$0.00,-100.00%,$0.00,-100.00%,COP
NYSE:CP,13 Nov 2024,$75.90,3,,,,$75.70,0.27%,,,,$78.56,3.78%,$80.84,6.79%,$108.26,43.01%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$26.69,5.22%,,,,$0.00,-100.00%,-$176.30,-760.55%,-$173.24,-749.09%,CPF
NYSE:CPRI,10 Jul 2025,$38.78,5,$21.86,6,,$19.95,9.57%,,,,$23.53,17.94%,$0.00,-100.00%,$0.00,-100.00%,CPRI
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$196.28,-15.24%,,,,$202.25,3.04%,$238.47,21.50%,$248.54,26.62%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$187.44,-12.48%,,,,$198.77,6.04%,$189.54,1.12%,$268.98,43.50%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,3,$11.08,-4.99%,-4.99%,$10.53,$10.53,$11.41,2.98%,$0.00,-100.00%,$0.00,-100.00%,CRESY
NASDAQ:CROX,26 Jul 2024,$132.28,3,,,,$74.61,77.30%,,,,$157.95,111.70%,$0.00,-100.00%,$0.00,-100.00%,CROX
NASDAQ:CRTO,25 Jul 2025,$40.46,3,$39.88,8,3.5,$23.32,71.01%,71.01%,$39.88,$40.46,$0.00,-100.00%,$49.50,112.28%,$20.57,-11.78%,CRTO
NASDAQ:CRWD,13 Sep 2024,$299.53,4,,,,$423.27,-29.23%,,,,$472.53,11.64%,$0.00,-100.00%,$0.00,-100.00%,CRWD
NYSE:CSL,31 Jul 2024,$348.23,2,,,,$366.21,-4.91%,,,,$378.84,3.45%,$686.74,87.53%,$655.79,79.08%,CSL
NASDAQ:CSTL,23 Aug 2024,$38.33,3,,,,$19.52,96.35%,,,,$21.95,12.45%,$31.73,62.53%,$37.23,90.71%,CSTL
NYSE:CSTM,7 Jan 2025,$16.09,3,$16.67,2,,$13.55,18.73%,,,,$13.54,-0.07%,-$8.98,-166.24%,$14.72,8.62%,CSTM
NYSE:CTRA,21 Jul 2025,$28.51,4,$33.60,4,3,$23.85,19.54%,19.54%,$28.51,$33.60,$36.81,54.34%,$0.00,-100.00%,$0.00,-100.00%,CTRA
NASDAQ:CVBF,10 Apr 2025,$20.35,4,$24.75,6,,$19.19,6.03%,,,,$28.88,50.50%,$0.00,-100.00%,$0.00,-100.00%,CVBF
NYSE:CVI,23 Aug 2024,$33.80,3,,,,$26.10,29.49%,,,,$28.14,7.82%,$70.73,171.01%,$112.23,330.00%,CVI
NYSE:CVS,28 Jul 2025,77.609,5,$80.60,9,4.75,$64.65,20.04%,20.04%,$77.61,$80.60,$67.83,4.92%,-$19.31,-129.87%,$17.82,-72.44%,CVS
NYSE:CW,17 May 2024,$250.04,2,,,,$478.13,-47.71%,,,,$538.72,12.67%,$0.00,-100.00%,$0.00,-100.00%,CW
NYSE:CX,19 Jun 2025,$8.65,3,$7.31,8,,$8.70,-15.98%,,,,$9.33,7.24%,$5.59,-35.69%,$21.82,150.77%,CX
NYSE:CXT,15 Apr 2024,$59.92,3,,,,$60.00,-0.14%,,,,$58.45,-2.58%,$0.00,-100.00%,$0.00,-100.00%,CXT
NASDAQ:CYCC,12 Jun 2025,$0.82,3,,,,$9.55,-91.38%,,,,$8.11,-15.08%,$0.00,-100.00%,$0.00,-100.00%,CYCC
NYSE:DCI,4 Sep 2024,$66.47,2,,,,$72.68,-8.55%,,,,$77.25,6.29%,$0.00,-100.00%,$0.00,-100.00%,DCI
NYSE:DDS,21 May 2024,$424.51,3,,,,$465.44,-8.79%,,,,$483.74,3.93%,$0.00,-100.00%,$0.00,-100.00%,DDS
NYSE:DECK,20 Aug 2024,$913.85,3,,,,$100.90,805.69%,,,,$114.66,13.64%,$126.94,25.80%,$135.99,34.78%,DECK
NASDAQ:DFDV,3 Jun 2025,$23.65,3,,,,$14.49,63.23%,,,,$14.75,1.79%,$0.00,-100.00%,$0.00,-100.00%,DFDV
NYSE:DFH,26 Mar 2025,$30.22,3,$32.00,4,,$25.33,19.31%,,,,$26.94,6.36%,$307.15,1112.59%,$316.74,1150.46%,DFH
NYSE:DGX,29 Jul 2024,$148.07,3,,,,$175.72,-15.74%,,,,$187.35,6.62%,$240.03,36.60%,$289.92,64.99%,DGX
NYSE:DHI,2 Jul 2024,$140.37,2,,,,$154.73,-9.28%,,,,$160.94,4.01%,$217.98,40.88%,$221.34,43.05%,DHI
NYSE:DKL,10 Apr 2025,,,,,,$43.85,-100.00%,,,,$50.41,14.96%,$20.91,-52.32%,$35.35,-19.39%,DKL
NYSE:DLX,3 Jun 2025,$20.45,4,$23.00,7,,$19.22,6.38%,,,,$16.97,-11.71%,$0.00,-100.00%,$0.00,-100.00%,DLX
NYSEAMERICAN:DNN,31 Jul 2024,$1.76,0,,,,$2.25,-21.78%,,,,$2.25,0.00%,$0.00,-100.00%,$0.00,-100.00%,DNN
NASDAQ:DNUT,22 Dec 2023,$17.24,4,,,,$3.11,454.28%,,,,$3.41,9.65%,$0.00,-100.00%,$0.00,-100.00%,DNUT
NYSE:DOV,5 Jun 2024,$175.49,3,,,,$174.14,0.77%,,,,$182.61,4.86%,$225.46,29.47%,$273.74,57.19%,DOV
NASDAQ:DOYU,2 Apr 2025,$7.06,3,$9.75,9,,$7.45,-5.29%,,,,,-100.00%,-$2.00,-126.85%,-$2.00,-126.85%,DOYU
NASDAQ:DPZ,9 Apr 2025,$433.44,3,$487.39,9,,$444.82,-2.56%,,,,$437.09,-1.74%,$622.98,40.05%,$666.01,49.73%,DPZ
NYSE:DRD,28 Feb 2024,$9.55,4,,,,$15.57,-38.68%,,,,,-100.00%,-$2.00,-112.85%,-$2.00,-112.85%,DRD
NASDAQ:DRVN,4 Apr 2025,$17.90,3,$19.91,7,,$16.47,8.68%,,,,$18.38,11.60%,$0.00,-100.00%,$0.00,-100.00%,DRVN
NYSE:DY,23 Aug 2024,$143.30,1,,,,$278.52,-48.55%,,,,$262.02,-5.92%,$0.00,-100.00%,$0.00,-100.00%,DY
NYSE:EBF,17 Feb 2025,$21.97,4,,6,,$18.14,21.11%,,,,$19.07,5.13%,$37.94,109.13%,$49.43,172.48%,EBF
NYSE:EBR,17 Feb 2025,$7.68,3, ,,,$8.09,-5.07%,,,,$7.54,-6.80%,$0.00,-100.00%,$0.00,-100.00%,EBR
NASDAQ:ECPG,22 Jul 2025,$46.88,3,$58.00,3,2.25,$39.06,20.01%,20.01%,$46.88,$58.00,$38.84,-0.56%,$0.00,-100.00%,$0.00,-100.00%,ECPG
NASDAQ:ECX,21 Jul 2025,$2.91,3,,,3,$1.63,78.59%,78.59%,$2.91,$2.91,$1.70,4.29%,$0.00,-100.00%,$0.00,-100.00%,ECX
NASDAQ:EEFT,5 Jun 2025,$114.80,4,$125.71,5,,$91.56,25.38%,,,,$140.66,53.63%,$0.00,-100.00%,$0.00,-100.00%,EEFT
NYSE:EFX,10 May 2024,$252.67,3,,,,$242.74,4.09%,,,,$238.38,-1.80%,$261.03,7.54%,$318.77,31.32%,EFX
NYSE:EHC,9 May 2025,$100.25,2,$128.78,10,,$117.39,-14.60%,,,,$121.09,3.15%,$155.65,32.60%,$211.25,79.95%,EHC
NYSE:ELP,13 Feb 2025,$6.84,3,$8.20,6,,$9.18,-25.50%,,,,$9.24,0.65%,$0.00,-100.00%,$0.00,-100.00%,ELP
NYSE:EME,19 Jun 2025,$449.96,3,$536.50,9,,$615.73,-26.92%,,,,$938.57,52.43%,$795.00,29.12%,$866.27,40.69%,EME
NYSE:ENB,10 Apr 2025,$42.82,3,$46.98,10,,$47.19,-9.27%,,,,$48.77,3.35%,$24.60,-47.87%,$68.11,44.33%,ENB
NASDAQ:ENSG,3 Jul 2025,$137.40,2,,,,$161.87,-15.12%,,,,$163.63,1.09%,$236.71,46.24%,$267.57,65.30%,ENSG
NYSE:EOG,21 Jul 2025,$134.56,5,$140.10,4,3.5,$115.37,16.63%,16.63%,$134.56,$140.10,$179.91,55.94%,$0.00,-100.00%,$0.00,-100.00%,EOG
NYSE:EPAC,25 Jul 2023,$26.80,3,,,,$40.72,-34.18%,,,,$43.03,5.67%,$78.84,93.62%,$83.78,105.75%,EPAC
NYSE:ERJ,15 Jul 2025,$49.65,3,$55.00,7,3.25,$58.06,-14.49%,-14.49%,$49.65,$55.00,$64.12,10.44%,$256.49,341.77%,$276.68,376.55%,ERJ
NYSE:ESNT,9 Apr 2024,$58.67,3,,,,$59.11,-0.74%,,,,$61.33,3.76%,$0.00,-100.00%,$0.00,-100.00%,ESNT
NYSE:ET,6 Nov 2024,$19.43,4,,,,$17.41,11.59%,,,,$27.18,56.12%,$0.00,-100.00%,$0.00,-100.00%,ET
NYSE:ETD,11 Nov 2024,$36.07,4,,,,$29.44,22.50%,,,,$30.55,3.77%,$59.42,101.84%,$60.90,106.85%,ETD
NYSE:ETN,16 Aug 2024,$267.73,3,,,,$362.78,-26.20%,,,,$544.00,49.95%,$444.15,22.43%,$491.37,35.45%,ETN
NASDAQ:EWBC,10 Apr 2025,$94.13,5,$109.25,5,,$98.74,-4.67%,,,,$149.18,51.08%,$0.00,-100.00%,$0.00,-100.00%,EWBC
NASDAQ:EXC,15 Jul 2025,$41.69,3,,,3,$45.45,-8.27%,-8.27%,$41.69,$41.69,$48.06,5.74%,-$43.45,-195.60%,-$32.34,-171.15%,EXC
NASDAQ:FAST,14 Jun 2024,$55.48,2,,,,$48.03,15.51%,,,,$48.08,0.10%,$59.42,23.71%,$62.22,29.55%,FAST
NYSE:FBIN,7 Jun 2024,$74.94,4,,,,$56.32,33.06%,,,,$61.56,9.30%,$65.82,16.87%,$82.60,46.67%,FBIN
NYSE:FERG,8 Jul 2024,$169.94,2,,,,$223.81,-24.07%,,,,$338.08,51.06%,$0.00,-100.00%,$0.00,-100.00%,FERG
NYSE:FF,15 May 2025,$5.93,5,,7,,$3.81,55.64%,,,,$4.01,5.25%,$0.00,-100.00%,$0.00,-100.00%,FF
NASDAQ:FFBC,5 Jun 2025,$24.99,3,$28.00,6,,$23.69,5.49%,,,,$36.05,52.17%,$0.00,-100.00%,$0.00,-100.00%,FFBC
NASDAQ:FHB,6 Jan 2025,$27.14,3,$25.86,3,,$23.88,8.29%,,,,$22.96,-3.85%,-$102.38,-528.72%,-$98.94,-514.31%,FHB
NYSE:FHN,3 Jun 2025,$18.80,3,$21.88,5,,$21.45,-12.35%,,,,$32.66,52.26%,$0.00,-100.00%,$0.00,-100.00%,FHN
NYSE:FI,14 Dec 2023,$6.52,4,,,,$132.03,-95.06%,,,,$141.46,7.14%,$186.17,41.01%,$291.24,120.59%,FI
