Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,Loading...,Loading...,,,,$26.14,Loading...,$10.46,Loading...,$33.00,Loading...,AMX
NYSE:ANF,7 Jan 2025,$127.71,2,$186.57,10,,Loading...,Loading...,,,,$79.72,Loading...,$380.67,Loading...,$433.39,Loading...,ANF
NYSE:APD,7 Jun 2024,$304.35,4,,,,Loading...,Loading...,,,,$278.78,Loading...,$181.90,Loading...,$213.27,Loading...,APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,Loading...,Loading...,,,,$86.54,Loading...,$108.64,Loading...,$120.95,Loading...,APH
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,Loading...,Loading...,,,,$0.00,Loading...,$74.25,Loading...,$116.63,Loading...,APOG
NASDAQ:ARHS,3 Jan 2025,$11.39,4,$11.83,2,,Loading...,Loading...,,,,$8.95,Loading...,$17.71,Loading...,$43.87,Loading...,ARHS
NASDAQ:ARKO,16 May 2024,$9.95,3,,,,Loading...,Loading...,,,,$5.50,Loading...,-$11.05,Loading...,-$11.11,Loading...,ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,Loading...,Loading...,,,,$24.45,Loading...,-$176.57,Loading...,-$171.36,Loading...,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,Loading...,Loading...,,,,$51.37,Loading...,$52.70,Loading...,$47.73,Loading...,ASH
NASDAQ:ASML,8 Jul 2024,$901.00,1,,,,Loading...,Loading...,,,,$767.27,Loading...,"$1,127.87",Loading...,"$1,123.58",Loading...,ASML
NYSE:ASR,5 May 2025,$298.19,3,,,,Loading...,Loading...,,,,$518.13,Loading...,"$4,383.10",Loading...,"$5,684.07",Loading...,ASR
NYSE:ATI,28 Oct 2024,$51.14,1,,,,Loading...,Loading...,,,,$74.76,Loading...,$134.70,Loading...,$139.54,Loading...,ATI
NASDAQ:AVT,19 Dec 2024,$60.44,3,$51.33,2,,Loading...,Loading...,,,,$50.90,Loading...,$8.87,Loading...,$23.31,Loading...,AVT
NYSE:AVY,20 Sep 2024,$180.75,1,,,,Loading...,Loading...,,,,$176.26,Loading...,$195.44,Loading...,$143.02,Loading...,AVY
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,Loading...,Loading...,,,,$207.11,Loading...,$222.87,Loading...,$186.11,Loading...,BA
NYSE:BALL,11 Nov 2024,$58.84,3,,,,Loading...,Loading...,,,,$53.25,Loading...,$47.30,Loading...,$65.01,Loading...,BALL
NYSE:BBD,17 Feb 2025,$2.44,3,$2.80,4,,Loading...,Loading...,,,,$2.74,Loading...,-$7.33,Loading...,-$12.93,Loading...,BBD
NYSE:BBW,2 May 2025,$34.45,3,$52.50,7,,Loading...,Loading...,,,,$41.16,Loading...,$70.88,Loading...,$85.67,Loading...,BBW
NYSE:BBY,14 Oct 2024,$84.10,1,,,,Loading...,Loading...,,,,$73.95,Loading...,$224.76,Loading...,$265.77,Loading...,BBY
NYSE:BCSF,8 Jul 2024,$18.63,3,,,,Loading...,Loading...,,,,$15.55,Loading...,$32.60,Loading...,$28.35,Loading...,BCSF
NASDAQ:BELFB,23 Oct 2023,$57.21,3,,,,Loading...,Loading...,,,,$77.12,Loading...,$84.33,Loading...,$124.70,Loading...,BELFB
NYSE:BFAM,11 Nov 2024,$104.67,3,,,,Loading...,Loading...,,,,$117.49,Loading...,$157.99,Loading...,$184.68,Loading...,BFAM
NYSE:BIRK,28 Oct 2024,$56.09,3,,,,Loading...,Loading...,,,,$53.57,Loading...,$80.63,Loading...,$83.79,Loading...,BIRK
NYSE:BKD,20 Sep 2024,$7.70,3,,,,Loading...,Loading...,,,,$6.75,Loading...,-$17.20,Loading...,$3.71,Loading...,BKD
NYSE:BLD,8 Jul 2024,$376.96,3,,,,Loading...,Loading...,,,,$318.47,Loading...,$563.93,Loading...,$648.26,Loading...,BLD
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,Loading...,Loading...,,,,$256.41,Loading...,$305.92,Loading...,$324.71,Loading...,BMI
NYSE:BN,26 Aug 2024,$51.03,3,,,,Loading...,Loading...,,,,$59.95,Loading...,-$134.96,Loading...,-$94.24,Loading...,BN
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,Loading...,Loading...,,,,$68.39,Loading...,-$444.80,Loading...,-$437.00,Loading...,BOH
NASDAQ:BOOM,22 Dec 2023,$29.88,3,,,,Loading...,Loading...,,,,$7.48,Loading...,$3.20,Loading...,$31.80,Loading...,BOOM
NYSE:BRFS,14 May 2025,$4.02,5,$5.00,7,,Loading...,Loading...,,,,$3.43,Loading...,$12.65,Loading...,$19.21,Loading...,BRFS
NYSE:BSBR,23 Apr 2025,$5.75,4,$4.80,4,,Loading...,Loading...,,,,$5.59,Loading...,$0.00,Loading...,$0.00,Loading...,BSBR
NASDAQ:BTDR,14 May 2025,$11.22,2,,,,Loading...,Loading...,,,,$14.05,Loading...,$14.55,Loading...,$18.13,Loading...,BTDR
NYSE:BURL,25 Jul 2023,$199.81,4,,,,Loading...,Loading...,,,,$261.68,Loading...,$339.27,Loading...,$435.65,Loading...,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,Loading...,Loading...,,,,$22.47,Loading...,-$150.70,Loading...,-$148.09,Loading...,BUSE
NYSE:CAAP,5 May 2025,$20.08,5,$21.97,9,,Loading...,Loading...,,,,$22.89,Loading...,$20.14,Loading...,$36.90,Loading...,CAAP
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,Loading...,Loading...,,,,$16.90,Loading...,$2.21,Loading...,$18.89,Loading...,CAL
NASDAQ:CALM,9 May 2025,$92.42,3,$98.50,7,,Loading...,Loading...,,,,$100.49,Loading...,$743.55,Loading...,$775.87,Loading...,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,Loading...,Loading...,,,,$68.23,Loading...,$0.00,Loading...,$0.00,Loading...,CAMT
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,Loading...,Loading...,,,,$103.69,Loading...,$155.56,Loading...,"$1,540.73",Loading...,CAR
NYSE:CARR,23 Feb 2024,$53.07,3,,,,Loading...,Loading...,,,,$77.42,Loading...,$82.07,Loading...,$104.78,Loading...,CARR
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,Loading...,Loading...,,,,$76.08,Loading...,$76.16,Loading...,$86.35,Loading...,CBZ
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,Loading...,Loading...,,,,$51.64,Loading...,$79.84,Loading...,-$11.91,Loading...,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,Loading...,Loading...,,,,$10.60,Loading...,$0.00,Loading...,$0.00,Loading...,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,Loading...,Loading...,,,,$35.42,Loading...,$506.90,Loading...,$603.27,Loading...,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,Loading...,Loading...,,,,$32.70,Loading...,$120.00,Loading...,$138.20,Loading...,CENTA
NASDAQ:CENX,10 Apr 2025,$19.29,4,$25.00,6,,Loading...,Loading...,,,,$17.91,Loading...,$25.78,Loading...,$27.59,Loading...,CENX
NYSE:CGAU,14 May 2025,$8.83,5,$8.28,4,,Loading...,Loading...,,,,$6.64,Loading...,$8.44,Loading...,$9.70,Loading...,CGAU
NYSE:CHD,20 Feb 2024,$80.10,1,,,,Loading...,Loading...,,,,$91.41,Loading...,$108.58,Loading...,$118.20,Loading...,CHD
NASDAQ:CHDN,5 May 2025,$132.23,5,$141.20,10,,Loading...,Loading...,,,,$101.64,Loading...,$151.33,Loading...,$206.19,Loading...,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,Loading...,Loading...,,,,$579.82,Loading...,$655.13,Loading...,$728.22,Loading...,CHE
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,Loading...,Loading...,,,,$100.69,Loading...,$420.27,Loading...,$451.06,Loading...,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,Loading...,Loading...,,,,$43.04,Loading...,$62.88,Loading...,$78.71,Loading...,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,Loading...,Loading...,,,,$24.96,Loading...,$37.02,Loading...,$58.39,Loading...,CHX
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,Loading...,Loading...,,,,$1.80,Loading...,-$9.15,Loading...,-$6.93,Loading...,CIG
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,Loading...,Loading...,,,,$222.04,Loading...,$311.30,Loading...,$410.40,Loading...,CLH
NASDAQ:CLMB,2 Apr 2025,$99.41,3,$136.00,4,,Loading...,Loading...,,,,$109.06,Loading...,$164.15,Loading...,$190.23,Loading...,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,Loading...,Loading...,,,,$0.00,Loading...,$77.96,Loading...,$159.90,Loading...,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,Loading...,Loading...,,,,$133.43,Loading...,$216.71,Loading...,$247.30,Loading...,CLX
NYSE:CNM,4 Sep 2024,$50.47,4,,,,Loading...,Loading...,,,,$52.91,Loading...,$108.31,Loading...,$125.70,Loading...,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,Loading...,Loading...,,,,$39.50,Loading...,$0.00,Loading...,$0.00,Loading...,CNO
NYSE:COHR,15 Nov 2023,$54.70,4,,,,Loading...,Loading...,,,,$78.33,Loading...,$58.96,Loading...,$96.01,Loading...,COHR
NASDAQ:COLB,10 Apr 2025,$26.32,4,$31.50,5,,Loading...,Loading...,,,,$25.15,Loading...,-$143.12,Loading...,-$131.98,Loading...,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,Loading...,Loading...,,,,$92.36,Loading...,$141.25,Loading...,$224.36,Loading...,COP
NYSE:CP,13 Nov 2024,$75.90,3,,,,Loading...,Loading...,,,,$76.23,Loading...,$72.03,Loading...,$96.82,Loading...,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,Loading...,Loading...,,,,$26.84,Loading...,-$192.24,Loading...,-$189.36,Loading...,CPF
NYSE:CPRI,9 Apr 2025,$38.05,5,$24.27,3,,Loading...,Loading...,,,,$18.31,Loading...,$86.06,Loading...,$107.50,Loading...,CPRI
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,Loading...,Loading...,,,,$180.73,Loading...,$221.41,Loading...,$233.99,Loading...,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,Loading...,Loading...,,,,$195.40,Loading...,$547.91,Loading...,$563.49,Loading...,CRAI
NASDAQ:CRESY,5 Apr 2024,$12.92,3,,,,Loading...,Loading...,,,,$11.28,Loading...,$0.00,Loading...,$0.00,Loading...,CRESY
NASDAQ:CROX,26 Jul 2024,$132.28,3,,,,Loading...,Loading...,,,,$118.37,Loading...,$376.14,Loading...,$393.20,Loading...,CROX
NASDAQ:CRTO,10 Apr 2025,$43.84,5,$55.57,7,,Loading...,Loading...,,,,$29.13,Loading...,$55.58,Loading...,$76.70,Loading...,CRTO
NASDAQ:CRWD,13 Sep 2024,$299.53,4,,,,Loading...,Loading...,,,,$453.20,Loading...,$471.40,Loading...,$479.70,Loading...,CRWD
NYSE:CSL,31 Jul 2024,$348.23,2,,,,Loading...,Loading...,,,,$399.65,Loading...,$723.05,Loading...,$423.29,Loading...,CSL
NASDAQ:CSTL,23 Aug 2024,$38.33,3,,,,Loading...,Loading...,,,,$17.43,Loading...,$32.06,Loading...,$37.91,Loading...,CSTL
NYSE:CSTM,7 Jan 2025,$16.09,3,$16.67,2,,Loading...,Loading...,,,,$11.58,Loading...,-$1.48,Loading...,$2.55,Loading...,CSTM
NASDAQ:CVBF,10 Apr 2025,$20.35,4,$24.75,6,,Loading...,Loading...,,,,$19.90,Loading...,-$58.65,Loading...,-$57.10,Loading...,CVBF
NYSE:CVI,23 Aug 2024,$33.80,3,,,,Loading...,Loading...,,,,$22.54,Loading...,$64.14,Loading...,$102.43,Loading...,CVI
NYSE:CW,17 May 2024,$250.04,2,,,,Loading...,Loading...,,,,$398.98,Loading...,$616.74,Loading...,$667.48,Loading...,CW
NYSE:CX,15 May 2025,$8.05,5,$7.31,9,,Loading...,Loading...,,,,$10.33,Loading...,$11.24,Loading...,$21.11,Loading...,CX
NYSE:CXT,15 Apr 2024,$59.92,3,,,,Loading...,Loading...,,,,$55.37,Loading...,$88.94,Loading...,$96.49,Loading...,CXT
NYSE:DCI,4 Sep 2024,$66.47,2,,,,Loading...,Loading...,,,,$66.12,Loading...,$101.69,Loading...,$115.83,Loading...,DCI
NYSE:DDS,21 May 2024,$424.51,3,,,,Loading...,Loading...,,,,$381.96,Loading...,$0.00,Loading...,$0.00,Loading...,DDS
NYSE:DECK,20 Aug 2024,$913.85,3,,,,Loading...,Loading...,,,,$125.64,Loading...,$553.85,Loading...,$561.14,Loading...,DECK
NYSE:DFH,26 Mar 2025,$30.22,3,$32.00,4,,Loading...,Loading...,,,,$0.00,Loading...,$286.95,Loading...,$295.84,Loading...,DFH
NYSE:DFS,15 Nov 2023,$104.41,4,,,,Loading...,Loading...,,,,$210.28,Loading...,$56.90,Loading...,$62.36,Loading...,DFS
NYSE:DGX,29 Jul 2024,$148.07,3,,,,Loading...,Loading...,,,,$179.99,Loading...,$169.73,Loading...,$217.36,Loading...,DGX
NYSE:DHI,2 Jul 2024,$140.37,2,,,,Loading...,Loading...,,,,$0.00,Loading...,$208.95,Loading...,$211.87,Loading...,DHI
NYSE:DKL,10 Apr 2025,,,,​,,Loading...,Loading...,,,,$42.11,Loading...,$26.39,Loading...,$7.28,Loading...,DKL
NYSE:DLX,18 Oct 2024,$24.21,4,,,,Loading...,Loading...,,,,$16.07,Loading...,$10.02,Loading...,$65.27,Loading...,DLX
NYSEAMERICAN:DNN,31 Jul 2024,$1.76,0,,,,Loading...,Loading...,,,,$0.00,Loading...,$0.00,Loading...,$0.00,Loading...,DNN
NASDAQ:DNUT,22 Dec 2023,$17.24,4,,,,Loading...,Loading...,,,,$2.99,Loading...,-$5.20,Loading...,$1.75,Loading...,DNUT
NYSE:DOV,5 Jun 2024,$175.49,3,,,,Loading...,Loading...,,,,$181.59,Loading...,$218.75,Loading...,$261.63,Loading...,DOV
NASDAQ:DOYU,2 Apr 2025,$7.06,3,$9.75,9,,Loading...,Loading...,,,,,Loading...,-$2.00,Loading...,-$2.00,Loading...,DOYU
NASDAQ:DPZ,9 Apr 2025,$433.44,3,$487.39,9,,Loading...,Loading...,,,,$477.20,Loading...,$637.04,Loading...,$677.63,Loading...,DPZ
NYSE:DPZ,16 Aug 2024,$452.64,3,,,,Loading...,Loading...,,,,,Loading...,-$2.00,Loading...,-$2.00,Loading...,DPZ
NYSE:DRD,28 Feb 2024,$9.55,4,,,,Loading...,Loading...,,,,,Loading...,-$2.00,Loading...,-$2.00,Loading...,DRD
NASDAQ:DRVN,4 Apr 2025,$17.90,3,$19.91,7,,Loading...,Loading...,,,,$17.44,Loading...,-$7.82,Loading...,$4.11,Loading...,DRVN
NYSE:DY,23 Aug 2024,$143.30,1,,,,Loading...,Loading...,,,,$193.60,Loading...,$660.55,Loading...,$785.71,Loading...,DY
NYSE:EBF,17 Feb 2025,$21.97,4,,6,,Loading...,Loading...,,,,$19.11,Loading...,$0.00,Loading...,$0.00,Loading...,EBF
NYSE:EBR,17 Feb 2025,$7.68,3,,,,Loading...,Loading...,,,,$7.60,Loading...,$0.00,Loading...,$0.00,Loading...,EBR
NASDAQ:EEFT,29 Nov 2024,$113.87,3,,,,Loading...,Loading...,,,,$105.12,Loading...,$330.96,Loading...,$107.31,Loading...,EEFT
NYSE:EFX,10 May 2024,$252.67,3,,,,Loading...,Loading...,,,,$270.17,Loading...,$259.16,Loading...,$314.03,Loading...,EFX
NYSE:EHC,9 May 2025,$100.25,2,$128.78,10,,Loading...,Loading...,,,,$123.04,Loading...,$161.78,Loading...,$214.18,Loading...,EHC
NYSE:ELP,13 Feb 2025,$6.84,3,$8.20,6,,Loading...,Loading...,,,,$8.68,Loading...,$9.17,Loading...,$15.44,Loading...,ELP
NYSE:EME,16 Aug 2024,$289.56,1,,,,Loading...,Loading...,,,,$487.11,Loading...,$523.22,Loading...,$584.50,Loading...,EME
NYSE:ENB,10 Apr 2025,$42.82,3,$46.98,10,,Loading...,Loading...,,,,$45.67,Loading...,$15.93,Loading...,$33.41,Loading...,ENB
NASDAQ:ENSG,29 Nov 2024,$136.70,2,,,,Loading...,Loading...,,,,$147.81,Loading...,$139.55,Loading...,$167.23,Loading...,ENSG
NYSE:EPAC,25 Jul 2023,$26.80,3,,,,Loading...,Loading...,,,,$45.55,Loading...,$45.57,Loading...,$50.02,Loading...,EPAC
NYSE:EQC,13 Feb 2025,$2.24,4,,4,,Loading...,Loading...,,,,,Loading...,-$2.00,Loading...,-$2.00,Loading...,EQC
NYSE:ERJ,28 Jan 2025,$36.42,2,$55.00,7,,Loading...,Loading...,,,,$51.26,Loading...,$337.88,Loading...,$363.80,Loading...,ERJ
NYSE:ESNT,9 Apr 2024,$58.67,3,,,,Loading...,Loading...,,,,$58.52,Loading...,$128.13,Loading...,$128.64,Loading...,ESNT
NYSE:ET,6 Nov 2024,$19.43,4,,,,Loading...,Loading...,,,,$18.59,Loading...,$46.75,Loading...,$50.23,Loading...,ET
NYSE:ETD,11 Nov 2024,$36.07,4,,,,Loading...,Loading...,,,,$28.07,Loading...,$35.98,Loading...,$41.99,Loading...,ETD
NYSE:ETN,16 Aug 2024,$267.73,3,,,,Loading...,Loading...,,,,$0.00,Loading...,$312.61,Loading...,$352.98,Loading...,ETN
NASDAQ:EWBC,10 Apr 2025,$94.13,5,$109.25,5,,Loading...,Loading...,,,,$95.49,Loading...,-$226.76,Loading...,-$202.59,Loading...,EWBC
NASDAQ:FAST,14 Jun 2024,$55.48,2,,,,Loading...,Loading...,,,,$77.09,Loading...,$104.10,Loading...,$109.40,Loading...,FAST
NYSE:FBIN,7 Jun 2024,$74.94,4,,,,Loading...,Loading...,,,,$56.97,Loading...,$80.19,Loading...,$96.40,Loading...,FBIN
NYSE:FERG,8 Jul 2024,$169.94,2,,,,Loading...,Loading...,,,,$179.82,Loading...,$183.81,Loading...,$201.55,Loading...,FERG
NYSE:FF,15 May 2025,$5.93,5,,7,,Loading...,Loading...,,,,$4.10,Loading...,$29.19,Loading...,$32.15,Loading...,FF
NASDAQ:FHB,6 Jan 2025,$27.14,3,$25.86,3,,Loading...,Loading...,,,,$24.12,Loading...,-$119.78,Loading...,-$116.91,Loading...,FHB
NYSE:FI,14 Dec 2023,$6.52,4,,,,Loading...,Loading...,,,,$187.90,Loading...,$145.67,Loading...,$240.08,Loading...,FI
NYSE:FINV,2 May 2025,$9.93,4,$11.60,7,,Loading...,Loading...,,,,$9.64,Loading...,$18.79,Loading...,$19.14,Loading...,FINV
NASDAQ:FITB,10 Apr 2025,$41.27,5,$48.07,4,,Loading...,Loading...,,,,$39.74,Loading...,-$179.98,Loading...,-$172.21,Loading...,FITB
NYSE:FIX,16 Aug 2024,$263.99,1,,,,Loading...,Loading...,,,,$471.56,Loading...,$647.68,Loading...,$699.24,Loading...,FIX
NASDAQ:FLEX,14 May 2025,$42.95,3,$45.43,4,,Loading...,Loading...,,,,$42.10,Loading...,$0.00,Loading...,$0.00,Loading...,FLEX
NYSE:FLS,23 Aug 2024,$48.32,3,,,,Loading...,Loading...,,,,$52.24,Loading...,$70.40,Loading...,$81.53,Loading...,FLS
NYSE:FMX,14 May 2025,$107.67,3,$108.33,9,,Loading...,Loading...,,,,$155.10,Loading...,$108.33,Loading...,$112.60,Loading...,FMX
NYSE:FNF,10 Apr 2025,$64.78,4,$70.33,4,,Loading...,Loading...,,,,$58.82,Loading...,-$82.25,Loading...,-$55.58,Loading...,FNF
NASDAQ:FSTR,4 Oct 2024,$28.19,4,,,,Loading...,Loading...,,,,$19.35,Loading...,$87.37,Loading...,$111.62,Loading...,FSTR
NASDAQ:FTDR,2 May 2025,$54.22,5,$40.00,7,,Loading...,Loading...,,,,$54.38,Loading...,$133.26,Loading...,$152.75,Loading...,FTDR
NASDAQ:FTRE,14 May 2025,$13.84,3,$6.75,1,,Loading...,Loading...,,,,$5.15,Loading...,$18.99,Loading...,$20.68,Loading...,FTRE
NYSE:FUBO,4 Apr 2025,$4.27,3,$4.85,8,,Loading...,Loading...,,,,$2.96,Loading...,"$18,662.93",Loading...,"$20,018.18",Loading...,FUBO
NASDAQ:FUFU,14 May 2025,$3.26,3,,,,Loading...,Loading...,,,,$3.86,Loading...,-$4.82,Loading...,-$1.32,Loading...,FUFU
NYSE:FUL,2 Feb 2024,$80.50,3,,,,Loading...,Loading...,,,,$53.25,Loading...,$48.09,Loading...,$72.95,Loading...,FUL
NASDAQ:FULT,10 Apr 2025,$18.20,4,$22.67,4,,Loading...,Loading...,,,,$19.09,Loading...,-$75.58,Loading...,-$129.50,Loading...,FULT
NASDAQ:GAIN,10 Jun 2024,$15.26,3,,,,Loading...,Loading...,,,,$14.89,Loading...,$0.00,Loading...,$0.00,Loading...,GAIN
NYSE:GEF,22 Aug 2023,$83.19,4,,,,Loading...,Loading...,,,,$0.00,Loading...,$78.53,Loading...,-$41.60,Loading...,GEF
NYSE:GES,22 Mar 2024,$30.69,3,,,,Loading...,Loading...,,,,$12.80,Loading...,$70.13,Loading...,$82.72,Loading...,GES
NYSE:GHC,9 May 2025,$903.50,3,,,,Loading...,Loading...,,,,$998.33,Loading...,$738.86,Loading...,"$1,680.44",Loading...,GHC
NYSE:GLW,22 Dec 2023,$35.18,5,,,,Loading...,Loading...,,,,$0.00,Loading...,$43.59,Loading...,$45.11,Loading...,GLW
NYSE:GME,23 Aug 2024,$28.89,3,,,,Loading...,Loading...,,,,$0.00,Loading...,$51.91,Loading...,$52.78,Loading...,GME
NYSE:GNRC,11 Dec 2023,$141.55,3,,,,Loading...,Loading...,,,,$122.53,Loading...,$114.75,Loading...,$145.00,Loading...,GNRC
NYSE:GOLD,6 Aug 2024,$20.18,4,,,,Loading...,Loading...,,,,$19.71,Loading...,$26.52,Loading...,$43.46,Loading...,GOLD
NASDAQ:GOOD,9 May 2025,$15.62,4,$16.17,9,,Loading...,Loading...,,,,$15.04,Loading...,$17.90,Loading...,$37.67,Loading...,GOOD
NYSE:GPC,14 Sep 2023,$168.90,4,,,,Loading...,Loading...,,,,$113.28,Loading...,$82.86,Loading...,$104.23,Loading...,GPC
NASDAQ:GRAB,14 May 2025,$4.89,3,,9,,Loading...,Loading...,,,,$5.40,Loading...,$6.38,Loading...,$6.89,Loading...,GRAB
NYSE:GRND,14 May 2025,$17.73,2,,,,Loading...,Loading...,,,,$24.86,Loading...,$28.09,Loading...,$29.31,Loading...,GRND
NASDAQ:GSM,13 Mar 2024,$6.54,4,,,,Loading...,Loading...,,,,$4.11,Loading...,$7.19,Loading...,$12.51,Loading...,GSM
NYSE:GTES,12 May 2025,$25.10,5,$23.20,4,,Loading...,Loading...,,,,$23.56,Loading...,$26.40,Loading...,$21.53,Loading...,GTES
NYSE:GTLS,13 Sep 2024,$159.89,4,,,,Loading...,Loading...,,,,$0.00,Loading...,$161.64,Loading...,$235.69,Loading...,GTLS
NYSE:GWW,19 Aug 2024,$744.11,1,,,,Loading...,Loading...,,,,"$1,037.69",Loading...,"$1,688.88",Loading...,"$1,774.37",Loading...,GWW
NYSE:HCA,22 May 2024,$312.61,3,,,,Loading...,Loading...,,,,$366.81,Loading...,$254.08,Loading...,$392.96,Loading...,HCA
NYSE:HCC,30 Aug 2024,$71.31,3,,,,Loading...,Loading...,,,,$46.40,Loading...,$115.10,Loading...,$119.00,Loading...,HCC
NASDAQ:HCSG,20 Dec 2023,$15.43,3,,,,Loading...,Loading...,,,,$14.25,Loading...,$32.52,Loading...,$36.21,Loading...,HCSG
NYSE:HE,10 Apr 2025,$11.61,3,$12.06,4,,Loading...,Loading...,,,,$10.17,Loading...,-$11.37,Loading...,-$8.81,Loading...,HE
NASDAQ:HEES,2 May 2025,$126.74,3,,9,,Loading...,Loading...,,,,$97.19,Loading...,$93.58,Loading...,$209.50,Loading...,HEES
NYSE:HEI,2 May 2025,$235.97,3,$274.82,7,,Loading...,Loading...,,,,$248.08,Loading...,$425.06,Loading...,$480.08,Loading...,HEI
NYSE:HEI.A,5 May 2025,$186.04,3,,,,Loading...,Loading...,,,,$0.00,Loading...,$315.35,Loading...,$351.42,Loading...,HEI.A
NASDAQ:HELE,3 Nov 2023,$131.05,4,,,,Loading...,Loading...,,,,$29.18,Loading...,$15.13,Loading...,$38.96,Loading...,HELE
NASDAQ:HLMN,25 Jul 2023,$11.24,3,,,,Loading...,Loading...,,,,$8.50,Loading...,$10.91,Loading...,$8.28,Loading...,HLMN
NYSE:HMC,10 Apr 2025,$40.27,3,,4,,Loading...,Loading...,,,,$29.65,Loading...,$0.00,Loading...,$0.00,Loading...,HMC
NYSE:HNI,8 Jan 2025,$45.54,2,,,,Loading...,Loading...,,,,$47.08,Loading...,$103.48,Loading...,$66.10,Loading...,HNI
