Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AES,11 Jul 2025,$13.47,3,,,Loading...,$13.44,0.19%,,,,$13.97,3.94%,$0.00,-100.00%,$0.00,-100.00%,AES,NYSE:AES,0.052
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$14.13,25.97%,,,,$14.18,0.35%,$0.00,-100.00%,$0.00,-100.00%,AFYA,NASDAQ:AFYA,-0.186
NYSE:AG,12 Aug 2025,$7.66,3,,,,$11.56,-33.78%,,,,$12.31,6.49%,$0.00,-100.00%,$0.00,-100.00%,AG,NYSE:AG,0.136
NYSE:AGI,24 Oct 2025,$19.15,2,,,2.75,$30.01,-36.19%,-36.19%,$19.15,$19.15,$31.60,5.30%,$46.34,54.40%,$55.59,85.25%,AGI,NYSE:AGI,0.378
NYSE:AGM,2 Nov 2025,$176.88,4,$217.00,5,3.75,$165.48,6.89%,6.89%,$176.88,$217.00,$257.30,55.49%,$0.00,-100.00%,$0.00,-100.00%,AGM,NYSE:AGM,1.000
NASDAQ:AGNC,28 Oct 2025,$11.15,4,$10.18,8,3.5,$10.18,0.00%,0.00%,$10.18,$11.15,$10.02,-1.57%,-$73.54,-822.40%,-$67.83,-766.29%,AGNC,NASDAQ:AGNC,-0.242
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$82.03,22.18%,,,,$80.79,-1.51%,$0.00,-100.00%,$0.00,-100.00%,AGO,NYSE:AGO,-0.459
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,,$7.64,23.04%,,,,$7.67,0.39%,$0.00,-100.00%,$0.00,-100.00%,AGRO,NYSE:AGRO,-0.299
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$80.71,5.02%,,,,$78.70,-2.49%,$0.00,-100.00%,$0.00,-100.00%,AIG,NYSE:AIG,-0.541
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$55.06,21.32%,,,,$55.68,1.13%,$0.00,-100.00%,$0.00,-100.00%,AIN,NYSE:AIN,-0.042
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$9.00,-44.44%,,,,$8.79,-2.33%,$0.00,-100.00%,$0.00,-100.00%,AIRS,NASDAQ:AIRS,-0.335
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$214.60,3.36%,,,,$211.92,-1.25%,$0.00,-100.00%,$0.00,-100.00%,AIZ,NYSE:AIZ,-0.409
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.64,-21.64%,,,,$64.38,1.16%,$0.00,-100.00%,$0.00,-100.00%,AL,NYSE:AL,-0.113
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$74.19,9.79%,,,,$77.51,4.47%,$0.00,-100.00%,$0.00,-100.00%,ALC,NYSE:ALC,0.452
NYSE:ALEX,2 Oct 2025,$20.55,4,$21.83,8,,$15.64,31.37%,,,,$15.47,-1.09%,$21.21,35.61%,$18.12,15.83%,ALEX,NYSE:ALEX,-0.562
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.70,131.15%,,,,$2.83,4.81%,$0.00,-100.00%,$0.00,-100.00%,ALIT,NYSE:ALIT,0.278
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$195.26,-6.42%,,,,$192.70,-1.31%,$0.00,-100.00%,$0.00,-100.00%,ALL,NYSE:ALL,-0.271
NYSE:ALLE,24 Oct 2025,$165.38,3,,,3,$165.55,-0.10%,-0.10%,$165.38,$165.38,$168.64,1.87%,$309.75,87.11%,$340.04,105.40%,ALLE,NYSE:ALLE,0.111
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,Loading...,$39.62,4.82%,,,,$41.30,4.24%,$0.00,-100.00%,$0.00,-100.00%,ALLY,NYSE:ALLY,0.355
NASDAQ:ALRS,27 Oct 2025,$24.54,3,$25.63,7,3.25,$20.93,17.24%,17.24%,$24.54,$25.63,$21.73,3.82%,$0.00,-100.00%,$0.00,-100.00%,ALRS,NASDAQ:ALRS,0.267
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$79.40,23.60%,,,,$78.92,-0.60%,$194.73,145.25%,$198.65,150.19%,ALSN,NYSE:ALSN,-0.489
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,2.5,$3.76,-7.78%,-7.78%,$3.47,$19.75,$3.77,0.27%,$0.00,-100.00%,$0.00,-100.00%,ALT,NASDAQ:ALT,-0.188
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$2.06,158.74%,,,,$2.32,12.62%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,0.355
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$4.83,79.34%,,,,$4.74,-1.86%,$0.00,-100.00%,$0.00,-100.00%,ALVO,NASDAQ:ALVO,-0.209
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$27.40,11.87%,,,,$27.27,-0.47%,$0.00,-100.00%,$0.00,-100.00%,AMAL,NASDAQ:AMAL,-0.207
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,$8.27,29.15%,,,,$8.09,-2.18%,$0.00,-100.00%,$0.00,-100.00%,AMBC,NYSE:AMBC,-0.513
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.36,52.95%,,,,$3.33,-0.89%,$1.73,-48.62%,$9.69,188.38%,AMBP,NYSE:AMBP,-0.419
NYSE:AMCR,27 Oct 2025,$10.43,5,$10.12,9,4,$7.87,28.59%,28.59%,$10.12,$10.43,$7.83,-0.51%,$0.00,-100.00%,$0.00,-100.00%,AMCR,NYSE:AMCR,-0.101
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$4.50,55.42%,,,,$4.39,-2.44%,$0.00,-100.00%,$0.00,-100.00%,AMPY,NYSE:AMPY,-0.476
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,$24.73,16.09%,,,,$24.55,-0.73%,$0.00,-100.00%,$0.00,-100.00%,AMRK,NASDAQ:AMRK,-0.486
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,Loading...,$56.29,-27.77%,-27.77%,$40.66,$40.66,$61.08,8.51%,$0.00,-100.00%,$0.00,-100.00%,AMSC,NASDAQ:AMSC,0.659
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$40.14,14.56%,,,,$36.88,-8.12%,$127.22,216.95%,$128.00,218.88%,AMSF,NASDAQ:AMSF,-0.990
NYSE:AMTB,21 Oct 2025,$20.27,3,$24.00,4,2.75,$17.15,18.17%,18.17%,$20.27,$24.00,$17.66,2.97%,$0.00,-100.00%,$0.00,-100.00%,AMTB,NYSE:AMTB,0.163
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$2.06,54.66%,,,,$2.16,4.85%,$0.00,-100.00%,$0.00,-100.00%,AMTX,NASDAQ:AMTX,0.180
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$63.81,35.77%,,,,$61.61,-3.45%,$0.00,-100.00%,$0.00,-100.00%,AMWD,NASDAQ:AMWD,-0.295
NYSE:AMX,15 May 2025,$18.21,3,,3,,$22.60,-19.42%,,,,$22.22,-1.68%,$602.29,2565.02%,"$1,549.82",6757.63%,AMX,NYSE:AMX,-0.394
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$68.58,72.65%,,,,$66.84,-2.54%,$0.00,-100.00%,$0.00,-100.00%,ANF,NYSE:ANF,-0.534
NYSE:AON,29 Aug 2025,$347.01,2,,,,$344.21,0.81%,,,,$338.59,-1.63%,$337.08,-2.07%,$378.05,9.83%,AON,NYSE:AON,-0.401
NYSE:AOS,28 Oct 2025,$78.25,4,$83.60,4,3.5,$65.15,20.11%,20.11%,$78.25,$83.60,$70.48,8.18%,$153.20,135.15%,$162.71,149.75%,AOS,NYSE:AOS,0.942
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$22.09,28.95%,,,,$21.53,-2.54%,$0.00,-100.00%,$0.00,-100.00%,APA,NASDAQ:APA,-0.694
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$240.77,23.06%,,,,$246.34,2.31%,$0.00,-100.00%,$0.00,-100.00%,APD,NYSE:APD,0.194
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,3,$31.50,9.59%,9.59%,$34.52,$34.52,$33.55,6.51%,$0.00,-100.00%,$0.00,-100.00%,APEI,NASDAQ:APEI,0.163
NYSE:APH,16 Sep 2023,$81.57,2,,,,$136.70,-40.33%,,,,$141.75,3.69%,$195.45,42.98%,$208.31,52.39%,APH,NYSE:APH,0.254
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.28,-7.16%,,,,$3.33,1.52%,$0.00,-100.00%,$0.00,-100.00%,API,NASDAQ:API,-0.030
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$35.27,88.23%,,,,$35.61,0.96%,$95.88,171.85%,$119.07,237.59%,APOG,NASDAQ:APOG,-0.027
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$5.52,11.30%,,,,$5.58,1.09%,$0.00,-100.00%,$0.00,-100.00%,AQN,NYSE:AQN,-0.010
NYSE:AR,20 Aug 2025,$31.31,3,,,,$32.93,-4.93%,,,,$31.79,-3.46%,$50.15,52.28%,$76.31,131.72%,AR,NYSE:AR,-0.619
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,Loading...,$6.94,48.52%,,,,$6.99,0.72%,$0.00,-100.00%,$0.00,-100.00%,ARCO,NYSE:ARCO,-0.258
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$9.70,34.30%,,,,$9.03,-6.91%,$0.00,-100.00%,$0.00,-100.00%,ARHS,NASDAQ:ARHS,-0.986
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.42,47.17%,,,,$4.38,-0.90%,$0.00,-100.00%,$0.00,-100.00%,ARKO,NASDAQ:ARKO,-0.380
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,Loading...,$30.22,61.05%,,,,$29.49,-2.42%,$0.00,-100.00%,$0.00,-100.00%,AROW,NASDAQ:AROW,-0.387
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$25.05,-6.03%,,,,$25.86,3.23%,$0.00,-100.00%,$0.00,-100.00%,ASB,NYSE:ASB,0.518
NYSE:ASH,14 May 2025,$83.18,3,,4,,$47.84,73.88%,,,,$49.58,3.64%,$0.00,-100.00%,$0.00,-100.00%,ASH,NYSE:ASH,0.220
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,030.14",-15.43%,,,,"$1,081.35",4.97%,"$1,060.70",2.97%,"$1,111.41",7.89%,ASML,NASDAQ:ASML,0.067
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$302.50,14.03%,,,,$301.30,-0.40%,$648.21,114.29%,$776.30,156.63%,ASR,NYSE:ASR,-0.150
NYSE:ATGE,15 Oct 2025,$131.23,2,,,2.5,$92.22,42.30%,42.30%,$131.23,$131.23,$101.80,10.39%,$277.96,201.41%,$315.71,242.34%,ATGE,NYSE:ATGE,0.162
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$96.02,-34.39%,,,,$95.40,-0.65%,$184.29,91.93%,$206.82,115.39%,ATI,NYSE:ATI,-0.333
NYSE:AU,20 Aug 2025,$29.75,2,,,,$63.61,-53.23%,,,,$66.12,3.95%,$0.00,-100.00%,$0.00,-100.00%,AU,NYSE:AU,0.135
NYSE:AUB,27 Oct 2025,$42.81,5,$40.75,8,4.25,$32.37,25.89%,25.89%,$40.75,$42.81,$33.81,4.45%,$0.00,-100.00%,$0.00,-100.00%,AUB,NYSE:AUB,0.502
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$176.06,23.26%,,,,$179.98,2.23%,$0.00,-100.00%,$0.00,-100.00%,AVB,NYSE:AVB,0.221
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$47.31,28.60%,,,,$47.82,1.08%,$41.55,-12.17%,$48.28,2.06%,AVT,NASDAQ:AVT,-0.111
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,2.75,$16.09,-7.12%,-7.12%,$14.94,$33.56,$15.93,-0.99%,$0.00,-100.00%,$0.00,-100.00%,AVTX,NASDAQ:AVTX,-0.247
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$174.39,6.95%,,,,$167.99,-3.67%,$226.37,29.81%,$270.17,54.92%,AVY,NYSE:AVY,-0.891
NYSE:AX,21 Oct 2025,$78.18,3,$102.75,7,3.25,$79.03,-1.08%,-1.08%,$78.18,$102.75,$81.53,3.16%,-$166.15,-310.23%,-$155.69,-297.00%,AX,NYSE:AX,0.332
NYSE:B,24 Oct 2025,$29.72,2,,,2.75,$31.67,-6.16%,-6.16%,$29.72,$29.72,$34.31,8.34%,$0.00,-100.00%,$0.00,-100.00%,B,NYSE:B,0.487
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$198.05,-9.46%,,,,$206.99,4.51%,$26.26,-86.74%,$73.08,-63.10%,BA,NYSE:BA,0.279
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$164.30,-18.65%,,,,$164.11,-0.12%,$0.00,-100.00%,$0.00,-100.00%,BABA,NYSE:BABA,-0.106
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$53.54,-15.60%,,,,$52.69,-1.59%,-$53.21,-199.38%,-$49.07,-191.65%,BAC,NYSE:BAC,-0.479
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$47.83,42.13%,,,,$46.29,-3.22%,$0.00,-100.00%,$0.00,-100.00%,BALL,NYSE:BALL,-0.505
NYSE:BANC,21 Oct 2025,$19.54,4,$19.43,4,3.25,$16.76,15.93%,15.93%,$19.43,$19.54,$17.32,3.34%,$0.00,-100.00%,$0.00,-100.00%,BANC,NYSE:BANC,0.450
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,2.5,$108.83,1.04%,1.04%,$109.96,$120.00,$108.28,-0.51%,$93.34,-14.23%,$103.09,-5.27%,BANF,NASDAQ:BANF,-0.101
NASDAQ:BANR,21 Oct 2025,$63.31,3,$71.25,3,Loading...,$60.03,5.46%,5.46%,$63.31,$71.25,$60.31,0.47%,$0.00,-100.00%,$0.00,-100.00%,BANR,NASDAQ:BANR,-0.072
NYSE:BB,18 Aug 2025,$3.38,3,,6,Loading...,$4.67,-27.67%,,,,$4.89,4.71%,$4.14,-11.43%,$4.62,-1.07%,BB,NYSE:BB,0.189
NYSE:BBD,4 Sep 2025,$2.93,3,,6,Loading...,$3.41,-14.11%,,,,$3.50,2.64%,$0.00,-100.00%,$0.00,-100.00%,BBD,NYSE:BBD,0.012
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$20.02,-14.07%,,,,$19.92,-0.50%,$0.00,-100.00%,$0.00,-100.00%,BBVA,NYSE:BBVA,-0.517
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$51.15,-19.18%,,,,$50.80,-0.68%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW,-0.455
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$23.60,107.46%,,,,$22.08,-6.44%,$0.00,-100.00%,$0.00,-100.00%,BBWI,NYSE:BBWI,-0.983
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$79.37,10.85%,,,,$79.07,-0.38%,$0.00,-100.00%,$0.00,-100.00%,BBY,NYSE:BBY,-0.474
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$18.62,0.27%,,,,$19.87,6.71%,$0.00,-100.00%,$0.00,-100.00%,BCAL,NASDAQ:BCAL,0.312
NYSE:BCH,6 Oct 2025,$28.46,3,,,,$34.98,-18.64%,,,,$35.44,1.32%,"-$94,331.23",-269771.89%,"-$94,327.64",-269761.64%,BCH,NYSE:BCH,-0.056
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$21.11,-18.32%,,,,$21.21,0.47%,$8.58,-59.34%,$8.58,-59.34%,BCS,NYSE:BCS,-0.077
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$13.97,18.15%,,,,$13.90,-0.50%,$0.00,-100.00%,$0.00,-100.00%,BCSF,NYSE:BCSF,-0.442
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$154.25,-47.65%,,,,$152.75,-0.97%,$255.75,65.80%,$299.49,94.16%,BELFB,NASDAQ:BELFB,-0.108
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$102.61,16.89%,,,,$103.50,0.87%,$155.82,51.85%,$188.92,84.11%,BFAM,NYSE:BFAM,-0.181
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,3.25,$120.81,-2.78%,-2.78%,$117.45,$137.00,$126.24,4.49%,$0.00,-100.00%,$0.00,-100.00%,BFC,NASDAQ:BFC,0.467
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$11.14,-5.34%,,,,,-100.00%,-$2.00,-117.95%,-$2.00,-117.95%,BFIN,NASDAQ:BFIN,-2.000
NYSE:BFS,28 Oct 2025,$40.16,5,,6,3.5,$29.70,35.22%,35.22%,$40.16,$40.16,$29.69,-0.03%,$0.00,-100.00%,$0.00,-100.00%,BFS,NYSE:BFS,-0.036
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,2,$24.62,2.55%,2.55%,$25.25,$30.00,$24.53,-0.37%,-$128.88,-623.46%,-$125.48,-609.66%,BFST,NASDAQ:BFST,-0.428
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,2.25,$29.30,0.24%,0.24%,$29.37,$29.37,$30.29,3.38%,$0.00,-100.00%,$0.00,-100.00%,BHB,NYSEAMERICAN:BHB,0.244
NYSE:BHP,24 Oct 2025,$54.73,3,,,3,$54.44,0.53%,0.53%,$54.73,$54.73,$56.16,3.16%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP,0.299
NASDAQ:BHRB,2 Oct 2025,$68.02,3,$71.67,7,,$59.20,14.90%,,,,$60.92,2.91%,$0.00,-100.00%,$0.00,-100.00%,BHRB,NASDAQ:BHRB,0.306
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$39.49,39.82%,,,,$40.59,2.79%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK,0.200
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$90.19,0.63%,,,,$92.54,2.61%,$0.00,-100.00%,$0.00,-100.00%,BJ,NYSE:BJ,0.035
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$9.17,0.33%,,,,$9.11,-0.65%,$0.00,-100.00%,$0.00,-100.00%,BKD,NYSE:BKD,-0.185
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,Loading...,$45.97,-10.92%,,,,$45.05,-2.00%,$61.20,33.12%,$76.81,67.10%,BKR,NASDAQ:BKR,-0.807
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$418.84,11.72%,,,,$397.42,-5.11%,$0.00,-100.00%,$0.00,-100.00%,BLD,NYSE:BLD,-0.120
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,3.25,$3.37,-34.72%,-34.72%,$2.20,$3.68,$3.79,12.46%,$0.00,-100.00%,$0.00,-100.00%,BLDP,NASDAQ:BLDP,0.866
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,059.91",-3.01%,,,,"$1,045.49",-1.36%,$0.00,-100.00%,$0.00,-100.00%,BLK,NYSE:BLK,-0.698
NASDAQ:BLKB,2 Oct 2025,$75.49,3,$76.00,3,,$62.06,21.64%,,,,$61.81,-0.40%,$173.68,179.85%,$184.09,196.63%,BLKB,NASDAQ:BLKB,-0.504
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,3,$1.48,102.70%,102.70%,$3.00,$3.36,$1.49,0.68%,$0.00,-100.00%,$0.00,-100.00%,BLNK,NASDAQ:BLNK,-0.081
NYSE:BMI,5 May 2025,$169.72,3,,6,,$183.08,-7.30%,,,,$179.58,-1.91%,$294.13,60.66%,$315.02,72.07%,BMI,NYSE:BMI,-0.014
NASDAQ:BMRC,2 Oct 2025,$25.75,3,$27.00,4,,$26.05,-1.15%,,,,$26.73,2.61%,-$152.94,-687.10%,-$151.12,-680.13%,BMRC,NASDAQ:BMRC,0.230
NYSE:BN,26 Aug 2024,$55.96,2,,,,$45.54,22.88%,,,,$45.63,0.20%,$0.00,-100.00%,$0.00,-100.00%,BN,NYSE:BN,-0.147
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$65.75,-15.84%,,,,$65.49,-0.40%,$0.00,-100.00%,$0.00,-100.00%,BNS,NYSE:BNS,-0.144
NYSE:BOH,2 Oct 2025,$69.24,3,$70.60,5,,$64.50,7.35%,,,,$64.71,0.33%,-$442.78,-786.48%,-$434.73,-774.01%,BOH,NYSE:BOH,-0.229
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,Loading...,$104.31,5.55%,5.55%,$110.10,$110.10,$105.13,0.79%,$177.89,70.54%,$171.83,64.73%,BOKF,NASDAQ:BOKF,-0.121
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$7.68,42.94%,,,,$7.63,-0.65%,$0.00,-100.00%,$0.00,-100.00%,BOOM,NASDAQ:BOOM,-0.353
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$25.45,13.99%,,,,$25.06,-1.53%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW,-0.399
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$35.12,12.20%,,,,$35.23,0.31%,$0.00,-100.00%,$0.00,-100.00%,BP,NYSE:BP,-0.175
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS,-1.000
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.32,50.40%,,,,$3.21,-3.31%,$0.00,-100.00%,$0.00,-100.00%,BRY,NASDAQ:BRY,-0.682
NYSE:BSAC,6 Oct 2025,$25.30,3,,,Loading...,$28.38,-10.85%,,,,$28.29,-0.32%,"-$130,521.12",-460005.29%,"-$130,528.36",-460030.80%,BSAC,NYSE:BSAC,-0.458
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,2.75,$5.85,-1.54%,-1.54%,$5.76,$5.76,$6.05,3.42%,$27.30,366.68%,$24.48,318.47%,BSBR,NYSE:BSBR,0.039
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$41.22,6.97%,,,,,-100.00%,-$2.00,-104.85%,-$2.00,-104.85%,BSVN,NASDAQ:BSVN,-2.000
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,2.75,$3.09,2.22%,2.22%,$3.16,$7.00,$3.09,0.00%,$0.00,-100.00%,$0.00,-100.00%,BTCS,NASDAQ:BTCS,-0.252
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$21.34,-51.97%,,,,$23.86,11.81%,$0.00,-100.00%,$0.00,-100.00%,BTDR,NASDAQ:BTDR,0.402
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$52.98,1.36%,,,,$53.98,1.89%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI,0.106
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,Loading...,$0.29,95.52%,,,,,-100.00%,-$2.00,-789.66%,-$2.00,-789.66%,BTOG,NASDAQ:BTOG,-2.000
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$9.71,87.04%,,,,,-100.00%,-$2.00,-120.60%,-$2.00,-120.60%,BULL,NASDAQ:BULL,-2.000
