Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NASDAQ:AGNC,28 Oct 2025,$11.15,4,$10.18,8,4,$9.87,3.14%,3.14%,$10.18,$11.15,$15.15,53.50%,$0.00,-100.00%,$0.00,-100.00%,AGNC,NASDAQ:AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$81.87,22.42%,,,,$81.73,-0.17%,$0.00,-100.00%,$0.00,-100.00%,AGO,NYSE:AGO
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,,$8.06,16.63%,,,,$8.02,-0.50%,$0.00,-100.00%,$0.00,-100.00%,AGRO,NYSE:AGRO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$78.11,8.51%,,,,$82.31,5.38%,$0.00,-100.00%,$0.00,-100.00%,AIG,NYSE:AIG
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$56.54,18.15%,,,,$56.81,0.48%,$0.00,-100.00%,$0.00,-100.00%,AIN,NYSE:AIN
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$10.37,-51.78%,,,,$10.61,2.31%,$0.00,-100.00%,$0.00,-100.00%,AIRS,NASDAQ:AIRS
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$212.43,4.42%,,,,$208.53,-1.84%,$0.00,-100.00%,$0.00,-100.00%,AIZ,NYSE:AIZ
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.79,-21.82%,,,,$64.47,1.07%,$0.00,-100.00%,$0.00,-100.00%,AL,NYSE:AL
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$74.26,9.68%,,,,$73.81,-0.61%,$0.00,-100.00%,$0.00,-100.00%,ALC,NYSE:ALC
NYSE:ALEX,2 Oct 2025,$20.55,4,$21.83,8,,$16.68,23.17%,,,,$16.55,-0.78%,$0.00,-100.00%,$0.00,-100.00%,ALEX,NYSE:ALEX
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.80,122.89%,,,,$2.95,5.36%,$0.00,-100.00%,$0.00,-100.00%,ALIT,NYSE:ALIT
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$191.88,-4.77%,,,,$192.99,0.58%,$0.00,-100.00%,$0.00,-100.00%,ALL,NYSE:ALL
NYSE:ALLE,24 Oct 2025,$165.38,3,,,3,$165.29,0.05%,0.05%,$165.38,$165.38,$170.96,3.43%,$313.93,89.93%,$344.94,108.69%,ALLE,NYSE:ALLE
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$38.81,7.01%,,,,$40.93,5.46%,$0.00,-100.00%,$0.00,-100.00%,ALLY,NYSE:ALLY
NASDAQ:ALRS,27 Oct 2025,$24.54,3,$25.63,7,3.25,$21.08,16.41%,16.41%,$24.54,$25.63,$21.80,3.42%,$0.00,-100.00%,$0.00,-100.00%,ALRS,NASDAQ:ALRS
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$83.29,17.83%,,,,$76.32,-8.37%,$0.00,-100.00%,$0.00,-100.00%,ALSN,NYSE:ALSN
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,2.75,$4.07,-14.80%,-14.80%,$3.47,$19.75,$6.38,56.76%,$0.00,-100.00%,$0.00,-100.00%,ALT,NASDAQ:ALT
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$2.30,131.74%,,,,$2.43,5.65%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$7.84,10.48%,,,,$8.04,2.55%,$0.00,-100.00%,$0.00,-100.00%,ALVO,NASDAQ:ALVO
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$27.40,11.87%,,,,$28.61,4.42%,$0.00,-100.00%,$0.00,-100.00%,AMAL,NASDAQ:AMAL
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,$8.40,27.15%,,,,$8.80,4.76%,$0.00,-100.00%,$0.00,-100.00%,AMBC,NYSE:AMBC
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.51,46.41%,,,,$3.56,1.42%,$2.01,-42.75%,$10.07,186.80%,AMBP,NYSE:AMBP
NYSE:AMCR,27 Oct 2025,$10.43,5,$10.12,9,4.75,$7.74,30.75%,30.75%,$10.12,$10.43,$7.86,1.55%,$0.00,-100.00%,$0.00,-100.00%,AMCR,NYSE:AMCR
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$4.45,57.16%,,,,$4.29,-3.60%,$0.00,-100.00%,$0.00,-100.00%,AMPY,NYSE:AMPY
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,$26.81,7.08%,,,,$27.80,3.69%,$0.00,-100.00%,$0.00,-100.00%,AMRK,NASDAQ:AMRK
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,2,$60.07,-32.31%,-32.31%,$40.66,$40.66,$65.28,8.67%,$0.00,-100.00%,$0.00,-100.00%,AMSC,NASDAQ:AMSC
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$39.94,15.14%,,,,$39.26,-1.70%,$0.00,-100.00%,$0.00,-100.00%,AMSF,NASDAQ:AMSF
NYSE:AMTB,21 Oct 2025,$20.27,3,$24.00,4,2.5,$16.84,20.35%,20.35%,$20.27,$24.00,$17.66,4.87%,$0.00,-100.00%,$0.00,-100.00%,AMTB,NYSE:AMTB
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$2.14,48.88%,,,,$2.14,0.00%,$0.00,-100.00%,$0.00,-100.00%,AMTX,NASDAQ:AMTX
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$63.76,35.87%,,,,$63.55,-0.33%,$123.66,93.95%,$186.58,192.63%,AMWD,NASDAQ:AMWD
NYSE:AMX,15 May 2025,$18.21,3,,3,,$22.80,-20.13%,,,,$23.00,0.88%,$628.92,2658.42%,"$1,601.07",6922.23%,AMX,NYSE:AMX
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$72.22,63.94%,,,,$71.63,-0.82%,$132.62,83.63%,$191.76,165.52%,ANF,NYSE:ANF
NYSE:AON,29 Aug 2025,$347.01,2,,,,$346.12,0.26%,,,,$329.79,-4.72%,$0.00,-100.00%,$0.00,-100.00%,AON,NYSE:AON
NYSE:AOS,28 Oct 2025,$78.25,4,$83.60,4,3,$66.23,18.15%,18.15%,$78.25,$83.60,$70.56,6.54%,$158.24,138.93%,$167.90,153.51%,AOS,NYSE:AOS
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$22.40,27.17%,,,,$22.15,-1.12%,$0.00,-100.00%,$0.00,-100.00%,APA,NASDAQ:APA
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$240.53,23.18%,,,,$243.20,1.11%,$0.00,-100.00%,$0.00,-100.00%,APD,NYSE:APD
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,3,$32.74,5.44%,5.44%,$34.52,$34.52,$36.15,10.42%,$0.00,-100.00%,$0.00,-100.00%,APEI,NASDAQ:APEI
NYSE:APH,16 Sep 2023,$81.57,2,,,,$141.47,-42.34%,,,,$144.11,1.87%,$200.19,41.50%,$213.36,50.82%,APH,NYSE:APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.56,-14.47%,,,,$3.63,1.97%,$0.00,-100.00%,$0.00,-100.00%,API,NASDAQ:API
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$35.84,85.24%,,,,$37.68,5.13%,$98.22,174.05%,$121.68,239.51%,APOG,NASDAQ:APOG
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$5.53,11.10%,,,,$5.63,1.81%,$0.00,-100.00%,$0.00,-100.00%,AQN,NYSE:AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,,$30.47,2.75%,,,,$29.08,-4.56%,$0.00,-100.00%,$0.00,-100.00%,AR,NYSE:AR
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.22,42.76%,,,,$7.21,-0.14%,$0.00,-100.00%,$0.00,-100.00%,ARCO,NYSE:ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$9.79,33.06%,,,,$9.74,-0.51%,$0.00,-100.00%,$0.00,-100.00%,ARHS,NASDAQ:ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.31,50.92%,,,,$4.48,3.94%,$0.00,-100.00%,$0.00,-100.00%,ARKO,NASDAQ:ARKO
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$27.12,79.46%,,,,$28.28,4.28%,$0.00,-100.00%,$0.00,-100.00%,AROW,NASDAQ:AROW
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$24.38,-3.45%,,,,$26.19,7.42%,$0.00,-100.00%,$0.00,-100.00%,ASB,NYSE:ASB
NYSE:ASH,14 May 2025,$83.18,3,,4,,$48.67,70.91%,,,,$48.46,-0.43%,$0.00,-100.00%,$0.00,-100.00%,ASH,NYSE:ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,072.25",-18.75%,,,,"$1,075.91",0.34%,"$1,107.22",3.26%,"$1,159.14",8.10%,ASML,NASDAQ:ASML
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$306.08,12.69%,,,,$318.47,4.05%,$660.69,115.85%,$791.93,158.73%,ASR,NYSE:ASR
NYSE:ATGE,15 Oct 2025,$131.23,2,,,2,$114.75,14.36%,14.36%,$131.23,$131.23,$149.21,30.03%,$0.00,-100.00%,$0.00,-100.00%,ATGE,NYSE:ATGE
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$101.27,-37.79%,,,,$100.32,-0.94%,$192.31,89.90%,$215.38,112.68%,ATI,NYSE:ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,,$69.12,-56.96%,,,,$70.47,1.95%,$0.00,-100.00%,$0.00,-100.00%,AU,NYSE:AU
NYSE:AUB,27 Oct 2025,$42.81,5,$40.75,8,4.5,$32.29,26.20%,26.20%,$40.75,$42.81,$33.96,5.17%,$0.00,-100.00%,$0.00,-100.00%,AUB,NYSE:AUB
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$174.85,24.12%,,,,$179.09,2.42%,$0.00,-100.00%,$0.00,-100.00%,AVB,NYSE:AVB
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$48.22,26.17%,,,,$51.11,5.99%,$0.00,-100.00%,$0.00,-100.00%,AVT,NASDAQ:AVT
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,3.25,$18.10,-17.43%,-17.43%,$14.94,$33.56,$27.51,51.99%,$0.00,-100.00%,$0.00,-100.00%,AVTX,NASDAQ:AVTX
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$175.05,6.55%,,,,$170.23,-2.75%,$229.13,30.89%,$273.06,55.99%,AVY,NYSE:AVY
NYSE:AX,21 Oct 2025,$78.18,3,$102.75,7,3.25,$76.43,2.29%,2.29%,$78.18,$102.75,$81.56,6.71%,$0.00,-100.00%,$0.00,-100.00%,AX,NYSE:AX
NYSE:B,24 Oct 2025,$29.72,2,,,2,$33.06,-10.10%,-10.10%,$29.72,$29.72,$34.19,3.42%,$0.00,-100.00%,$0.00,-100.00%,B,NYSE:B
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$200.08,-10.38%,,,,$213.75,6.83%,$28.36,-85.82%,$76.55,-61.74%,BA,NYSE:BA
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$171.32,-21.99%,,,,$175.71,2.56%,$0.00,-100.00%,$0.00,-100.00%,BABA,NYSE:BABA
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$52.92,-14.61%,,,,$54.36,2.72%,$0.00,-100.00%,$0.00,-100.00%,BAC,NYSE:BAC
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$47.29,43.76%,,,,$47.20,-0.19%,$0.00,-100.00%,$0.00,-100.00%,BALL,NYSE:BALL
NYSE:BANC,21 Oct 2025,$19.54,4,$19.43,4,3,$16.87,15.17%,15.17%,$19.43,$19.54,$17.79,5.45%,$0.00,-100.00%,$0.00,-100.00%,BANC,NYSE:BANC
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,2.5,$109.72,0.22%,0.22%,$109.96,$120.00,$113.57,3.51%,$97.06,-11.54%,$107.04,-2.44%,BANF,NASDAQ:BANF
NASDAQ:BANR,21 Oct 2025,$63.31,3,$71.25,3,2.25,$60.31,4.97%,4.97%,$63.31,$71.25,$62.98,4.43%,$0.00,-100.00%,$0.00,-100.00%,BANR,NASDAQ:BANR
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.81,-29.77%,,,,$5.06,5.20%,$4.24,-11.89%,$4.73,-1.74%,BB,NYSE:BB
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.37,-13.09%,,,,$3.50,3.86%,$0.00,-100.00%,$0.00,-100.00%,BBD,NYSE:BBD
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$19.93,-13.68%,,,,$20.06,0.65%,$0.00,-100.00%,$0.00,-100.00%,BBVA,NYSE:BBVA
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$54.66,-24.37%,,,,$54.56,-0.18%,$57.74,5.64%,$78.46,43.55%,BBW,NYSE:BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$23.82,105.55%,,,,$23.79,-0.13%,$94.20,295.45%,$79.72,234.67%,BBWI,NYSE:BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$83.18,5.77%,,,,$86.31,3.76%,$136.08,63.60%,$178.53,114.63%,BBY,NYSE:BBY
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$18.24,2.36%,,,,$19.12,4.82%,$0.00,-100.00%,$0.00,-100.00%,BCAL,NASDAQ:BCAL
NYSE:BCH,6 Oct 2025,$28.46,3,,,3,$34.88,-18.41%,-18.41%,$28.46,$28.46,$35.50,1.78%,$0.00,-100.00%,$0.00,-100.00%,BCH,NYSE:BCH
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$21.34,-19.20%,,,,$21.98,3.00%,$14.99,-29.75%,$14.99,-29.75%,BCS,NYSE:BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$13.96,18.23%,,,,$13.93,-0.21%,$0.00,-100.00%,$0.00,-100.00%,BCSF,NYSE:BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$154.24,-47.64%,,,,$131.52,-14.73%,$0.00,-100.00%,$0.00,-100.00%,BELFB,NASDAQ:BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$105.50,13.69%,,,,$96.12,-8.89%,$0.00,-100.00%,$0.00,-100.00%,BFAM,NYSE:BFAM
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,3.25,$126.57,-7.20%,-7.20%,$117.45,$137.00,$135.18,6.80%,$0.00,-100.00%,$0.00,-100.00%,BFC,NASDAQ:BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$11.07,-4.74%,,,,,-100.00%,-$2.00,-118.07%,-$2.00,-118.07%,BFIN,NASDAQ:BFIN
NYSE:BFS,28 Oct 2025,$40.16,5,,6,4,$29.98,33.96%,33.96%,$40.16,$40.16,$44.98,50.03%,$0.00,-100.00%,$0.00,-100.00%,BFS,NYSE:BFS
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,2,$24.52,2.96%,2.96%,$25.25,$30.00,$26.29,7.22%,$0.00,-100.00%,$0.00,-100.00%,BFST,NASDAQ:BFST
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,1,$29.83,-1.54%,-1.54%,$29.37,$29.37,$30.64,2.72%,$0.00,-100.00%,$0.00,-100.00%,BHB,NYSEAMERICAN:BHB
NYSE:BHP,24 Oct 2025,$54.73,3,,,3,$57.02,-4.02%,-4.02%,$54.73,$54.73,$59.34,4.07%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP
NASDAQ:BHRB,2 Oct 2025,$68.02,3,$71.67,7,,$59.17,14.96%,,,,$62.38,5.43%,$0.00,-100.00%,$0.00,-100.00%,BHRB,NASDAQ:BHRB
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$39.89,38.42%,,,,$41.99,5.26%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$89.54,1.36%,,,,$88.36,-1.32%,$99.34,10.95%,$139.24,55.51%,BJ,NYSE:BJ
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$9.28,-0.86%,,,,$9.06,-2.37%,$0.00,-100.00%,$0.00,-100.00%,BKD,NYSE:BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$48.65,-15.83%,,,,$48.05,-1.23%,$64.39,32.35%,$80.27,64.99%,BKR,NASDAQ:BKR
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$420.96,11.16%,,,,$444.37,5.56%,$0.00,-100.00%,$0.00,-100.00%,BLD,NYSE:BLD
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,2.75,$3.44,-36.05%,-36.05%,$2.20,$3.68,$3.75,9.01%,$0.00,-100.00%,$0.00,-100.00%,BLDP,NASDAQ:BLDP
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,090.66",-5.75%,,,,"$1,089.68",-0.09%,$0.00,-100.00%,$0.00,-100.00%,BLK,NYSE:BLK
NASDAQ:BLKB,2 Oct 2025,$75.49,3,$76.00,3,,$65.92,14.52%,,,,$65.03,-1.35%,$162.47,146.47%,$187.71,184.75%,BLKB,NASDAQ:BLKB
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,3.5,$1.61,86.34%,86.34%,$3.00,$3.36,$2.54,57.76%,$0.00,-100.00%,$0.00,-100.00%,BLNK,NASDAQ:BLNK
NYSE:BMI,5 May 2025,$169.72,3,,6,,$180.00,-5.71%,,,,$190.17,5.65%,$294.97,63.87%,$316.36,75.75%,BMI,NYSE:BMI
NASDAQ:BMRC,2 Oct 2025,$25.75,3,$27.00,4,,$26.00,-0.96%,,,,$27.01,3.88%,-$152.47,-686.44%,-$150.64,-679.37%,BMRC,NASDAQ:BMRC
NYSE:BN,26 Aug 2024,$55.96,2,,,,$45.76,22.29%,,,,$46.83,2.34%,$0.00,-100.00%,$0.00,-100.00%,BN,NYSE:BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$65.12,-15.02%,,,,$66.88,2.70%,-$559.42,-959.07%,-$549.44,-943.73%,BNS,NYSE:BNS
NYSE:BOH,2 Oct 2025,$69.24,3,$70.60,5,,$64.94,6.63%,,,,$66.41,2.26%,-$442.07,-780.74%,-$433.94,-768.21%,BOH,NYSE:BOH
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,3,$104.77,5.09%,5.09%,$110.10,$110.10,$109.73,4.73%,$197.74,88.74%,$191.44,82.72%,BOKF,NASDAQ:BOKF
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$8.39,30.85%,,,,$8.38,-0.12%,$0.00,-100.00%,$0.00,-100.00%,BOOM,NASDAQ:BOOM
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$24.21,19.83%,,,,$24.37,0.66%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$34.77,13.32%,,,,$36.29,4.37%,$0.00,-100.00%,$0.00,-100.00%,BP,NYSE:BP
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$3.08,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.37,48.17%,,,,$3.27,-2.97%,$0.00,-100.00%,$0.00,-100.00%,BRY,NASDAQ:BRY
NYSE:BSAC,6 Oct 2025,$25.30,3,,,3,$30.18,-16.17%,-16.17%,$25.30,$25.30,$29.69,-1.62%,$0.00,-100.00%,$0.00,-100.00%,BSAC,NYSE:BSAC
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,2.75,$5.75,0.17%,0.17%,$5.76,$5.76,$5.62,-2.26%,$27.45,377.43%,$24.59,327.62%,BSBR,NYSE:BSBR
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$41.74,5.64%,,,,,-100.00%,-$2.00,-104.79%,-$2.00,-104.79%,BSVN,NASDAQ:BSVN
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,3.25,$3.71,-14.86%,-14.86%,$3.16,$7.00,$5.63,51.75%,$0.00,-100.00%,$0.00,-100.00%,BTCS,NASDAQ:BTCS
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$22.88,-55.21%,,,,$23.92,4.55%,$0.00,-100.00%,$0.00,-100.00%,BTDR,NASDAQ:BTDR
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$51.19,4.90%,,,,$53.24,4.00%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.33,71.82%,,,,,-100.00%,-$2.00,-706.06%,-$2.00,-706.06%,BTOG,NASDAQ:BTOG
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$10.88,66.93%,,,,,-100.00%,-$2.00,-118.38%,-$2.00,-118.38%,BULL,NASDAQ:BULL
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,2.5,$9.44,36.44%,36.44%,$12.88,$21.32,$10.51,11.33%,$0.00,-100.00%,$0.00,-100.00%,BUR,NYSE:BUR
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$273.34,-26.90%,,,,$274.25,0.33%,$368.07,34.66%,$261.19,-4.44%,BURL,NYSE:BURL
NASDAQ:BUSE,14 Oct 2025,$26.69,4,$28.25,5,3.25,$22.19,20.28%,20.28%,$26.69,$28.25,$23.82,7.35%,$0.00,-100.00%,$0.00,-100.00%,BUSE,NASDAQ:BUSE
NASDAQ:BVFL,29 Oct 2025,$15.68,3,,4,2.5,$16.50,-4.97%,-4.97%,$15.68,$15.68,$24.96,51.27%,$0.00,-100.00%,$0.00,-100.00%,BVFL,NASDAQ:BVFL
NASDAQ:BWFG,9 Oct 2025,$39.87,3,,,3,$43.27,-7.86%,-7.86%,$39.87,$39.87,$43.68,0.95%,$0.00,-100.00%,$0.00,-100.00%,BWFG,NASDAQ:BWFG
NYSE:BXSL,19 Aug 2025,$31.13,3,,7,,$26.24,18.64%,,,,$26.35,0.42%,$0.00,-100.00%,$0.00,-100.00%,BXSL,NYSE:BXSL
NYSE:BY,15 Oct 2025,$29.07,3,$32.50,7,3.25,$26.53,9.57%,9.57%,$29.07,$32.50,$28.14,6.07%,$0.00,-100.00%,$0.00,-100.00%,BY,NYSE:BY
