Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,,$248.45,6.29%,,,,$246.86,-0.64%,$556.59,124.03%,$610.35,145.66%,ACN,NYSE:ACN,-0.004
NYSE:ACVA,18 Sep 2025,$10.72,3,,,,$7.65,40.16%,,,,$7.06,-7.71%,$10.44,36.43%,$7.25,-5.18%,ACVA,NYSE:ACVA,-0.717
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,,$75.46,5.04%,,,,$75.42,-0.05%,$92.35,22.39%,$136.34,80.68%,ADC,NYSE:ADC,-0.090
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.32,60.31%,,,,,-100.00%,-$2.00,-725.00%,-$2.00,-725.00%,ADIL,NASDAQ:ADIL,-2.000
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,,$8.02,-5.36%,,,,$7.41,-7.61%,$3.75,-53.21%,$26.83,234.49%,ADTN,NASDAQ:ADTN,-0.010
NYSE:AEM,24 Oct 2025,$79.48,1,,,,$173.13,-54.09%,,,,$169.01,-2.38%,$311.45,79.89%,$372.77,115.31%,AEM,NYSE:AEM,0.005
NASDAQ:AEP,18 Sep 2025,$104.71,2,,,,$122.31,-14.39%,,,,$118.80,-2.87%,$4.04,-96.69%,$124.47,1.77%,AEP,NASDAQ:AEP,-0.616
NYSE:AES,11 Jul 2025,$13.47,3,,,,$14.00,-3.82%,,,,$13.89,-0.79%,-$54.55,-489.63%,-$50.12,-457.97%,AES,NYSE:AES,-0.209
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$15.04,18.35%,,,,$14.68,-2.39%,$118.76,689.63%,$145.85,869.73%,AFYA,NASDAQ:AFYA,-0.481
NYSE:AG,12 Aug 2025,$7.66,3,,,,$13.48,-43.21%,,,,$12.16,-9.79%,$14.20,5.32%,$20.19,49.77%,AG,NYSE:AG,-0.089
NYSE:AGI,24 Oct 2025,$19.15,2,,,,$36.65,-47.75%,,,,$34.65,-5.46%,$51.15,39.55%,$60.49,65.05%,AGI,NYSE:AGI,-0.041
NYSE:AGM,11 Nov 2025,$179.75,4,$219.00,5,3,$172.79,4.03%,4.03%,$179.75,$219.00,$168.70,-2.37%,"-$2,514.24",-1555.08%,"-$2,582.70",-1594.71%,AGM,NYSE:AGM,-0.255
NASDAQ:AGNC,28 Oct 2025,$11.15,4,$10.18,8,3,$10.56,-3.60%,,,,$0.00,-100.00%,-$73.37,-794.75%,-$67.61,-740.24%,AGNC,NASDAQ:AGNC,-1.000
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$91.21,9.88%,,,,$91.05,-0.18%,$30.86,-66.17%,$30.92,-66.10%,AGO,NYSE:AGO,-0.132
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,,$8.06,16.63%,,,,$7.74,-3.97%,$36.06,347.43%,$17.61,118.49%,AGRO,NYSE:AGRO,-0.614
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$76.23,11.19%,,,,$75.19,-1.36%,-$59.82,-178.47%,$6.14,-91.94%,AIG,NYSE:AIG,-0.317
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$47.80,39.75%,,,,$45.47,-4.87%,$63.35,32.54%,$105.81,121.36%,AIN,NYSE:AIN,-0.024
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$3.38,47.93%,,,,$3.56,5.33%,$4.78,41.54%,$4.45,31.68%,AIRS,NASDAQ:AIRS,-0.158
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$229.78,-3.46%,,,,$227.46,-1.01%,$471.78,105.32%,$561.48,144.36%,AIZ,NYSE:AIZ,-0.277
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$64.08,-22.18%,,,,$63.93,-0.23%,-$213.33,-432.91%,-$83.58,-230.43%,AL,NYSE:AL,-0.403
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$79.38,2.61%,,,,$78.14,-1.56%,$138.94,75.03%,$187.86,136.66%,ALC,NYSE:ALC,-0.106
NYSE:ALEX,18 Nov 2025,$16.62,4,$21.00,5,3.25,$15.73,5.64%,5.64%,$16.62,$21.00,$16.11,2.42%,$21.30,35.43%,$14.92,-5.15%,ALEX,NYSE:ALEX,0.062
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.40,160.04%,,,,$2.17,-9.58%,$1.04,-56.53%,$11.83,392.96%,ALIT,NYSE:ALIT,-0.177
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$214.59,-14.85%,,,,$214.64,0.02%,$710.21,230.96%,$829.41,286.51%,ALL,NYSE:ALL,-0.157
NYSE:ALLE,24 Oct 2025,$165.38,3,,,,$166.54,-0.70%,,,,$166.92,0.23%,$308.35,85.15%,$338.93,103.51%,ALLE,NYSE:ALLE,0.202
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$41.45,0.19%,,,,$38.79,-6.42%,-$449.81,-1185.19%,-$484.66,-1269.28%,ALLY,NYSE:ALLY,-0.242
NASDAQ:ALRS,27 Oct 2025,$24.54,3,$25.63,7,,$21.66,13.29%,,,,$22.31,3.00%,-$89.28,-512.18%,-$76.73,-454.25%,ALRS,NASDAQ:ALRS,0.007
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$89.52,9.63%,,,,$85.42,-4.58%,$214.65,139.77%,$243.22,171.70%,ALSN,NYSE:ALSN,-0.331
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,2.25,$5.20,-33.32%,,,,$4.87,-6.35%,$3.58,-31.09%,$3.60,-30.81%,ALT,NASDAQ:ALT,-0.853
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$1.93,176.17%,,,,$1.71,-11.40%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,-0.201
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$5.18,67.22%,,,,$5.15,-0.58%,$6.20,19.69%,$8.12,56.84%,ALVO,NASDAQ:ALVO,-0.209
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$29.60,3.55%,,,,$29.43,-0.57%,-$137.97,-566.12%,-$137.08,-563.12%,AMAL,NASDAQ:AMAL,-0.079
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,#N/A,#N/A,,,,$8.88,#N/A,$191.95,#N/A,$201.20,#N/A,AMBC,NYSE:AMBC,-0.406
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.75,37.04%,,,,$3.73,-0.53%,$2.14,-42.86%,$10.14,170.53%,AMBP,NYSE:AMBP,-0.495
NYSE:AMCR,20 Nov 2025,$11.20,3,$10.36,8,2.75,$8.62,20.19%,20.19%,$10.36,$11.20,$8.35,-3.13%,$4.60,-46.59%,$1.47,-82.91%,AMCR,NYSE:AMCR,-0.737
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$5.32,31.46%,,,,$5.20,-2.26%,$21.34,301.08%,$21.96,312.69%,AMPY,NYSE:AMPY,-0.522
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,$26.93,6.60%,,,,$27.05,0.45%,$196.66,630.27%,$207.97,672.27%,AMRK,NASDAQ:AMRK,0.078
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,1.75,$30.54,33.14%,33.14%,$40.66,$40.66,$29.63,-2.98%,$38.68,26.65%,$40.64,33.06%,AMSC,NASDAQ:AMSC,-0.366
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$41.18,11.67%,,,,$42.22,2.53%,$31.11,-24.45%,$31.89,-22.55%,AMSF,NASDAQ:AMSF,0.401
NYSE:AMTB,19 Nov 2025,$19.34,3,$21.00,4,2.75,$18.98,1.90%,1.90%,$19.34,$21.00,$19.42,2.32%,-$172.59,-1009.33%,-$171.08,-1001.36%,AMTB,NYSE:AMTB,0.166
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$1.69,88.52%,,,,$1.51,-10.65%,$1.87,10.86%,-$6.96,-511.67%,AMTX,NASDAQ:AMTX,-0.550
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$56.05,54.57%,,,,$49.86,-11.04%,$0.00,-100.00%,$0.00,-100.00%,AMWD,NASDAQ:AMWD,-0.457
NYSE:AMX,15 May 2025,$18.21,3,,3,,$23.05,-21.00%,,,,$23.08,0.13%,$74.06,221.32%,$153.17,564.52%,AMX,NYSE:AMX,-0.420
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$95.22,24.34%,,,,$76.59,-19.57%,$0.00,-100.00%,$0.00,-100.00%,ANF,NYSE:ANF,-0.389
NYSE:AON,29 Aug 2025,$347.01,2,,,,$352.28,-1.50%,,,,$346.17,-1.73%,$344.95,-2.08%,$386.27,9.65%,AON,NYSE:AON,-0.171
NYSE:AOS,11 Nov 2025,$71.50,4,$78.75,7,3.25,$66.28,7.88%,7.88%,$71.50,$78.75,$64.96,-1.99%,$153.61,131.75%,$163.18,146.20%,AOS,NYSE:AOS,-0.139
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$24.88,14.49%,,,,$23.50,-5.55%,$69.30,178.54%,$83.36,235.04%,APA,NASDAQ:APA,-0.421
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$259.79,14.05%,,,,$255.71,-1.57%,$129.37,-50.20%,$177.67,-31.61%,APD,NYSE:APD,-0.583
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,,$34.46,0.17%,,,,$36.05,4.61%,$79.52,130.76%,$92.56,168.61%,APEI,NASDAQ:APEI,0.012
NYSE:APH,16 Sep 2023,$81.57,2,,,,$138.17,-40.97%,,,,$140.43,1.64%,$197.23,42.75%,$210.22,52.15%,APH,NYSE:APH,0.003
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.55,-14.23%,,,,$3.52,-0.85%,$4.40,24.02%,$6.68,88.16%,API,NASDAQ:API,-0.385
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$36.53,81.74%,,,,$35.42,-3.04%,$97.07,165.72%,$120.37,229.50%,APOG,NASDAQ:APOG,-0.485
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$6.13,0.22%,,,,$5.94,-3.10%,-$4.36,-171.15%,-$2.30,-137.58%,AQN,NYSE:AQN,-0.155
NYSE:AR,20 Aug 2025,$31.31,3,,,,$35.39,-11.54%,,,,$32.33,-8.65%,$51.94,46.78%,$78.23,121.04%,AR,NYSE:AR,-0.741
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.31,41.00%,,,,$7.37,0.82%,$1.45,-80.16%,$29.31,301.01%,ARCO,NYSE:ARCO,0.031
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$10.42,25.02%,,,,$9.35,-10.27%,$15.08,44.71%,$31.63,203.51%,ARHS,NASDAQ:ARHS,-0.220
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.75,36.94%,,,,$4.75,0.00%,-$12.69,-367.19%,-$0.53,-111.18%,ARKO,NASDAQ:ARKO,0.008
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$30.20,61.16%,,,,$29.96,-0.79%,-$166.41,-651.03%,-$162.62,-638.47%,AROW,NASDAQ:AROW,-0.324
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$26.51,-11.21%,,,,$27.02,1.92%,-$169.65,-739.94%,-$163.24,-715.78%,ASB,NYSE:ASB,0.026
NYSE:ASH,14 May 2025,$83.18,3,,4,,$52.50,58.44%,,,,$50.49,-3.83%,$89.62,70.71%,$179.69,242.27%,ASH,NYSE:ASH,-0.657
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,045.64",-16.68%,,,,$988.20,-5.49%,"$1,032.45",-1.26%,"$1,091.52",4.39%,ASML,NASDAQ:ASML,-0.005
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$299.35,15.23%,,,,$301.55,0.73%,$333.53,11.42%,$350.35,17.04%,ASR,NYSE:ASR,-0.023
NYSE:ATGE,15 Oct 2025,$131.23,2,,,,$93.09,40.97%,,,,$94.29,1.29%,$172.45,85.26%,$197.18,111.82%,ATGE,NYSE:ATGE,0.194
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$100.48,-37.30%,,,,$96.21,-4.25%,$159.23,58.47%,$181.99,81.12%,ATI,NYSE:ATI,-0.125
NYSE:AU,20 Aug 2025,$29.75,2,,,,$88.89,-66.53%,,,,$80.05,-9.94%,$221.46,149.14%,$225.78,154.00%,AU,NYSE:AU,-0.401
NYSE:AUB,20 Nov 2025,$38.43,4,$41.70,6,3.5,$34.33,11.94%,11.94%,$38.43,$41.70,$35.26,2.71%,-$133.57,-489.07%,-$129.60,-477.51%,AUB,NYSE:AUB,0.214
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$182.71,18.78%,,,,$187.64,2.70%,$219.05,19.89%,$285.00,55.98%,AVB,NYSE:AVB,0.230
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$47.52,28.03%,,,,$46.44,-2.27%,$41.93,-11.76%,$48.68,2.44%,AVT,NASDAQ:AVT,-0.436
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,2.5,$18.62,-19.74%,,,,$0.00,-100.00%,$12.01,-35.52%,$12.04,-35.35%,AVTX,NASDAQ:AVTX,-1.000
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$172.25,8.28%,,,,$167.68,-2.65%,$223.17,29.56%,$267.19,55.12%,AVY,NYSE:AVY,-0.610
NYSE:AX,19 Nov 2025,$76.16,3,$103.25,5,3,$82.99,-8.23%,-8.23%,$76.16,$103.25,$85.42,2.93%,-$171.47,-306.62%,-$160.91,-293.89%,AX,NYSE:AX,0.286
NYSE:B,24 Oct 2025,$29.72,2,,,,$40.61,-26.82%,,,,$39.37,-3.05%,$90.10,121.87%,$110.25,171.47%,B,NYSE:B,-0.038
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$187.61,-4.43%,,,,$188.24,0.34%,$11.04,-94.11%,$58.33,-68.91%,BA,NYSE:BA,0.350
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$156.97,-14.86%,,,,$160.32,2.13%,$0.00,-100.00%,$0.00,-100.00%,BABA,NYSE:BABA,-0.156
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$53.12,-14.94%,,,,$53.69,1.07%,-$52.13,-198.14%,-$47.96,-190.29%,BAC,NYSE:BAC,0.014
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$49.62,37.01%,,,,$47.84,-3.59%,$32.18,-35.15%,$56.70,14.26%,BALL,NYSE:BALL,-0.775
NYSE:BANC,19 Nov 2025,$18.77,3,$20.69,3,2.5,$18.51,1.40%,1.40%,$18.77,$20.69,$19.04,2.86%,-$134.45,-826.35%,-$122.21,-760.24%,BANC,NYSE:BANC,0.092
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,,$112.62,-2.36%,,,,$117.38,4.23%,$0.74,-99.34%,$13.06,-88.40%,BANF,NASDAQ:BANF,0.206
NASDAQ:BANR,19 Nov 2025,$63.81,3,$71.50,3,2.5,$64.34,-0.82%,-0.82%,$63.81,$71.50,$66.19,2.88%,-$216.58,-436.61%,-$223.87,-447.95%,BANR,NASDAQ:BANR,0.041
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.07,-17.00%,,,,$4.03,-0.98%,$3.47,-14.81%,$3.95,-2.88%,BB,NYSE:BB,-0.088
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.68,-20.41%,,,,$3.51,-4.62%,-$22.51,-711.77%,-$62.43,-1796.34%,BBD,NYSE:BBD,-0.254
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$21.50,-19.98%,,,,$20.71,-3.67%,$94.82,341.00%,$100.45,367.20%,BBVA,NYSE:BBVA,-0.203
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$52.50,-21.26%,,,,$48.72,-7.20%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW,-0.078
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$17.60,178.19%,,,,$15.21,-13.58%,$84.58,380.58%,$7.68,-56.34%,BBWI,NYSE:BBWI,-0.054
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$81.78,7.58%,,,,$82.33,0.67%,$0.00,-100.00%,$0.00,-100.00%,BBY,NYSE:BBY,0.229
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$19.35,-3.51%,,,,$19.03,-1.65%,-$52.91,-373.44%,-$49.97,-358.24%,BCAL,NASDAQ:BCAL,-0.051
NYSE:BCH,19 Nov 2025,$33.72,2,,,2.25,$37.48,-10.03%,-10.03%,$33.72,$33.72,$37.64,0.43%,$14.98,-60.04%,$2.56,-93.16%,BCH,NYSE:BCH,0.069
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$22.48,-23.30%,,,,$21.52,-4.27%,-$26.33,-217.13%,-$26.33,-217.13%,BCS,NYSE:BCS,0.057
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$14.37,14.86%,,,,$13.81,-3.90%,$2.06,-85.63%,$1.48,-89.73%,BCSF,NYSE:BCSF,-0.632
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$152.29,-46.97%,,,,$145.75,-4.29%,$253.72,66.60%,$297.91,95.62%,BELFB,NASDAQ:BELFB,-0.111
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$102.79,16.69%,,,,$99.70,-3.01%,$156.38,52.13%,$189.98,84.82%,BFAM,NYSE:BFAM,-0.278
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,,$125.28,-6.25%,,,,$129.96,3.74%,-$153.78,-222.75%,-$139.87,-211.64%,BFC,NASDAQ:BFC,0.068
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$11.87,-11.16%,,,,,-100.00%,-$2.00,-116.85%,-$2.00,-116.85%,BFIN,NASDAQ:BFIN,-2.000
NYSE:BFS,28 Oct 2025,$40.16,5,,6,3.25,$31.28,28.39%,,,,$30.38,-2.88%,-$20.27,-164.80%,$4.29,-86.30%,BFS,NYSE:BFS,-0.716
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,,$26.19,-3.60%,,,,$27.39,4.58%,-$123.89,-573.05%,-$120.46,-559.95%,BFST,NASDAQ:BFST,0.479
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,,$30.03,-2.20%,,,,$30.17,0.47%,-$177.25,-690.23%,-$172.51,-674.47%,BHB,NYSEAMERICAN:BHB,-0.034
NYSE:BHP,24 Oct 2025,$54.73,3,,,,$54.83,-0.18%,,,,$55.00,0.31%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP,0.140
NASDAQ:BHRB,19 Nov 2025,$66.02,3,$72.00,5,2.75,$64.81,1.87%,1.87%,$66.02,$72.00,$67.02,3.41%,-$238.06,-467.32%,-$212.85,-428.42%,BHRB,NASDAQ:BHRB,0.027
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$43.63,26.55%,,,,$43.48,-0.34%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK,0.240
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$91.07,-0.34%,,,,$88.82,-2.47%,$92.32,1.38%,$90.85,-0.24%,BJ,NYSE:BJ,-0.111
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$11.21,-17.93%,,,,$11.15,-0.54%,-$8.35,-174.49%,$10.55,-5.93%,BKD,NYSE:BKD,-0.359
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$50.23,-18.48%,,,,$48.95,-2.55%,$64.90,29.20%,$80.62,60.50%,BKR,NASDAQ:BKR,-0.326
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$456.86,2.42%,,,,$456.18,-0.15%,$892.32,95.32%,"$1,000.51",119.00%,BLD,NYSE:BLD,0.010
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,2.25,$2.76,-20.29%,-20.29%,$2.20,$3.68,$2.59,-6.16%,$2.96,7.24%,$3.05,10.46%,BLDP,NASDAQ:BLDP,-0.597
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,045.92",-1.72%,,,,"$1,004.01",-4.01%,$892.43,-14.68%,"$1,003.85",-4.02%,BLK,NYSE:BLK,-0.486
NASDAQ:BLKB,19 Nov 2025,$76.27,3,$75.00,4,2.25,$56.87,31.88%,31.88%,$75.00,$76.27,$54.87,-3.52%,$204.98,260.44%,$215.99,279.80%,BLKB,NASDAQ:BLKB,-0.300
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,2.75,$1.29,132.56%,,,,$1.26,-2.33%,-$0.94,-172.86%,-$0.65,-150.39%,BLNK,NASDAQ:BLNK,-0.797
NYSE:BMI,5 May 2025,$169.72,3,,6,,$178.30,-4.81%,,,,$180.46,1.21%,$294.80,65.34%,$315.89,77.17%,BMI,NYSE:BMI,-0.192
NASDAQ:BMRC,19 Nov 2025,$27.20,3,$29.50,7,3,$26.95,0.93%,0.93%,$27.20,$29.50,$27.70,2.78%,-$143.48,-632.38%,-$142.04,-627.04%,BMRC,NASDAQ:BMRC,0.037
NYSE:BN,26 Aug 2024,$55.96,2,,,,$46.55,20.22%,,,,$45.39,-2.49%,-$92.34,-298.37%,-$70.36,-251.15%,BN,NYSE:BN,-0.153
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$68.84,-19.62%,,,,$67.95,-1.29%,$0.00,-100.00%,$0.00,-100.00%,BNS,NYSE:BNS,-0.020
NYSE:BOH,18 Nov 2025,$69.04,3,$73.00,5,2.75,$67.14,2.83%,2.83%,$69.04,$73.00,$65.07,-3.08%,-$441.96,-758.26%,-$433.88,-746.23%,BOH,NYSE:BOH,-0.060
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,,$113.99,-3.41%,,,,$115.99,1.75%,$203.52,78.54%,$233.91,105.20%,BOKF,NASDAQ:BOKF,0.078
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$6.17,77.93%,,,,$5.74,-6.97%,$48.82,691.27%,$79.33,1185.71%,BOOM,NASDAQ:BOOM,-0.627
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$27.88,4.05%,,,,$26.99,-3.19%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW,-0.479
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$36.04,9.33%,,,,$36.73,1.91%,$67.28,86.69%,$162.30,350.32%,BP,NYSE:BP,0.223
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS,-1.000
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.35,49.05%,,,,$3.24,-3.28%,$3.31,-1.27%,$76.81,2192.88%,BRY,NASDAQ:BRY,-0.414
NYSE:BSAC,19 Nov 2025,$26.95,3,,,3,$29.84,-9.68%,-9.68%,$26.95,$26.95,$30.10,0.87%,-$77.99,-361.35%,-$74.85,-350.83%,BSAC,NYSE:BSAC,0.145
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,,$6.43,-10.42%,,,,$6.16,-4.20%,$35.90,458.33%,$36.07,460.90%,BSBR,NYSE:BSBR,-0.311
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$42.01,4.96%,,,,,-100.00%,-$2.00,-104.76%,-$2.00,-104.76%,BSVN,NASDAQ:BSVN,-2.000
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,2.5,$3.13,0.92%,,,,$2.90,-7.35%,$1.40,-55.26%,$1.40,-55.25%,BTCS,NASDAQ:BTCS,-0.690
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$12.66,-19.04%,,,,$11.27,-10.98%,$5.67,-55.23%,$5.42,-57.15%,BTDR,NASDAQ:BTDR,-0.077
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$57.64,-6.84%,,,,$57.99,0.61%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI,0.117
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.26,118.08%,,,,,-100.00%,-$2.00,-869.23%,-$2.00,-869.23%,BTOG,NASDAQ:BTOG,-2.000
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$9.28,95.71%,,,,$8.43,-9.16%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL,-0.275
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,2,$9.51,35.44%,,,,$9.00,-5.36%,$26.30,176.52%,$26.25,176.07%,BUR,NYSE:BUR,-0.743
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$260.45,-23.28%,,,,$286.20,9.89%,$0.00,-100.00%,$0.00,-100.00%,BURL,NYSE:BURL,-0.189
