Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.84,-21.88%,,,,$63.76,-0.13%,-$213.32,-434.15%,-$84.45,-232.28%,AL,NYSE:AL,-0.451
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$77.90,4.56%,,,,$75.77,-2.73%,$0.00,-100.00%,$0.00,-100.00%,ALC,NYSE:ALC,0.285
NYSE:ALEX,2 Oct 2025,$20.55,4,$21.83,8,,$16.02,28.25%,,,,$14.71,-8.18%,$21.09,31.65%,$18.00,12.33%,ALEX,NYSE:ALEX,-0.965
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.26,176.15%,,,,$2.24,-0.88%,$1.09,-51.59%,$11.83,423.53%,ALIT,NYSE:ALIT,-0.545
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$214.00,-14.61%,,,,$198.04,-7.46%,$683.50,219.39%,$801.48,274.52%,ALL,NYSE:ALL,-0.578
NYSE:ALLE,24 Oct 2025,$165.38,3,,,3,$164.52,0.52%,0.52%,$165.38,$165.38,$171.01,3.94%,$311.60,89.40%,$341.89,107.81%,ALLE,NYSE:ALLE,0.170
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$38.92,6.71%,,,,$40.24,3.39%,$0.00,-100.00%,$0.00,-100.00%,ALLY,NYSE:ALLY,0.300
NASDAQ:ALRS,27 Oct 2025,$24.54,3,$25.63,7,3,$21.54,13.92%,13.92%,$24.54,$25.63,$21.42,-0.56%,-$90.94,-522.21%,-$78.52,-464.54%,ALRS,NASDAQ:ALRS,0.010
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$82.30,19.25%,,,,$79.91,-2.90%,$197.28,139.71%,$201.20,144.47%,ALSN,NYSE:ALSN,-0.587
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,2.5,$3.98,-12.87%,-12.87%,$3.47,$19.75,$3.78,-5.03%,$2.56,-35.72%,$2.56,-35.63%,ALT,NASDAQ:ALT,-0.426
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$1.84,189.67%,,,,$1.84,0.00%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,-0.428
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$5.55,56.07%,,,,$5.47,-1.44%,$0.00,-100.00%,$0.00,-100.00%,ALVO,NASDAQ:ALVO,-0.200
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$28.06,9.23%,,,,$27.80,-0.93%,$0.00,-100.00%,$0.00,-100.00%,AMAL,NASDAQ:AMAL,-0.224
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,$9.51,12.31%,,,,$8.13,-14.51%,$0.00,-100.00%,$0.00,-100.00%,AMBC,NYSE:AMBC,-0.472
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.57,43.95%,,,,$3.27,-8.40%,$1.77,-50.52%,$9.73,172.53%,AMBP,NYSE:AMBP,-0.609
NYSE:AMCR,11 Nov 2025,$11.13,5,$10.27,9,3.75,$8.54,20.26%,20.26%,$10.27,$11.13,$8.13,-4.80%,$4.43,-48.16%,$1.32,-84.54%,AMCR,NYSE:AMCR,-0.587
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$5.51,26.93%,,,,$4.81,-12.70%,$14.22,158.10%,$17.89,224.62%,AMPY,NYSE:AMPY,-0.728
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,$25.00,14.83%,,,,$23.34,-6.64%,$0.00,-100.00%,$0.00,-100.00%,AMRK,NASDAQ:AMRK,-0.005
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,2.75,$31.90,27.46%,27.46%,$40.66,$40.66,$40.42,26.71%,$46.68,46.34%,$48.63,52.43%,AMSC,NASDAQ:AMSC,0.678
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$41.35,11.21%,,,,$0.00,-100.00%,$127.58,208.55%,$128.36,210.42%,AMSF,NASDAQ:AMSF,-1.000
NYSE:AMTB,21 Oct 2025,$20.27,3,$24.00,4,2.5,$17.78,13.98%,13.98%,$20.27,$24.00,$16.89,-5.01%,$0.00,-100.00%,$0.00,-100.00%,AMTB,NYSE:AMTB,-0.111
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$1.89,68.57%,,,,$2.15,13.76%,$7.70,307.22%,-$2.04,-207.95%,AMTX,NASDAQ:AMTX,0.096
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$51.47,68.32%,,,,$55.55,7.93%,$0.00,-100.00%,$0.00,-100.00%,AMWD,NASDAQ:AMWD,-0.321
NYSE:AMX,15 May 2025,$18.21,3,,3,,$23.21,-21.54%,,,,$23.92,3.06%,$602.97,2497.88%,"$1,550.50",6580.33%,AMX,NYSE:AMX,0.374
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$70.51,67.92%,,,,$68.11,-3.40%,$0.00,-100.00%,$0.00,-100.00%,ANF,NYSE:ANF,-0.806
NYSE:AON,29 Aug 2025,$347.01,2,,,,$353.50,-1.84%,,,,$340.90,-3.56%,$339.17,-4.05%,$380.27,7.57%,AON,NYSE:AON,-0.304
NYSE:AOS,11 Nov 2025,$71.50,4,$78.75,7,4,$66.19,8.03%,8.03%,$71.50,$78.75,$69.27,4.65%,$153.80,132.36%,$163.31,146.73%,AOS,NYSE:AOS,0.737
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$24.37,16.89%,,,,$22.82,-6.36%,$80.03,228.38%,$94.02,285.81%,APA,NASDAQ:APA,-0.823
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$262.29,12.96%,,,,$265.33,1.16%,$0.00,-100.00%,$0.00,-100.00%,APD,NYSE:APD,0.086
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,,$34.15,1.08%,,,,$32.13,-5.92%,$0.00,-100.00%,$0.00,-100.00%,APEI,NASDAQ:APEI,0.157
NYSE:APH,16 Sep 2023,$81.57,2,,,,$132.34,-38.37%,,,,$141.56,6.97%,$197.84,49.49%,$210.70,59.21%,APH,NYSE:APH,0.062
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.38,-9.91%,,,,$3.40,0.59%,$0.00,-100.00%,$0.00,-100.00%,API,NASDAQ:API,-0.437
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$33.43,98.59%,,,,$34.06,1.88%,$95.05,184.33%,$118.24,253.69%,APOG,NASDAQ:APOG,-0.188
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$6.13,0.22%,,,,$5.76,-6.04%,$0.00,-100.00%,$0.00,-100.00%,AQN,NYSE:AQN,-0.861
NYSE:AR,20 Aug 2025,$31.31,3,,,,$33.52,-6.60%,,,,$31.98,-4.59%,$50.86,51.72%,$77.02,129.76%,AR,NYSE:AR,-0.697
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.22,42.76%,,,,$7.00,-3.05%,$0.00,-100.00%,$0.00,-100.00%,ARCO,NYSE:ARCO,-0.362
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$9.04,44.10%,,,,$0.00,-100.00%,$15.45,70.88%,$31.92,253.07%,ARHS,NASDAQ:ARHS,-1.000
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.34,49.88%,,,,$3.95,-8.99%,$0.00,-100.00%,$0.00,-100.00%,ARKO,NASDAQ:ARKO,-0.453
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$30.49,59.63%,,,,$29.77,-2.36%,-$198.14,-749.86%,-$194.46,-737.78%,AROW,NASDAQ:AROW,-0.271
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$25.31,-7.00%,,,,$26.08,3.04%,$0.00,-100.00%,$0.00,-100.00%,ASB,NYSE:ASB,0.164
NYSE:ASH,14 May 2025,$83.18,3,,4,,$53.10,56.65%,,,,$51.61,-2.81%,$86.95,63.74%,$176.36,232.13%,ASH,NYSE:ASH,0.059
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,$984.02,-11.47%,,,,"$1,054.23",7.14%,"$1,047.52",6.45%,"$1,098.23",11.61%,ASML,NASDAQ:ASML,0.105
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$305.03,13.08%,,,,$321.58,5.43%,$654.16,114.46%,$782.25,156.45%,ASR,NYSE:ASR,0.222
NYSE:ATGE,15 Oct 2025,$131.23,2,,,,$94.83,38.38%,,,,$98.69,4.07%,$277.25,192.36%,$315.00,232.17%,ATGE,NYSE:ATGE,0.111
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$95.98,-34.36%,,,,$93.06,-3.04%,$185.92,93.70%,$208.45,117.18%,ATI,NYSE:ATI,-0.656
NYSE:AU,20 Aug 2025,$29.75,2,,,,$77.28,-61.50%,,,,$68.71,-11.09%,$0.00,-100.00%,$0.00,-100.00%,AU,NYSE:AU,-0.060
NYSE:AUB,27 Oct 2025,$42.81,5,$40.75,8,4.25,$32.25,26.36%,26.36%,$40.75,$42.81,$33.41,3.60%,$0.00,-100.00%,$0.00,-100.00%,AUB,NYSE:AUB,0.136
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$176.98,22.62%,,,,$173.22,-2.12%,$213.83,20.82%,$278.98,57.63%,AVB,NYSE:AVB,-0.707
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$46.64,30.45%,,,,$45.92,-1.54%,$41.50,-11.01%,$48.23,3.42%,AVT,NASDAQ:AVT,-0.685
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,2.5,$14.28,4.65%,4.65%,$14.94,$33.56,$13.75,-3.71%,$8.95,-37.33%,$8.98,-37.11%,AVTX,NASDAQ:AVTX,-0.898
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$176.41,5.73%,,,,$165.49,-6.19%,$226.05,28.14%,$269.85,52.97%,AVY,NYSE:AVY,-0.946
NYSE:AX,21 Oct 2025,$78.18,3,$102.75,7,3,$79.85,-2.09%,-2.09%,$78.18,$102.75,$82.33,3.11%,-$174.46,-318.49%,-$164.00,-305.39%,AX,NYSE:AX,0.039
NYSE:B,24 Oct 2025,$29.72,2,,,1.75,$35.10,-15.33%,-15.33%,$29.72,$29.72,$32.17,-8.35%,$0.00,-100.00%,$0.00,-100.00%,B,NYSE:B,-0.462
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$192.80,-7.00%,,,,$199.98,3.72%,$22.82,-88.17%,$69.64,-63.88%,BA,NYSE:BA,0.199
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$156.56,-14.63%,,,,$169.80,8.46%,$0.00,-100.00%,$0.00,-100.00%,BABA,NYSE:BABA,0.183
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$52.40,-13.77%,,,,$52.73,0.63%,-$53.57,-202.23%,-$49.43,-194.33%,BAC,NYSE:BAC,-0.451
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$47.91,41.90%,,,,$47.75,-0.33%,$32.14,-32.91%,$56.55,18.02%,BALL,NYSE:BALL,-0.728
NYSE:BANC,21 Oct 2025,$19.54,4,$19.43,4,3,$16.92,14.83%,14.83%,$19.43,$19.54,$17.58,3.90%,$0.00,-100.00%,$0.00,-100.00%,BANC,NYSE:BANC,0.144
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,2.25,$110.18,-0.20%,-0.20%,$109.96,$120.00,$107.81,-2.15%,$95.22,-13.57%,$104.97,-4.73%,BANF,NASDAQ:BANF,-0.426
NASDAQ:BANR,21 Oct 2025,$63.31,3,$71.25,3,2,$61.73,2.55%,2.55%,$63.31,$71.25,$59.51,-3.60%,-$275.38,-546.10%,-$269.41,-536.43%,BANR,NASDAQ:BANR,-0.427
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.21,-19.76%,,,,$4.33,2.85%,$4.03,-4.37%,$4.51,7.13%,BB,NYSE:BB,-0.868
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.71,-21.05%,,,,$3.48,-6.20%,$0.00,-100.00%,$0.00,-100.00%,BBD,NYSE:BBD,-0.236
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$21.20,-18.85%,,,,$19.93,-5.99%,$0.00,-100.00%,$0.00,-100.00%,BBVA,NYSE:BBVA,-0.655
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$49.34,-16.21%,,,,$48.15,-2.41%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW,-0.615
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$21.83,124.28%,,,,$0.00,-100.00%,$0.00,-100.00%,$0.00,-100.00%,BBWI,NYSE:BBWI,-1.000
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$76.31,15.29%,,,,$77.08,1.01%,$0.00,-100.00%,$0.00,-100.00%,BBY,NYSE:BBY,-0.587
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$18.86,-1.01%,,,,$18.50,-1.91%,-$61.54,-426.29%,-$59.72,-416.64%,BCAL,NASDAQ:BCAL,-0.059
NYSE:BCH,6 Oct 2025,$28.46,3,,,,$35.86,-20.64%,,,,$35.84,-0.06%,"-$94,329.98",-263150.69%,"-$94,326.39",-263140.69%,BCH,NYSE:BCH,-0.426
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$21.72,-20.62%,,,,$21.46,-1.20%,$9.24,-57.47%,$9.24,-57.47%,BCS,NYSE:BCS,-0.196
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$13.80,19.60%,,,,$13.70,-0.72%,$0.00,-100.00%,$0.00,-100.00%,BCSF,NYSE:BCSF,-0.402
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$142.52,-43.34%,,,,$157.23,10.32%,$263.06,84.58%,$306.81,115.27%,BELFB,NASDAQ:BELFB,-0.080
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$100.19,19.72%,,,,$101.98,1.79%,$151.97,51.68%,$185.25,84.90%,BFAM,NYSE:BFAM,0.162
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,3.25,$125.18,-6.17%,-6.17%,$117.45,$137.00,$126.76,1.26%,$0.00,-100.00%,$0.00,-100.00%,BFC,NASDAQ:BFC,0.184
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$11.22,-6.01%,,,,,-100.00%,-$2.00,-117.83%,-$2.00,-117.83%,BFIN,NASDAQ:BFIN,-2.000
NYSE:BFS,28 Oct 2025,$40.16,5,,6,3.25,$30.00,33.87%,33.87%,$40.16,$40.16,$29.21,-2.63%,-$21.07,-170.23%,$3.42,-88.61%,BFS,NYSE:BFS,-0.799
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,1.75,$25.06,0.75%,0.75%,$25.25,$30.00,$24.26,-3.19%,-$128.84,-614.11%,-$125.44,-600.55%,BFST,NASDAQ:BFST,-0.717
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,,$29.77,-1.34%,,,,$30.10,1.11%,-$188.98,-734.81%,-$189.83,-737.65%,BHB,NYSEAMERICAN:BHB,0.108
NYSE:BHP,24 Oct 2025,$54.73,3,,,2.75,$54.24,0.90%,0.90%,$54.73,$54.73,$54.70,0.85%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP,-0.161
NASDAQ:BHRB,2 Oct 2025,$68.02,3,$71.67,7,,$61.96,9.78%,,,,$61.74,-0.36%,$0.00,-100.00%,$0.00,-100.00%,BHRB,NASDAQ:BHRB,0.018
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$39.68,39.15%,,,,$40.28,1.51%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK,0.052
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$93.99,-3.44%,,,,$93.31,-0.72%,$0.00,-100.00%,$0.00,-100.00%,BJ,NYSE:BJ,0.127
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$10.21,-9.89%,,,,$8.09,-20.76%,-$3.80,-137.24%,-$0.17,-101.68%,BKD,NYSE:BKD,-0.207
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$47.48,-13.75%,,,,$45.27,-4.65%,$63.10,32.89%,$78.71,65.78%,BKR,NASDAQ:BKR,-0.910
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$418.01,11.94%,,,,$407.21,-2.58%,$862.25,106.28%,$969.39,131.91%,BLD,NYSE:BLD,-0.171
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,2.75,$2.95,-25.42%,-25.42%,$2.20,$3.68,$3.26,10.51%,$0.00,-100.00%,$0.00,-100.00%,BLDP,NASDAQ:BLDP,-0.010
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,054.26",-2.49%,,,,"$1,046.27",-0.76%,$951.83,-9.72%,"$1,062.40",0.77%,BLK,NYSE:BLK,-0.697
NASDAQ:BLKB,2 Oct 2025,$75.49,3,$76.00,3,,$60.22,25.36%,,,,$54.70,-9.17%,$169.50,181.47%,$179.96,198.84%,BLKB,NASDAQ:BLKB,-0.886
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,3,$1.42,111.27%,111.27%,$3.00,$3.36,$1.36,-4.23%,-$0.78,-154.62%,-$0.48,-133.81%,BLNK,NASDAQ:BLNK,-0.315
NYSE:BMI,5 May 2025,$169.72,3,,6,,$177.80,-4.55%,,,,$183.86,3.41%,$298.92,68.12%,$319.81,79.87%,BMI,NYSE:BMI,-0.233
NASDAQ:BMRC,2 Oct 2025,$25.75,3,$27.00,4,,$26.09,-1.30%,,,,$25.80,-1.11%,-$152.60,-684.90%,-$150.78,-677.94%,BMRC,NASDAQ:BMRC,-0.036
NYSE:BN,26 Aug 2024,$55.96,2,,,,$43.44,28.83%,,,,$43.82,0.87%,$0.00,-100.00%,$0.00,-100.00%,BN,NYSE:BN,-0.808
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$66.65,-16.97%,,,,$64.25,-3.60%,$0.00,-100.00%,$0.00,-100.00%,BNS,NYSE:BNS,-0.822
NYSE:BOH,2 Oct 2025,$69.24,3,$70.60,5,,$65.99,4.93%,,,,$63.57,-3.67%,-$441.61,-769.20%,-$433.56,-757.02%,BOH,NYSE:BOH,-0.636
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,,$107.05,2.85%,,,,$105.79,-1.18%,$181.65,69.69%,$175.59,64.03%,BOKF,NASDAQ:BOKF,-0.412
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$5.87,87.02%,,,,$5.91,0.68%,$40.60,591.69%,$70.82,1106.47%,BOOM,NASDAQ:BOOM,-0.463
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$27.32,6.19%,,,,$24.83,-9.11%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW,-0.555
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$35.97,9.54%,,,,$36.08,0.31%,$67.45,87.52%,$161.67,349.44%,BP,NYSE:BP,-0.284
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS,-1.000
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.47,43.90%,,,,$3.21,-7.49%,$2.83,-18.57%,$75.81,2084.62%,BRY,NASDAQ:BRY,-0.770
NYSE:BSAC,6 Oct 2025,$25.30,3,,,,$28.89,-12.43%,,,,$28.87,-0.07%,"-$130,519.80",-451881.93%,"-$130,527.04",-451906.99%,BSAC,NYSE:BSAC,-0.615
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,,$6.35,-9.29%,,,,$5.98,-5.83%,$27.50,333.08%,$24.68,288.67%,BSBR,NYSE:BSBR,-0.288
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$41.59,6.02%,,,,,-100.00%,-$2.00,-104.81%,-$2.00,-104.81%,BSVN,NASDAQ:BSVN,-2.000
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,2.75,$2.65,19.20%,19.20%,$3.16,$7.00,$2.89,9.06%,$0.00,-100.00%,$0.00,-100.00%,BTCS,NASDAQ:BTCS,-0.371
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$10.40,-1.45%,,,,$19.85,90.87%,$0.00,-100.00%,$0.00,-100.00%,BTDR,NASDAQ:BTDR,-0.504
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$53.73,-0.06%,,,,$55.58,3.44%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI,0.042
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.26,118.08%,,,,,-100.00%,-$2.00,-869.23%,-$2.00,-869.23%,BTOG,NASDAQ:BTOG,-2.000
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$8.77,107.09%,,,,,-100.00%,-$2.00,-122.81%,-$2.00,-122.81%,BULL,NASDAQ:BULL,-2.000
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,2,$8.59,49.94%,49.94%,$12.88,$21.32,$8.67,0.93%,$25.58,197.75%,$25.53,197.25%,BUR,NYSE:BUR,-0.680
