Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$4.54,54.05%,,,,$4.35,-4.19%,$0.00,-100.00%,$0.00,-100.00%,AMPY,NYSE:AMPY
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,$26.58,8.01%,,,,$26.60,0.08%,$0.00,-100.00%,$0.00,-100.00%,AMRK,NASDAQ:AMRK
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,2,$59.23,-31.35%,-31.35%,$40.66,$40.66,$62.84,6.09%,$0.00,-100.00%,$0.00,-100.00%,AMSC,NASDAQ:AMSC
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$40.08,14.74%,,,,$39.13,-2.37%,$126.86,216.52%,$127.63,218.44%,AMSF,NASDAQ:AMSF
NYSE:AMTB,21 Oct 2025,$20.27,3,$24.00,4,2.5,$16.77,20.85%,20.85%,$20.27,$24.00,$17.45,4.05%,$0.00,-100.00%,$0.00,-100.00%,AMTB,NYSE:AMTB
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$2.13,49.58%,,,,$2.24,5.16%,$0.00,-100.00%,$0.00,-100.00%,AMTX,NASDAQ:AMTX
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$63.73,35.94%,,,,$62.97,-1.19%,$0.00,-100.00%,$0.00,-100.00%,AMWD,NASDAQ:AMWD
NYSE:AMX,15 May 2025,$18.21,3,,3,,$22.77,-20.03%,,,,$22.63,-0.61%,$602.46,2545.86%,"$1,549.99",6707.16%,AMX,NYSE:AMX
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$72.55,63.20%,,,,$70.98,-2.16%,$0.00,-100.00%,$0.00,-100.00%,ANF,NYSE:ANF
NYSE:AON,29 Aug 2025,$347.01,2,,,,$340.68,1.86%,,,,$337.07,-1.06%,$333.55,-2.09%,$374.52,9.93%,AON,NYSE:AON
NYSE:AOS,28 Oct 2025,$78.25,4,$83.60,4,3,$65.99,18.58%,18.58%,$78.25,$83.60,$69.55,5.39%,$155.92,136.29%,$165.44,150.70%,AOS,NYSE:AOS
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$22.65,25.76%,,,,$22.20,-1.99%,$0.00,-100.00%,$0.00,-100.00%,APA,NASDAQ:APA
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$242.59,22.14%,,,,$247.99,2.23%,$0.00,-100.00%,$0.00,-100.00%,APD,NYSE:APD
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,3,$33.49,3.08%,3.08%,$34.52,$34.52,$37.66,12.45%,$0.00,-100.00%,$0.00,-100.00%,APEI,NASDAQ:APEI
NYSE:APH,16 Sep 2023,$81.57,2,,,,$139.34,-41.46%,,,,$144.09,3.41%,$198.09,42.16%,$210.95,51.39%,APH,NYSE:APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.55,-14.23%,,,,$3.54,-0.28%,$0.00,-100.00%,$0.00,-100.00%,API,NASDAQ:API
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$36.61,81.34%,,,,$35.76,-2.32%,$97.22,165.56%,$120.41,228.89%,APOG,NASDAQ:APOG
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$5.58,10.10%,,,,$5.54,-0.72%,$0.00,-100.00%,$0.00,-100.00%,AQN,NYSE:AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,,$30.91,1.28%,,,,$29.83,-3.49%,$48.57,57.13%,$74.73,141.76%,AR,NYSE:AR
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.17,43.75%,,,,$7.17,0.00%,$0.00,-100.00%,$0.00,-100.00%,ARCO,NYSE:ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$10.02,30.01%,,,,$9.40,-6.19%,$0.00,-100.00%,$0.00,-100.00%,ARHS,NASDAQ:ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.41,47.50%,,,,$4.29,-2.72%,$0.00,-100.00%,$0.00,-100.00%,ARKO,NASDAQ:ARKO
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$27.89,74.51%,,,,$27.44,-1.61%,$0.00,-100.00%,$0.00,-100.00%,AROW,NASDAQ:AROW
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$24.77,-4.97%,,,,$25.61,3.39%,$0.00,-100.00%,$0.00,-100.00%,ASB,NYSE:ASB
NYSE:ASH,14 May 2025,$83.18,3,,4,,$48.90,70.11%,,,,$48.53,-0.76%,$0.00,-100.00%,$0.00,-100.00%,ASH,NYSE:ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,059.23",-17.75%,,,,"$1,090.96",3.00%,"$1,089.79",2.89%,"$1,140.50",7.67%,ASML,NASDAQ:ASML
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$302.34,14.09%,,,,$301.61,-0.24%,$648.05,114.35%,$776.14,156.71%,ASR,NYSE:ASR
NYSE:ATGE,15 Oct 2025,$131.23,2,,,2,$98.02,33.88%,33.88%,$131.23,$131.23,$138.28,41.07%,$280.38,186.04%,$318.13,224.56%,ATGE,NYSE:ATGE
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$98.97,-36.34%,,,,$97.09,-1.90%,$187.24,89.19%,$209.77,111.95%,ATI,NYSE:ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,,$68.00,-56.25%,,,,$69.00,1.47%,$0.00,-100.00%,$0.00,-100.00%,AU,NYSE:AU
NYSE:AUB,27 Oct 2025,$42.81,5,$40.75,8,4.5,$32.52,25.31%,25.31%,$40.75,$42.81,$33.72,3.69%,$0.00,-100.00%,$0.00,-100.00%,AUB,NYSE:AUB
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$173.92,24.78%,,,,$179.71,3.33%,$0.00,-100.00%,$0.00,-100.00%,AVB,NYSE:AVB
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$48.45,25.57%,,,,$48.28,-0.35%,$42.69,-11.88%,$49.42,2.01%,AVT,NASDAQ:AVT
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,3.25,$18.03,-17.11%,-17.11%,$14.94,$33.56,$27.75,53.91%,$0.00,-100.00%,$0.00,-100.00%,AVTX,NASDAQ:AVTX
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$174.89,6.65%,,,,$174.15,-0.42%,$226.87,29.72%,$270.67,54.77%,AVY,NYSE:AVY
NYSE:AX,21 Oct 2025,$78.18,3,$102.75,7,3.25,$77.98,0.26%,0.26%,$78.18,$102.75,$80.31,2.99%,-$167.20,-314.41%,-$156.74,-301.00%,AX,NYSE:AX
NYSE:B,24 Oct 2025,$29.72,2,,,2,$32.80,-9.39%,-9.39%,$29.72,$29.72,$34.06,3.84%,$0.00,-100.00%,$0.00,-100.00%,B,NYSE:B
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$201.02,-10.80%,,,,$206.73,2.84%,$29.23,-85.46%,$76.05,-62.17%,BA,NYSE:BA
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$170.43,-21.58%,,,,$169.44,-0.58%,$0.00,-100.00%,$0.00,-100.00%,BABA,NYSE:BABA
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$53.45,-15.46%,,,,$53.46,0.02%,-$52.93,-199.02%,-$48.80,-191.30%,BAC,NYSE:BAC
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$47.00,44.64%,,,,$46.83,-0.36%,$0.00,-100.00%,$0.00,-100.00%,BALL,NYSE:BALL
NYSE:BANC,21 Oct 2025,$19.54,4,$19.43,4,3,$16.97,14.50%,14.50%,$19.43,$19.54,$17.55,3.42%,$0.00,-100.00%,$0.00,-100.00%,BANC,NYSE:BANC
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,2.5,$108.86,1.01%,1.01%,$109.96,$120.00,$111.37,2.31%,$93.37,-14.23%,$103.12,-5.27%,BANF,NASDAQ:BANF
NASDAQ:BANR,21 Oct 2025,$63.31,3,$71.25,3,2.25,$60.39,4.83%,4.83%,$63.31,$71.25,$61.74,2.24%,$0.00,-100.00%,$0.00,-100.00%,BANR,NASDAQ:BANR
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.88,-30.78%,,,,$5.01,2.66%,$4.35,-10.94%,$4.83,-1.02%,BB,NYSE:BB
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.38,-13.34%,,,,$3.46,2.37%,$0.00,-100.00%,$0.00,-100.00%,BBD,NYSE:BBD
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$20.13,-14.54%,,,,$20.08,-0.25%,$0.00,-100.00%,$0.00,-100.00%,BBVA,NYSE:BBVA
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$54.22,-23.75%,,,,$53.46,-1.40%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$24.48,100.00%,,,,$22.82,-6.78%,$0.00,-100.00%,$0.00,-100.00%,BBWI,NYSE:BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$82.14,7.11%,,,,$81.86,-0.34%,$0.00,-100.00%,$0.00,-100.00%,BBY,NYSE:BBY
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$18.49,0.97%,,,,$19.00,2.76%,$0.00,-100.00%,$0.00,-100.00%,BCAL,NASDAQ:BCAL
NYSE:BCH,6 Oct 2025,$28.46,3,,,3,$34.91,-18.48%,-18.48%,$28.46,$28.46,$35.66,2.15%,$0.00,-100.00%,$0.00,-100.00%,BCH,NYSE:BCH
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$21.49,-19.77%,,,,$21.58,0.42%,$8.97,-58.28%,$8.97,-58.28%,BCS,NYSE:BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$14.07,17.31%,,,,$13.84,-1.63%,$0.00,-100.00%,$0.00,-100.00%,BCSF,NYSE:BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$153.99,-47.56%,,,,$150.42,-2.32%,$255.49,65.91%,$299.23,94.32%,BELFB,NASDAQ:BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$109.23,9.81%,,,,$99.68,-8.74%,$162.44,48.71%,$195.54,79.01%,BFAM,NYSE:BFAM
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,3.25,$122.12,-3.82%,-3.82%,$117.45,$137.00,$131.55,7.72%,$0.00,-100.00%,$0.00,-100.00%,BFC,NASDAQ:BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$11.05,-4.57%,,,,,-100.00%,-$2.00,-118.10%,-$2.00,-118.10%,BFIN,NASDAQ:BFIN
NYSE:BFS,28 Oct 2025,$40.16,5,,6,4,$29.61,35.63%,35.63%,$40.16,$40.16,$44.87,51.54%,$0.00,-100.00%,$0.00,-100.00%,BFS,NYSE:BFS
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,2,$24.52,2.96%,2.96%,$25.25,$30.00,$24.63,0.45%,-$128.98,-626.01%,-$125.58,-612.14%,BFST,NASDAQ:BFST
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,1,$29.33,0.14%,0.14%,$29.37,$29.37,$30.37,3.55%,$0.00,-100.00%,$0.00,-100.00%,BHB,NYSEAMERICAN:BHB
NYSE:BHP,24 Oct 2025,$54.73,3,,,3,$57.05,-4.07%,-4.07%,$54.73,$54.73,$59.13,3.65%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP
NASDAQ:BHRB,2 Oct 2025,$68.02,3,$71.67,7,,$58.86,15.56%,,,,$61.55,4.57%,$0.00,-100.00%,$0.00,-100.00%,BHRB,NASDAQ:BHRB
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$39.91,38.35%,,,,$39.88,-0.08%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$88.26,2.83%,,,,$88.11,-0.17%,$0.00,-100.00%,$0.00,-100.00%,BJ,NYSE:BJ
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$9.27,-0.75%,,,,$9.17,-1.08%,$0.00,-100.00%,$0.00,-100.00%,BKD,NYSE:BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$48.41,-15.41%,,,,$47.30,-2.29%,$63.64,31.46%,$79.25,63.71%,BKR,NASDAQ:BKR
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$422.48,10.76%,,,,$418.71,-0.89%,$0.00,-100.00%,$0.00,-100.00%,BLD,NYSE:BLD
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,2.75,$3.57,-38.38%,-38.38%,$2.20,$3.68,$3.70,3.64%,$0.00,-100.00%,$0.00,-100.00%,BLDP,NASDAQ:BLDP
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,082.81",-5.07%,,,,"$1,071.89",-1.01%,$0.00,-100.00%,$0.00,-100.00%,BLK,NYSE:BLK
NASDAQ:BLKB,2 Oct 2025,$75.49,3,$76.00,3,,$64.04,17.88%,,,,$62.08,-3.06%,$158.95,148.21%,$184.02,187.35%,BLKB,NASDAQ:BLKB
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,3.5,$1.70,76.47%,76.47%,$3.00,$3.36,$2.59,52.35%,$0.00,-100.00%,$0.00,-100.00%,BLNK,NASDAQ:BLNK
NYSE:BMI,5 May 2025,$169.72,3,,6,,$180.45,-5.95%,,,,$179.46,-0.55%,$291.50,61.54%,$312.39,73.12%,BMI,NYSE:BMI
NASDAQ:BMRC,2 Oct 2025,$25.75,3,$27.00,4,,$25.75,0.00%,,,,$26.81,4.12%,-$153.24,-695.11%,-$151.42,-688.05%,BMRC,NASDAQ:BMRC
NYSE:BN,26 Aug 2024,$55.96,2,,,,$46.05,21.52%,,,,$45.67,-0.83%,$0.00,-100.00%,$0.00,-100.00%,BN,NYSE:BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$65.60,-15.64%,,,,$66.93,2.03%,$0.00,-100.00%,$0.00,-100.00%,BNS,NYSE:BNS
NYSE:BOH,2 Oct 2025,$69.24,3,$70.60,5,,$64.93,6.64%,,,,$64.14,-1.22%,-$442.35,-781.27%,-$434.30,-768.88%,BOH,NYSE:BOH
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,3,$104.58,5.28%,5.28%,$110.10,$110.10,$107.02,2.33%,$178.16,70.36%,$172.10,64.57%,BOKF,NASDAQ:BOKF
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$8.06,36.20%,,,,$7.84,-2.73%,$0.00,-100.00%,$0.00,-100.00%,BOOM,NASDAQ:BOOM
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$23.96,21.08%,,,,$23.83,-0.54%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$35.13,12.16%,,,,$35.73,1.71%,$0.00,-100.00%,$0.00,-100.00%,BP,NYSE:BP
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.37,48.17%,,,,$3.28,-2.67%,$0.00,-100.00%,$0.00,-100.00%,BRY,NASDAQ:BRY
NYSE:BSAC,6 Oct 2025,$25.30,3,,,3,$28.70,-11.85%,-11.85%,$25.30,$25.30,$28.65,-0.17%,"-$130,520.80",-454876.31%,"-$130,528.04",-454901.53%,BSAC,NYSE:BSAC
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,2.75,$5.79,-0.52%,-0.52%,$5.76,$5.76,$5.82,0.52%,$27.24,370.48%,$24.42,321.78%,BSBR,NYSE:BSBR
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$41.51,6.22%,,,,,-100.00%,-$2.00,-104.82%,-$2.00,-104.82%,BSVN,NASDAQ:BSVN
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,3.25,$3.73,-15.32%,-15.32%,$3.16,$7.00,$5.63,50.94%,$0.00,-100.00%,$0.00,-100.00%,BTCS,NASDAQ:BTCS
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$22.20,-53.83%,,,,$23.89,7.61%,$0.00,-100.00%,$0.00,-100.00%,BTDR,NASDAQ:BTDR
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$51.19,4.90%,,,,$51.48,0.57%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.36,57.50%,,,,,-100.00%,-$2.00,-655.56%,-$2.00,-655.56%,BTOG,NASDAQ:BTOG
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$10.82,67.86%,,,,,-100.00%,-$2.00,-118.48%,-$2.00,-118.48%,BULL,NASDAQ:BULL
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,2.5,$9.95,29.45%,29.45%,$12.88,$21.32,$10.53,5.83%,$0.00,-100.00%,$0.00,-100.00%,BUR,NYSE:BUR
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$273.59,-26.97%,,,,$281.93,3.05%,$0.00,-100.00%,$0.00,-100.00%,BURL,NYSE:BURL
NASDAQ:BUSE,14 Oct 2025,$26.69,4,$28.25,5,3.25,$22.36,19.36%,19.36%,$26.69,$28.25,$23.06,3.13%,$0.00,-100.00%,$0.00,-100.00%,BUSE,NASDAQ:BUSE
NASDAQ:BVFL,29 Oct 2025,$15.68,3,,4,2.5,$16.30,-3.80%,-3.80%,$15.68,$15.68,$24.69,51.47%,$0.00,-100.00%,$0.00,-100.00%,BVFL,NASDAQ:BVFL
NASDAQ:BWFG,9 Oct 2025,$39.87,3,,,3,$43.35,-8.03%,-8.03%,$39.87,$39.87,$42.99,-0.83%,$0.00,-100.00%,$0.00,-100.00%,BWFG,NASDAQ:BWFG
NYSE:BXSL,19 Aug 2025,$31.13,3,,7,,$26.44,17.75%,,,,$26.27,-0.64%,$0.00,-100.00%,$0.00,-100.00%,BXSL,NYSE:BXSL
