Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$47.68,40.10%,,,,$46.79,-1.87%,$65.85,38.10%,$108.60,127.76%,AIN,NYSE:AIN,-0.654
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$3.53,41.64%,,,,$3.40,-3.68%,$4.49,27.13%,$4.15,17.56%,AIRS,NASDAQ:AIRS,-0.165
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$228.16,-2.78%,,,,$227.32,-0.37%,$478.07,109.53%,$568.66,149.24%,AIZ,NYSE:AIZ,-0.431
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.93,-21.99%,,,,$63.78,-0.23%,-$213.37,-433.75%,-$82.74,-229.42%,AL,NYSE:AL,-0.491
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$79.31,2.70%,,,,$79.25,-0.08%,$139.36,75.71%,$188.75,137.99%,ALC,NYSE:ALC,-0.380
NYSE:ALEX,18 Nov 2025,$16.62,4,$21.00,5,3.75,$15.63,6.31%,6.31%,$16.62,$21.00,$23.54,50.61%,$21.45,37.21%,$14.98,-4.16%,ALEX,NYSE:ALEX,1.000
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.31,170.17%,,,,$2.28,-1.30%,$1.15,-50.26%,$12.01,419.99%,ALIT,NYSE:ALIT,-0.557
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$212.98,-14.20%,,,,$212.96,-0.01%,$720.31,238.20%,$840.76,294.76%,ALL,NYSE:ALL,-0.409
NYSE:ALLE,24 Oct 2025,$165.38,3,,,,$166.03,-0.39%,,,,$169.94,2.35%,$313.95,89.09%,$344.84,107.70%,ALLE,NYSE:ALLE,0.143
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$41.30,0.56%,,,,$40.67,-1.53%,-$447.84,-1184.36%,-$482.96,-1269.40%,ALLY,NYSE:ALLY,-0.663
NASDAQ:ALRS,27 Oct 2025,$24.54,3,$25.63,7,,$21.54,13.92%,,,,$21.52,-0.09%,-$88.68,-511.72%,-$76.01,-452.88%,ALRS,NASDAQ:ALRS,-0.523
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$88.66,10.69%,,,,$87.06,-1.80%,$217.83,145.69%,$246.68,178.23%,ALSN,NYSE:ALSN,-0.438
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,,$5.26,-34.08%,,,,$4.92,-6.46%,$3.61,-31.33%,$3.63,-31.05%,ALT,NASDAQ:ALT,-0.920
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$1.87,185.03%,,,,$1.80,-3.74%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,-0.641
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$5.10,69.84%,,,,$5.11,0.20%,$6.09,19.46%,$8.03,57.54%,ALVO,NASDAQ:ALVO,-0.351
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$29.35,4.43%,,,,$29.56,0.72%,-$137.80,-569.50%,-$136.90,-566.45%,AMAL,NASDAQ:AMAL,-0.129
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,#N/A,#N/A,,,,$8.91,#N/A,$193.39,#N/A,$202.71,#N/A,AMBC,NYSE:AMBC,-0.303
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.75,37.04%,,,,$3.48,-7.20%,$2.19,-41.72%,$10.23,172.73%,AMBP,NYSE:AMBP,-0.987
NYSE:AMCR,28 Nov 2025,$11.22,3,$10.82,7,2.5,$8.52,27.00%,27.00%,$10.82,$11.22,$8.13,-4.58%,$4.65,-45.42%,$1.50,-82.44%,AMCR,NYSE:AMCR,-0.932
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$5.50,27.16%,,,,$5.21,-5.27%,$21.39,288.97%,$22.00,300.01%,AMPY,NYSE:AMPY,-0.485
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,$28.71,-0.01%,,,,$29.28,1.99%,$200.33,597.77%,$211.70,637.38%,AMRK,NASDAQ:AMRK,0.113
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,,$31.09,30.78%,,,,$30.69,-1.29%,$39.06,25.64%,$41.03,31.98%,AMSC,NASDAQ:AMSC,-0.363
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$40.80,12.71%,,,,$40.99,0.47%,$31.78,-22.10%,$32.57,-20.17%,AMSF,NASDAQ:AMSF,-0.093
NYSE:AMTB,19 Nov 2025,$19.34,3,$21.00,4,2.5,$18.81,2.82%,2.82%,$19.34,$21.00,$18.98,0.90%,-$172.72,-1018.22%,-$171.20,-1010.14%,AMTB,NYSE:AMTB,-0.089
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$1.73,84.16%,,,,$1.69,-2.31%,$2.02,16.58%,-$6.87,-497.31%,AMTX,NASDAQ:AMTX,-0.631
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$55.13,57.14%,,,,$54.27,-1.56%,$50.81,-7.83%,$264.18,379.19%,AMWD,NASDAQ:AMWD,-0.565
NYSE:AMX,15 May 2025,$18.21,3,,3,,$23.08,-21.10%,,,,$21.93,-4.98%,$74.44,222.53%,$154.14,567.87%,AMX,NYSE:AMX,-0.954
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$97.87,20.98%,,,,$95.15,-2.78%,$275.19,181.18%,$337.37,244.71%,ANF,NYSE:ANF,-0.442
NYSE:AON,29 Aug 2025,$347.01,2,,,,$353.92,-1.95%,,,,$364.03,2.86%,$348.60,-1.50%,$390.14,10.23%,AON,NYSE:AON,0.281
NYSE:AOS,28 Nov 2025,$74.18,4,$78.38,6,3.25,$65.98,12.43%,12.43%,$74.18,$78.38,$66.44,0.70%,$154.90,134.77%,$164.53,149.37%,AOS,NYSE:AOS,-0.258
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$24.97,14.08%,,,,$24.40,-2.28%,$70.27,181.42%,$84.34,237.76%,APA,NASDAQ:APA,-0.564
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$261.05,13.50%,,,,$257.02,-1.54%,$129.37,-50.44%,$177.95,-31.83%,APD,NYSE:APD,-0.516
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,,$34.82,-0.86%,,,,$34.76,-0.17%,$79.78,129.11%,$92.90,166.81%,APEI,NASDAQ:APEI,-0.144
NYSE:APH,16 Sep 2023,$81.57,2,,,,$140.90,-42.11%,,,,$139.53,-0.97%,$198.87,41.14%,$211.99,50.46%,APH,NYSE:APH,-0.071
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.61,-15.65%,,,,$3.54,-1.94%,$4.39,21.74%,$6.69,85.25%,API,NASDAQ:API,-0.404
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$36.41,82.34%,,,,$36.03,-1.04%,$97.97,169.09%,$121.39,233.40%,APOG,NASDAQ:APOG,-0.541
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$6.16,-0.27%,,,,$6.01,-2.44%,-$4.17,-167.63%,-$2.10,-134.14%,AQN,NYSE:AQN,-0.705
NYSE:AR,20 Aug 2025,$31.31,3,,,,$36.43,-14.06%,,,,$35.33,-3.02%,$53.99,48.21%,$80.40,120.69%,AR,NYSE:AR,-0.425
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.59,35.80%,,,,$7.10,-6.46%,$1.77,-76.74%,$29.91,294.02%,ARCO,NYSE:ARCO,-0.752
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$10.34,25.99%,,,,$9.81,-5.13%,$16.29,57.55%,$32.92,218.39%,ARHS,NASDAQ:ARHS,-0.487
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.76,36.65%,,,,$4.68,-1.68%,-$12.55,-363.61%,-$0.33,-106.89%,ARKO,NASDAQ:ARKO,-0.267
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$30.15,61.43%,,,,$29.77,-1.26%,-$166.92,-653.63%,-$163.11,-640.99%,AROW,NASDAQ:AROW,-0.319
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$26.29,-10.46%,,,,$26.32,0.11%,-$169.63,-745.24%,-$163.20,-720.75%,ASB,NYSE:ASB,-0.337
NYSE:ASH,14 May 2025,$83.18,3,,4,,$52.90,57.25%,,,,$51.29,-3.04%,$91.08,72.18%,$181.79,243.64%,ASH,NYSE:ASH,-0.592
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,060.00",-17.81%,,,,"$1,040.35",-1.85%,"$1,089.82",2.81%,"$1,149.49",8.44%,ASML,NASDAQ:ASML,-0.329
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$301.95,14.23%,,,,$292.06,-3.28%,$334.04,10.63%,$350.93,16.22%,ASR,NYSE:ASR,-0.881
NYSE:ATGE,15 Oct 2025,$131.23,2,,,,$92.56,41.78%,,,,$95.29,2.95%,$175.89,90.02%,$200.73,116.86%,ATGE,NYSE:ATGE,0.049
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$100.80,-37.50%,,,,$101.01,0.21%,$161.62,60.34%,$184.60,83.13%,ATI,NYSE:ATI,-0.143
NYSE:AU,20 Aug 2025,$29.75,2,,,,$85.68,-65.28%,,,,$84.44,-1.45%,$224.74,162.30%,$229.07,167.35%,AU,NYSE:AU,-0.123
NYSE:AUB,28 Nov 2025,$39.00,4,$41.70,7,3.5,$33.83,15.28%,15.28%,$39.00,$41.70,$34.96,3.34%,-$133.53,-494.70%,-$129.54,-482.91%,AUB,NYSE:AUB,0.009
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$181.94,19.28%,,,,$185.48,1.95%,$219.59,20.70%,$285.87,57.12%,AVB,NYSE:AVB,0.027
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$47.51,28.06%,,,,$46.84,-1.41%,$42.75,-10.01%,$49.52,4.23%,AVT,NASDAQ:AVT,-0.568
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,,$19.00,-21.35%,,,,$0.00,-100.00%,$13.00,-31.57%,$13.03,-31.40%,AVTX,NASDAQ:AVTX,-1.000
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$172.37,8.21%,,,,$165.92,-3.74%,$225.60,30.88%,$269.84,56.55%,AVY,NYSE:AVY,-0.855
NYSE:AX,19 Nov 2025,$76.16,3,$103.25,5,2.5,$82.18,-7.33%,-7.33%,$76.16,$103.25,$82.33,0.18%,-$170.59,-307.58%,-$159.92,-294.60%,AX,NYSE:AX,-0.291
NYSE:B,24 Oct 2025,$29.72,2,,,,$41.34,-28.11%,,,,$39.05,-5.54%,$92.57,123.93%,$112.91,173.12%,B,NYSE:B,-0.656
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$189.00,-5.13%,,,,$192.09,1.63%,$15.93,-91.57%,$63.67,-66.31%,BA,NYSE:BA,0.190
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$157.30,-15.03%,,,,$150.29,-4.46%,$169.87,7.99%,$174.85,11.16%,BABA,NYSE:BABA,-0.409
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$53.65,-15.78%,,,,$53.46,-0.35%,-$48.73,-190.84%,-$44.54,-183.01%,BAC,NYSE:BAC,-0.238
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$49.53,37.26%,,,,$47.67,-3.76%,$33.16,-33.04%,$57.80,16.70%,BALL,NYSE:BALL,-0.879
NYSE:BANC,19 Nov 2025,$18.77,3,$20.69,3,2.5,$18.44,1.79%,1.79%,$18.77,$20.69,$18.79,1.90%,-$134.26,-828.10%,-$121.90,-761.08%,BANC,NYSE:BANC,0.016
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,,$110.84,-0.79%,,,,$108.88,-1.77%,-$0.25,-100.23%,$12.19,-89.00%,BANF,NASDAQ:BANF,-0.053
NASDAQ:BANR,19 Nov 2025,$63.81,3,$71.50,3,2.25,$62.81,1.59%,1.59%,$63.81,$71.50,$63.30,0.78%,-$217.77,-446.71%,-$225.11,-458.41%,BANR,NASDAQ:BANR,-0.165
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.08,-17.21%,,,,$3.97,-2.70%,$3.55,-13.04%,$4.04,-1.10%,BB,NYSE:BB,-0.812
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.70,-20.84%,,,,$3.61,-2.43%,-$22.09,-697.01%,-$62.25,-1782.51%,BBD,NYSE:BBD,-0.818
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$21.55,-20.17%,,,,$21.49,-0.28%,$98.29,356.11%,$103.99,382.54%,BBVA,NYSE:BBVA,-0.449
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$53.10,-22.15%,,,,$51.17,-3.63%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW,-0.464
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$17.41,181.22%,,,,$16.99,-2.41%,$86.95,399.45%,$9.56,-45.09%,BBWI,NYSE:BBWI,-0.417
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$79.28,10.97%,,,,$79.31,0.04%,$151.06,90.54%,$165.41,108.64%,BBY,NYSE:BBY,-0.364
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$19.41,-3.81%,,,,$19.47,0.31%,-$52.25,-369.19%,-$49.28,-353.89%,BCAL,NASDAQ:BCAL,-0.201
NYSE:BCH,19 Nov 2025,$33.72,2,,,1.75,$37.78,-10.75%,-10.75%,$33.72,$33.72,$37.46,-0.85%,$16.34,-56.76%,$3.84,-89.83%,BCH,NYSE:BCH,-0.558
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$22.79,-24.34%,,,,$22.92,0.57%,-$20.73,-190.97%,-$20.73,-190.97%,BCS,NYSE:BCS,-0.250
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$14.33,15.18%,,,,$13.96,-2.58%,$2.21,-84.61%,$1.62,-88.72%,BCSF,NYSE:BCSF,-0.755
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$154.03,-47.57%,,,,$162.16,5.28%,$258.28,67.68%,$302.92,96.67%,BELFB,NASDAQ:BELFB,0.063
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$102.76,16.72%,,,,$100.62,-2.08%,$158.21,53.96%,$192.14,86.98%,BFAM,NYSE:BFAM,-0.782
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,,$124.73,-5.83%,,,,$125.57,0.67%,-$153.77,-223.28%,-$139.73,-212.02%,BFC,NASDAQ:BFC,-0.240
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$11.76,-10.33%,,,,,-100.00%,-$2.00,-117.01%,-$2.00,-117.01%,BFIN,NASDAQ:BFIN,-2.000
NYSE:BFS,28 Oct 2025,$40.16,5,,6,,$31.10,29.13%,,,,$30.15,-3.05%,-$20.15,-164.80%,$4.52,-85.47%,BFS,NYSE:BFS,-0.883
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,,$26.02,-2.97%,,,,$26.44,1.61%,-$123.34,-574.02%,-$119.87,-560.70%,BFST,NASDAQ:BFST,-0.023
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,,$29.84,-1.58%,,,,$29.76,-0.27%,-$177.78,-695.79%,-$173.02,-679.84%,BHB,NYSEAMERICAN:BHB,-0.334
NYSE:BHP,24 Oct 2025,$54.73,3,,,,$54.73,0.00%,,,,$55.80,1.96%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP,0.036
NASDAQ:BHRB,19 Nov 2025,$66.02,3,$72.00,5,2.5,$65.24,1.20%,1.20%,$66.02,$72.00,$65.23,-0.02%,-$236.61,-462.68%,-$211.14,-423.63%,BHRB,NASDAQ:BHRB,-0.144
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$43.33,27.43%,,,,$43.71,0.88%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK,-0.198
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$89.23,1.71%,,,,$90.01,0.87%,$92.76,3.96%,$91.21,2.22%,BJ,NYSE:BJ,-0.131
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$11.13,-17.34%,,,,$11.07,-0.54%,-$8.43,-175.77%,$10.57,-5.03%,BKD,NYSE:BKD,-0.284
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$50.20,-18.43%,,,,$48.81,-2.77%,$65.24,29.96%,$81.07,61.50%,BKR,NASDAQ:BKR,-0.739
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$452.50,3.41%,,,,$469.84,3.83%,$905.73,100.16%,"$1,015.00",124.31%,BLD,NYSE:BLD,0.165
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,,$2.84,-22.54%,,,,$2.73,-3.87%,$3.11,9.48%,$3.20,12.60%,BLDP,NASDAQ:BLDP,-0.759
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,047.30",-1.85%,,,,"$1,031.53",-1.51%,$916.36,-12.50%,"$1,028.65",-1.78%,BLK,NYSE:BLK,-0.423
NASDAQ:BLKB,19 Nov 2025,$76.27,3,$75.00,4,2.25,$56.38,33.03%,33.03%,$75.00,$76.27,$55.88,-0.89%,$208.98,270.66%,$220.06,290.31%,BLKB,NASDAQ:BLKB,-0.441
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,,$1.31,129.01%,,,,$1.27,-3.05%,-$0.94,-171.82%,-$0.65,-149.68%,BLNK,NASDAQ:BLNK,-0.805
NYSE:BMI,5 May 2025,$169.72,3,,6,,$178.54,-4.94%,,,,$175.56,-1.67%,$291.72,63.39%,$313.02,75.32%,BMI,NYSE:BMI,-0.525
NASDAQ:BMRC,19 Nov 2025,$27.20,3,$29.50,7,3,$27.06,0.52%,0.52%,$27.20,$29.50,$27.18,0.44%,-$143.30,-629.55%,-$141.85,-624.22%,BMRC,NASDAQ:BMRC,-0.105
NYSE:BN,26 Aug 2024,$55.96,2,,,,$47.00,19.07%,,,,$45.00,-4.26%,-$91.73,-295.17%,-$69.67,-248.24%,BN,NYSE:BN,-0.852
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$69.29,-20.14%,,,,$67.99,-1.88%,$0.00,-100.00%,$0.00,-100.00%,BNS,NYSE:BNS,-0.751
NYSE:BOH,18 Nov 2025,$69.04,3,$73.00,5,3.25,$65.54,5.34%,5.34%,$69.04,$73.00,$99.19,51.34%,-$441.57,-773.74%,-$433.45,-761.35%,BOH,NYSE:BOH,1.000
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,,$112.62,-2.24%,,,,$113.72,0.98%,$211.84,88.10%,$242.51,115.33%,BOKF,NASDAQ:BOKF,-0.137
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$6.21,76.78%,,,,$5.96,-4.03%,$49.37,695.03%,$80.17,1191.05%,BOOM,NASDAQ:BOOM,-0.407
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$27.85,4.17%,,,,$27.67,-0.65%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW,-0.504
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$36.10,9.15%,,,,$36.80,1.94%,$68.39,89.45%,$164.09,354.55%,BP,NYSE:BP,0.044
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS,-1.000
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.39,47.29%,,,,$3.26,-3.83%,$3.36,-0.92%,$77.42,2183.71%,BRY,NASDAQ:BRY,-0.444
NYSE:BSAC,19 Nov 2025,$26.95,3,,,2.5,$29.93,-9.96%,-9.96%,$26.95,$26.95,$29.84,-0.30%,-$77.43,-358.71%,-$74.28,-348.18%,BSAC,NYSE:BSAC,-0.389
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,,$6.44,-10.56%,,,,$6.05,-6.06%,$36.33,464.20%,$36.50,466.77%,BSBR,NYSE:BSBR,-0.964
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$41.43,6.43%,,,,,-100.00%,-$2.00,-104.83%,-$2.00,-104.83%,BSVN,NASDAQ:BSVN,-2.000
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,,$3.18,-0.67%,,,,$3.08,-3.14%,$1.51,-52.51%,$1.51,-52.50%,BTCS,NASDAQ:BTCS,-0.703
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$13.38,-23.40%,,,,$11.68,-12.71%,$6.55,-51.06%,$6.30,-52.94%,BTDR,NASDAQ:BTDR,-0.562
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$58.66,-8.46%,,,,$58.83,0.29%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI,-0.037
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.27,110.00%,,,,,-100.00%,-$2.00,-840.74%,-$2.00,-840.74%,BTOG,NASDAQ:BTOG,-2.000
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$9.33,94.66%,,,,$9.24,-0.96%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL,-0.343
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,,$9.57,34.59%,,,,$9.43,-1.46%,$26.71,179.10%,$26.67,178.65%,BUR,NYSE:BUR,-0.500
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$252.23,-20.78%,,,,$248.62,-1.43%,$411.00,62.95%,$433.44,71.84%,BURL,NYSE:BURL,-0.395
