Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$9.70,-48.45%,,,,$8.84,-8.87%,$0.00,-100.00%,$0.00,-100.00%,AIRS,NASDAQ:AIRS
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$217.42,2.02%,,,,$217.74,0.15%,$0.00,-100.00%,$0.00,-100.00%,AIZ,NYSE:AIZ
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.50,-21.46%,,,,$64.14,1.01%,$0.00,-100.00%,$0.00,-100.00%,AL,NYSE:AL
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$72.60,12.19%,,,,$74.38,2.45%,$0.00,-100.00%,$0.00,-100.00%,ALC,NYSE:ALC
NYSE:ALEX,2 Oct 2025,$20.55,4,$21.83,8,4,$16.65,23.40%,23.40%,$20.55,$21.83,$16.70,0.30%,$0.00,-100.00%,$0.00,-100.00%,ALEX,NYSE:ALEX
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$3.10,101.32%,,,,$3.18,2.58%,$0.00,-100.00%,$0.00,-100.00%,ALIT,NYSE:ALIT
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$205.64,-11.14%,,,,$212.03,3.11%,$0.00,-100.00%,$0.00,-100.00%,ALL,NYSE:ALL
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$37.87,9.66%,,,,$38.78,2.40%,$0.00,-100.00%,$0.00,-100.00%,ALLY,NYSE:ALLY
NASDAQ:ALRS,14 Oct 2025,$24.44,3,$25.63,8,3.5,$21.33,14.58%,14.58%,$24.44,$25.63,$22.62,6.05%,$0.00,-100.00%,$0.00,-100.00%,ALRS,NASDAQ:ALRS
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,2.75,$80.71,21.60%,21.60%,$98.14,$99.81,$80.58,-0.16%,$0.00,-100.00%,$0.00,-100.00%,ALSN,NYSE:ALSN
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$2.43,119.34%,,,,$2.38,-2.06%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$7.97,8.68%,,,,$8.02,0.63%,$0.00,-100.00%,$0.00,-100.00%,ALVO,NASDAQ:ALVO
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,1.75,$26.82,14.28%,14.28%,$30.65,$30.65,$28.24,5.29%,$0.00,-100.00%,$0.00,-100.00%,AMAL,NASDAQ:AMAL
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,$8.22,29.94%,,,,$8.21,-0.12%,$0.00,-100.00%,$0.00,-100.00%,AMBC,NYSE:AMBC
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.70,38.89%,,,,$3.68,-0.54%,$0.00,-100.00%,$0.00,-100.00%,AMBP,NYSE:AMBP
NYSE:AMCR,3 Oct 2025,$10.05,5,$10.52,10,5,$7.98,25.94%,25.94%,$10.05,$10.52,$7.99,0.13%,$0.00,-100.00%,$0.00,-100.00%,AMCR,NYSE:AMCR
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$4.60,52.04%,,,,$4.91,6.74%,$0.00,-100.00%,$0.00,-100.00%,AMPY,NYSE:AMPY
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,$27.50,4.39%,,,,$28.65,4.18%,$0.00,-100.00%,$0.00,-100.00%,AMRK,NASDAQ:AMRK
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$41.30,11.35%,,,,$42.44,2.76%,$0.00,-100.00%,$0.00,-100.00%,AMSF,NASDAQ:AMSF
NYSE:AMTB,2 Oct 2025,$21.17,3,$24.00,6,3,$18.56,14.08%,14.08%,$21.17,$24.00,$19.68,6.03%,$0.00,-100.00%,$0.00,-100.00%,AMTB,NYSE:AMTB
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$2.92,9.11%,,,,$2.69,-7.88%,$0.00,-100.00%,$0.00,-100.00%,AMTX,NASDAQ:AMTX
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$64.66,33.98%,,,,$64.94,0.43%,$121.52,87.93%,$183.20,183.33%,AMWD,NASDAQ:AMWD
NYSE:AMX,15 May 2025,$18.21,3,,3,,$21.34,-14.67%,,,,$21.12,-1.03%,$0.00,-100.00%,$0.00,-100.00%,AMX,NYSE:AMX
NYSE:ANF,21 Sep 2025,$118.40,3,,1,1.75,$72.90,62.41%,62.41%,$118.40,$118.40,$77.36,6.12%,$131.44,80.31%,$188.90,159.12%,ANF,NYSE:ANF
NYSE:AON,29 Aug 2025,$347.01,2,,,,$353.36,-1.80%,,,,$355.15,0.51%,$0.00,-100.00%,$0.00,-100.00%,AON,NYSE:AON
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$22.82,24.82%,,,,$23.44,2.72%,$0.00,-100.00%,$0.00,-100.00%,APA,NASDAQ:APA
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$260.86,13.58%,,,,$261.35,0.19%,$0.00,-100.00%,$0.00,-100.00%,APD,NYSE:APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$123.91,-34.17%,,,,$128.19,3.45%,$0.00,-100.00%,$0.00,-100.00%,APH,NYSE:APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.57,-14.71%,,,,$3.61,1.12%,$0.00,-100.00%,$0.00,-100.00%,API,NASDAQ:API
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$38.75,71.33%,,,,$40.75,5.16%,$99.93,157.88%,$123.05,217.54%,APOG,NASDAQ:APOG
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$5.83,5.38%,,,,$5.95,2.06%,$0.00,-100.00%,$0.00,-100.00%,AQN,NYSE:AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,,$32.42,-3.43%,,,,$31.88,-1.67%,$0.00,-100.00%,$0.00,-100.00%,AR,NYSE:AR
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$6.93,48.73%,,,,$7.11,2.60%,$0.00,-100.00%,$0.00,-100.00%,ARCO,NYSE:ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$10.13,28.60%,,,,$10.49,3.55%,$0.00,-100.00%,$0.00,-100.00%,ARHS,NASDAQ:ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$3.89,67.22%,,,,$4.04,3.86%,$0.00,-100.00%,$0.00,-100.00%,ARKO,NASDAQ:ARKO
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,2.5,$26.60,82.97%,82.97%,$48.67,$52.81,$27.81,4.55%,$0.00,-100.00%,$0.00,-100.00%,AROW,NASDAQ:AROW
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$25.37,-7.22%,,,,$26.49,4.41%,$0.00,-100.00%,$0.00,-100.00%,ASB,NYSE:ASB
NYSE:ASH,14 May 2025,$83.18,3,,4,,$48.35,72.04%,,,,$48.54,0.39%,$0.00,-100.00%,$0.00,-100.00%,ASH,NYSE:ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,$984.66,-11.52%,,,,"$1,004.21",1.99%,$0.00,-100.00%,$0.00,-100.00%,ASML,NASDAQ:ASML
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$311.46,10.75%,,,,$313.56,0.67%,$0.00,-100.00%,$0.00,-100.00%,ASR,NYSE:ASR
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$82.98,-24.08%,,,,$82.14,-1.01%,$0.00,-100.00%,$0.00,-100.00%,ATI,NYSE:ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,,$74.57,-60.10%,,,,$76.91,3.14%,$0.00,-100.00%,$0.00,-100.00%,AU,NYSE:AU
NYSE:AUB,2 Oct 2025,$47.97,5,$41.60,9,4.75,$34.55,20.41%,20.41%,$41.60,$47.97,$36.16,4.66%,$0.00,-100.00%,$0.00,-100.00%,AUB,NYSE:AUB
NYSE:AVB,18 Sep 2025,$217.02,5,,7,4.25,$184.68,17.51%,17.51%,$217.02,$217.02,$190.30,3.04%,$0.00,-100.00%,$0.00,-100.00%,AVB,NYSE:AVB
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$50.69,20.02%,,,,$51.96,2.51%,$0.00,-100.00%,$0.00,-100.00%,AVT,NASDAQ:AVT
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$157.49,18.43%,,,,$159.58,1.33%,$0.00,-100.00%,$0.00,-100.00%,AVY,NYSE:AVY
NYSE:AX,2 Oct 2025,$79.40,3,$102.75,7,3.25,$80.87,-1.82%,-1.82%,$79.40,$102.75,$84.76,4.81%,$0.00,-100.00%,$0.00,-100.00%,AX,NYSE:AX
NYSE:B,12 Aug 2025,$23.69,3,,,,$33.42,-29.12%,,,,$35.04,4.85%,$0.00,-100.00%,$0.00,-100.00%,B,NYSE:B
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$215.56,-16.82%,,,,$220.26,2.18%,$0.00,-100.00%,$0.00,-100.00%,BA,NYSE:BA
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$166.81,-19.88%,,,,$171.40,2.75%,$0.00,-100.00%,$0.00,-100.00%,BABA,NYSE:BABA
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$48.86,-7.52%,,,,$50.21,2.76%,$0.00,-100.00%,$0.00,-100.00%,BAC,NYSE:BAC
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$47.04,44.52%,,,,$47.21,0.36%,$0.00,-100.00%,$0.00,-100.00%,BALL,NYSE:BALL
NYSE:BANC,2 Oct 2025,$17.40,3,$19.00,6,3,$16.98,2.47%,2.47%,$17.40,$19.00,$17.59,3.59%,$0.00,-100.00%,$0.00,-100.00%,BANC,NYSE:BANC
NASDAQ:BANF,2 Oct 2025,$116.48,3,,6,3,$120.84,-3.61%,-3.61%,$116.48,$116.48,$132.65,9.77%,$0.00,-100.00%,$0.00,-100.00%,BANF,NASDAQ:BANF
NASDAQ:BANR,2 Oct 2025,$62.89,3,$70.00,6,3,$61.67,1.97%,1.97%,$62.89,$70.00,$65.00,5.40%,$0.00,-100.00%,$0.00,-100.00%,BANR,NASDAQ:BANR
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.55,-25.76%,,,,$4.68,2.86%,$3.95,-13.28%,$4.43,-2.67%,BB,NYSE:BB
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.09,-5.21%,,,,$3.26,5.50%,$0.00,-100.00%,$0.00,-100.00%,BBD,NYSE:BBD
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$18.34,-6.19%,,,,$18.68,1.85%,$0.00,-100.00%,$0.00,-100.00%,BBVA,NYSE:BBVA
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$61.22,-32.47%,,,,$64.09,4.69%,$62.89,2.72%,$83.02,35.60%,BBW,NYSE:BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$25.79,89.84%,,,,$26.62,3.22%,$93.62,263.00%,$79.46,208.10%,BBWI,NYSE:BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$77.45,13.59%,,,,$79.29,2.38%,$121.72,57.17%,$163.57,111.19%,BBY,NYSE:BBY
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,2.75,$16.65,12.13%,12.13%,$18.67,$19.29,$17.58,5.59%,$0.00,-100.00%,$0.00,-100.00%,BCAL,NASDAQ:BCAL
NYSE:BCH,6 Oct 2025,$28.46,3,,,3,$31.06,-8.37%,-8.37%,$28.46,$28.46,$32.29,3.96%,$0.00,-100.00%,$0.00,-100.00%,BCH,NYSE:BCH
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$20.08,-14.13%,,,,$20.16,0.40%,$0.00,-100.00%,$0.00,-100.00%,BCS,NYSE:BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$13.70,20.48%,,,,$14.19,3.58%,$0.00,-100.00%,$0.00,-100.00%,BCSF,NYSE:BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$145.02,-44.31%,,,,$140.04,-3.43%,$0.00,-100.00%,$0.00,-100.00%,BELFB,NASDAQ:BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$96.77,23.95%,,,,$101.77,5.17%,$0.00,-100.00%,$0.00,-100.00%,BFAM,NYSE:BFAM
NASDAQ:BFC,2 Oct 2025,$109.33,3,$137.00,7,3.25,$128.89,-15.18%,-15.18%,$109.33,$137.00,$134.39,4.27%,$0.00,-100.00%,$0.00,-100.00%,BFC,NASDAQ:BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$11.80,-10.63%,,,,$12.29,4.15%,$0.00,-100.00%,$0.00,-100.00%,BFIN,NASDAQ:BFIN
NYSE:BFS,18 Sep 2025,$38.64,5,,3,3.25,$30.41,27.07%,27.07%,$38.64,$38.64,$31.38,3.19%,$0.00,-100.00%,$0.00,-100.00%,BFS,NYSE:BFS
NASDAQ:BFST,5 Oct 2025,$26.72,3,$30.00,2,2,$23.21,15.12%,15.12%,$26.72,$30.00,$24.64,6.16%,$0.00,-100.00%,$0.00,-100.00%,BFST,NASDAQ:BFST
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,1,$29.18,0.65%,0.65%,$29.37,$29.37,$31.19,6.89%,$0.00,-100.00%,$0.00,-100.00%,BHB,NYSEAMERICAN:BHB
NASDAQ:BHRB,2 Oct 2025,$68.02,3,$71.67,7,3.25,$59.30,14.70%,14.70%,$68.02,$71.67,$61.73,4.10%,$0.00,-100.00%,$0.00,-100.00%,BHRB,NASDAQ:BHRB
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$42.58,29.67%,,,,$43.56,2.30%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$92.86,-2.26%,,,,$96.71,4.15%,$98.48,6.05%,$137.22,47.77%,BJ,NYSE:BJ
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$8.72,5.51%,,,,$8.64,-0.92%,$0.00,-100.00%,$0.00,-100.00%,BKD,NYSE:BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$45.49,-9.98%,,,,$47.54,4.51%,$0.00,-100.00%,$0.00,-100.00%,BKR,NASDAQ:BKR
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$424.55,10.22%,,,,$437.00,2.93%,$0.00,-100.00%,$0.00,-100.00%,BLD,NYSE:BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,155.12",-11.01%,,,,"$1,198.52",3.76%,$0.00,-100.00%,$0.00,-100.00%,BLK,NYSE:BLK
NASDAQ:BLKB,2 Oct 2025,$75.49,3,$76.00,3,2.25,$63.62,18.66%,18.66%,$75.49,$76.00,$65.70,3.27%,$0.00,-100.00%,$0.00,-100.00%,BLKB,NASDAQ:BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,,6,,$2.23,-35.78%,,,,$2.30,3.14%,$0.00,-100.00%,$0.00,-100.00%,BLNK,NASDAQ:BLNK
NYSE:BMI,5 May 2025,$169.72,3,,6,,$177.22,-4.23%,,,,$174.24,-1.68%,$0.00,-100.00%,$0.00,-100.00%,BMI,NYSE:BMI
NASDAQ:BMRC,2 Oct 2025,$25.75,3,$27.00,4,2.5,$23.15,11.23%,11.23%,$25.75,$27.00,$24.18,4.45%,$0.00,-100.00%,$0.00,-100.00%,BMRC,NASDAQ:BMRC
NYSE:BN,26 Aug 2024,$55.96,2,,,,$44.80,24.91%,,,,$46.49,3.77%,$0.00,-100.00%,$0.00,-100.00%,BN,NYSE:BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$63.89,-13.39%,,,,$65.33,2.25%,-$563.18,-981.48%,-$553.33,-966.07%,BNS,NYSE:BNS
NYSE:BOH,2 Oct 2025,$69.24,3,$70.60,5,2.75,$63.47,9.10%,9.10%,$69.24,$70.60,$65.92,3.86%,$0.00,-100.00%,$0.00,-100.00%,BOH,NYSE:BOH
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,3,$111.11,-0.91%,-0.91%,$110.10,$110.10,$116.49,4.84%,$0.00,-100.00%,$0.00,-100.00%,BOKF,NASDAQ:BOKF
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$7.26,51.21%,,,,$7.18,-1.10%,$0.00,-100.00%,$0.00,-100.00%,BOOM,NASDAQ:BOOM
NYSE:BOW,19 Sep 2025,$29.01,3,,,3,$26.57,9.18%,9.18%,$29.01,$29.01,$27.22,2.45%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$33.70,16.92%,,,,$34.74,3.09%,$0.00,-100.00%,$0.00,-100.00%,BP,NYSE:BP
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$3.26,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.52,41.86%,,,,$3.67,4.26%,$0.00,-100.00%,$0.00,-100.00%,BRY,NASDAQ:BRY
NYSE:BSAC,6 Oct 2025,$25.30,3,,,3,$26.74,-5.39%,-5.39%,$25.30,$25.30,$27.84,4.11%,$0.00,-100.00%,$0.00,-100.00%,BSAC,NYSE:BSAC
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,2.75,$5.10,12.94%,12.94%,$5.76,$5.76,$5.56,9.02%,$0.00,-100.00%,$0.00,-100.00%,BSBR,NYSE:BSBR
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,2.75,$43.95,0.32%,0.32%,$44.09,$53.50,$46.45,5.69%,$0.00,-100.00%,$0.00,-100.00%,BSVN,NASDAQ:BSVN
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$20.45,-49.88%,,,,$21.18,3.57%,$0.00,-100.00%,$0.00,-100.00%,BTDR,NASDAQ:BTDR
NYSE:BTI,17 Sep 2025,$53.70,3,,,3,$50.81,5.68%,5.68%,$53.70,$53.70,$52.50,3.33%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.44,28.86%,,,,,-100.00%,-$2.00,-554.55%,-$2.00,-554.55%,BTOG,NASDAQ:BTOG
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$11.74,54.70%,,,,,-100.00%,-$2.00,-117.04%,-$2.00,-117.04%,BULL,NASDAQ:BULL
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$276.23,-27.66%,,,,$263.89,-4.47%,$342.57,24.02%,$239.59,-13.27%,BURL,NYSE:BURL
NASDAQ:BUSE,14 Oct 2025,$26.69,4,$28.25,5,3.25,$22.79,17.11%,17.11%,$26.69,$28.25,$24.04,5.48%,$0.00,-100.00%,$0.00,-100.00%,BUSE,NASDAQ:BUSE
NASDAQ:BWFG,9 Oct 2025,$39.87,3,,,3,$42.16,-5.43%,-5.43%,$39.87,$39.87,$44.60,5.79%,$0.00,-100.00%,$0.00,-100.00%,BWFG,NASDAQ:BWFG
NYSE:BXSL,19 Aug 2025,$31.13,3,,7,,$25.99,19.78%,,,,$26.96,3.73%,$0.00,-100.00%,$0.00,-100.00%,BXSL,NYSE:BXSL
NYSE:BY,2 Oct 2025,$32.81,3,$32.50,7,3.25,$26.70,21.72%,21.72%,$32.50,$32.81,$29.23,9.48%,$0.00,-100.00%,$0.00,-100.00%,BY,NYSE:BY
NYSE:C,12 Aug 2025,$86.32,3,,,,$96.10,-10.18%,,,,$98.57,2.57%,$0.00,-100.00%,$0.00,-100.00%,C,NYSE:C
NYSE:CAAP,15 Aug 2025,$22.01,3,,9,,$18.03,22.06%,,,,$18.55,2.88%,$0.00,-100.00%,$0.00,-100.00%,CAAP,NYSE:CAAP
NASDAQ:CAC,14 Oct 2025,$41.96,3,$44.00,3,2.25,$37.01,13.37%,13.37%,$41.96,$44.00,$39.16,5.81%,$0.00,-100.00%,$0.00,-100.00%,CAC,NASDAQ:CAC
NYSE:CAL,21 Sep 2025,$26.47,3,,1,1.75,$12.63,109.58%,109.58%,$26.47,$26.47,$12.98,2.77%,$7.30,-42.23%,$25.37,100.88%,CAL,NYSE:CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,,6,,$92.03,2.08%,,,,$93.10,1.16%,$426.59,363.53%,$469.20,409.83%,CALM,NASDAQ:CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$118.97,-26.04%,,,,$116.77,-1.85%,$0.00,-100.00%,$0.00,-100.00%,CAMT,NASDAQ:CAMT
NYSE:CANG,24 Aug 2025,$4.01,3,,7,,$4.38,-8.52%,,,,$4.56,4.11%,$0.00,-100.00%,$0.00,-100.00%,CANG,NYSE:CANG
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$149.48,6.78%,,,,$145.50,-2.66%,$0.00,-100.00%,$0.00,-100.00%,CAR,NASDAQ:CAR
NASDAQ:CARE,2 Oct 2025,$21.66,3,,4,2.5,$18.99,14.06%,14.06%,$21.66,$21.66,$19.91,4.84%,$0.00,-100.00%,$0.00,-100.00%,CARE,NASDAQ:CARE
NYSE:CARR,27 Aug 2025,$61.99,2,,,,$56.87,9.00%,,,,$59.32,4.31%,$0.00,-100.00%,$0.00,-100.00%,CARR,NYSE:CARR
NASDAQ:CASH,6 Oct 2025,$71.67,3,,,3,$73.90,-3.02%,-3.02%,$71.67,$71.67,$80.01,8.27%,$0.00,-100.00%,$0.00,-100.00%,CASH,NASDAQ:CASH
NASDAQ:CATY,2 Oct 2025,$47.27,3,$51.00,6,3,$47.47,-0.42%,-0.42%,$47.27,$51.00,$49.27,3.79%,$0.00,-100.00%,$0.00,-100.00%,CATY,NASDAQ:CATY
NYSE:CAVA,18 Sep 2025,$56.20,3,,,3,$63.33,-11.26%,-11.26%,$56.20,$56.20,$63.34,0.02%,$0.00,-100.00%,$0.00,-100.00%,CAVA,NYSE:CAVA
NYSE:CB,18 Sep 2025,$273.39,3,,,3,$282.53,-3.24%,-3.24%,$273.39,$273.39,$290.60,2.86%,$0.00,-100.00%,$0.00,-100.00%,CB,NYSE:CB
