Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,3,$10.10,-24.85%,-24.85%,$7.59,$7.59,$10.72,6.14%,$20.36,101.55%,$41.12,307.13%,ADTN,NASDAQ:ADTN
NYSE:AES,11 Jul 2025,$13.47,3,,,,$13.01,3.50%,,,,$12.75,-2.00%,-$56.42,-533.68%,-$52.10,-500.47%,AES,NYSE:AES
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$15.70,13.38%,,,,$15.57,-0.83%,$55.78,255.28%,$82.67,426.53%,AFYA,NASDAQ:AFYA
NYSE:AG,12 Aug 2025,$7.66,3,,,,$10.63,-27.99%,,,,$10.39,-2.26%,$12.46,17.19%,$20.04,88.50%,AG,NYSE:AG
NYSE:AGI,19 Aug 2025,$18.00,1,,,1,$33.56,-46.38%,-46.38%,$18.00,$18.00,$34.14,1.73%,$42.24,25.87%,$51.51,53.49%,AGI,NYSE:AGI
NYSE:AGM,26 Aug 2025,$230.34,3,,,3,$194.88,18.20%,18.20%,$230.34,$230.34,$202.68,4.00%,"-$1,675.81",-959.92%,"-$1,328.03",-781.46%,AGM,NYSE:AGM
NASDAQ:AGNC,7 Jul 2025,$11.25,4,,,,$10.22,10.10%,,,,$10.21,-0.10%,-$67.97,-765.06%,-$67.61,-761.58%,AGNC,NASDAQ:AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$82.58,21.37%,,,,$84.71,2.58%,$57.96,-29.81%,$58.06,-29.69%,AGO,NYSE:AGO
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,2.25,$8.06,16.63%,16.63%,$9.40,$9.55,$8.41,4.34%,$23.33,189.44%,$54.17,572.09%,AGRO,NYSE:AGRO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$78.67,7.74%,,,,$80.37,2.16%,-$48.85,-162.09%,$19.11,-75.71%,AIG,NYSE:AIG
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$58.73,13.74%,,,,$57.66,-1.82%,$60.14,2.40%,$87.03,48.19%,AIN,NYSE:AIN
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,2.75,$6.32,-20.89%,-20.89%,$5.00,$6.69,$5.82,-7.91%,$7.97,26.18%,$10.02,58.55%,AIRS,NASDAQ:AIRS
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,4,$213.47,3.91%,3.91%,$221.82,$239.50,$217.50,1.89%,-$167.51,-178.47%,-$120.46,-156.43%,AIZ,NYSE:AIZ
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.51,-21.48%,,,,$64.68,1.84%,-$216.29,-440.56%,-$146.97,-331.40%,AL,NYSE:AL
NYSE:ALC,27 Aug 2025,$81.45,1,,,1,$78.29,4.04%,4.04%,$81.45,$81.45,$80.32,2.59%,$118.69,51.60%,$167.81,114.34%,ALC,NYSE:ALC
NYSE:ALEX,24 Apr 2025,$18.39,4,$23.00,9,,$18.45,-0.32%,,,,$19.21,4.12%,$22.37,21.22%,$32.49,76.09%,ALEX,NYSE:ALEX
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,2.5,$3.69,69.13%,69.13%,$6.24,$6.75,$3.84,4.07%,$3.09,-16.34%,$13.58,268.08%,ALIT,NYSE:ALIT
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$42.84,-3.06%,,,,$42.41,-1.00%,-$437.53,-1121.30%,-$459.34,-1172.22%,ALLY,NYSE:ALLY
NASDAQ:ALRS,3 Jun 2025,$23.53,4,$21.50,9,,$22.89,-6.07%,,,,$23.24,1.53%,-$148.41,-748.38%,-$142.61,-723.00%,ALRS,NASDAQ:ALRS
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$4.10,30.00%,,,,$3.91,-4.63%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,3,$8.08,7.20%,7.20%,$8.66,$8.66,$8.05,-0.37%,$5.07,-37.30%,$6.58,-18.52%,ALVO,NASDAQ:ALVO
NASDAQ:AMAL,2 Sep 2025,$30.79,3,$33.33,1,1.75,$28.50,8.03%,8.03%,$30.79,$33.33,$29.54,3.65%,-$163.32,-673.05%,-$161.91,-668.10%,AMAL,NASDAQ:AMAL
NYSE:AMBC,3 Sep 2025,$10.68,3,$12.50,2,2,$8.99,18.81%,18.81%,$10.68,$12.50,$8.88,-1.22%,-$113.34,-1360.73%,-$99.29,-1204.49%,AMBC,NYSE:AMBC
NYSE:AMBP,29 Aug 2025,$5.14,4,$4.41,6,3.5,$3.58,23.18%,23.18%,$4.41,$5.14,$3.69,3.07%,$7.47,108.60%,$17.92,400.64%,AMBP,NYSE:AMBP
NYSE:AMCR,5 Sep 2025,$10.29,5,$10.77,8,4.5,$8.30,24.00%,24.00%,$10.29,$10.77,$8.56,3.13%,$10.57,27.35%,$15.65,88.58%,AMCR,NYSE:AMCR
NYSE:AMPY,26 Aug 2025,$6.99,3,,,3,$3.99,75.28%,75.28%,$6.99,$6.99,$3.95,-1.00%,$26.03,552.48%,$68.48,1616.32%,AMPY,NYSE:AMPY
NASDAQ:AMRK,30 Aug 2025,$28.71,3,$43.50,2,2,$27.06,6.09%,6.09%,$28.71,$43.50,$25.50,-5.76%,$58.19,115.05%,$68.18,151.96%,AMRK,NASDAQ:AMRK
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,3,$43.95,4.63%,4.63%,$45.99,$45.99,$45.76,4.12%,$21.57,-50.91%,$22.54,-48.72%,AMSF,NASDAQ:AMSF
NASDAQ:AMTX,4 Sep 2025,$3.19,3,$11.17,5,2.75,$2.21,44.16%,44.16%,$3.19,$11.17,$2.15,-2.71%,$11.90,438.66%,$3.62,63.69%,AMTX,NASDAQ:AMTX
NASDAQ:AMWD,30 Aug 2025,$86.63,3,$70.67,6,3,$68.49,3.18%,3.18%,$70.67,$86.63,$66.84,-2.41%,$127.15,85.64%,$189.90,177.26%,AMWD,NASDAQ:AMWD
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,$20.40,-18.97%,,,,$20.43,0.15%,$952.31,4568.20%,"$2,919.78",14212.62%,AMX,NYSE:AMX
NYSE:ANF,20 Aug 2025,$127.43,3,$118.44,7,3.25,$87.22,35.79%,35.79%,$118.44,$127.43,$96.82,11.01%,$147.56,69.18%,$206.47,136.72%,ANF,NYSE:ANF
NYSE:AON,29 Aug 2025,$347.01,2,,,2,$372.77,-6.91%,-6.91%,$347.01,$347.01,$380.97,2.20%,$416.48,11.72%,$496.15,33.10%,AON,NYSE:AON
NASDAQ:APA,12 Aug 2025,$28.49,3,$22.45,7,,$23.04,-2.56%,,,,$22.95,-0.39%,$44.51,93.18%,$105.57,358.19%,APA,NASDAQ:APA
NYSE:APD,30 Aug 2025,$296.29,3,$328.83,8,3.5,$294.46,0.62%,0.62%,$296.29,$328.83,$292.91,-0.53%,$199.34,-32.30%,$220.30,-25.19%,APD,NYSE:APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$119.40,-31.69%,,,,$118.04,-1.14%,$173.46,45.28%,$185.58,55.42%,APH,NYSE:APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,3,$3.83,-20.50%,-20.50%,$3.05,$3.05,$3.75,-2.09%,$0.99,-74.26%,$2.70,-29.46%,API,NASDAQ:API
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$41.79,31.61%,,,,$44.35,6.13%,$0.00,-100.00%,$0.00,-100.00%,APOG,NASDAQ:APOG
NYSE:AQN,26 Aug 2025,$6.14,4,$6.23,8,4,$5.58,10.10%,10.10%,$6.14,$6.23,$5.61,0.54%,-$2.92,-152.26%,$4.92,-11.81%,AQN,NYSE:AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,3,$32.74,-4.38%,-4.38%,$31.31,$31.31,$34.32,4.83%,$72.70,122.05%,$98.84,201.90%,AR,NYSE:AR
NYSE:ARCO,29 Aug 2025,$10.31,3,$9.65,9,3.75,$6.87,40.47%,40.47%,$9.65,$10.31,$7.23,5.24%,-$4.66,-167.88%,$21.95,219.54%,ARCO,NYSE:ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$10.88,-5.61%,,,,$10.78,-0.92%,$25.20,131.61%,$54.55,401.34%,ARHS,NASDAQ:ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,3,$5.07,28.30%,28.30%,$6.50,$6.50,$5.03,-0.79%,-$16.55,-426.49%,-$4.35,-185.82%,ARKO,NASDAQ:ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.31,-10.53%,,,,$26.98,2.55%,-$157.27,-697.74%,-$150.96,-673.76%,ASB,NYSE:ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$52.88,26.44%,,,,$52.86,-0.04%,$116.85,120.98%,$252.75,377.97%,ASH,NYSE:ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,$863.71,10,4,$714.20,20.93%,20.93%,$863.71,$871.20,$808.42,13.19%,$859.16,20.30%,$913.84,27.95%,ASML,AMS:ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$344.50,0.13%,,,,$358.04,3.93%,"$2,726.78",691.52%,"$4,183.14",1114.26%,ASR,NYSE:ASR
NYSE:ATI,30 Aug 2025,$63.00,2,$102.43,7,2.75,$76.32,-17.45%,-17.45%,$63.00,$102.43,$76.18,-0.18%,$99.33,30.15%,$121.47,59.16%,ATI,NYSE:ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$65.97,-54.90%,-54.90%,$29.75,$29.75,$68.49,3.82%,$148.80,125.56%,$153.27,132.33%,AU,NYSE:AU
NASDAQ:AVT,30 Aug 2025,$60.84,5,$52.75,1,2.75,$53.66,-1.70%,-1.70%,$52.75,$60.84,$53.64,-0.04%,-$0.19,-100.35%,$16.00,-70.19%,AVT,NASDAQ:AVT
NYSE:AVY,30 Aug 2025,$186.52,3,$197.20,1,1.75,$166.23,12.21%,12.21%,$186.52,$197.20,$167.92,1.02%,$177.80,6.96%,$196.27,18.07%,AVY,NYSE:AVY
NYSE:B,12 Aug 2025,$23.69,3,,,,$28.91,-18.06%,,,,$30.32,4.88%,$41.99,45.23%,$62.22,115.23%,B,NYSE:B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$215.75,-16.89%,,,,$223.30,3.50%,$255.60,18.47%,$38.98,-81.93%,BA,NYSE:BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,3.75,#N/A,#N/A,#N/A,#N/A,#N/A,$152.13,#N/A,$213.31,#N/A,$218.01,#N/A,BABA,HKEX:9988
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,,$51.03,-11.45%,,,,$52.02,1.94%,-$240.30,-570.90%,-$237.36,-565.14%,BAC,NYSE:BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$50.84,23.49%,23.49%,$62.78,$67.98,$52.40,3.07%,$29.63,-41.72%,$53.54,5.30%,BALL,NYSE:BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$134.54,-17.72%,,,,$137.92,2.51%,$29.43,-78.13%,$19.93,-85.19%,BANF,NASDAQ:BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,3,$4.03,-16.18%,-16.18%,$3.38,$4.72,$4.00,-0.74%,$0.00,-100.00%,$0.00,-100.00%,BB,NYSE:BB
NYSE:BBD,4 Sep 2025,$2.93,3,,6,3,$3.20,-8.47%,-8.47%,$2.93,$2.93,$3.28,2.50%,-$16.80,-624.94%,-$14.21,-544.06%,BBD,NYSE:BBD
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,3.75,$19.14,-10.11%,-10.11%,$17.20,$17.20,$19.77,3.29%,-$3.04,-115.90%,-$21.04,-209.93%,BBVA,NYSE:BBVA
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,,$73.48,-43.74%,,,,$72.55,-1.27%,$77.04,4.85%,$97.68,32.94%,BBW,NYSE:BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$26.90,52.71%,,,,$28.38,5.50%,$97.25,261.53%,$82.82,207.86%,BBWI,NYSE:BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,$79.84,5,2.75,$74.56,7.08%,7.08%,$79.84,$87.98,$76.60,2.74%,$128.56,72.42%,$170.92,129.24%,BBY,NYSE:BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$21.03,-18.01%,-18.01%,$17.24,$17.24,$21.58,2.62%,$40.48,92.50%,$40.48,92.50%,BCS,NYSE:BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,$16.50,5,2.75,$15.49,6.52%,6.52%,$16.50,$16.51,$15.52,0.19%,-$6.71,-143.33%,-$7.29,-147.04%,BCSF,NYSE:BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$143.17,-43.59%,,,,$140.30,-2.00%,$221.83,54.94%,$265.89,85.72%,BELFB,NASDAQ:BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,$140.33,8,3.5,$112.64,6.49%,6.49%,$119.95,$140.33,$114.12,1.31%,$211.12,87.43%,$241.43,114.34%,BFAM,NYSE:BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$127.33,-22.58%,,,,$132.87,4.35%,-$176.29,-238.45%,-$162.17,-227.36%,BFC,NASDAQ:BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,3,$12.31,-14.34%,-14.34%,$10.55,$10.55,$12.41,0.81%,-$72.39,-688.09%,-$69.20,-662.18%,BFIN,NASDAQ:BFIN
NASDAQ:BFST,4 Sep 2025,$26.52,3,$30.00,4,2.5,$24.49,8.30%,8.30%,$26.52,$30.00,$25.46,3.96%,-$162.65,-764.17%,-$159.11,-749.68%,BFST,NASDAQ:BFST
NYSE:BIRK,30 Aug 2025,$55.22,4,$68.67,3,2.75,$46.99,17.50%,17.50%,$55.22,$68.67,$48.06,2.28%,$106.89,127.46%,$116.54,148.01%,BIRK,NYSE:BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$98.57,-100.00%,-100.00%,,$0.00,$101.31,2.78%,$108.07,9.64%,$147.81,49.96%,BJ,NYSE:BJ
NYSE:BKD,30 Aug 2025,$9.20,4,$8.83,6,3.5,$7.45,18.52%,18.52%,$8.83,$9.20,$7.39,-0.81%,-$9.69,-230.05%,$19.28,158.79%,BKD,NYSE:BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$46.90,-12.69%,,,,$46.68,-0.47%,$42.96,-8.40%,$59.33,26.51%,BKR,NASDAQ:BKR
NYSE:BLD,30 Aug 2025,$467.93,3,$430.00,3,2.25,$412.10,4.34%,4.34%,$430.00,$467.93,$419.08,1.69%,$818.58,98.64%,$912.71,121.48%,BLD,NYSE:BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,2,"$1,120.07",-8.22%,-8.22%,"$1,027.97","$1,027.97","$1,122.55",0.22%,"$1,006.17",-10.17%,"$1,079.55",-3.62%,BLK,NYSE:BLK
NASDAQ:BLKB,23 Aug 2025,$72.93,3,$74.67,4,2.5,$69.92,4.30%,4.30%,$72.93,$74.67,$69.60,-0.46%,$115.06,64.56%,$149.08,113.22%,BLKB,NASDAQ:BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,3,$1.40,2.29%,2.29%,$1.43,$2.50,$1.24,-11.43%,-$1.21,-186.61%,-$0.93,-166.44%,BLNK,NASDAQ:BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$178.94,-5.15%,,,,$177.35,-0.89%,$273.36,52.77%,$270.10,50.95%,BMI,NYSE:BMI
NYSE:BN,26 Aug 2024,$55.96,2,,,,$68.22,-17.97%,,,,$70.19,2.89%,-$139.98,-305.20%,-$99.78,-246.26%,BN,NYSE:BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$63.33,-12.62%,-12.62%,$55.34,$55.34,$66.33,4.74%,-$561.93,-987.30%,-$551.96,-971.56%,BNS,NYSE:BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$67.79,6.21%,,,,$70.05,3.33%,-$396.08,-684.28%,-$388.03,-672.40%,BOH,NYSE:BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,,$7.20,28.47%,,,,$6.91,-4.03%,$39.26,445.26%,$70.10,873.67%,BOOM,NASDAQ:BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$34.09,10.50%,10.50%,$37.67,$39.40,$36.00,5.60%,$37.96,11.35%,$136.84,301.42%,BP,NYSE:BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.93,-4.58%,,,,$3.98,1.27%,$9.35,138.01%,$14.96,280.70%,BRFS,NYSE:BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,$3.50,5,2.75,$3.90,-10.26%,-10.26%,$3.50,$4.99,$3.29,-15.64%,$14.40,269.25%,$40.46,937.32%,BRY,NASDAQ:BRY
NYSE:BSBR,5 Sep 2025,$5.27,3,$5.70,6,3,$5.44,-3.22%,-3.22%,$5.27,$5.70,$5.61,3.13%,$4.92,-9.50%,$2.08,-61.80%,BSBR,NYSE:BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$16.39,-37.47%,-37.47%,$10.25,$10.25,$16.52,0.79%,$14.99,-8.53%,$19.26,17.51%,BTDR,NASDAQ:BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$55.97,-4.68%,-4.68%,$53.35,$53.35,$60.21,7.58%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.44,28.86%,28.86%,$0.57,$0.57,$0.47,6.82%,$0.00,-100.00%,$0.00,-100.00%,BTOG,NASDAQ:BTOG
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,3,$13.28,36.76%,36.76%,$18.16,$18.16,$13.21,-0.53%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$266.79,-25.11%,,,,$283.42,6.23%,$360.73,35.21%,$254.38,-4.65%,BURL,NYSE:BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.69,-1.00%,,,,$25.22,2.15%,-$131.53,-632.74%,-$127.97,-618.30%,BUSE,NASDAQ:BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$28.14,10.63%,10.63%,$31.13,$31.63,$28.90,2.70%,$91.42,224.86%,$99.05,251.99%,BXSL,NYSE:BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,,$99.97,-13.65%,,,,$101.98,2.01%,-$741.20,-841.42%,-$716.54,-816.76%,C,NYSE:C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,,$19.39,13.50%,,,,$20.74,6.96%,$55.21,184.71%,$80.66,315.97%,CAAP,NYSE:CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.65,-1.35%,,,,$41.54,2.19%,-$308.59,-859.14%,-$302.67,-844.57%,CAC,NASDAQ:CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$14.95,13.71%,,,,$16.13,7.89%,$10.78,-27.87%,$29.12,94.76%,CAL,NYSE:CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$109.89,-14.51%,,,,$110.64,0.68%,$0.00,-100.00%,$0.00,-100.00%,CALM,NASDAQ:CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$87.92,0.08%,,,,$83.24,-5.32%,$86.47,-1.64%,$86.47,-1.64%,CAMT,NASDAQ:CAMT
NYSE:CANG,24 Aug 2025,$4.01,3,$6.50,7,3.25,$4.69,-14.56%,-14.56%,$4.01,$6.50,$4.62,-1.49%,-$447.28,-9636.85%,-$433.53,-9343.77%,CANG,NYSE:CANG
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$155.37,2.73%,,,,$155.93,0.36%,$233.15,50.06%,$658.35,323.73%,CAR,NASDAQ:CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,2,$60.94,1.72%,1.72%,$61.99,$61.99,$62.29,2.22%,$84.02,37.87%,$110.45,81.25%,CARR,NYSE:CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,,$63.26,26.79%,,,,$65.80,4.02%,$68.65,8.52%,$76.44,20.83%,CAVA,NYSE:CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$277.00,1.83%,1.83%,$282.07,$303.61,$292.18,5.48%,$469.39,69.45%,$483.27,74.47%,CB,NYSE:CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$55.77,39.09%,,,,$59.17,6.10%,$94.35,69.18%,$116.08,108.15%,CBZ,NYSE:CBZ
NYSE:CCK,29 Aug 2025,$107.03,3,$122.91,5,2.75,$96.64,10.75%,10.75%,$107.03,$122.91,$97.16,0.54%,$175.10,81.18%,$229.79,137.78%,CCK,NYSE:CCK
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$15.83,-58.32%,,,,$16.03,1.26%,$23.39,47.77%,$28.22,78.29%,CDE,NYSE:CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$46.07,45.71%,,,,$45.41,-1.43%,$45.51,-1.22%,$142.31,208.89%,CE,NYSE:CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$54.99,-60.04%,,,,$54.45,-0.98%,$48.26,-12.24%,$48.27,-12.23%,CELC,NASDAQ:CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$35.59,8.18%,,,,$37.17,4.44%,$781.82,2096.75%,$875.02,2358.62%,CENT,NASDAQ:CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$32.26,26.15%,,,,$33.60,4.15%,$171.85,432.70%,$189.27,486.71%,CENTA,NASDAQ:CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$26.69,-11.99%,-11.99%,$23.49,$25.50,$26.54,-0.56%,$34.55,29.46%,$16.84,-36.90%,CENX,NASDAQ:CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,,$9.11,-4.69%,,,,$9.67,6.15%,$19.40,112.96%,$11.21,23.01%,CGAU,NYSE:CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$125.89,-11.76%,,,,$129.33,2.73%,-$118.54,-194.16%,-$100.52,-179.85%,CHCO,NASDAQ:CHCO
NYSE:CHCT,24 Aug 2025,$20.57,3,$19.50,8,3.5,$15.71,24.12%,24.12%,$19.50,$20.57,$16.13,2.67%,$16.15,2.82%,$37.53,138.91%,CHCT,NYSE:CHCT
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$92.50,-13.41%,,,,$93.94,1.56%,$114.56,23.85%,$124.24,34.31%,CHD,NYSE:CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$96.03,19.32%,,,,$102.44,6.67%,$81.43,-15.21%,$114.72,19.46%,CHDN,NASDAQ:CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$447.02,14.67%,,,,$450.33,0.74%,$793.74,77.56%,$846.12,89.28%,CHE,NYSE:CHE
NASDAQ:CHEF,3 Sep 2025,$48.50,2,,,2,$66.37,-26.92%,-26.92%,$48.50,$48.50,$66.17,-0.30%,$44.74,-32.59%,$78.46,18.21%,CHEF,NASDAQ:CHEF
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.51,50.99%,50.99%,$2.28,$2.28,$1.69,11.92%,$14.45,856.98%,$6.14,306.81%,CHGG,NYSE:CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$102.88,62.93%,,,,$104.45,1.53%,$87.15,-15.29%,$333.86,224.51%,CHRD,NASDAQ:CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$45.12,-10.53%,,,,$45.05,-0.16%,$56.93,26.17%,$75.00,66.23%,CHT,NYSE:CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,CHX,NASDAQ:CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,,$11.11,-40.43%,,,,$9.93,-10.62%,$8.91,-19.84%,$11.24,1.16%,CIFR,NASDAQ:CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$2.07,-8.07%,,,,$2.09,0.97%,$0.00,-100.00%,$0.00,-100.00%,CIG,NYSE:CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$157.45,-9.81%,,,,$161.03,2.27%,$346.59,120.13%,$367.67,133.52%,CINF,NASDAQ:CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$83.17,1.39%,1.39%,$84.33,$97.40,$86.12,3.55%,$135.59,63.02%,$149.40,79.63%,CL,NYSE:CL
