Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NYSE:AON,29 Aug 2025,$347.01,2,,,2,$360.51,-3.75%,-3.75%,$347.01,$347.01,$366.54,1.67%,$414.05,14.85%,$492.90,36.72%,AON,NYSE:AON
NASDAQ:APA,12 Aug 2025,$28.49,3,$22.45,7,,$23.41,-4.10%,,,,$23.68,1.15%,$44.22,88.91%,$104.99,348.47%,APA,NASDAQ:APA
NYSE:APD,30 Aug 2025,$296.29,3,$328.83,8,3.5,$288.57,2.68%,2.68%,$296.29,$328.83,$290.53,0.68%,$199.17,-30.98%,$220.09,-23.73%,APD,NYSE:APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$119.02,-31.47%,,,,$118.21,-0.68%,$172.81,45.19%,$184.80,55.27%,APH,NYSE:APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,3,$3.76,-19.02%,-19.02%,$3.05,$3.05,$3.83,1.86%,$0.98,-74.07%,$2.68,-28.65%,API,NASDAQ:API
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$42.58,29.17%,,,,$43.53,2.23%,$0.00,-100.00%,$0.00,-100.00%,APOG,NASDAQ:APOG
NYSE:AQN,26 Aug 2025,$6.14,4,$6.23,8,4,$5.56,10.50%,10.50%,$6.14,$6.23,$5.59,0.54%,-$2.95,-153.00%,$4.84,-13.00%,AQN,NYSE:AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,3,$32.52,-3.73%,-3.73%,$31.31,$31.31,$33.72,3.69%,$72.40,122.64%,$98.42,202.66%,AR,NYSE:AR
NYSE:ARCO,29 Aug 2025,$10.31,3,$9.65,9,3.75,$6.80,41.91%,41.91%,$9.65,$10.31,$7.02,3.24%,-$4.76,-169.98%,$21.59,217.57%,ARCO,NYSE:ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$10.79,-4.82%,,,,$10.84,0.46%,$24.92,130.97%,$53.98,400.26%,ARHS,NASDAQ:ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,3,$5.04,29.06%,29.06%,$6.50,$6.50,$5.06,0.40%,-$16.57,-428.79%,-$4.43,-187.87%,ARKO,NASDAQ:ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$25.59,-8.01%,,,,$26.96,5.35%,-$157.53,-715.59%,-$151.25,-691.06%,ASB,NYSE:ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$51.75,29.20%,,,,$51.71,-0.08%,$115.92,124.00%,$250.81,384.66%,ASH,NYSE:ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,$863.71,10,4,$741.00,16.56%,16.56%,$863.71,$871.20,$827.29,11.65%,$858.42,15.85%,$912.56,23.15%,ASML,AMS:ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$342.86,0.60%,,,,$343.62,0.22%,"$2,694.16",685.79%,"$4,134.83",1105.98%,ASR,NYSE:ASR
NYSE:ATI,30 Aug 2025,$63.00,2,$102.43,7,2.75,$78.15,-19.39%,-19.39%,$63.00,$102.43,$75.82,-2.98%,$98.87,26.51%,$120.79,54.57%,ATI,NYSE:ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$66.94,-55.55%,-55.55%,$29.75,$29.75,$66.53,-0.61%,$147.86,120.89%,$152.32,127.55%,AU,NYSE:AU
NASDAQ:AVT,30 Aug 2025,$60.84,5,$52.75,1,2.75,$53.26,-0.96%,-0.96%,$52.75,$60.84,$53.41,0.28%,-$0.38,-100.72%,$15.73,-70.47%,AVT,NASDAQ:AVT
NYSE:AVY,30 Aug 2025,$186.52,3,$197.20,1,1.75,$165.50,12.70%,12.70%,$186.52,$197.20,$171.28,3.49%,$177.35,7.16%,$195.75,18.28%,AVY,NYSE:AVY
NYSE:B,12 Aug 2025,$23.69,3,,,,$29.08,-18.54%,,,,$28.92,-0.55%,$41.80,43.73%,$61.84,112.67%,B,NYSE:B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$215.36,-16.74%,,,,$217.27,0.89%,$252.91,17.43%,$38.75,-82.01%,BA,NYSE:BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,3.75,#N/A,#N/A,#N/A,#N/A,#N/A,$157.20,#N/A,$212.45,#N/A,$217.14,#N/A,BABA,HKEX:9988
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,,$50.33,-10.22%,,,,$52.19,3.70%,-$240.84,-578.53%,-$237.92,-572.71%,BAC,NYSE:BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$49.63,26.50%,26.50%,$62.78,$67.98,$52.63,6.04%,$29.46,-40.64%,$53.26,7.31%,BALL,NYSE:BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$132.53,-16.47%,,,,$138.20,4.28%,$28.00,-78.88%,$18.61,-85.96%,BANF,NASDAQ:BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,,$3.93,-14.05%,,,,$3.98,1.27%,$0.00,-100.00%,$0.00,-100.00%,BB,NYSE:BB
NYSE:BBD,4 Sep 2025,$2.93,3,,6,3,$3.19,-8.18%,-8.18%,$2.93,$2.93,$3.28,2.82%,-$17.05,-634.38%,-$14.47,-553.64%,BBD,NYSE:BBD
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,3.75,$19.09,-9.88%,-9.88%,$17.20,$17.20,$19.68,3.09%,-$4.29,-122.45%,-$22.08,-215.65%,BBVA,NYSE:BBVA
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,,$73.07,-43.42%,,,,$72.38,-0.94%,$76.99,5.37%,$97.43,33.34%,BBW,NYSE:BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$25.82,59.10%,,,,$28.05,8.64%,$96.69,274.48%,$82.36,218.99%,BBWI,NYSE:BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,$79.84,5,2.75,$73.97,7.94%,7.94%,$79.84,$87.98,$74.71,1.00%,$128.02,73.06%,$170.18,130.06%,BBY,NYSE:BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$20.74,-16.87%,-16.87%,$17.24,$17.24,$21.60,4.15%,$36.52,76.07%,$36.52,76.07%,BCS,NYSE:BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,$16.50,5,2.75,$14.67,12.47%,12.47%,$16.50,$16.51,$15.32,4.43%,-$6.72,-145.79%,-$7.29,-149.71%,BCSF,NYSE:BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$147.36,-45.20%,,,,$141.05,-4.28%,$220.69,49.77%,$264.30,79.36%,BELFB,NASDAQ:BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,$140.33,8,3.5,$109.71,9.33%,9.33%,$119.95,$140.33,$110.58,0.79%,$209.68,91.12%,$239.70,118.49%,BFAM,NYSE:BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$123.97,-20.48%,,,,$130.63,5.37%,-$176.89,-242.69%,-$162.90,-231.41%,BFC,NASDAQ:BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,3,$11.99,-12.05%,-12.05%,$10.55,$10.55,$12.20,1.75%,-$72.43,-704.05%,-$69.26,-677.62%,BFIN,NASDAQ:BFIN
NASDAQ:BFST,4 Sep 2025,$26.52,3,$30.00,4,2.5,$24.07,10.19%,10.19%,$26.52,$30.00,$25.30,5.11%,-$162.99,-777.14%,-$159.48,-762.55%,BFST,NASDAQ:BFST
NYSE:BIRK,30 Aug 2025,$55.22,4,$68.67,3,2.75,$44.97,22.78%,22.78%,$55.22,$68.67,$46.31,2.98%,$106.31,136.40%,$115.90,157.72%,BIRK,NYSE:BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$99.28,-100.00%,-100.00%,,$0.00,$102.08,2.82%,$107.60,8.38%,$146.95,48.01%,BJ,NYSE:BJ
NYSE:BKD,30 Aug 2025,$9.20,4,$8.83,6,3.5,$7.45,18.52%,18.52%,$8.83,$9.20,$7.52,0.94%,-$9.78,-231.21%,$18.91,153.87%,BKD,NYSE:BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$46.95,-12.78%,,,,$46.54,-0.87%,$42.88,-8.67%,$59.14,25.95%,BKR,NASDAQ:BKR
NYSE:BLD,30 Aug 2025,$467.93,3,$430.00,3,2.25,$412.37,4.28%,4.28%,$430.00,$467.93,$412.96,0.14%,$813.94,97.38%,$907.16,119.99%,BLD,NYSE:BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,2,"$1,118.19",-8.07%,-8.07%,"$1,027.97","$1,027.97","$1,126.27",0.72%,"$1,002.93",-10.31%,"$1,075.76",-3.79%,BLK,NYSE:BLK
NASDAQ:BLKB,23 Aug 2025,$72.93,3,$74.67,4,2.5,$69.18,5.41%,5.41%,$72.93,$74.67,$70.26,1.56%,$114.09,64.91%,$147.79,113.63%,BLKB,NASDAQ:BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,3,$1.32,8.48%,8.48%,$1.43,$2.50,$1.32,0.00%,-$1.21,-191.77%,-$0.93,-170.40%,BLNK,NASDAQ:BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$180.21,-5.82%,,,,$179.14,-0.59%,$272.37,51.14%,$269.18,49.37%,BMI,NYSE:BMI
NYSE:BN,26 Aug 2024,$55.96,2,,,,$69.28,-19.22%,,,,$68.72,-0.81%,-$140.08,-302.20%,-$100.04,-244.40%,BN,NYSE:BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$63.98,-13.51%,-13.51%,$55.34,$55.34,$65.29,2.05%,-$562.43,-979.07%,-$552.51,-963.57%,BNS,NYSE:BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$65.47,9.97%,,,,$69.66,6.40%,-$396.44,-705.54%,-$388.43,-693.29%,BOH,NYSE:BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,,$6.96,32.90%,,,,$6.99,0.43%,$38.85,458.24%,$69.40,897.19%,BOOM,NASDAQ:BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,,$34.22,10.08%,,,,$34.40,0.53%,$37.51,9.61%,$135.70,296.54%,BP,NYSE:BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$4.02,-6.72%,,,,$4.05,0.75%,$9.29,131.07%,$14.86,269.60%,BRFS,NYSE:BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,$3.50,5,2.75,$4.08,-14.22%,-14.22%,$3.50,$4.99,$4.19,2.70%,$14.30,250.57%,$40.24,886.15%,BRY,NASDAQ:BRY
NYSE:BSBR,5 Sep 2025,$5.27,3,$5.70,6,3,$5.48,-3.92%,-3.92%,$5.27,$5.70,$5.59,2.01%,$4.79,-12.54%,$1.97,-64.12%,BSBR,NYSE:BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$15.24,-32.75%,-32.75%,$10.25,$10.25,$15.77,3.48%,$14.86,-2.48%,$19.09,25.27%,BTDR,NASDAQ:BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,,$55.82,-4.42%,,,,$58.93,5.57%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.41,38.29%,,,,$0.40,-2.44%,$0.00,-100.00%,$0.00,-100.00%,BTOG,NASDAQ:BTOG
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,3,$12.87,41.12%,41.12%,$18.16,$18.16,$13.23,2.80%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$266.24,-24.95%,,,,$284.73,6.94%,$358.48,34.64%,$253.44,-4.81%,BURL,NYSE:BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.25,0.80%,,,,$25.17,3.79%,-$131.64,-642.83%,-$128.09,-628.20%,BUSE,NASDAQ:BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$27.71,12.35%,12.35%,$31.13,$31.63,$28.96,4.51%,$90.34,226.03%,$97.89,253.28%,BXSL,NYSE:BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,,$99.76,-13.47%,,,,$102.31,2.56%,-$743.38,-845.17%,-$718.84,-820.57%,C,NYSE:C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,,$19.40,13.44%,,,,$20.06,3.40%,$54.72,182.06%,$79.92,311.95%,CAAP,NYSE:CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$39.94,0.40%,,,,$41.40,3.66%,-$308.65,-872.77%,-$302.75,-858.02%,CAC,NASDAQ:CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$15.17,12.06%,,,,$15.99,5.41%,$10.60,-30.10%,$28.85,90.16%,CAL,NYSE:CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$106.29,-11.62%,,,,$108.81,2.37%,$0.00,-100.00%,$0.00,-100.00%,CALM,NASDAQ:CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$87.92,0.08%,,,,$87.05,-0.99%,$86.44,-1.68%,$86.44,-1.68%,CAMT,NASDAQ:CAMT
NYSE:CANG,24 Aug 2025,$4.01,3,$6.50,7,3.25,$4.57,-12.32%,-12.32%,$4.01,$6.50,$4.78,4.60%,-$447.12,-9883.91%,-$433.38,-9583.25%,CANG,NYSE:CANG
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$152.75,4.49%,,,,$153.09,0.22%,$226.29,48.14%,$649.97,325.51%,CAR,NASDAQ:CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,2,$61.56,0.69%,0.69%,$61.99,$61.99,$63.95,3.88%,$83.55,35.71%,$109.71,78.22%,CARR,NYSE:CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,,$63.40,26.51%,,,,$66.50,4.89%,$68.58,8.18%,$76.32,20.38%,CAVA,NYSE:CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$273.74,3.04%,3.04%,$282.07,$303.61,$285.79,4.40%,$463.01,69.14%,$476.76,74.17%,CB,NYSE:CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$54.29,42.88%,,,,$57.11,5.19%,$93.72,72.62%,$115.30,112.37%,CBZ,NYSE:CBZ
NYSE:CCK,29 Aug 2025,$107.03,3,$122.91,5,2.75,$94.86,12.83%,12.83%,$107.03,$122.91,$99.90,5.31%,$173.82,83.24%,$228.14,140.50%,CCK,NYSE:CCK
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$16.92,-61.00%,,,,$15.39,-9.04%,$23.31,37.75%,$28.10,66.09%,CDE,NYSE:CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$45.00,49.18%,,,,$44.80,-0.44%,$44.41,-1.31%,$140.54,212.31%,CE,NYSE:CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$54.51,-59.69%,,,,$53.62,-1.63%,$48.26,-11.46%,$48.27,-11.45%,CELC,NASDAQ:CELC
NASDAQ:CENT,16 Sep 2025,$43.92,4,$42.50,2,2.5,$35.59,19.42%,19.42%,$42.50,$43.92,$37.00,3.96%,$776.73,2082.44%,$869.48,2343.06%,CENT,NASDAQ:CENT
NASDAQ:CENTA,16 Sep 2025,$43.92,4,$42.50,2,2.5,$32.14,32.23%,32.23%,$42.50,$43.92,$33.54,4.36%,$170.90,431.73%,$188.24,485.68%,CENTA,NASDAQ:CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$26.28,-10.62%,-10.62%,$23.49,$25.50,$27.28,3.81%,$34.30,30.52%,$16.80,-36.06%,CENX,NASDAQ:CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,,$9.19,-5.52%,,,,$9.15,-0.44%,$19.34,110.44%,$11.20,21.91%,CGAU,NYSE:CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$123.43,-10.00%,,,,$129.34,4.79%,-$119.92,-197.15%,-$102.08,-182.70%,CHCO,NASDAQ:CHCO
NYSE:CHCT,24 Aug 2025,$20.57,3,$19.50,8,3.5,$15.45,26.21%,26.21%,$19.50,$20.57,$16.17,4.66%,$16.02,3.72%,$37.26,141.13%,CHCT,NYSE:CHCT
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$91.60,-12.56%,,,,$95.07,3.79%,$114.39,24.88%,$124.02,35.39%,CHD,NYSE:CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$95.90,19.48%,,,,$100.39,4.68%,$81.00,-15.54%,$114.12,19.00%,CHDN,NASDAQ:CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$442.21,15.92%,,,,$460.17,4.06%,$791.48,78.98%,$843.57,90.76%,CHE,NYSE:CHE
NASDAQ:CHEF,3 Sep 2025,$48.50,2,,,2,$66.81,-27.41%,-27.41%,$48.50,$48.50,$66.13,-1.02%,$44.66,-33.16%,$78.04,16.81%,CHEF,NASDAQ:CHEF
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.36,67.65%,67.65%,$2.28,$2.28,$1.76,29.41%,$14.35,954.85%,$6.13,350.41%,CHGG,NYSE:CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$105.61,58.72%,,,,$106.07,0.44%,$87.04,-17.59%,$332.44,214.78%,CHRD,NASDAQ:CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$44.81,-9.91%,,,,$45.26,1.00%,$56.84,26.85%,$74.83,66.99%,CHT,NYSE:CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,CHX,NASDAQ:CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,,$10.70,-38.15%,,,,$10.58,-1.12%,$8.90,-16.78%,$11.22,4.83%,CIFR,NASDAQ:CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$2.08,-8.51%,,,,$2.06,-0.96%,$0.00,-100.00%,$0.00,-100.00%,CIG,NYSE:CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$154.25,-7.94%,,,,$161.58,4.75%,$343.23,122.51%,$364.09,136.04%,CINF,NASDAQ:CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,,$82.32,2.44%,,,,$85.68,4.08%,$134.90,63.87%,$148.58,80.49%,CL,NYSE:CL
