Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:AGM,26 Aug 2025,$230.34,3,,,3,$197.54,16.60%,16.60%,$230.34,$230.34,$208.86,5.73%,"-$1,684.07",-952.52%,"-$1,339.27",-777.97%,AGM
NASDAQ:AGNC,7 Jul 2025,$11.25,4,,,,$10.31,9.14%,,,,$10.36,0.48%,-$68.72,-766.54%,-$68.36,-763.06%,AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$81.64,22.76%,,,,$84.40,3.38%,$56.59,-30.69%,$56.69,-30.56%,AGO
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,2.25,$7.99,17.65%,17.65%,$9.40,$9.55,$8.31,4.01%,$23.09,189.00%,$53.81,573.51%,AGRO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$77.91,8.79%,,,,$80.93,3.88%,-$49.69,-163.78%,$18.01,-76.89%,AIG
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,2.5,$60.18,11.00%,11.00%,$66.80,$77.61,$60.28,0.17%,$62.32,3.55%,$89.11,48.07%,AIN
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,2.75,$6.24,-19.87%,-19.87%,$5.00,$6.69,$6.50,4.17%,$7.95,27.35%,$9.98,59.89%,AIRS
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,4,$209.22,6.02%,6.02%,$221.82,$239.50,$216.65,3.55%,-$170.10,-181.30%,-$123.24,-158.90%,AIZ
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.58,-21.56%,,,,$64.81,1.93%,-$207.35,-426.12%,-$132.50,-308.40%,AL
NYSE:ALC,27 Aug 2025,$81.45,1,,,1,$78.91,3.22%,3.22%,$81.45,$81.45,$82.49,4.54%,$118.84,50.60%,$167.57,112.35%,ALC
NYSE:ALEX,24 Apr 2025,$18.39,4,$23.00,9,,$18.80,-2.18%,,,,$19.61,4.31%,$22.64,20.41%,$32.68,73.84%,ALEX
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,2.5,$3.64,71.46%,71.46%,$6.24,$6.75,$3.90,7.14%,$3.08,-15.29%,$13.52,271.46%,ALIT
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$40.96,1.39%,,,,$43.04,5.08%,-$438.59,-1170.77%,-$460.25,-1223.66%,ALLY
NASDAQ:ALRS,3 Jun 2025,$23.53,4,$21.50,9,,$22.69,-5.24%,,,,$23.41,3.17%,-$148.53,-754.61%,-$142.75,-729.12%,ALRS
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$4.11,29.68%,,,,$4.49,9.25%,$0.00,-100.00%,$0.00,-100.00%,ALTS
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,3,$8.09,7.07%,7.07%,$8.66,$8.66,$8.33,2.97%,$5.12,-36.70%,$6.63,-18.04%,ALVO
NASDAQ:AMAL,2 Sep 2025,$30.79,3,$33.33,1,1.75,$28.59,7.69%,7.69%,$30.79,$33.33,$30.12,5.35%,-$163.57,-672.11%,-$162.16,-667.21%,AMAL
NYSE:AMBC,3 Sep 2025,$10.68,3,$12.50,2,2,$8.93,19.61%,19.61%,$10.68,$12.50,$9.48,6.16%,-$113.15,-1367.11%,-$99.23,-1211.15%,AMBC
NYSE:AMBP,29 Aug 2025,$5.14,4,$4.41,6,3.5,$3.46,27.46%,27.46%,$4.41,$5.14,$3.67,6.07%,$7.33,111.94%,$17.73,412.43%,AMBP
NYSE:AMCR,5 Sep 2025,$10.29,5,$10.77,8,4.5,$8.21,25.36%,25.36%,$10.29,$10.77,$8.62,4.99%,$10.42,26.91%,$15.48,88.54%,AMCR
NYSE:AMPY,26 Aug 2025,$6.99,3,,,3,$3.86,81.19%,81.19%,$6.99,$6.99,$3.82,-1.04%,$25.66,564.74%,$67.73,1654.79%,AMPY
NASDAQ:AMRK,30 Aug 2025,$28.71,3,$43.50,2,2,$22.75,26.19%,26.19%,$28.71,$43.50,$25.13,10.46%,$0.00,-100.00%,$0.00,-100.00%,AMRK
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,3,$44.83,2.58%,2.58%,$45.99,$45.99,$47.81,6.65%,$22.63,-49.51%,$23.59,-47.38%,AMSF
NASDAQ:AMTX,4 Sep 2025,$3.19,3,$11.17,5,2.75,$2.12,50.28%,50.28%,$3.19,$11.17,$2.31,8.96%,$11.80,456.63%,$3.59,69.33%,AMTX
NASDAQ:AMWD,30 Aug 2025,$86.63,3,$70.67,6,3,$65.28,8.26%,8.26%,$70.67,$86.63,$64.75,-0.81%,$123.11,88.58%,$185.53,184.20%,AMWD
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,$19.83,-16.64%,,,,$20.26,2.17%,$939.75,4639.02%,"$2,889.73",14472.53%,AMX
NYSE:ANF,20 Aug 2025,$127.43,3,$118.44,7,3.25,$97.71,21.22%,21.22%,$118.44,$127.43,$99.21,1.54%,$154.53,58.15%,$212.98,117.98%,ANF
NYSE:AON,29 Aug 2025,$347.01,2,,,2,$362.02,-4.15%,-4.15%,$347.01,$347.01,$382.29,5.60%,$408.96,12.97%,$487.98,34.79%,AON
NASDAQ:APA,12 Aug 2025,$28.49,3,$22.45,7,,$22.13,1.45%,,,,$21.77,-1.63%,$43.10,94.76%,$103.92,369.60%,APA
NYSE:APD,30 Aug 2025,$296.29,3,$328.83,8,3.5,$284.31,4.21%,4.21%,$296.29,$328.83,$288.14,1.35%,$193.52,-31.93%,$214.45,-24.57%,APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$120.01,-32.03%,,,,$119.29,-0.60%,$171.05,42.53%,$183.06,52.54%,APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,3,$3.73,-18.36%,-18.36%,$3.05,$3.05,$3.87,3.75%,$0.82,-78.09%,$2.53,-32.26%,API
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$41.88,31.33%,,,,$43.87,4.75%,$0.00,-100.00%,$0.00,-100.00%,APOG
NYSE:AQN,26 Aug 2025,$6.14,4,$6.23,8,4,$5.61,9.51%,9.51%,$6.14,$6.23,$5.82,3.74%,-$2.91,-151.88%,$4.88,-12.94%,AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,3,$32.63,-4.05%,-4.05%,$31.31,$31.31,$33.48,2.60%,$71.56,119.31%,$97.61,199.13%,AR
NYSE:ARCO,29 Aug 2025,$10.31,3,$9.65,9,3.75,$7.04,37.07%,37.07%,$9.65,$10.31,$7.17,1.85%,-$4.63,-165.76%,$21.78,209.31%,ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$11.18,-8.14%,,,,$11.65,4.20%,$25.38,126.99%,$54.49,387.39%,ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,3,$4.96,31.14%,31.14%,$6.50,$6.50,$5.15,3.83%,-$16.60,-434.63%,-$4.44,-189.58%,ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.37,-10.74%,,,,$27.24,3.30%,-$157.20,-696.12%,-$150.91,-672.29%,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$52.89,26.41%,,,,$55.54,5.01%,$116.66,120.57%,$251.75,375.98%,ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,$863.71,10,4,$797.19,8.34%,8.34%,$863.71,$871.20,$826.95,3.73%,$849.83,6.60%,$904.08,13.41%,ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$343.32,0.47%,,,,$349.83,1.90%,"$2,695.15",685.03%,"$4,138.93",1105.56%,ASR
NYSE:ATI,30 Aug 2025,$63.00,2,$102.43,7,2.75,$75.76,-16.84%,-16.84%,$63.00,$102.43,$75.05,-0.94%,$97.67,28.92%,$119.64,57.92%,ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$64.00,-53.51%,-53.51%,$29.75,$29.75,$65.31,2.05%,$143.66,124.47%,$148.12,131.43%,AU
NASDAQ:AVT,30 Aug 2025,$60.84,5,$52.75,1,2.75,$53.67,-1.71%,-1.71%,$52.75,$60.84,$53.25,-0.78%,-$0.66,-101.24%,$15.46,-71.19%,AVT
NYSE:AVY,30 Aug 2025,$186.52,3,$197.20,1,1.75,$165.29,12.84%,12.84%,$186.52,$197.20,$172.22,4.19%,$178.67,8.09%,$197.09,19.24%,AVY
NYSE:B,12 Aug 2025,$23.69,3,,,,$29.52,-19.75%,,,,$30.25,2.47%,$41.96,42.16%,$62.05,110.19%,B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$226.70,-20.91%,,,,$237.68,4.84%,$267.05,17.80%,$52.40,-76.88%,BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,3.75,$144.33,-7.40%,-7.40%,$133.65,$148.92,$145.22,0.62%,$204.66,41.80%,$209.35,45.05%,BABA
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,3,$50.10,-9.81%,-9.81%,$45.19,$52.60,$51.68,3.15%,-$241.02,-581.09%,-$238.09,-575.24%,BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$49.96,25.66%,25.66%,$62.78,$67.98,$52.54,5.16%,$28.72,-42.52%,$52.53,5.15%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$134.29,-17.57%,,,,$140.09,4.32%,$28.80,-78.55%,$19.39,-85.56%,BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,3,$3.73,-9.44%,-9.44%,$3.38,$4.72,$4.02,7.77%,$0.00,-100.00%,$0.00,-100.00%,BB
NYSE:BBD,4 Sep 2025,$2.93,3,,6,3,$3.15,-7.02%,-7.02%,$2.93,$2.93,$3.29,4.44%,-$17.00,-639.59%,-$14.42,-557.75%,BBD
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,3.75,$18.88,-8.88%,-8.88%,$17.20,$17.20,$19.40,2.75%,-$4.47,-123.67%,-$22.30,-218.12%,BBVA
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,3,$72.08,-42.65%,-42.65%,$41.34,$59.00,$69.23,-3.95%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$27.83,47.61%,,,,$29.01,4.24%,$97.81,251.46%,$83.46,199.90%,BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,$79.84,5,2.75,$76.51,4.35%,4.35%,$79.84,$87.98,$79.23,3.56%,$130.56,70.65%,$172.77,125.81%,BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$20.44,-15.65%,-15.65%,$17.24,$17.24,$21.17,3.57%,$36.86,80.33%,$36.86,80.33%,BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,$16.50,5,2.75,$15.55,6.11%,6.11%,$16.50,$16.51,$15.71,1.03%,-$6.58,-142.29%,-$7.15,-145.99%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$143.43,-43.70%,,,,$140.38,-2.13%,$222.34,55.02%,$266.04,85.48%,BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,$140.33,8,3.5,$112.63,6.49%,6.49%,$119.95,$140.33,$116.51,3.44%,$212.06,88.28%,$242.15,114.99%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$128.78,-23.45%,,,,$134.01,4.06%,-$176.12,-236.76%,-$162.11,-225.88%,BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,3,$12.21,-13.63%,-13.63%,$10.55,$10.55,$12.74,4.34%,-$72.48,-693.61%,-$69.31,-667.62%,BFIN
NASDAQ:BFST,4 Sep 2025,$26.52,3,$30.00,4,2.5,$24.71,7.34%,7.34%,$26.52,$30.00,$26.20,6.03%,-$162.70,-758.45%,-$159.18,-744.20%,BFST
NYSE:BIRK,30 Aug 2025,$55.22,4,$68.67,3,2.75,$46.85,17.85%,17.85%,$55.22,$68.67,$49.98,6.68%,$107.53,129.53%,$117.13,150.02%,BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$97.04,-100.00%,-100.00%,,$0.00,$101.18,4.27%,$106.76,10.02%,$146.19,50.65%,BJ
NYSE:BKD,30 Aug 2025,$9.20,4,$8.83,6,3.5,$7.94,11.21%,11.21%,$8.83,$9.20,$7.85,-1.13%,-$9.65,-221.51%,$19.10,140.51%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$46.30,-11.56%,,,,$45.63,-1.45%,$41.85,-9.60%,$58.13,25.56%,BKR
NYSE:BLD,30 Aug 2025,$467.93,3,$430.00,3,2.25,$420.01,2.38%,2.38%,$430.00,$467.93,$422.17,0.51%,$817.99,94.76%,$911.39,116.99%,BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,2,"$1,109.37",-7.34%,-7.34%,"$1,027.97","$1,027.97","$1,106.08",-0.30%,$987.01,-11.03%,"$1,059.95",-4.45%,BLK
NASDAQ:BLKB,23 Aug 2025,$72.93,3,$74.67,4,2.5,$67.30,8.36%,8.36%,$72.93,$74.67,$70.28,4.43%,$113.24,68.26%,$147.00,118.43%,BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,3,$1.20,19.33%,19.33%,$1.43,$2.50,$1.18,-1.67%,-$1.41,-217.64%,-$1.13,-194.12%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$178.75,-5.05%,,,,$187.76,5.04%,$274.21,53.40%,$271.00,51.61%,BMI
NYSE:BN,26 Aug 2024,$55.96,2,,,,$67.31,-16.86%,,,,$68.20,1.32%,-$141.67,-310.48%,-$101.60,-250.94%,BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$63.99,-13.52%,-13.52%,$55.34,$55.34,$66.37,3.72%,-$561.92,-978.14%,-$551.99,-962.62%,BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$68.20,5.57%,,,,$69.82,2.38%,-$396.27,-681.04%,-$388.25,-669.28%,BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,,$6.77,36.63%,,,,$7.53,11.23%,$39.25,479.82%,$69.86,931.95%,BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$34.45,9.35%,9.35%,$37.67,$39.40,$35.94,4.33%,$37.80,9.71%,$136.10,295.06%,BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.67,2.18%,,,,$3.77,2.72%,$9.03,146.14%,$14.61,298.14%,BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,$3.50,5,2.75,$3.16,10.76%,10.76%,$3.50,$4.99,$3.19,0.95%,$14.19,349.14%,$40.15,1170.54%,BRY
NYSE:BSBR,5 Sep 2025,$5.27,3,$5.70,6,3,$5.39,-2.32%,-2.32%,$5.27,$5.70,$5.60,3.90%,$4.79,-11.16%,$1.96,-63.66%,BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$13.86,-26.05%,-26.05%,$10.25,$10.25,$14.49,4.55%,$12.59,-9.18%,$16.82,21.39%,BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$56.05,-4.82%,-4.82%,$53.35,$53.35,$59.28,5.76%,$0.00,-100.00%,$0.00,-100.00%,BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.40,41.75%,41.75%,$0.57,$0.57,$0.44,10.00%,$0.00,-100.00%,$0.00,-100.00%,BTOG
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,3,$13.55,34.04%,34.04%,$18.16,$18.16,$13.81,1.92%,$0.00,-100.00%,$0.00,-100.00%,BULL
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$281.08,-28.91%,,,,$292.49,4.06%,$373.58,32.91%,$268.29,-4.55%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.73,-1.16%,,,,$25.58,3.44%,-$131.53,-631.85%,-$127.98,-617.49%,BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$28.78,8.17%,8.17%,$31.13,$31.63,$29.36,2.02%,$90.95,216.03%,$98.52,242.33%,BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,,$96.93,-10.95%,,,,$100.80,3.99%,-$745.04,-868.64%,-$720.48,-843.30%,C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,3.75,$19.81,11.09%,11.09%,$22.01,$23.30,$20.45,3.23%,$54.43,174.74%,$79.67,302.19%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.08,0.05%,,,,$41.67,3.97%,-$308.93,-870.79%,-$303.04,-856.08%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$15.70,8.28%,,,,$16.21,3.25%,$11.00,-29.94%,$29.26,86.37%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$107.45,-12.57%,,,,$112.30,4.51%,$0.00,-100.00%,$0.00,-100.00%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$81.84,7.51%,,,,$86.11,5.22%,$82.16,0.39%,$82.16,0.39%,CAMT
NYSE:CANG,24 Aug 2025,$4.01,3,$6.50,7,3.25,$4.82,-16.87%,-16.87%,$4.01,$6.50,$5.69,18.05%,"-$1,150.58",-23970.96%,"-$1,115.43",-23241.76%,CANG
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$156.98,1.68%,,,,$158.09,0.71%,$230.03,46.54%,$654.01,316.62%,CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,2,$64.30,-3.60%,-3.60%,$61.99,$61.99,$66.66,3.67%,$85.44,32.88%,$111.66,73.65%,CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,1.75,$64.99,23.41%,23.41%,$80.21,$95.63,$68.40,5.25%,$70.25,8.09%,$77.99,20.01%,CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$275.00,2.57%,2.57%,$282.07,$303.61,$289.69,5.34%,$463.15,68.42%,$476.92,73.43%,CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$56.90,36.33%,,,,$61.71,8.45%,$96.07,68.85%,$117.68,106.82%,CBZ
NYSE:CCK,29 Aug 2025,$107.03,3,$122.91,5,2.75,$93.66,14.28%,14.28%,$107.03,$122.91,$96.36,2.88%,$172.23,83.89%,$226.63,141.97%,CCK
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$14.46,-54.37%,,,,$14.89,2.97%,$23.45,62.20%,$28.61,97.86%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$44.73,50.08%,,,,$44.85,0.27%,$43.71,-2.28%,$139.97,212.92%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$58.70,-62.56%,,,,$60.80,3.58%,$54.12,-7.80%,$54.13,-7.79%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$36.65,5.05%,,,,$38.17,4.15%,$779.58,2027.10%,$872.43,2280.43%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$33.22,22.50%,,,,$34.78,4.70%,$172.77,420.07%,$190.12,472.32%,CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$22.70,3.48%,3.48%,$23.49,$25.50,$23.06,1.59%,$30.00,32.16%,$12.46,-45.10%,CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,3.75,$8.78,-1.10%,-1.10%,$8.68,$9.61,$9.29,5.81%,$18.95,115.85%,$10.80,23.05%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$127.00,-12.53%,,,,$132.42,4.27%,-$118.60,-193.39%,-$100.73,-179.31%,CHCO
NYSE:CHCT,24 Aug 2025,$20.57,3,$19.50,8,3.5,$15.55,25.40%,25.40%,$19.50,$20.57,$16.17,3.99%,$16.12,3.66%,$37.38,140.39%,CHCT
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$92.67,-13.57%,,,,$97.34,5.04%,$116.40,25.60%,$126.03,36.00%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$96.48,18.76%,,,,$103.42,7.19%,$82.45,-14.54%,$115.61,19.83%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$453.48,13.04%,,,,$465.82,2.72%,$808.28,78.24%,$860.43,89.74%,CHE
NASDAQ:CHEF,3 Sep 2025,$48.50,2,,,2,$64.13,-24.37%,-24.37%,$48.50,$48.50,$66.41,3.56%,$43.13,-32.74%,$76.58,19.42%,CHEF
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.60,42.50%,42.50%,$2.28,$2.28,$1.65,3.12%,$14.39,799.17%,$6.15,284.31%,CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$102.78,63.09%,,,,$104.05,1.24%,$85.62,-16.70%,$331.29,222.33%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$44.44,-9.16%,,,,$45.23,1.78%,$56.38,26.87%,$74.38,67.38%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,,$9.93,-33.35%,,,,$9.56,-3.73%,$7.27,-26.74%,$9.59,-3.41%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$2.05,-7.17%,,,,$2.06,0.49%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$151.91,-6.52%,,,,$159.07,4.71%,$340.72,124.29%,$361.63,138.06%,CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$82.55,2.15%,2.15%,$84.33,$97.40,$87.25,5.69%,$136.04,64.80%,$149.75,81.41%,CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,3,$11.20,-3.75%,-3.75%,$10.78,$12.62,$10.75,-4.02%,$25.73,129.78%,$20.43,82.38%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$233.74,-7.57%,,,,$243.78,4.30%,$314.46,34.54%,$470.88,101.45%,CLH
NASDAQ:CLMB,25 Aug 2025,$107.31,3,$133.00,5,2.75,$125.91,-14.77%,-14.77%,$107.31,$133.00,$125.60,-0.25%,$247.76,96.78%,$264.60,110.15%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$21.27,73.95%,,,,$22.30,4.84%,$88.61,316.61%,$205.84,867.74%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$122.96,26.14%,,,,$128.78,4.73%,$214.51,74.45%,$248.96,102.47%,CLX
NYSE:CM,10 Sep 2025,$68.57,2,,,2,$78.84,-13.02%,-13.02%,$68.57,$68.57,$81.37,3.21%,-$414.16,-625.32%,-$399.41,-606.61%,CM
NASDAQ:CMPR,23 Aug 2025,$95.87,3,$72.00,5,2.75,$59.90,20.20%,20.20%,$72.00,$95.87,$66.09,10.33%,$143.48,139.53%,$166.39,177.78%,CMPR
NYSE:CNH,18 Aug 2025,$16.66,5,$14.39,4,3.5,$11.32,27.12%,27.12%,$14.39,$16.66,$11.92,5.30%,$4.82,-57.42%,$11.62,2.61%,CNH
NYSE:CNM,15 Aug 2025,$59.25,2,,,2,$49.84,18.89%,18.89%,$59.25,$59.25,$49.27,-1.14%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$39.08,-21.79%,,,,$39.70,1.59%,-$249.05,-737.29%,-$216.25,-653.35%,CNO
NYSE:COF,18 Aug 2025,$1.55,4,$1.15,4,3,$221.78,-99.48%,-99.48%,$1.15,$1.55,$226.86,2.29%,-$67.22,-130.31%,$16.03,-92.77%,COF
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$104.26,4.43%,4.43%,$108.88,$111.93,$100.97,-3.16%,$106.40,2.06%,$166.51,59.71%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$26.21,-9.45%,-9.45%,$23.73,$23.73,$27.74,5.84%,-$99.70,-480.38%,-$91.66,-449.71%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$92.58,30.98%,,,,$92.76,0.19%,$76.36,-17.52%,$167.66,81.10%,COP
