Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,2,$4.24,25.71%,25.71%,$5.33,$5.33,$4.54,7.08%,$0.00,-100.00%,$0.00,-100.00%,ALTS
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,3,$8.12,6.67%,6.67%,$8.66,$8.66,$8.54,5.17%,$5.27,-35.13%,$6.75,-16.86%,ALVO
NYSE:AMBP,29 Aug 2025,$5.14,4,$4.41,6,3.5,$3.52,25.28%,25.28%,$4.41,$5.14,$3.71,5.40%,$7.15,103.26%,$17.38,393.78%,AMBP
NYSE:AMCR,5 Sep 2025,$10.29,5,$10.77,8,4.5,$8.18,25.82%,25.82%,$10.29,$10.77,$8.54,4.40%,$10.35,26.54%,$15.35,87.60%,AMCR
NYSE:AMPY,26 Aug 2025,$6.99,3,,,3,$3.77,85.51%,85.51%,$6.99,$6.99,$4.08,8.22%,$24.92,560.96%,$65.91,1648.39%,AMPY
NASDAQ:AMRK,30 Aug 2025,$28.71,3,$43.50,2,2,$24.19,18.68%,18.68%,$28.71,$43.50,$25.20,4.18%,$0.00,-100.00%,$0.00,-100.00%,AMRK
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,3,$45.81,0.38%,0.38%,$45.99,$45.99,$49.29,7.60%,$22.66,-50.53%,$23.60,-48.47%,AMSF
NASDAQ:AMWD,30 Aug 2025,$86.63,3,$70.67,6,3,$67.44,4.79%,4.79%,$70.67,$86.63,$67.53,0.13%,$125.18,85.62%,$186.63,176.73%,AMWD
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,$19.62,-15.75%,,,,$19.70,0.41%,$905.09,4513.12%,"$2,805.03",14196.81%,AMX
NYSE:ANF,20 Aug 2025,$127.43,3,$118.44,7,3.25,$95.99,23.39%,23.39%,$118.44,$127.43,$98.81,2.94%,$153.01,59.40%,$210.14,118.92%,ANF
NYSE:AON,29 Aug 2025,$347.01,2,,,2,$368.67,-5.88%,-5.88%,$347.01,$347.01,$381.89,3.59%,$407.46,10.52%,$484.56,31.44%,AON
NASDAQ:APA,12 Aug 2025,$28.49,3,$22.45,7,3.25,$22.42,0.13%,0.13%,$22.45,$28.49,$22.74,1.43%,$43.52,94.12%,$103.64,362.27%,APA
NYSE:APD,30 Aug 2025,$296.29,3,$328.83,8,3.5,$287.55,3.04%,3.04%,$296.29,$328.83,$297.52,3.47%,$195.83,-31.90%,$216.67,-24.65%,APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$111.08,-26.57%,,,,$115.75,4.20%,$163.18,46.91%,$174.91,57.47%,APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,3,$3.56,-14.47%,-14.47%,$3.05,$3.05,$3.65,2.53%,$0.59,-83.37%,$2.28,-35.90%,API
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$43.23,27.23%,,,,$45.63,5.55%,$0.00,-100.00%,$0.00,-100.00%,APOG
NYSE:AQN,26 Aug 2025,$6.14,4,$6.23,8,4,$5.65,8.74%,8.74%,$6.14,$6.23,$5.79,2.48%,-$2.94,-152.07%,$4.73,-16.32%,AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,3,$32.56,-3.85%,-3.85%,$31.31,$31.31,$32.28,-0.86%,$71.31,119.02%,$97.07,198.12%,AR
NYSE:ARCO,29 Aug 2025,$10.31,3,$9.65,9,3.75,$6.76,42.75%,42.75%,$9.65,$10.31,$7.25,7.25%,-$4.75,-170.30%,$21.04,211.26%,ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$11.42,-10.07%,,,,$11.60,1.58%,$25.08,119.63%,$53.52,368.63%,ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,3,$5.05,28.81%,28.81%,$6.50,$6.50,$5.16,2.18%,-$16.68,-430.30%,-$4.67,-192.42%,ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.45,-11.01%,,,,$26.37,-0.30%,-$157.71,-696.25%,-$151.50,-672.78%,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$54.11,23.56%,,,,$56.82,5.01%,$116.06,114.49%,$248.78,359.76%,ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,$863.71,10,4,$794.34,8.73%,8.73%,$863.71,$871.20,$777.41,-2.13%,$824.68,3.82%,$877.65,10.49%,ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$338.90,1.78%,,,,$336.30,-0.77%,"$2,617.20",672.26%,"$4,024.46",1087.51%,ASR
NYSE:ATI,30 Aug 2025,$63.00,2,$102.43,7,2.75,$77.69,-18.91%,-18.91%,$63.00,$102.43,$75.53,-2.78%,$99.37,27.91%,$120.84,55.54%,ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$62.13,-52.11%,-52.11%,$29.75,$29.75,$61.68,-0.72%,$139.31,124.23%,$143.77,131.40%,AU
NASDAQ:AVT,30 Aug 2025,$60.84,5,$52.75,1,2.75,$53.24,-0.92%,-0.92%,$52.75,$60.84,$53.39,0.28%,-$0.48,-100.91%,$15.46,-70.96%,AVT
NYSE:AVY,30 Aug 2025,$186.52,3,$197.20,1,1.75,$167.22,11.54%,11.54%,$186.52,$197.20,$173.56,3.79%,$178.77,6.91%,$197.04,17.83%,AVY
NYSE:B,12 Aug 2025,$23.69,3,,,3,$29.06,-18.48%,-18.48%,$23.69,$23.69,$29.01,-0.17%,$40.77,40.31%,$60.41,107.89%,B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$230.37,-22.17%,,,,$238.20,3.40%,$260.83,13.22%,$51.92,-77.46%,BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,3.75,$139.96,-4.51%,-4.51%,$133.65,$148.92,$133.54,-4.59%,$191.13,36.56%,$195.82,39.91%,BABA
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,3,$49.68,-9.05%,-9.05%,$45.19,$52.60,$52.00,4.67%,-$244.31,-591.77%,-$241.36,-585.83%,BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$50.62,24.02%,24.02%,$62.78,$67.98,$52.07,2.86%,$28.85,-43.01%,$52.40,3.51%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$134.67,-17.80%,,,,$135.46,0.59%,-$0.72,-100.54%,$10.94,-91.88%,BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,3,$3.82,-11.57%,-11.57%,$3.38,$4.72,$3.98,4.19%,$0.00,-100.00%,$0.00,-100.00%,BB
NYSE:BBD,4 Sep 2025,$2.93,3,,6,3,$3.14,-6.72%,-6.72%,$2.93,$2.93,$3.19,1.59%,-$17.53,-658.43%,-$14.99,-577.29%,BBD
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,3,$69.52,-40.53%,-40.53%,$41.34,$59.00,$61.62,-11.36%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$28.56,43.84%,,,,$32.58,14.08%,$97.68,242.02%,$83.58,192.66%,BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,$79.84,5,2.75,$77.18,3.45%,3.45%,$79.84,$87.98,$77.17,-0.01%,$128.13,66.01%,$169.61,119.76%,BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$19.94,-13.53%,-13.53%,$17.24,$17.24,$20.62,3.41%,$27.04,35.60%,$27.04,35.60%,BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,$16.50,5,2.75,$15.64,5.50%,5.50%,$16.50,$16.51,$15.99,2.24%,-$6.52,-141.69%,-$7.10,-145.37%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$143.29,-43.64%,,,,$141.75,-1.07%,$220.42,53.82%,$263.07,83.59%,BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,$140.33,8,3.5,$116.52,2.94%,2.94%,$119.95,$140.33,$120.32,3.26%,$210.08,80.30%,$239.50,105.54%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$129.77,-24.04%,,,,$126.53,-2.50%,-$177.91,-237.09%,-$164.21,-226.54%,BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,3,$12.39,-14.89%,-14.89%,$10.55,$10.55,$12.95,4.52%,-$72.34,-683.89%,-$69.22,-658.67%,BFIN
NYSE:BIRK,30 Aug 2025,$55.22,4,$68.67,3,2.75,$49.03,12.61%,12.61%,$55.22,$68.67,$50.82,3.65%,$109.00,122.32%,$118.44,141.57%,BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$98.17,-100.00%,-100.00%,,$0.00,$99.53,1.39%,$105.13,7.09%,$143.64,46.32%,BJ
NYSE:BKD,30 Aug 2025,$9.20,4,$8.83,6,3.5,$7.69,14.82%,14.82%,$8.83,$9.20,$7.88,2.47%,-$9.78,-227.17%,$18.31,138.13%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$45.50,-10.00%,,,,$45.29,-0.46%,$41.79,-8.15%,$57.80,27.04%,BKR
NYSE:BLD,30 Aug 2025,$467.93,3,$430.00,3,2.25,$433.68,-0.85%,-0.85%,$430.00,$467.93,$434.37,0.16%,$822.08,89.56%,$913.35,110.61%,BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,2,"$1,101.56",-6.68%,-6.68%,"$1,027.97","$1,027.97","$1,098.05",-0.32%,$971.70,-11.79%,"$1,043.34",-5.28%,BLK
NASDAQ:BLKB,23 Aug 2025,$72.93,3,$74.67,4,2.5,$67.80,7.56%,7.56%,$72.93,$74.67,$69.43,2.40%,$109.01,60.78%,$142.02,109.47%,BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,3,$1.06,35.09%,35.09%,$1.43,$2.50,$1.10,3.77%,-$1.53,-244.24%,-$1.25,-217.66%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$182.89,-7.20%,,,,$190.03,3.90%,$275.30,50.53%,$272.24,48.85%,BMI
NYSE:BN,26 Aug 2024,$55.96,2,,,,$66.27,-15.56%,,,,$65.85,-0.63%,-$141.58,-313.64%,-$101.91,-253.78%,BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$63.49,-12.84%,-12.84%,$55.34,$55.34,$65.59,3.31%,-$563.46,-987.48%,-$553.64,-972.02%,BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$67.86,6.10%,,,,$71.27,5.03%,-$396.93,-684.93%,-$389.00,-673.24%,BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,3,$7.31,26.54%,26.54%,$9.25,$10.98,$6.96,-4.79%,$38.05,420.52%,$67.97,829.85%,BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$33.90,11.12%,11.12%,$37.67,$39.40,$34.93,3.04%,$36.57,7.88%,$133.24,293.03%,BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.58,4.75%,,,,$3.79,5.87%,$8.93,149.47%,$14.42,302.75%,BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,$3.50,5,2.75,$3.21,9.03%,9.03%,$3.50,$4.99,$3.21,0.00%,$13.99,335.91%,$39.66,1135.46%,BRY
NYSE:BSBR,5 Sep 2025,$5.27,3,$5.70,6,3,$5.32,-1.03%,-1.03%,$5.27,$5.70,$5.39,1.32%,$4.58,-13.90%,$1.79,-66.27%,BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$12.83,-20.12%,-20.12%,$10.25,$10.25,$13.12,2.26%,$10.78,-15.94%,$14.93,16.36%,BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$56.19,-5.05%,-5.05%,$53.35,$53.35,$59.56,6.00%,$0.00,-100.00%,$0.00,-100.00%,BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.41,38.29%,38.29%,$0.57,$0.57,$0.32,-21.95%,$0.00,-100.00%,$0.00,-100.00%,BTOG
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$291.16,-31.37%,,,,$307.24,5.52%,$377.97,29.81%,$275.73,-5.30%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.79,-1.40%,,,,$25.56,3.11%,-$131.79,-631.62%,-$128.28,-617.47%,BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$29.01,7.31%,7.31%,$31.13,$31.63,$30.04,3.55%,$88.87,206.35%,$96.27,231.87%,BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,3,$95.24,-9.36%,-9.36%,$86.32,$86.32,$100.66,5.69%,-$752.13,-889.72%,-$727.85,-864.22%,C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,3.75,$19.37,13.61%,13.61%,$22.01,$23.30,$21.18,9.34%,$55.76,187.88%,$80.42,315.19%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.42,-0.79%,,,,$40.84,1.04%,-$308.64,-863.57%,-$302.82,-849.17%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$15.62,8.83%,,,,$16.47,5.44%,$11.02,-29.42%,$29.07,86.12%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$112.25,-16.31%,,,,$114.45,1.96%,$0.00,-100.00%,$0.00,-100.00%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$80.67,9.07%,,,,$81.03,0.45%,$78.11,-3.17%,$78.11,-3.17%,CAMT
NYSE:CANG,24 Aug 2025,$4.01,3,$6.50,7,3.25,$5.15,-22.19%,-22.19%,$4.01,$6.50,$5.32,3.30%,$0.00,-100.00%,$0.00,-100.00%,CANG
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$159.98,-0.23%,,,,$156.73,-2.03%,$212.29,32.70%,$632.70,295.49%,CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,2,$65.61,-5.52%,-5.52%,$61.99,$61.99,$67.46,2.82%,$86.37,31.64%,$111.97,70.66%,CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,1.75,$64.87,23.64%,23.64%,$80.21,$95.63,$70.13,8.11%,$71.45,10.14%,$79.07,21.89%,CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$276.16,2.14%,2.14%,$282.07,$303.61,$288.19,4.36%,$448.69,62.48%,$462.16,67.35%,CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$57.99,33.76%,,,,$62.33,7.48%,$96.52,66.44%,$117.77,103.09%,CBZ
NYSE:CCK,29 Aug 2025,$107.03,3,$122.91,5,2.75,$93.72,14.20%,14.20%,$107.03,$122.91,$94.36,0.68%,$168.91,80.22%,$222.42,137.33%,CCK
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$14.58,-54.75%,,,,$15.08,3.43%,$23.59,61.83%,$28.66,96.56%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$46.27,45.08%,,,,$46.95,1.47%,$45.18,-2.35%,$139.86,202.28%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$60.81,-63.86%,,,,$54.57,-10.26%,$49.05,-19.34%,$49.06,-19.32%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$37.56,2.50%,,,,$37.89,0.88%,$773.75,1960.02%,$865.53,2204.40%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$34.08,19.41%,,,,$34.30,0.65%,$171.77,404.02%,$188.93,454.37%,CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$22.00,6.77%,6.77%,$23.49,$25.50,$22.95,4.32%,$29.76,35.28%,$12.72,-42.16%,CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,3.75,$8.89,-2.33%,-2.33%,$8.68,$9.61,$8.83,-0.67%,$18.60,109.20%,$10.59,19.08%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$128.31,-13.42%,,,,$129.46,0.90%,-$120.31,-193.77%,-$102.85,-180.16%,CHCO
NYSE:CHCT,24 Aug 2025,$20.57,3,$19.50,8,3.5,$15.69,24.28%,24.28%,$19.50,$20.57,$16.18,3.12%,$15.73,0.24%,$36.64,133.51%,CHCT
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$94.41,-15.16%,,,,$98.71,4.55%,$116.88,23.80%,$126.41,33.89%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$100.66,13.83%,,,,$106.60,5.90%,$86.12,-14.44%,$118.88,18.10%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$464.63,10.33%,,,,$464.69,0.01%,$805.85,73.44%,$857.29,84.51%,CHE
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.51,50.99%,50.99%,$2.28,$2.28,$1.81,19.87%,$14.29,846.45%,$6.26,314.48%,CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$102.81,63.04%,,,,$104.16,1.31%,$86.06,-16.30%,$328.64,219.66%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$44.14,-8.54%,,,,$45.02,1.99%,$55.96,26.79%,$73.76,67.10%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$24.07,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,,$7.68,-13.83%,,,,$8.10,5.47%,$5.57,-27.45%,$7.84,2.09%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$2.02,-5.79%,,,,$2.10,3.96%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$152.63,-6.96%,,,,$159.75,4.66%,$332.55,117.88%,$352.96,131.25%,CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$84.32,0.01%,0.01%,$84.33,$97.40,$88.86,5.38%,$135.28,60.44%,$148.68,76.33%,CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,3,$11.05,-2.44%,-2.44%,$10.78,$12.62,$11.60,4.98%,$25.50,130.76%,$20.42,84.76%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$236.77,-8.75%,,,,$252.97,6.84%,$310.67,31.21%,$463.46,95.74%,CLH
NASDAQ:CLMB,25 Aug 2025,$107.31,3,$133.00,5,2.75,$128.42,-16.44%,-16.44%,$107.31,$133.00,$129.52,0.86%,$246.69,92.10%,$263.15,104.91%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$21.75,70.11%,,,,$22.87,5.15%,$86.36,297.04%,$200.92,823.76%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$125.90,23.19%,,,,$131.13,4.15%,$212.84,69.06%,$246.52,95.81%,CLX
NYSE:CM,19 Aug 2025,,,,,,$77.86,-100.00%,-100.00%,,$0.00,$81.49,4.66%,-$419.61,-638.92%,-$405.15,-620.36%,CM
NASDAQ:CMPR,23 Aug 2025,$95.87,3,$72.00,5,2.75,$64.33,11.92%,11.92%,$72.00,$95.87,$63.80,-0.82%,$140.47,118.36%,$163.21,153.70%,CMPR
NYSE:CNH,18 Aug 2025,$16.66,5,$14.39,4,3.5,$11.47,25.46%,25.46%,$14.39,$16.66,$11.86,3.40%,$11.01,-4.04%,$17.69,54.22%,CNH
NYSE:CNM,15 Aug 2025,$59.25,2,,,2,$66.35,-10.69%,-10.69%,$59.25,$59.25,$66.75,0.60%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$39.48,-22.58%,,,,$39.96,1.22%,-$249.38,-731.67%,-$216.97,-649.56%,CNO
NYSE:COF,18 Aug 2025,$1.55,4,$1.15,4,3,$219.76,-99.48%,-99.48%,$1.15,$1.55,$231.30,5.25%,$226.65,3.14%,$365.41,66.28%,COF
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$98.17,10.91%,10.91%,$108.88,$111.93,$102.51,4.42%,$104.45,6.40%,$163.81,66.87%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$26.75,-11.28%,-11.28%,$23.73,$23.73,$26.94,0.71%,-$103.68,-487.57%,-$95.82,-458.20%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$90.73,33.65%,,,,$96.87,6.77%,$77.35,-14.75%,$167.57,84.69%,COP
NYSE:COTY,18 Aug 2025,$8.16,3,$6.34,4,2.5,$4.29,47.79%,47.79%,$6.34,$8.16,$4.70,9.56%,-$1.62,-137.81%,$4.92,14.58%,COTY
NYSE:CP,13 Nov 2024,$75.90,3,,,,$76.20,-0.39%,,,,$79.47,4.29%,$81.30,6.69%,$108.98,43.01%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$30.96,-9.29%,,,,$30.86,-0.32%,-$171.20,-652.98%,-$168.13,-643.05%,CPF
NYSE:CPRI,23 Aug 2025,$38.54,5,$25.25,6,4,$20.63,22.39%,22.39%,$25.25,$38.54,$21.57,4.56%,$58.47,183.42%,-$11.16,-154.08%,CPRI
NYSE:CPT,19 Aug 2025,$114.40,4,,1,2.25,$110.82,3.23%,3.23%,$114.40,$114.40,$115.43,4.16%,$111.94,1.01%,$169.71,53.14%,CPT
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$183.00,-9.09%,,,,$183.88,0.48%,$228.61,24.92%,$238.72,30.45%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$194.01,-15.44%,,,,$194.40,0.20%,$195.39,0.71%,$275.58,42.05%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,,$9.00,16.97%,,,,$9.46,5.11%,$0.00,-100.00%,$0.00,-100.00%,CRESY
