Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NYSE:AGM,26 Aug 2025,$230.34,3,,,3,$188.37,22.28%,22.28%,$230.34,$230.34,$194.45,3.23%,"-$1,700.08",-1002.52%,"-$1,356.01",-819.86%,AGM,NYSE:AGM
NASDAQ:AGNC,7 Jul 2025,$11.25,4,,,,$10.22,10.10%,,,,$10.13,-0.88%,-$68.08,-766.17%,-$67.73,-762.70%,AGNC,NASDAQ:AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$81.87,22.42%,,,,$80.88,-1.21%,$54.99,-32.84%,$55.09,-32.71%,AGO,NYSE:AGO
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,2.25,$8.22,14.36%,14.36%,$9.40,$9.55,$8.07,-1.82%,$23.25,182.86%,$53.94,556.26%,AGRO,NYSE:AGRO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$77.08,9.96%,,,,$76.49,-0.77%,-$51.93,-167.37%,$15.70,-79.63%,AIG,NYSE:AIG
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$57.57,16.03%,,,,$56.91,-1.15%,$59.92,4.08%,$86.69,50.58%,AIN,NYSE:AIN
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,2.75,$6.08,-17.76%,-17.76%,$5.00,$6.69,$5.68,-6.58%,$7.45,22.52%,$9.48,55.86%,AIRS,NASDAQ:AIRS
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,4,$209.83,5.71%,5.71%,$221.82,$239.50,$212.70,1.37%,-$175.90,-183.83%,-$129.09,-161.52%,AIZ,NYSE:AIZ
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.54,-21.51%,,,,$64.57,1.62%,-$216.21,-440.27%,-$147.26,-331.77%,AL,NYSE:AL
NYSE:ALC,27 Aug 2025,$81.45,1,,,1,$77.92,4.53%,4.53%,$81.45,$81.45,$77.97,0.06%,$117.47,50.76%,$166.11,113.18%,ALC,NYSE:ALC
NYSE:ALEX,24 Apr 2025,$18.39,4,$23.00,9,,$18.77,-2.02%,,,,$18.81,0.21%,$22.11,17.82%,$32.14,71.22%,ALEX,NYSE:ALEX
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,2.5,$3.44,81.42%,81.42%,$6.24,$6.75,$3.66,6.40%,$2.81,-18.45%,$13.23,284.55%,ALIT,NYSE:ALIT
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$43.96,-5.53%,,,,$44.12,0.36%,-$436.76,-1093.55%,-$458.39,-1142.73%,ALLY,NYSE:ALLY
NASDAQ:ALRS,3 Jun 2025,$23.53,4,$21.50,9,,$23.06,-6.76%,,,,$22.43,-2.73%,-$148.70,-744.85%,-$142.92,-719.79%,ALRS,NASDAQ:ALRS
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$3.65,46.03%,,,,$3.70,1.37%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,3,$7.91,9.51%,9.51%,$8.66,$8.66,$7.88,-0.38%,$4.96,-37.23%,$6.47,-18.18%,ALVO,NASDAQ:ALVO
NASDAQ:AMAL,2 Sep 2025,$30.79,3,$33.33,1,1.75,$28.13,9.45%,9.45%,$30.79,$33.33,$28.61,1.71%,-$164.85,-686.04%,-$163.45,-681.07%,AMAL,NASDAQ:AMAL
NYSE:AMBC,3 Sep 2025,$10.68,3,$12.50,2,2,$8.99,18.81%,18.81%,$10.68,$12.50,$8.45,-6.01%,-$113.52,-1362.75%,-$99.62,-1208.15%,AMBC,NYSE:AMBC
NYSE:AMBP,29 Aug 2025,$5.14,4,$4.41,6,3.5,$3.66,20.49%,20.49%,$4.41,$5.14,$3.54,-3.28%,$7.41,102.52%,$17.79,386.19%,AMBP,NYSE:AMBP
NYSE:AMCR,5 Sep 2025,$10.29,5,$10.77,8,4.5,$8.35,23.26%,23.26%,$10.29,$10.77,$8.31,-0.48%,$10.60,27.00%,$15.66,87.53%,AMCR,NYSE:AMCR
NYSE:AMPY,26 Aug 2025,$6.99,3,,,3,$4.37,60.04%,60.04%,$6.99,$6.99,$4.53,3.66%,$26.14,498.08%,$68.12,1458.81%,AMPY,NYSE:AMPY
NASDAQ:AMRK,30 Aug 2025,$28.71,3,$43.50,2,2,$26.68,7.60%,7.60%,$28.71,$43.50,$27.38,2.62%,$58.37,118.78%,$68.31,156.02%,AMRK,NASDAQ:AMRK
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,3,$43.93,4.68%,4.68%,$45.99,$45.99,$44.33,0.91%,$20.53,-53.26%,$21.49,-51.09%,AMSF,NASDAQ:AMSF
NASDAQ:AMTX,4 Sep 2025,$3.19,3,$11.17,5,2.75,$2.24,42.23%,42.23%,$3.19,$11.17,$2.14,-4.46%,$11.72,423.10%,$3.53,57.39%,AMTX,NASDAQ:AMTX
NASDAQ:AMWD,30 Aug 2025,$86.63,3,$70.67,6,3,$69.53,1.64%,1.64%,$70.67,$86.63,$68.81,-1.04%,$127.41,83.24%,$189.74,172.89%,AMWD,NASDAQ:AMWD
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,$20.50,-19.37%,,,,$20.22,-1.37%,$937.68,4474.05%,"$2,883.87",13967.65%,AMX,NYSE:AMX
NYSE:ANF,20 Aug 2025,$127.43,3,$118.44,7,3.25,$84.69,39.85%,39.85%,$118.44,$127.43,$85.84,1.36%,$146.02,72.42%,$204.36,141.30%,ANF,NYSE:ANF
NYSE:AON,29 Aug 2025,$347.01,2,,,2,$358.90,-3.31%,-3.31%,$347.01,$347.01,$360.22,0.37%,$398.67,11.08%,$477.52,33.05%,AON,NYSE:AON
NASDAQ:APA,12 Aug 2025,$28.49,3,$22.45,7,,$24.39,-7.95%,,,,$25.47,4.43%,$45.89,88.17%,$106.66,337.30%,APA,NASDAQ:APA
NYSE:APD,30 Aug 2025,$296.29,3,$328.83,8,3.5,$290.61,1.95%,1.95%,$296.29,$328.83,$284.15,-2.22%,$191.30,-34.17%,$212.22,-26.98%,APD,NYSE:APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$117.57,-30.62%,,,,$117.63,0.05%,$173.21,47.32%,$185.20,57.52%,APH,NYSE:APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,3,$3.79,-19.66%,-19.66%,$3.05,$3.05,$3.74,-1.32%,$0.92,-75.86%,$2.62,-30.80%,API,NASDAQ:API
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$42.32,29.96%,,,,$43.60,3.02%,$0.00,-100.00%,$0.00,-100.00%,APOG,NASDAQ:APOG
NYSE:AQN,26 Aug 2025,$6.14,4,$6.23,8,4,$5.53,11.10%,11.10%,$6.14,$6.23,$5.51,-0.36%,-$3.04,-154.91%,$4.75,-14.15%,AQN,NYSE:AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,3,$32.34,-3.19%,-3.19%,$31.31,$31.31,$33.65,4.05%,$72.16,123.14%,$98.18,203.60%,AR,NYSE:AR
NYSE:ARCO,29 Aug 2025,$10.31,3,$9.65,9,3.75,$6.79,42.12%,42.12%,$9.65,$10.31,$7.04,3.68%,-$4.76,-170.08%,$21.59,218.03%,ARCO,NYSE:ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$11.35,-9.52%,,,,$10.83,-4.58%,$25.18,121.87%,$54.24,377.87%,ARHS,NASDAQ:ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,3,$5.12,27.04%,27.04%,$6.50,$6.50,$5.05,-1.37%,-$16.51,-422.48%,-$4.37,-185.33%,ARKO,NASDAQ:ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.03,-9.57%,,,,$25.67,-1.38%,-$158.14,-707.52%,-$151.86,-683.41%,ASB,NYSE:ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$51.54,29.72%,,,,$50.92,-1.20%,$114.41,121.99%,$249.30,383.70%,ASH,NYSE:ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,$863.71,10,4,$737.00,17.19%,17.19%,$863.71,$871.20,$859.33,16.60%,$922.97,25.23%,$977.11,32.58%,ASML,AMS:ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$336.93,2.37%,,,,$339.60,0.79%,"$2,684.96",696.89%,"$4,125.63",1124.48%,ASR,NYSE:ASR
NYSE:ATI,30 Aug 2025,$63.00,2,$102.43,7,2.75,$78.01,-19.24%,-19.24%,$63.00,$102.43,$77.54,-0.60%,$102.20,31.00%,$124.12,59.11%,ATI,NYSE:ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$64.60,-53.94%,-53.94%,$29.75,$29.75,$65.93,2.06%,$147.15,127.79%,$151.61,134.69%,AU,NYSE:AU
NASDAQ:AVT,30 Aug 2025,$60.84,5,$52.75,1,2.75,$52.15,1.15%,1.15%,$52.75,$60.84,$53.11,1.84%,-$0.31,-100.60%,$15.80,-69.71%,AVT,NASDAQ:AVT
NYSE:AVY,30 Aug 2025,$186.52,3,$197.20,1,1.75,$166.45,12.06%,12.06%,$186.52,$197.20,$166.09,-0.22%,$177.93,6.90%,$196.33,17.95%,AVY,NYSE:AVY
NYSE:B,12 Aug 2025,$23.69,3,,,,$29.47,-19.62%,,,,$28.77,-2.38%,$41.61,41.18%,$61.65,109.21%,B,NYSE:B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$213.81,-16.14%,,,,$216.64,1.32%,$251.99,17.86%,$37.83,-82.31%,BA,NYSE:BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,3.75,#N/A,#N/A,#N/A,#N/A,#N/A,$157.11,#N/A,$215.43,#N/A,$220.12,#N/A,BABA,HKEX:9988
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,,$51.13,-11.63%,,,,$51.93,1.56%,-$240.73,-570.83%,-$237.81,-565.10%,BAC,NYSE:BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$49.59,26.60%,26.60%,$62.78,$67.98,$49.59,0.00%,$28.00,-43.53%,$51.80,4.45%,BALL,NYSE:BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$131.54,-15.84%,,,,$136.39,3.69%,$23.43,-82.19%,$14.04,-89.32%,BANF,NASDAQ:BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,,$3.99,-15.34%,,,,$3.96,-0.75%,$0.00,-100.00%,$0.00,-100.00%,BB,NYSE:BB
NYSE:BBD,4 Sep 2025,$2.93,3,,6,3,$3.30,-11.24%,-11.24%,$2.93,$2.93,$3.26,-1.21%,-$16.97,-614.14%,-$14.39,-536.10%,BBD,NYSE:BBD
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,3.75,$19.04,-9.64%,-9.64%,$17.20,$17.20,$19.69,3.41%,-$4.18,-121.93%,-$21.97,-215.37%,BBVA,NYSE:BBVA
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,,$72.51,-42.99%,,,,$70.95,-2.15%,$77.67,7.12%,$98.11,35.31%,BBW,NYSE:BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$25.90,58.61%,,,,$25.94,0.15%,$95.51,268.77%,$81.18,213.45%,BBWI,NYSE:BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,$79.84,5,2.75,$74.77,6.78%,6.78%,$79.84,$87.98,$74.30,-0.63%,$126.21,68.79%,$168.37,125.18%,BBY,NYSE:BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$20.71,-16.75%,,,,$21.29,2.80%,$36.44,75.96%,$36.44,75.96%,BCS,NYSE:BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,$16.50,5,2.75,$14.83,11.26%,11.26%,$16.50,$16.51,$14.70,-0.88%,-$7.62,-151.37%,-$8.19,-155.24%,BCSF,NYSE:BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$144.99,-44.30%,,,,$144.52,-0.32%,$227.74,57.08%,$271.35,87.15%,BELFB,NASDAQ:BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,$140.33,8,3.5,$109.36,9.68%,9.68%,$119.95,$140.33,$109.73,0.34%,$206.87,89.16%,$236.89,116.62%,BFAM,NYSE:BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$127.95,-22.96%,,,,$124.81,-2.45%,-$180.20,-240.84%,-$166.21,-229.91%,BFC,NASDAQ:BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,3,$12.33,-14.47%,-14.47%,$10.55,$10.55,$11.98,-2.84%,-$72.61,-688.85%,-$69.44,-663.15%,BFIN,NASDAQ:BFIN
NASDAQ:BFST,4 Sep 2025,$26.52,3,$30.00,4,2.5,$24.58,7.90%,7.90%,$26.52,$30.00,$24.97,1.59%,-$163.48,-765.09%,-$159.97,-750.79%,BFST,NASDAQ:BFST
NYSE:BIRK,30 Aug 2025,$55.22,4,$68.67,3,2.75,$45.60,21.09%,21.09%,$55.22,$68.67,$44.96,-1.40%,$105.69,131.78%,$115.28,152.80%,BIRK,NYSE:BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$99.50,-100.00%,-100.00%,,$0.00,$101.89,2.40%,$108.58,9.12%,$147.93,48.67%,BJ,NYSE:BJ
NYSE:BKD,30 Aug 2025,$9.20,4,$8.83,6,3.5,$7.53,17.26%,17.26%,$8.83,$9.20,$7.41,-1.59%,-$9.93,-231.81%,$18.76,149.18%,BKD,NYSE:BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$46.46,-11.86%,,,,$46.54,0.17%,$43.62,-6.12%,$59.88,28.87%,BKR,NASDAQ:BKR
NYSE:BLD,30 Aug 2025,$467.93,3,$430.00,3,2.25,$412.25,4.31%,4.31%,$430.00,$467.93,$412.35,0.02%,$810.65,96.64%,$903.87,119.25%,BLD,NYSE:BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,2,"$1,126.19",-8.72%,-8.72%,"$1,027.97","$1,027.97","$1,115.43",-0.96%,$998.12,-11.37%,"$1,070.95",-4.91%,BLK,NYSE:BLK
NASDAQ:BLKB,23 Aug 2025,$72.93,3,$74.67,4,2.5,$69.06,5.60%,5.60%,$72.93,$74.67,$68.77,-0.42%,$112.71,63.20%,$146.41,112.00%,BLKB,NASDAQ:BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,3,$1.37,4.53%,4.53%,$1.43,$2.50,$1.29,-5.84%,-$1.20,-187.70%,-$0.92,-167.10%,BLNK,NASDAQ:BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$173.70,-2.29%,,,,$177.97,2.46%,$271.76,56.46%,$268.57,54.62%,BMI,NYSE:BMI
NYSE:BN,26 Aug 2024,$55.96,2,,,,$69.32,-19.27%,,,,$70.02,1.01%,-$138.14,-299.28%,-$98.10,-241.52%,BN,NYSE:BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$64.69,-14.46%,,,,$65.95,1.95%,-$561.01,-967.23%,-$551.09,-951.90%,BNS,NYSE:BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$67.77,6.24%,,,,$67.82,0.07%,-$398.69,-688.31%,-$390.68,-676.47%,BOH,NYSE:BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,,$7.63,21.23%,,,,$6.72,-11.93%,$39.11,412.63%,$69.66,813.03%,BOOM,NASDAQ:BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,,$34.24,10.02%,,,,$34.53,0.85%,$38.05,11.12%,$136.24,297.89%,BP,NYSE:BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$4.18,-10.29%,,,,$3.99,-4.55%,$9.57,128.92%,$15.14,262.16%,BRFS,NYSE:BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,$3.50,5,2.75,$4.09,-14.43%,-14.43%,$3.50,$4.99,$4.17,1.96%,$14.97,266.10%,$40.91,900.12%,BRY,NASDAQ:BRY
NYSE:BSBR,5 Sep 2025,$5.27,3,$5.70,6,3,$5.62,-6.32%,-6.32%,$5.27,$5.70,$5.48,-2.49%,$4.85,-13.65%,$2.03,-63.95%,BSBR,NYSE:BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$16.43,-37.62%,,,,$15.35,-6.57%,$15.09,-8.14%,$19.32,17.59%,BTDR,NASDAQ:BTDR
NYSE:BTI,17 Sep 2025,$53.70,3,,,3,$56.09,-4.26%,-4.26%,$53.70,$53.70,$57.98,3.37%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.39,45.38%,,,,$0.39,0.00%,$0.00,-100.00%,$0.00,-100.00%,BTOG,NASDAQ:BTOG
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,3,$12.68,43.23%,43.23%,$18.16,$18.16,$12.75,0.55%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$263.95,-24.30%,,,,$264.34,0.15%,$358.77,35.92%,$253.73,-3.87%,BURL,NYSE:BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.65,-0.84%,,,,$24.92,1.10%,-$131.92,-635.16%,-$128.37,-620.77%,BUSE,NASDAQ:BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,,$27.68,12.47%,,,,$28.30,2.24%,$89.29,222.59%,$96.84,249.87%,BXSL,NYSE:BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,,$101.18,-14.69%,,,,$102.85,1.65%,-$742.18,-833.52%,-$717.64,-809.27%,C,NYSE:C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,,$18.89,16.50%,,,,$19.79,4.76%,$54.47,188.35%,$79.67,321.75%,CAAP,NYSE:CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.55,-1.11%,,,,$40.87,0.79%,-$309.28,-862.70%,-$303.38,-848.17%,CAC,NASDAQ:CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$15.32,10.97%,,,,$15.00,-2.09%,$10.91,-28.76%,$29.16,90.32%,CAL,NYSE:CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$103.53,-9.26%,,,,$101.90,-1.57%,$0.00,-100.00%,$0.00,-100.00%,CALM,NASDAQ:CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$87.38,0.69%,,,,$85.04,-2.68%,$85.26,-2.42%,$85.26,-2.42%,CAMT,NASDAQ:CAMT
NYSE:CANG,24 Aug 2025,$4.01,3,$6.50,7,3.25,$4.52,-11.35%,-11.35%,$4.01,$6.50,$4.57,1.11%,-$447.14,-9992.59%,-$433.40,-9688.59%,CANG,NYSE:CANG
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$154.98,2.99%,,,,$153.00,-1.28%,$225.97,45.80%,$649.65,319.18%,CAR,NASDAQ:CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,2,$60.78,1.98%,1.98%,$61.99,$61.99,$62.86,3.42%,$82.81,36.24%,$108.97,79.29%,CARR,NYSE:CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,,$62.46,28.41%,,,,$65.81,5.36%,$68.02,8.91%,$75.76,21.30%,CAVA,NYSE:CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,,$273.04,3.31%,,,,$282.18,3.35%,$456.89,67.34%,$470.64,72.37%,CB,NYSE:CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$56.78,36.62%,,,,$57.09,0.55%,$93.41,64.51%,$114.99,102.51%,CBZ,NYSE:CBZ
NYSE:CCK,29 Aug 2025,$107.03,3,$122.91,5,2.75,$95.53,12.04%,12.04%,$107.03,$122.91,$94.41,-1.17%,$172.75,80.83%,$227.07,137.69%,CCK,NYSE:CCK
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$16.20,-59.27%,,,,$16.40,1.23%,$24.05,48.44%,$28.84,78.04%,CDE,NYSE:CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$45.74,46.76%,,,,$44.58,-2.54%,$44.23,-3.30%,$140.36,206.86%,CE,NYSE:CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$55.04,-60.07%,,,,$52.66,-4.32%,$46.42,-15.66%,$46.43,-15.64%,CELC,NASDAQ:CELC
NASDAQ:CENT,16 Sep 2025,$43.92,4,$42.50,2,2.5,$35.98,18.12%,18.12%,$42.50,$43.92,$35.32,-1.83%,$776.66,2058.59%,$869.41,2316.38%,CENT,NASDAQ:CENT
NASDAQ:CENTA,16 Sep 2025,$43.92,4,$42.50,2,2.5,$32.68,30.05%,30.05%,$42.50,$43.92,$32.07,-1.87%,$170.78,422.58%,$188.12,475.64%,CENTA,NASDAQ:CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$26.12,-10.07%,-10.07%,$23.49,$25.50,$26.98,3.29%,$34.26,31.16%,$16.76,-35.82%,CENX,NASDAQ:CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,,$9.20,-5.62%,,,,$9.10,-1.09%,$19.33,110.11%,$11.19,21.66%,CGAU,NYSE:CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$126.71,-12.33%,,,,$123.89,-2.23%,-$122.22,-196.45%,-$104.38,-182.37%,CHCO,NASDAQ:CHCO
NYSE:CHCT,24 Aug 2025,$20.57,3,$19.50,8,3.5,$15.43,26.38%,26.38%,$19.50,$20.57,$15.90,3.05%,$15.66,1.52%,$36.90,139.11%,CHCT,NYSE:CHCT
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$92.14,-13.07%,,,,$93.33,1.29%,$112.97,22.61%,$122.60,33.06%,CHD,NYSE:CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$96.25,19.04%,,,,$99.49,3.37%,$80.75,-16.11%,$113.87,18.31%,CHDN,NASDAQ:CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$456.26,12.35%,,,,$446.48,-2.14%,$792.71,73.74%,$844.80,85.16%,CHE,NYSE:CHE
NASDAQ:CHEF,3 Sep 2025,$48.50,2,,,2,$67.62,-28.28%,-28.28%,$48.50,$48.50,$64.55,-4.54%,$44.13,-34.74%,$77.51,14.62%,CHEF,NASDAQ:CHEF
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.42,60.56%,60.56%,$2.28,$2.28,$1.33,-6.34%,$14.31,907.46%,$6.09,328.57%,CHGG,NYSE:CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$105.57,58.78%,,,,$105.42,-0.14%,$89.30,-15.42%,$334.70,217.04%,CHRD,NASDAQ:CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$44.86,-10.01%,,,,$44.93,0.16%,$56.57,26.11%,$74.56,66.20%,CHT,NYSE:CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,CHX,NASDAQ:CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,,$11.69,-43.39%,,,,$10.58,-9.50%,$9.56,-18.18%,$11.88,1.60%,CIFR,NASDAQ:CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$2.12,-10.24%,,,,$2.07,-2.36%,$0.00,-100.00%,$0.00,-100.00%,CIG,NYSE:CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$155.18,-8.49%,,,,$159.07,2.51%,$339.64,118.87%,$360.50,132.31%,CINF,NASDAQ:CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,,$82.41,2.32%,,,,$84.82,2.92%,$133.10,61.51%,$146.78,78.11%,CL,NYSE:CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,,$11.30,-4.60%,,,,$11.67,3.27%,$26.58,135.18%,$21.29,88.38%,CLF,NYSE:CLF
