Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NASDAQ:AMWD,30 Aug 2025,$86.63,3,$70.67,6,3,$63.61,11.10%,11.10%,$70.67,$86.63,$63.04,-0.90%,$120.68,89.72%,$181.73,185.69%,AMWD
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,$19.74,-16.26%,,,,$20.57,4.20%,$891.50,4416.19%,"$2,771.02",13937.58%,AMX
NYSE:ANF,20 Aug 2025,$127.43,3,$118.44,7,3.25,$91.10,30.01%,30.01%,$118.44,$127.43,$100.43,10.24%,$149.75,64.38%,$205.66,125.75%,ANF
NYSE:AON,29 Aug 2025,$347.01,2,,,2,$368.73,-5.89%,-5.89%,$347.01,$347.01,$386.30,4.77%,$401.63,8.92%,$477.97,29.63%,AON
NASDAQ:APA,12 Aug 2025,$28.49,3,$22.45,7,3.25,$23.60,-4.87%,-4.87%,$22.45,$28.49,$23.96,1.53%,$43.72,85.25%,$103.55,338.77%,APA
NYSE:APD,30 Aug 2025,$296.29,3,$328.83,8,3.5,$292.72,1.22%,1.22%,$296.29,$328.83,$304.10,3.89%,$199.92,-31.70%,$220.71,-24.60%,APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$107.73,-24.29%,,,,$113.62,5.47%,$160.98,49.43%,$172.60,60.21%,APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,3,$3.51,-13.25%,-13.25%,$3.05,$3.05,$3.72,5.98%,$0.61,-82.58%,$2.29,-34.66%,API
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$43.34,26.90%,,,,$42.89,-1.04%,$125.28,189.05%,$152.41,251.66%,APOG
NYSE:AQN,26 Aug 2025,$6.14,4,$6.23,8,4,$5.71,7.59%,7.59%,$6.14,$6.23,$6.04,5.78%,-$2.84,-149.76%,$4.78,-16.32%,AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,3,$32.00,-2.17%,-2.17%,$31.31,$31.31,$32.89,2.78%,$70.33,119.77%,$95.96,199.89%,AR
NYSE:ARCO,29 Aug 2025,$10.31,3,$9.65,9,3.75,$7.01,37.66%,37.66%,$9.65,$10.31,$7.37,5.14%,-$4.84,-169.08%,$20.71,195.37%,ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$11.59,-11.39%,,,,$12.11,4.49%,$25.03,115.97%,$53.19,358.97%,ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,3,$5.04,29.06%,29.06%,$6.50,$6.50,$5.28,4.76%,-$16.66,-430.51%,-$4.70,-193.30%,ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.48,-11.11%,,,,$28.27,6.76%,-$157.63,-695.30%,-$151.45,-671.96%,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$55.30,20.90%,,,,$58.26,5.35%,$116.41,110.51%,$248.16,348.76%,ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,$863.71,10,4,$726.00,18.97%,18.97%,$863.71,$871.20,$785.44,8.19%,$784.90,8.11%,$837.37,15.34%,ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$325.00,6.13%,,,,$337.10,3.72%,"$2,573.23",691.76%,"$3,965.76",1120.23%,ASR
NYSE:ATI,30 Aug 2025,$63.00,2,$102.43,7,2.75,$76.60,-17.75%,-17.75%,$63.00,$102.43,$80.68,5.33%,$98.85,29.05%,$120.11,56.81%,ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$57.51,-48.27%,-48.27%,$29.75,$29.75,$58.91,2.43%,$135.32,135.30%,$139.77,143.03%,AU
NASDAQ:AVT,30 Aug 2025,$60.84,5,$52.75,1,2.75,$52.62,0.25%,0.25%,$52.75,$60.84,$56.27,6.94%,$0.13,-99.76%,$16.00,-69.60%,AVT
NYSE:AVY,30 Aug 2025,$186.52,3,$197.20,1,1.75,$169.77,9.87%,9.87%,$186.52,$197.20,$173.05,1.93%,$181.92,7.16%,$200.13,17.88%,AVY
NYSE:B,12 Aug 2025,$23.69,3,,,3,$26.92,-12.00%,-12.00%,$23.69,$23.69,$27.57,2.41%,$40.09,48.92%,$57.79,114.68%,B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$237.19,-24.40%,,,,$243.85,2.81%,$263.37,11.04%,$56.77,-76.07%,BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,3.75,$136.33,-1.97%,-1.97%,$133.65,$148.92,$141.40,3.72%,$0.00,-100.00%,$0.00,-100.00%,BABA
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,3,$50.21,-10.01%,-10.01%,$45.19,$52.60,$52.43,4.42%,-$243.87,-585.70%,-$240.93,-579.84%,BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$51.49,21.93%,21.93%,$62.78,$67.98,$53.96,4.80%,$30.39,-40.98%,$53.82,4.53%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$130.77,-15.35%,,,,$139.90,6.98%,-$8.73,-106.67%,$2.82,-97.84%,BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,3,$3.75,-9.92%,-9.92%,$3.38,$4.72,$4.09,9.07%,$5.28,40.72%,$6.14,63.85%,BB
NYSE:BBD,4 Aug 2025,$2.64,3,$3.00,3,,$3.00,-12.13%,,,,$3.22,7.33%,-$17.85,-694.84%,-$15.31,-610.32%,BBD
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,3,$60.78,-31.98%,-31.98%,$41.34,$59.00,$73.48,20.90%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$28.98,41.75%,,,,$30.60,5.59%,$0.00,-100.00%,$0.00,-100.00%,BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,$79.84,5,2.75,$72.92,9.49%,9.49%,$79.84,$87.98,$75.86,4.03%,$125.08,71.53%,$166.37,128.15%,BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$19.52,-11.67%,-11.67%,$17.24,$17.24,$20.59,5.48%,$23.23,18.99%,$23.23,18.99%,BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,$16.50,5,2.75,$15.71,5.03%,5.03%,$16.50,$16.51,$16.32,3.88%,-$6.38,-140.59%,-$6.95,-144.25%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$133.12,-39.34%,,,,$131.04,-1.56%,$210.03,57.77%,$252.26,89.50%,BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,$140.33,8,3.5,$116.66,2.82%,2.82%,$119.95,$140.33,$125.24,7.35%,$209.95,79.96%,$239.09,104.95%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$129.38,-23.81%,,,,$134.31,3.81%,-$176.52,-236.44%,-$162.95,-225.95%,BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,3,$12.30,-14.27%,-14.27%,$10.55,$10.55,$12.90,4.88%,-$72.41,-688.74%,-$69.31,-663.49%,BFIN
NYSE:BIRK,30 Aug 2025,$55.22,4,$68.67,3,2.75,$50.92,8.43%,8.43%,$55.22,$68.67,$54.37,6.78%,$110.39,116.80%,$119.77,135.20%,BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$98.34,-100.00%,-100.00%,,$0.00,$100.60,2.30%,$107.41,9.22%,$145.47,47.92%,BJ
NYSE:BKD,30 Aug 2025,$9.20,4,$8.83,6,3.5,$7.72,14.38%,14.38%,$8.83,$9.20,$7.60,-1.55%,-$9.85,-227.60%,$17.98,132.88%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$45.45,-9.90%,,,,$47.03,3.48%,$41.53,-8.62%,$57.43,26.37%,BKR
NYSE:BLD,30 Aug 2025,$467.93,3,$430.00,3,2.25,$413.63,3.96%,3.96%,$430.00,$467.93,$437.10,5.67%,$803.10,94.16%,$893.51,116.02%,BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,2,"$1,111.44",-7.51%,-7.51%,"$1,027.97","$1,027.97","$1,216.70",9.47%,$996.59,-10.33%,"$1,067.71",-3.93%,BLK
NASDAQ:BLKB,23 Aug 2025,$72.93,3,$74.67,4,2.5,$66.65,9.42%,9.42%,$72.93,$74.67,$69.77,4.68%,$108.20,62.34%,$140.91,111.42%,BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,3,$1.15,24.52%,24.52%,$1.43,$2.50,$1.25,8.70%,-$1.60,-239.45%,-$1.30,-212.71%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$182.04,-6.77%,,,,$190.30,4.54%,$274.47,50.77%,$271.46,49.12%,BMI
NYSE:BN,26 Aug 2024,$55.96,2,,,,$66.11,-15.35%,,,,$67.65,2.33%,-$142.47,-315.50%,-$102.95,-255.73%,BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$61.99,-10.73%,-10.73%,$55.34,$55.34,$65.38,5.47%,-$564.93,-1011.32%,-$555.16,-995.56%,BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$67.53,6.62%,,,,$70.97,5.09%,-$397.47,-688.59%,-$389.57,-676.89%,BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,3,$6.78,36.43%,36.43%,$9.25,$10.98,$10.14,49.56%,$37.28,449.84%,$66.92,887.08%,BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$34.99,7.66%,7.66%,$37.67,$39.40,$36.68,4.83%,$37.44,6.99%,$133.37,281.17%,BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.68,1.90%,,,,$3.90,5.98%,$9.03,145.35%,$14.48,293.46%,BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,$3.50,5,2.75,$3.35,4.48%,4.48%,$3.50,$4.99,$3.47,3.58%,$14.03,318.75%,$39.57,1081.34%,BRY
NYSE:BSBR,19 Aug 2025,$5.23,3,$5.70,7,3.25,$5.21,0.45%,0.45%,$5.23,$5.70,$5.43,4.22%,$4.31,-17.19%,$1.55,-70.32%,BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$14.37,-28.68%,-28.68%,$10.25,$10.25,$15.25,6.12%,$12.60,-12.30%,$16.71,16.28%,BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$54.81,-2.66%,-2.66%,$53.35,$53.35,$85.38,55.77%,$0.00,-100.00%,$0.00,-100.00%,BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.37,53.24%,53.24%,$0.57,$0.57,$0.45,21.62%,$0.00,-100.00%,$0.00,-100.00%,BTOG
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$289.75,-31.04%,,,,$283.93,-2.01%,$375.33,29.54%,$274.33,-5.32%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.44,0.02%,,,,$25.90,5.97%,-$131.87,-639.56%,-$128.38,-625.28%,BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$29.70,4.82%,4.82%,$31.13,$31.63,$30.93,4.14%,$88.56,198.19%,$95.89,222.86%,BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,3,$94.31,-8.47%,-8.47%,$86.32,$86.32,$100.28,6.33%,-$753.06,-898.50%,-$728.90,-872.87%,C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,3.75,$21.41,2.79%,2.79%,$22.01,$23.30,$22.57,5.42%,$55.38,158.69%,$79.81,272.77%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.13,-0.07%,,,,$42.75,6.53%,-$308.36,-868.40%,-$302.57,-853.98%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$14.75,15.25%,,,,$15.82,7.25%,$0.00,-100.00%,$0.00,-100.00%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$115.70,-18.81%,,,,$119.84,3.58%,$617.49,433.70%,$652.83,464.24%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$80.19,9.72%,,,,$89.31,11.37%,$82.04,2.31%,$82.04,2.31%,CAMT
NYSE:CANG,24 Aug 2025,$4.01,3,$6.50,7,3.25,$4.71,-14.93%,-14.93%,$4.01,$6.50,$5.13,8.92%,$0.00,-100.00%,$0.00,-100.00%,CANG
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$158.94,0.42%,,,,$158.06,-0.55%,$207.70,30.68%,$626.65,294.27%,CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,2,$64.02,-3.18%,-3.18%,$61.99,$61.99,$68.94,7.69%,$85.61,33.73%,$110.96,73.33%,CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,1.75,$66.92,19.86%,19.86%,$80.21,$95.63,$70.40,5.20%,$72.31,8.06%,$79.88,19.36%,CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$275.52,2.38%,2.38%,$282.07,$303.61,$288.48,4.70%,$440.39,59.84%,$453.74,64.68%,CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$63.81,21.56%,,,,$67.00,5.00%,$100.59,57.64%,$121.70,90.71%,CBZ
NYSE:CCK,29 Aug 2025,$107.03,3,$122.91,5,2.75,$98.76,8.37%,8.37%,$107.03,$122.91,$103.64,4.94%,$172.84,75.01%,$226.00,128.83%,CCK
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$13.38,-50.69%,,,,$13.54,1.20%,$21.99,64.37%,$27.02,101.95%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$45.80,46.57%,,,,$48.67,6.27%,$43.03,-6.04%,$137.07,199.29%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$52.34,-58.01%,,,,$51.87,-0.90%,$44.59,-14.80%,$44.60,-14.78%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$36.30,6.06%,,,,$37.52,3.36%,$767.61,2014.64%,$858.97,2266.31%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$33.13,22.84%,,,,$33.83,2.11%,$169.73,412.31%,$186.81,463.86%,CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$21.37,9.92%,9.92%,$23.49,$25.50,$23.37,9.36%,$29.76,39.28%,$12.93,-39.50%,CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,3.75,$8.42,3.12%,3.12%,$8.68,$9.61,$8.45,0.36%,$18.07,114.59%,$10.11,20.11%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$127.68,-13.00%,,,,$133.90,4.87%,-$121.77,-195.37%,-$104.47,-181.82%,CHCO
NYSE:CHCT,24 Aug 2025,$20.57,3,$19.50,8,3.5,$15.45,26.21%,26.21%,$19.50,$20.57,$15.98,3.43%,$15.35,-0.62%,$36.12,133.81%,CHCT
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$93.17,-14.03%,,,,$93.38,0.23%,$114.07,22.44%,$123.56,32.62%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$103.17,11.06%,,,,$106.26,3.00%,$87.05,-15.62%,$119.65,15.97%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$472.79,8.42%,,,,$458.30,-3.06%,$796.00,68.36%,$847.15,79.18%,CHE
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.38,65.22%,65.22%,$2.28,$2.28,$1.51,9.42%,$13.95,910.99%,$6.00,334.94%,CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$110.42,51.80%,,,,$113.73,3.00%,$92.42,-16.30%,$333.74,202.25%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$43.76,-7.75%,,,,$44.80,2.38%,$55.21,26.17%,$72.92,66.64%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$25.06,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,,$8.76,-24.45%,,,,$8.89,1.48%,$5.69,-35.03%,$7.94,-9.36%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$1.99,-4.37%,,,,$2.07,4.02%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$152.98,-7.18%,,,,$157.85,3.18%,$329.62,115.47%,$349.84,128.69%,CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$83.91,0.49%,0.49%,$84.33,$97.40,$86.30,2.85%,$133.58,59.19%,$146.85,75.01%,CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,3,$10.46,3.06%,3.06%,$10.78,$12.62,$11.33,8.32%,$24.53,134.48%,$19.54,86.77%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$241.27,-10.45%,,,,$251.05,4.05%,$315.15,30.62%,$466.49,93.35%,CLH
NASDAQ:CLMB,25 Aug 2025,$107.31,3,$133.00,5,2.75,$123.59,-13.17%,-13.17%,$107.31,$133.00,$127.98,3.55%,$239.84,94.06%,$256.15,107.26%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$21.28,73.87%,,,,$22.51,5.78%,$84.73,298.16%,$198.22,831.48%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$118.84,30.51%,,,,$118.76,-0.07%,$202.81,70.66%,$236.18,98.73%,CLX
NYSE:CM,19 Aug 2025,,,,,,$76.71,-100.00%,-100.00%,,$0.00,$79.86,4.11%,-$422.94,-651.34%,-$408.60,-632.66%,CM
NASDAQ:CMPR,23 Aug 2025,$95.87,3,$72.00,5,2.75,$62.56,15.09%,15.09%,$72.00,$95.87,$67.01,7.11%,$139.50,122.99%,$162.17,159.22%,CMPR
NYSE:CNH,18 Aug 2025,$16.66,5,$14.39,4,3.5,$11.27,27.68%,27.68%,$14.39,$16.66,$12.37,9.76%,$10.79,-4.23%,$17.43,54.67%,CNH
NYSE:CNM,15 Aug 2025,$59.25,2,,,2,$63.91,-7.29%,-7.29%,$59.25,$59.25,$68.82,7.68%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$39.07,-21.77%,,,,$40.59,3.89%,-$249.95,-739.74%,-$217.69,-657.17%,CNO
NYSE:COF,18 Aug 2025,$1.55,4,$1.15,4,3,$222.99,-99.48%,-99.48%,$1.15,$1.55,$233.68,4.79%,$226.70,1.66%,$364.43,63.43%,COF
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$86.99,25.16%,25.16%,$108.88,$111.93,$96.20,10.59%,$96.85,11.33%,$155.90,79.22%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$27.01,-12.13%,-12.13%,$23.73,$23.73,$28.22,4.48%,-$159.26,-689.63%,-$148.19,-648.64%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$99.02,22.46%,,,,$101.47,2.47%,$83.33,-15.85%,$173.11,74.82%,COP
NYSE:COTY,18 Aug 2025,$8.16,3,$6.34,4,2.5,$4.22,50.24%,50.24%,$6.34,$8.16,$4.47,5.92%,-$1.73,-140.92%,$4.77,12.96%,COTY
NYSE:CP,13 Nov 2024,$75.90,3,,,,$75.86,0.06%,,,,$77.92,2.72%,$80.53,6.16%,$107.95,42.30%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$31.06,-9.58%,,,,$32.51,4.67%,-$171.27,-651.42%,-$168.21,-641.57%,CPF
NYSE:CPRI,23 Aug 2025,$38.54,5,$25.25,6,4,$20.58,22.69%,22.69%,$25.25,$38.54,$32.56,58.21%,$57.15,177.72%,-$11.88,-157.72%,CPRI
NYSE:CPT,19 Aug 2025,$114.40,4,,1,2.25,$110.32,3.70%,3.70%,$114.40,$114.40,$114.91,4.16%,$112.35,1.84%,$169.85,53.96%,CPT
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$182.51,-8.84%,,,,$196.80,7.83%,$229.34,25.66%,$239.41,31.18%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$191.63,-14.39%,,,,$193.72,1.09%,$194.43,1.46%,$273.87,42.92%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,,$9.67,8.86%,,,,$10.69,10.55%,$0.00,-100.00%,$0.00,-100.00%,CRESY
