Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,3,$9.43,-19.51%,-19.51%,$7.59,$7.59,$9.77,3.61%,$18.80,99.41%,$38.74,310.80%,ADTN
NYSE:AES,11 Jul 2025,$13.47,3,,,,$13.25,1.62%,,,,$12.94,-2.34%,-$55.85,-521.50%,-$51.55,-489.06%,AES
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$15.08,18.04%,,,,$15.49,2.72%,$53.07,251.90%,$78.82,422.70%,AFYA
NYSE:AG,12 Aug 2025,$7.66,3,,,3,$9.58,-20.09%,-20.09%,$7.66,$7.66,$9.96,3.97%,$11.39,18.93%,$18.73,95.50%,AG
NYSE:AGI,19 Aug 2025,$18.00,1,,,1,$32.32,-44.32%,-44.32%,$18.00,$18.00,$33.03,2.20%,$40.82,26.30%,$50.17,55.22%,AGI
NYSE:AGM,26 Aug 2025,$230.34,3,,,3,$205.60,12.03%,12.03%,$230.34,$230.34,$199.71,-2.86%,"-$1,725.23",-939.12%,"-$1,393.25",-777.65%,AGM
NASDAQ:AGNC,7 Jul 2025,$11.25,4,,,,$9.85,14.23%,,,,$10.11,2.64%,-$69.54,-805.96%,-$69.18,-802.33%,AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$80.85,23.96%,,,,$84.86,4.96%,$51.72,-36.03%,$51.82,-35.91%,AGO
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,2.25,$8.29,13.39%,13.39%,$9.40,$9.55,$8.98,8.32%,$23.02,177.70%,$53.22,541.96%,AGRO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$80.58,5.19%,,,,$84.67,5.08%,-$48.88,-160.66%,$17.69,-78.05%,AIG
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,2.5,$61.95,7.83%,7.83%,$66.80,$77.61,$93.93,51.62%,$63.82,3.02%,$90.16,45.54%,AIN
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,2.75,$6.42,-22.12%,-22.12%,$5.00,$6.69,$9.60,49.53%,$7.91,23.13%,$9.87,53.75%,AIRS
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,4,$213.82,3.74%,3.74%,$221.82,$239.50,$220.87,3.30%,-$169.62,-179.33%,-$123.59,-157.80%,AIZ
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$64.06,-22.15%,,,,$65.54,2.31%,-$206.55,-422.43%,-$133.21,-307.94%,AL
NYSE:ALC,27 Aug 2025,$81.45,1,,,1,$77.86,4.61%,4.61%,$81.45,$81.45,$82.77,6.31%,$116.25,49.30%,$163.32,109.76%,ALC
NYSE:ALEX,24 Apr 2025,$18.39,4,$23.00,9,,$18.94,-2.90%,,,,$19.97,5.44%,$22.41,18.31%,$32.11,69.54%,ALEX
NYSE:ALIT,17 Jul 2025,$9.59,3,,,,$3.92,144.74%,,,,$4.28,9.18%,$3.17,-19.18%,$13.35,240.65%,ALIT
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$40.69,2.06%,,,,$42.24,3.81%,-$440.36,-1182.22%,-$461.36,-1233.83%,ALLY
NASDAQ:ALRS,3 Jun 2025,$23.53,4,$21.50,9,,$22.64,-5.04%,,,,$23.55,4.02%,-$148.78,-757.16%,-$143.10,-732.07%,ALRS
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,2,$4.84,10.12%,10.12%,$5.33,$5.33,$10.02,107.02%,$0.00,-100.00%,$0.00,-100.00%,ALTS
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,3,$7.99,8.41%,8.41%,$8.66,$8.66,$8.42,5.38%,$4.85,-39.28%,$6.32,-20.86%,ALVO
NYSE:AMBP,29 Aug 2025,$5.14,4,$4.41,6,3.5,$3.59,22.84%,22.84%,$4.41,$5.14,$3.84,6.96%,$7.07,97.04%,$17.22,379.58%,AMBP
NYSE:AMCR,31 Aug 2025,$10.67,5,$10.72,8,4.5,$8.32,28.23%,28.23%,$10.67,$10.72,$9.07,9.01%,$10.38,24.80%,$15.35,84.45%,AMCR
NYSE:AMPY,26 Aug 2025,$6.99,3,,,3,$4.12,69.75%,69.75%,$6.99,$6.99,$4.30,4.37%,$24.90,504.38%,$65.38,1486.79%,AMPY
NASDAQ:AMRK,30 Aug 2025,$28.71,3,$43.50,2,2,$23.43,22.53%,22.53%,$28.71,$43.50,$22.68,-3.20%,$0.00,-100.00%,$0.00,-100.00%,AMRK
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,3,$45.64,0.76%,0.76%,$45.99,$45.99,$48.41,6.07%,$22.43,-50.86%,$23.36,-48.82%,AMSF
NASDAQ:AMWD,30 Aug 2025,$86.63,3,$70.67,6,3,$63.75,10.85%,10.85%,$70.67,$86.63,$62.28,-2.31%,$120.18,88.51%,$181.15,184.15%,AMWD
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,$19.85,-16.73%,,,,$20.33,2.42%,$888.71,4377.11%,"$2,764.33",13826.07%,AMX
NYSE:ANF,20 Aug 2025,$127.43,3,$118.44,7,3.25,$92.28,28.35%,28.35%,$118.44,$127.43,$95.67,3.67%,$148.00,60.39%,$203.81,120.86%,ANF
NYSE:AON,29 Aug 2025,$347.01,2,,,2,$372.19,-6.77%,-6.77%,$347.01,$347.01,$388.81,4.47%,$406.14,9.12%,$482.33,29.59%,AON
NASDAQ:APA,12 Aug 2025,$28.49,3,$22.45,7,3.25,$23.15,-3.02%,-3.02%,$22.45,$28.49,$24.37,5.27%,$44.28,91.29%,$104.06,349.49%,APA
NYSE:APD,30 Aug 2025,$296.29,3,$328.83,8,3.5,$291.59,1.61%,1.61%,$296.29,$328.83,$302.16,3.62%,$197.97,-32.11%,$218.75,-24.98%,APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$110.05,-25.88%,,,,$113.53,3.16%,$160.86,46.17%,$172.45,56.70%,APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,3,$3.40,-10.44%,-10.44%,$3.05,$3.05,$3.67,7.94%,$0.56,-83.54%,$2.24,-34.12%,API
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$43.05,27.76%,,,,$41.49,-3.62%,$0.00,-100.00%,$0.00,-100.00%,APOG
NYSE:AQN,26 Aug 2025,$6.14,4,$6.23,8,4,$5.65,8.74%,8.74%,$6.14,$6.23,$6.00,6.19%,-$3.00,-153.04%,$4.61,-18.37%,AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,3,$32.68,-4.20%,-4.20%,$31.31,$31.31,$33.25,1.74%,$70.81,116.67%,$96.42,195.05%,AR
NYSE:ARCO,29 Aug 2025,$10.31,3,$9.65,9,3.75,$6.85,40.88%,40.88%,$9.65,$10.31,$7.21,5.26%,-$4.93,-171.97%,$20.57,200.28%,ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$11.22,-8.47%,,,,$11.99,6.86%,$24.49,118.27%,$52.60,368.80%,ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,3,$4.94,31.67%,31.67%,$6.50,$6.50,$5.18,4.86%,-$16.61,-436.26%,-$4.67,-194.48%,ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.40,-10.84%,,,,$27.47,4.05%,-$158.33,-699.72%,-$152.15,-676.33%,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$54.33,23.06%,,,,$56.92,4.77%,$114.96,111.59%,$246.52,353.74%,ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,$863.71,10,4,$734.85,17.54%,17.54%,$863.71,$871.20,$755.92,2.87%,$768.00,4.51%,$820.36,11.64%,ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$329.45,4.70%,,,,$327.10,-0.71%,"$2,573.70",681.21%,"$3,963.33",1103.01%,ASR
NYSE:ATI,30 Aug 2025,$63.00,2,$102.43,7,2.75,$76.97,-18.15%,-18.15%,$63.00,$102.43,$80.33,4.37%,$99.58,29.38%,$120.81,56.95%,ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$59.78,-50.23%,-50.23%,$29.75,$29.75,$61.17,2.33%,$136.63,128.55%,$141.07,135.99%,AU
NASDAQ:AVT,30 Aug 2025,$60.84,5,$52.75,1,2.75,$52.21,1.03%,1.03%,$52.75,$60.84,$54.62,4.62%,-$2.43,-104.65%,$13.42,-74.29%,AVT
NYSE:AVY,30 Aug 2025,$186.52,3,$197.20,1,1.75,$166.28,12.17%,12.17%,$186.52,$197.20,$173.34,4.25%,$179.50,7.95%,$197.70,18.90%,AVY
NYSE:B,12 Aug 2025,$23.69,3,,,3,$27.12,-12.65%,-12.65%,$23.69,$23.69,$28.06,3.47%,$40.35,48.80%,$58.02,113.94%,B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$232.65,-22.93%,,,,$244.71,5.18%,$265.52,14.13%,$59.37,-74.48%,BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,3.75,$136.31,-1.95%,-1.95%,$133.65,$148.92,$143.67,5.40%,$193.20,41.74%,$197.88,45.17%,BABA
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,3,$50.34,-10.24%,-10.24%,$45.19,$52.60,$52.09,3.48%,-$244.30,-585.31%,-$241.37,-579.47%,BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$50.06,25.41%,25.41%,$62.78,$67.98,$53.57,7.01%,$28.78,-42.52%,$52.19,4.25%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$133.00,-16.77%,,,,$138.40,4.06%,-$9.00,-106.76%,$2.53,-98.09%,BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,3,$3.78,-10.63%,-10.63%,$3.38,$4.72,$3.93,3.97%,$0.00,-100.00%,$0.00,-100.00%,BB
NYSE:BBD,4 Aug 2025,$2.64,3,$3.00,3,,$3.03,-13.00%,,,,$3.14,3.63%,-$17.98,-693.50%,-$15.45,-609.90%,BBD
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,3,$60.86,-32.07%,-32.07%,$41.34,$59.00,$65.19,7.11%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$30.34,35.40%,,,,$30.63,0.96%,$97.17,220.28%,$83.20,174.22%,BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,$79.84,5,2.75,$74.20,7.60%,7.60%,$79.84,$87.98,$75.62,1.91%,$125.80,69.54%,$167.05,125.13%,BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$19.58,-11.94%,-11.94%,$17.24,$17.24,$20.44,4.39%,$22.44,14.62%,$22.44,14.62%,BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,$16.50,5,2.75,$15.61,5.70%,5.70%,$16.50,$16.51,$16.23,3.97%,-$6.61,-142.33%,-$7.18,-146.01%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$138.48,-41.68%,,,,$128.07,-7.52%,$211.22,52.53%,$253.38,82.97%,BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,$140.33,8,3.5,$115.51,3.84%,3.84%,$119.95,$140.33,$128.03,10.84%,$209.68,81.52%,$238.77,106.71%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$129.20,-23.70%,,,,$133.61,3.41%,-$177.81,-237.62%,-$164.26,-227.13%,BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,3,$12.48,-15.50%,-15.50%,$10.55,$10.55,$12.66,1.44%,-$72.43,-680.38%,-$69.33,-655.53%,BFIN
NYSE:BIRK,30 Aug 2025,$55.22,4,$68.67,3,2.75,$50.75,8.80%,8.80%,$55.22,$68.67,$53.15,4.73%,$108.61,114.02%,$117.97,132.46%,BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$98.20,-100.00%,-100.00%,,$0.00,$101.53,3.39%,$108.24,10.22%,$146.23,48.91%,BJ
NYSE:BKD,30 Aug 2025,$9.20,4,$8.83,6,3.5,$7.64,15.58%,15.58%,$8.83,$9.20,$7.97,4.32%,-$9.86,-229.02%,$17.92,134.56%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$44.49,-7.96%,,,,$47.02,5.69%,$41.51,-6.69%,$57.40,29.01%,BKR
NYSE:BLD,30 Aug 2025,$467.93,3,$430.00,3,2.25,$418.17,2.83%,2.83%,$430.00,$467.93,$428.32,2.43%,$799.00,91.07%,$889.24,112.65%,BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,2,"$1,104.42",-6.92%,-6.92%,"$1,027.97","$1,027.97","$1,204.38",9.05%,$983.61,-10.94%,"$1,054.62",-4.51%,BLK
NASDAQ:BLKB,23 Aug 2025,$72.93,3,$74.67,4,2.5,$65.62,11.13%,11.13%,$72.93,$74.67,$69.97,6.63%,$107.10,63.21%,$139.75,112.97%,BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,3,$1.16,23.45%,23.45%,$1.43,$2.50,$1.19,2.59%,-$1.68,-245.13%,-$1.38,-218.61%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$180.52,-5.98%,,,,$190.42,5.48%,$274.28,51.94%,$271.28,50.28%,BMI
NYSE:BN,26 Aug 2024,$55.96,2,,,,$66.07,-15.30%,,,,$68.25,3.30%,-$141.87,-314.73%,-$102.40,-254.98%,BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$62.29,-11.16%,-11.16%,$55.34,$55.34,$65.14,4.58%,-$565.37,-1007.65%,-$555.61,-991.98%,BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$67.30,6.98%,,,,$69.48,3.24%,-$398.73,-692.47%,-$390.84,-680.74%,BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,3,$6.66,38.89%,38.89%,$9.25,$10.98,$7.46,12.01%,$37.18,458.32%,$66.77,902.62%,BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$34.59,8.90%,8.90%,$37.67,$39.40,$36.59,5.78%,$37.35,7.98%,$133.15,284.95%,BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.63,3.31%,,,,$3.78,4.13%,$8.84,143.44%,$14.28,293.38%,BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,$3.50,5,2.75,$3.21,9.03%,9.03%,$3.50,$4.99,$3.45,7.48%,$14.00,336.12%,$39.52,1131.23%,BRY
NYSE:BSBR,19 Aug 2025,$5.23,3,$5.70,7,3.25,$5.22,0.25%,0.25%,$5.23,$5.70,$5.40,3.45%,$4.21,-19.36%,$1.44,-72.33%,BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$13.94,-26.48%,-26.48%,$10.25,$10.25,$15.36,10.19%,$12.53,-10.13%,$16.63,19.28%,BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$54.86,-2.75%,-2.75%,$53.35,$53.35,$82.89,51.09%,$0.00,-100.00%,$0.00,-100.00%,BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.36,57.50%,57.50%,$0.57,$0.57,$0.41,13.89%,$0.00,-100.00%,$0.00,-100.00%,BTOG
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$294.44,-32.14%,,,,$286.99,-2.53%,$373.56,26.87%,$272.80,-7.35%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.59,-0.59%,,,,$25.42,3.38%,-$132.01,-636.84%,-$128.52,-622.66%,BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$29.66,4.96%,4.96%,$31.13,$31.63,$30.84,3.98%,$87.98,196.64%,$95.29,221.29%,BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,3,$94.91,-9.05%,-9.05%,$86.32,$86.32,$98.46,3.74%,-$755.27,-895.78%,-$731.13,-870.34%,C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,3.75,$21.35,3.08%,3.08%,$22.01,$23.30,$22.27,4.31%,$54.96,157.45%,$79.34,271.63%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.65,-1.35%,,,,$42.17,3.74%,-$308.89,-859.88%,-$303.11,-845.65%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$14.98,13.48%,,,,$14.84,-0.93%,$0.00,-100.00%,$0.00,-100.00%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$115.16,-18.43%,,,,$120.59,4.72%,$0.00,-100.00%,$0.00,-100.00%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$78.18,12.54%,,,,$83.65,7.00%,$77.78,-0.51%,$77.78,-0.51%,CAMT
NYSE:CANG,24 Aug 2025,$4.01,3,$6.50,7,3.25,$4.66,-14.01%,-14.01%,$4.01,$6.50,$4.96,6.44%,$0.00,-100.00%,$0.00,-100.00%,CANG
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$162.38,-1.70%,,,,$154.59,-4.80%,$209.37,28.94%,$628.03,286.77%,CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,2,$62.70,-1.14%,-1.14%,$61.99,$61.99,$67.10,7.02%,$83.83,33.69%,$109.13,74.04%,CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,1.75,$67.45,18.91%,18.91%,$80.21,$95.63,$69.89,3.62%,$70.32,4.25%,$77.87,15.45%,CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$276.64,1.96%,1.96%,$282.07,$303.61,$288.31,4.22%,$440.95,59.39%,$454.27,64.21%,CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$63.86,21.47%,,,,$66.28,3.79%,$99.95,56.52%,$121.03,89.52%,CBZ
NYSE:CCK,29 Aug 2025,$107.03,3,$122.91,5,2.75,$94.96,12.71%,12.71%,$107.03,$122.91,$102.16,7.58%,$171.97,81.10%,$225.06,137.01%,CCK
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$13.90,-52.53%,,,,$14.18,2.01%,$22.49,61.78%,$27.51,97.89%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$45.42,47.80%,,,,$47.41,4.38%,$41.27,-9.15%,$135.18,197.62%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$54.01,-59.31%,,,,$54.93,1.70%,$46.95,-13.08%,$46.95,-13.06%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$36.89,4.36%,,,,$37.98,2.95%,$767.09,1979.41%,$858.36,2226.82%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$33.42,21.77%,,,,$34.12,2.09%,$170.03,408.78%,$187.10,459.84%,CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$22.05,6.53%,6.53%,$23.49,$25.50,$22.83,3.54%,$29.08,31.87%,$12.28,-44.30%,CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,3.75,$8.45,2.76%,2.76%,$8.68,$9.61,$8.73,3.31%,$18.35,117.13%,$10.40,23.11%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$127.85,-13.11%,,,,$133.33,4.29%,-$122.57,-195.87%,-$105.31,-182.37%,CHCO
NYSE:CHCT,24 Aug 2025,$20.57,3,$19.50,8,3.5,$15.13,28.88%,28.88%,$19.50,$20.57,$16.10,6.41%,$15.10,-0.20%,$35.84,136.88%,CHCT
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$92.29,-13.21%,,,,$93.67,1.50%,$114.12,23.66%,$123.60,33.92%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$101.59,12.79%,,,,$104.97,3.33%,$85.31,-16.02%,$117.87,16.03%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$460.35,11.35%,,,,$466.43,1.32%,$801.62,74.13%,$852.71,85.23%,CHE
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.47,55.10%,55.10%,$2.28,$2.28,$1.48,0.68%,$13.82,840.27%,$5.89,300.60%,CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$109.01,53.77%,,,,$114.08,4.65%,$94.16,-13.63%,$335.23,207.52%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$43.44,-7.07%,,,,$44.77,3.06%,$55.20,27.06%,$72.89,67.79%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,,$8.44,-21.59%,,,,$8.96,6.16%,$6.37,-24.52%,$8.62,2.09%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$1.98,-3.89%,,,,$2.05,3.54%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$152.90,-7.13%,,,,$157.68,3.13%,$328.35,114.75%,$348.53,127.95%,CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$83.58,0.89%,0.89%,$84.33,$97.40,$86.89,3.96%,$133.77,60.05%,$147.02,75.90%,CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,3,$10.29,4.76%,4.76%,$10.78,$12.62,$10.88,5.73%,$24.16,134.80%,$19.19,86.47%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$239.58,-9.82%,,,,$239.56,-0.01%,$313.52,30.86%,$464.57,93.91%,CLH
NASDAQ:CLMB,25 Aug 2025,$107.31,3,$133.00,5,2.75,$124.94,-14.11%,-14.11%,$107.31,$133.00,$127.45,2.01%,$240.54,92.52%,$256.81,105.55%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$21.40,72.90%,,,,$22.11,3.32%,$84.38,294.32%,$197.66,823.65%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$122.20,26.92%,,,,$122.09,-0.09%,$204.35,67.23%,$237.66,94.48%,CLX
NYSE:CM,19 Aug 2025,,,,,,$77.41,-100.00%,-100.00%,,$0.00,$80.26,3.68%,-$423.39,-646.95%,-$409.08,-628.46%,CM
NASDAQ:CMPR,23 Aug 2025,$95.87,3,$72.00,5,2.75,$61.15,17.74%,17.74%,$72.00,$95.87,$64.95,6.21%,$138.59,126.63%,$161.24,163.67%,CMPR
NYSE:CNH,18 Aug 2025,$16.66,5,$14.39,4,3.5,$11.13,29.29%,29.29%,$14.39,$16.66,$11.77,5.75%,$10.50,-5.63%,$17.13,53.93%,CNH
NYSE:CNM,15 Aug 2025,$59.25,2,,,2,$64.37,-7.95%,-7.95%,$59.25,$59.25,$68.42,6.29%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$39.22,-22.07%,,,,$40.11,2.27%,-$250.33,-738.28%,-$218.10,-656.11%,CNO
NYSE:COF,18 Aug 2025,$1.55,4,$1.15,4,3,$223.08,-99.48%,-99.48%,$1.15,$1.55,$231.15,3.62%,$221.58,-0.67%,$359.11,60.98%,COF
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$88.71,22.73%,22.73%,$108.88,$111.93,$90.13,1.60%,$94.13,6.11%,$153.12,72.61%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$26.83,-11.54%,-11.54%,$23.73,$23.73,$28.10,4.73%,-$159.31,-693.79%,-$148.26,-652.60%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$95.74,26.66%,,,,$102.03,6.57%,$83.32,-12.97%,$173.01,80.71%,COP
NYSE:COTY,18 Aug 2025,$8.16,3,$6.34,4,2.5,$4.36,45.41%,45.41%,$6.34,$8.16,$4.46,2.29%,-$1.67,-138.30%,$4.82,10.44%,COTY
NYSE:CP,13 Nov 2024,$75.90,3,,,,$76.10,-0.26%,,,,$78.31,2.90%,$80.71,6.06%,$108.07,42.01%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$30.92,-9.17%,,,,$32.12,3.88%,-$171.70,-655.29%,-$168.64,-645.41%,CPF
NYSE:CPRI,23 Aug 2025,$38.54,5,$25.25,6,4,$20.77,21.57%,21.57%,$25.25,$38.54,$31.07,49.59%,$57.02,174.53%,-$11.90,-157.27%,CPRI
NYSE:CPT,19 Aug 2025,$114.40,4,,1,2.25,$108.54,5.40%,5.40%,$114.40,$114.40,$116.34,7.19%,$108.91,0.34%,$166.36,53.27%,CPT
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$182.07,-8.62%,,,,$187.48,2.97%,$227.48,24.94%,$237.53,30.46%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$194.03,-15.45%,,,,$192.34,-0.87%,$194.10,0.03%,$273.38,40.90%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,,$9.97,5.59%,,,,$10.14,1.71%,$0.00,-100.00%,$0.00,-100.00%,CRESY
