Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.55,-11.34%,,,,$27.78,4.63%,-$158.65,-697.54%,-$152.50,-674.40%,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$54.24,23.27%,,,,$56.97,5.03%,$114.08,110.33%,$244.69,351.13%,ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,$863.71,10,4,$752.49,14.78%,14.78%,$863.71,$871.20,$777.46,3.32%,$778.29,3.43%,$830.15,10.32%,ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$335.38,2.85%,,,,$332.56,-0.84%,"$2,543.19",658.30%,"$3,918.43",1068.35%,ASR
NYSE:ATI,30 Aug 2025,$63.00,2,$102.43,7,2.75,$77.02,-18.20%,-18.20%,$63.00,$102.43,$82.20,6.73%,$97.27,26.29%,$118.30,53.59%,ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$58.20,-48.88%,-48.88%,$29.75,$29.75,$62.68,7.70%,$136.95,135.31%,$141.40,142.95%,AU
NASDAQ:AVT,30 Aug 2025,$60.84,5,$52.75,1,2.75,$53.30,-1.03%,-1.03%,$52.75,$60.84,$53.82,0.98%,-$2.23,-104.19%,$13.55,-74.59%,AVT
NYSE:AVY,30 Aug 2025,$186.52,3,$197.20,1,1.75,$166.64,11.93%,11.93%,$186.52,$197.20,$172.23,3.35%,$176.54,5.94%,$194.68,16.83%,AVY
NYSE:B,12 Aug 2025,$23.69,3,,,3,$27.11,-12.62%,-12.62%,$23.69,$23.69,$27.96,3.14%,$40.37,48.91%,$57.86,113.44%,B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$231.66,-22.60%,,,,$244.69,5.62%,$258.10,11.41%,$54.21,-76.60%,BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,3.75,$131.11,1.94%,1.94%,$133.65,$148.92,$142.74,8.87%,$190.24,45.10%,$194.92,48.67%,BABA
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,3,$50.59,-10.68%,-10.68%,$45.19,$52.60,$52.19,3.16%,-$245.17,-584.62%,-$242.25,-578.84%,BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$50.20,25.06%,25.06%,$62.78,$67.98,$52.54,4.66%,$27.71,-44.81%,$51.01,1.62%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$135.34,-18.21%,,,,$138.22,2.13%,-$3.85,-102.84%,$7.58,-94.40%,BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,3,$3.78,-10.63%,-10.63%,$3.38,$4.72,$3.90,3.17%,$0.00,-100.00%,$0.00,-100.00%,BB
NYSE:BBD,4 Sep 2025,$2.93,3,,6,3,$3.09,-5.21%,-5.21%,$2.93,$2.93,$3.21,3.88%,-$18.21,-689.35%,-$15.69,-607.76%,BBD
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,3,$60.73,-31.93%,-31.93%,$41.34,$59.00,$64.47,6.16%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$31.78,29.26%,,,,$31.32,-1.45%,$97.65,207.26%,$83.78,163.62%,BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,$79.84,5,2.75,$76.88,3.85%,3.85%,$79.84,$87.98,$75.68,-1.56%,$125.28,62.96%,$166.34,116.37%,BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$20.06,-14.05%,-14.05%,$17.24,$17.24,$20.58,2.59%,$18.90,-5.77%,$18.90,-5.77%,BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,$16.50,5,2.75,$15.59,5.84%,5.84%,$16.50,$16.51,$16.16,3.66%,-$6.61,-142.42%,-$7.19,-146.10%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$142.10,-43.17%,,,,$130.52,-8.15%,$212.28,49.39%,$254.02,78.76%,BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,$140.33,8,3.5,$115.76,3.62%,3.62%,$119.95,$140.33,$174.75,50.96%,$206.77,78.62%,$235.60,103.52%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$128.69,-23.40%,,,,$134.04,4.16%,-$179.14,-239.20%,-$165.72,-228.77%,BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,3,$12.46,-15.37%,-15.37%,$10.55,$10.55,$12.75,2.33%,-$72.50,-681.87%,-$69.42,-657.14%,BFIN
NYSE:BIRK,30 Aug 2025,$55.22,4,$68.67,3,2.75,$50.38,9.60%,9.60%,$55.22,$68.67,$52.13,3.47%,$107.26,112.91%,$116.56,131.36%,BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$95.69,-100.00%,-100.00%,,$0.00,$101.38,5.95%,$105.45,10.20%,$143.17,49.62%,BJ
NYSE:BKD,30 Aug 2025,$9.20,4,$8.83,6,3.5,$7.62,15.88%,15.88%,$8.83,$9.20,$7.97,4.59%,-$9.94,-230.40%,$17.58,130.76%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$46.36,-11.67%,,,,$46.83,1.01%,$41.04,-11.48%,$56.81,22.55%,BKR
NYSE:BLD,30 Aug 2025,$467.93,3,$430.00,3,2.25,$427.45,0.60%,0.60%,$430.00,$467.93,$428.18,0.17%,$794.74,85.93%,$884.15,106.84%,BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,2,"$1,108.04",-7.23%,-7.23%,"$1,027.97","$1,027.97","$1,163.63",5.02%,$965.36,-12.88%,"$1,035.86",-6.51%,BLK
NASDAQ:BLKB,23 Aug 2025,$72.93,3,$74.67,4,2.5,$66.15,10.24%,10.24%,$72.93,$74.67,$68.59,3.69%,$106.97,61.71%,$139.33,110.63%,BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,3,$1.02,40.39%,40.39%,$1.43,$2.50,$1.19,16.67%,-$1.46,-242.79%,-$1.18,-215.21%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$182.35,-6.93%,,,,$186.62,2.34%,$272.22,49.28%,$269.27,47.67%,BMI
NYSE:BN,26 Aug 2024,$55.96,2,,,,$66.43,-15.76%,,,,$67.58,1.73%,-$142.96,-315.20%,-$103.64,-256.01%,BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$63.57,-12.95%,-12.95%,$55.34,$55.34,$65.41,2.89%,-$565.11,-988.95%,-$555.39,-973.67%,BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$68.32,5.39%,,,,$70.23,2.80%,-$398.48,-683.25%,-$390.62,-671.75%,BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,3,$6.92,33.67%,33.67%,$9.25,$10.98,$7.22,4.34%,$36.82,432.11%,$66.14,855.81%,BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$34.34,9.70%,9.70%,$37.67,$39.40,$36.57,6.49%,$36.17,5.32%,$131.32,282.42%,BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.67,2.18%,,,,$3.78,3.00%,$8.77,138.85%,$14.17,286.17%,BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,$3.50,5,2.75,$3.27,7.03%,7.03%,$3.50,$4.99,$3.41,4.28%,$13.73,319.76%,$39.13,1096.69%,BRY
NYSE:BSBR,19 Aug 2025,$5.23,3,$5.70,7,3.25,$5.24,-0.13%,-0.13%,$5.23,$5.70,$5.44,3.82%,$4.04,-22.81%,$1.30,-75.23%,BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$12.43,-17.55%,-17.55%,$10.25,$10.25,$16.01,28.80%,$11.43,-8.05%,$15.49,24.64%,BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$55.38,-3.67%,-3.67%,$53.35,$53.35,$82.95,49.78%,$0.00,-100.00%,$0.00,-100.00%,BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.32,77.19%,77.19%,$0.57,$0.57,$0.38,18.75%,$0.00,-100.00%,$0.00,-100.00%,BTOG
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$300.64,-33.54%,,,,$291.74,-2.96%,$375.42,24.87%,$275.86,-8.24%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.58,-0.55%,,,,$25.81,5.00%,-$132.27,-638.11%,-$128.80,-623.99%,BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$29.47,5.64%,5.64%,$31.13,$31.63,$30.53,3.60%,$86.80,194.55%,$94.04,219.11%,BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,3,$96.86,-10.88%,-10.88%,$86.32,$86.32,$98.76,1.96%,-$757.11,-881.65%,-$733.08,-856.85%,C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,3.75,$21.12,4.20%,4.20%,$22.01,$23.30,$22.25,5.35%,$54.37,157.42%,$78.51,271.75%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.91,-1.98%,,,,$42.25,3.28%,-$308.96,-855.23%,-$303.21,-841.17%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$13.93,22.04%,,,,$14.97,7.47%,$0.00,-100.00%,$0.00,-100.00%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$112.99,-16.86%,,,,$110.98,-1.78%,$0.00,-100.00%,$0.00,-100.00%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$78.27,12.41%,,,,$81.80,4.51%,$76.03,-2.87%,$76.03,-2.87%,CAMT
NYSE:CANG,24 Aug 2025,$4.01,3,$6.50,7,3.25,$4.74,-15.46%,-15.46%,$4.01,$6.50,$5.05,6.54%,$0.00,-100.00%,$0.00,-100.00%,CANG
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$152.38,4.75%,,,,$165.73,8.76%,$198.84,30.49%,$616.06,304.29%,CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,2,$63.34,-2.14%,-2.14%,$61.99,$61.99,$66.90,5.62%,$82.36,30.03%,$107.41,69.58%,CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,1.75,$65.43,22.58%,22.58%,$80.21,$95.63,$70.00,6.98%,$70.60,7.90%,$78.10,19.37%,CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$279.54,0.90%,0.90%,$282.07,$303.61,$290.30,3.85%,$436.51,56.15%,$449.70,60.87%,CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$59.78,29.76%,,,,$66.14,10.64%,$95.71,60.11%,$116.64,95.12%,CBZ
NYSE:CCK,29 Aug 2025,$107.03,3,$122.91,5,2.75,$92.04,16.29%,16.29%,$107.03,$122.91,$101.01,9.75%,$164.21,78.41%,$216.94,135.70%,CCK
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$14.14,-53.34%,,,,$14.52,2.69%,$22.72,60.66%,$27.70,95.90%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$46.17,45.40%,,,,$46.89,1.56%,$38.80,-15.95%,$132.09,186.09%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$54.26,-59.50%,,,,$55.44,2.17%,$47.57,-12.33%,$47.58,-12.31%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$37.20,3.49%,,,,$38.42,3.28%,$762.35,1949.34%,$853.20,2193.54%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$33.86,20.19%,,,,$34.18,0.95%,$169.12,399.48%,$186.11,449.64%,CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$21.94,7.06%,7.06%,$23.49,$25.50,$23.16,5.56%,$29.31,33.61%,$12.72,-42.03%,CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,3.75,$8.30,4.61%,4.61%,$8.68,$9.61,$8.79,5.90%,$18.26,119.99%,$10.37,24.93%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$129.48,-14.21%,,,,$132.10,2.02%,-$123.31,-195.23%,-$106.20,-182.02%,CHCO
NYSE:CHCT,24 Aug 2025,$20.57,3,$19.50,8,3.5,$15.44,26.30%,26.30%,$19.50,$20.57,$15.98,3.50%,$14.93,-3.31%,$35.53,130.11%,CHCT
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$94.99,-15.68%,,,,$92.97,-2.13%,$114.00,20.01%,$123.43,29.94%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$101.66,12.71%,,,,$104.95,3.24%,$84.42,-16.96%,$116.82,14.91%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$459.43,11.58%,,,,$463.86,0.96%,$795.12,73.07%,$845.92,84.12%,CHE
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.64,39.02%,39.02%,$2.28,$2.28,$1.65,0.61%,$13.96,751.45%,$6.11,272.72%,CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$107.60,55.78%,,,,$114.16,6.10%,$89.34,-16.97%,$329.16,205.91%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$43.87,-7.98%,,,,$44.03,0.36%,$55.05,25.48%,$72.65,65.61%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$24.53,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,,$7.51,-11.88%,,,,$8.87,18.11%,$6.16,-17.98%,$8.39,11.67%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$2.02,-5.79%,,,,$2.04,0.99%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$155.01,-8.39%,,,,$157.14,1.37%,$325.83,110.20%,$345.82,123.10%,CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$83.41,1.10%,1.10%,$84.33,$97.40,$86.91,4.20%,$132.56,58.92%,$145.68,74.66%,CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,3,$10.46,3.06%,3.06%,$10.78,$12.62,$10.84,3.63%,$23.86,128.06%,$18.97,81.37%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$244.06,-11.48%,,,,$241.56,-1.02%,$312.15,27.90%,$461.78,89.21%,CLH
NASDAQ:CLMB,25 Aug 2025,$107.31,3,$133.00,5,2.75,$129.50,-17.13%,-17.13%,$107.31,$133.00,$128.02,-1.14%,$239.60,85.02%,$255.72,97.47%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$21.71,70.43%,,,,$22.42,3.27%,$83.22,283.35%,$195.45,800.29%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$124.17,24.91%,,,,$124.91,0.60%,$206.21,66.07%,$239.20,92.64%,CLX
NYSE:CM,19 Aug 2025,,,,,,$78.96,-100.00%,-100.00%,,$0.00,$80.41,1.84%,-$424.53,-637.65%,-$410.33,-619.67%,CM
NASDAQ:CMPR,23 Aug 2025,$95.87,3,$72.00,5,2.75,$60.48,19.05%,19.05%,$72.00,$95.87,$65.36,8.07%,$135.62,124.24%,$158.20,161.57%,CMPR
NYSE:CNH,18 Aug 2025,$16.66,5,$14.39,4,3.5,$11.23,28.14%,28.14%,$14.39,$16.66,$11.71,4.27%,$10.32,-8.07%,$16.91,50.56%,CNH
NYSE:CNM,15 Aug 2025,$59.25,2,,,2,$65.34,-9.31%,-9.31%,$59.25,$59.25,$67.82,3.80%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$40.04,-23.66%,,,,$40.78,1.85%,-$249.97,-724.31%,-$217.90,-644.20%,CNO
NYSE:COF,18 Aug 2025,$1.55,4,$1.15,4,3,$225.50,-99.49%,-99.49%,$1.15,$1.55,$231.04,2.46%,$214.15,-5.04%,$350.66,55.50%,COF
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$94.19,15.59%,15.59%,$108.88,$111.93,$91.95,-2.38%,$94.52,0.35%,$153.21,62.66%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$26.68,-11.05%,-11.05%,$23.73,$23.73,$28.09,5.28%,-$159.74,-698.73%,-$148.79,-657.70%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$95.83,26.54%,,,,$100.99,5.38%,$78.96,-17.60%,$168.21,75.53%,COP
NYSE:COTY,18 Aug 2025,$8.16,3,$6.34,4,2.5,$4.34,46.08%,46.08%,$6.34,$8.16,$4.49,3.46%,-$1.69,-139.04%,$4.75,9.39%,COTY
NYSE:CP,13 Nov 2024,$75.90,3,,,,$76.44,-0.70%,,,,$78.11,2.18%,$80.64,5.50%,$107.75,40.96%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$31.20,-9.99%,,,,$32.21,3.24%,-$171.91,-651.00%,-$168.87,-641.26%,CPF
NYSE:CPRI,23 Aug 2025,$38.54,5,$25.25,6,4,$21.61,16.84%,16.84%,$25.25,$38.54,$31.70,46.69%,$56.93,163.42%,-$11.41,-152.79%,CPRI
NYSE:CPT,19 Aug 2025,$114.40,4,,1,2.25,$109.61,4.37%,4.37%,$114.40,$114.40,$114.45,4.42%,$109.49,-0.11%,$166.66,52.05%,CPT
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$184.23,-9.69%,,,,$187.21,1.62%,$226.25,22.81%,$236.27,28.25%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$193.59,-15.26%,,,,$192.34,-0.65%,$194.45,0.44%,$273.00,41.02%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,,$9.65,9.09%,,,,$10.26,6.32%,$0.00,-100.00%,$0.00,-100.00%,CRESY
