Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,4,$71.26,11.23%,11.23%,$79.26,$81.90,$74.06,3.93%,$63.96,-10.24%,$106.85,49.94%,ADC,NYSE:ADC
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.34,50.88%,,,,,-100.00%,-$2.00,-688.24%,-$2.00,-688.24%,ADIL,NASDAQ:ADIL
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,,$9.28,-18.21%,,,,$9.78,5.39%,$18.95,104.22%,$39.14,321.79%,ADTN,NASDAQ:ADTN
NASDAQ:AEP,18 Sep 2025,$104.71,2,,,2,$109.14,-4.06%,-4.06%,$104.71,$104.71,$112.90,3.45%,-$25.25,-123.14%,$43.01,-60.59%,AEP,NASDAQ:AEP
NYSE:AES,11 Jul 2025,$13.47,3,,,,$13.24,1.70%,,,,$13.25,0.08%,-$56.03,-523.21%,-$51.72,-490.65%,AES,NYSE:AES
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$15.50,14.84%,,,,$16.06,3.61%,$54.20,249.67%,$80.30,418.09%,AFYA,NASDAQ:AFYA
NYSE:AG,12 Aug 2025,$7.66,3,,,,$12.14,-36.94%,,,,$11.85,-2.39%,$13.97,15.04%,$21.38,76.08%,AG,NYSE:AG
NYSE:AGI,19 Aug 2025,$18.00,1,,,,$34.18,-47.35%,,,,$34.83,1.90%,$43.07,26.02%,$52.08,52.37%,AGI,NYSE:AGI
NYSE:AGM,26 Aug 2025,$230.34,3,,,,$172.93,33.20%,,,,$180.81,4.56%,"-$1,740.70",-1106.59%,"-$1,403.85",-911.80%,AGM,NYSE:AGM
NASDAQ:AGNC,7 Jul 2025,$11.25,4,,,,$9.84,14.35%,,,,$9.89,0.51%,-$68.50,-796.13%,-$68.14,-792.52%,AGNC,NASDAQ:AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$84.65,18.40%,,,,$86.76,2.49%,$56.71,-33.01%,$56.81,-32.89%,AGO,NYSE:AGO
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,,$8.05,16.77%,,,,$8.08,0.37%,$22.89,184.36%,$53.29,561.99%,AGRO,NYSE:AGRO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$77.98,8.69%,,,,$80.31,2.99%,-$51.26,-165.73%,$15.75,-79.81%,AIG,NYSE:AIG
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$53.56,24.72%,,,,$53.97,0.77%,$55.28,3.21%,$81.79,52.71%,AIN,NYSE:AIN
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$7.42,-32.61%,,,,$7.74,4.31%,$9.09,22.52%,$11.08,49.35%,AIRS,NASDAQ:AIRS
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$215.62,2.88%,,,,$218.23,1.21%,-$167.34,-177.61%,-$120.99,-156.11%,AIZ,NYSE:AIZ
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.51,-21.48%,,,,$64.01,0.79%,-$216.17,-440.37%,-$147.98,-333.00%,AL,NYSE:AL
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$73.92,10.19%,,,,$74.30,0.51%,$112.66,52.40%,$160.36,116.94%,ALC,NYSE:ALC
NYSE:ALEX,24 Apr 2025,$18.39,4,$23.00,9,,$18.22,0.94%,,,,$18.68,2.52%,$21.81,19.69%,$31.64,73.66%,ALEX,NYSE:ALEX
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,2.5,$3.25,92.03%,92.03%,$6.24,$6.75,$3.38,4.00%,$2.53,-22.04%,$12.82,294.33%,ALIT,NYSE:ALIT
NYSE:ALL,11 Sep 2025,$182.73,2,,,2,$212.76,-14.11%,-14.11%,$182.73,$182.73,$218.96,2.91%,$369.73,73.78%,$444.01,108.69%,ALL,NYSE:ALL
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$40.16,3.41%,,,,$42.34,5.43%,-$440.53,-1196.93%,-$461.78,-1249.85%,ALLY,NYSE:ALLY
NASDAQ:ALRS,3 Jun 2025,$23.53,4,$21.50,9,,$22.62,-4.95%,,,,$23.72,4.86%,-$148.68,-757.29%,-$142.96,-732.01%,ALRS,NASDAQ:ALRS
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$3.10,71.94%,,,,$3.22,3.87%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$8.34,3.86%,,,,$8.27,-0.84%,$5.28,-36.65%,$6.77,-18.83%,ALVO,NASDAQ:ALVO
NASDAQ:AMAL,2 Sep 2025,$30.79,3,$33.33,1,1.75,$27.69,11.19%,11.19%,$30.79,$33.33,$29.50,6.54%,-$165.90,-699.12%,-$164.52,-694.15%,AMAL,NASDAQ:AMAL
NYSE:AMBC,3 Sep 2025,$10.68,3,$12.50,2,2,$9.54,11.96%,11.96%,$10.68,$12.50,$9.71,1.78%,-$112.83,-1282.72%,-$99.22,-1140.05%,AMBC,NYSE:AMBC
NYSE:AMBP,29 Aug 2025,$5.14,4,$4.41,6,,$3.94,11.93%,,,,$3.85,-2.28%,$7.54,91.25%,$17.78,351.15%,AMBP,NYSE:AMBP
NYSE:AMCR,26 Sep 2025,$10.21,5,$10.33,10,5,$8.05,26.83%,26.83%,$10.21,$10.33,$8.02,-0.37%,$10.12,25.75%,$15.12,87.76%,AMCR,NYSE:AMCR
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$6.07,15.22%,,,,$6.73,10.87%,$27.21,348.25%,$68.29,1025.09%,AMPY,NYSE:AMPY
NASDAQ:AMRK,30 Aug 2025,$28.71,3,$43.50,2,2,$26.65,7.72%,7.72%,$28.71,$43.50,$27.58,3.49%,$51.42,92.96%,$61.25,129.82%,AMRK,NASDAQ:AMRK
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$43.77,5.06%,,,,$44.79,2.33%,$20.59,-52.95%,$21.54,-50.80%,AMSF,NASDAQ:AMSF
NASDAQ:AMTX,4 Sep 2025,$3.19,3,$11.17,5,2.75,$2.54,25.43%,25.43%,$3.19,$11.17,$2.32,-8.66%,$11.65,358.53%,$3.64,43.26%,AMTX,NASDAQ:AMTX
NASDAQ:AMWD,30 Aug 2025,$86.63,3,$70.67,6,3,$69.40,1.83%,1.83%,$70.67,$86.63,$68.47,-1.34%,$126.27,81.95%,$187.80,170.60%,AMWD,NASDAQ:AMWD
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,$20.86,-20.76%,,,,$20.58,-1.34%,$909.55,4260.27%,"$2,814.36",13391.67%,AMX,NYSE:AMX
NYSE:ANF,21 Sep 2025,$118.40,3,$113.38,1,1.75,$85.89,32.01%,32.01%,$113.38,$118.40,$86.63,0.86%,$143.68,67.28%,$200.91,133.92%,ANF,NYSE:ANF
NYSE:AON,29 Aug 2025,$347.01,2,,,,$356.08,-2.55%,,,,$354.12,-0.55%,$393.46,10.50%,$470.72,32.20%,AON,NYSE:AON
NASDAQ:APA,12 Aug 2025,$28.49,3,$22.45,7,,$24.69,-9.07%,,,,$26.42,7.01%,$45.52,84.35%,$105.69,328.09%,APA,NASDAQ:APA
NYSE:APD,30 Aug 2025,$296.29,3,$328.83,8,3.5,$266.78,11.06%,11.06%,$296.29,$328.83,$273.29,2.44%,$172.79,-35.23%,$193.63,-27.42%,APD,NYSE:APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$122.60,-33.47%,,,,$122.77,0.14%,$175.46,43.11%,$187.21,52.70%,APH,NYSE:APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.75,-18.80%,,,,$4.00,6.67%,$0.92,-75.36%,$2.62,-30.25%,API,NASDAQ:API
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$45.33,21.33%,,,,$44.43,-1.99%,$0.00,-100.00%,$0.00,-100.00%,APOG,NASDAQ:APOG
NYSE:AQN,26 Aug 2025,$6.14,4,$6.23,8,,$5.39,13.98%,,,,$5.36,-0.56%,-$3.22,-159.67%,$4.46,-17.18%,AQN,NYSE:AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,,$34.11,-8.22%,,,,$34.23,0.35%,$72.85,113.57%,$98.63,189.15%,AR,NYSE:AR
NYSE:ARCO,29 Aug 2025,$10.31,3,$9.65,9,,$6.92,39.45%,,,,$7.22,4.34%,-$4.81,-169.57%,$21.03,203.89%,ARCO,NYSE:ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$10.62,-3.30%,,,,$11.13,4.80%,$24.23,128.19%,$52.73,396.47%,ARHS,NASDAQ:ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.59,41.71%,,,,$4.80,4.58%,-$17.05,-471.39%,-$5.02,-209.41%,ARKO,NASDAQ:ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.06,-9.67%,,,,$26.99,3.57%,-$153.79,-690.15%,-$147.58,-666.29%,ASB,NYSE:ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$48.79,37.04%,,,,$48.68,-0.23%,$110.12,125.70%,$243.03,398.12%,ASH,NYSE:ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,$863.71,10,4,$812.80,6.26%,6.26%,$863.71,$871.20,$939.08,15.54%,$994.64,22.37%,"$1,047.72",28.90%,ASML,AMS:ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$339.86,1.49%,,,,$338.75,-0.33%,"$2,624.21",672.15%,"$4,034.45",1087.09%,ASR,NYSE:ASR
NYSE:ATI,30 Aug 2025,$63.00,2,$102.43,7,2.75,$82.81,-23.92%,-23.92%,$63.00,$102.43,$79.01,-4.59%,$104.62,26.34%,$126.13,52.31%,ATI,NYSE:ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,,$68.30,-56.44%,,,,$70.21,2.80%,$148.02,116.73%,$152.48,123.24%,AU,NYSE:AU
NYSE:AVB,18 Sep 2025,$217.02,5,$216.27,7,4.25,$194.86,10.99%,10.99%,$216.27,$217.02,$200.02,2.65%,$290.28,48.97%,$406.36,108.54%,AVB,NYSE:AVB
NASDAQ:AVT,30 Aug 2025,$60.84,5,$52.75,1,2.75,$51.94,1.56%,1.56%,$52.75,$60.84,$53.09,2.21%,-$2.28,-104.38%,$13.68,-73.66%,AVT,NASDAQ:AVT
NYSE:AVY,30 Aug 2025,$186.52,3,$197.20,1,1.75,$160.75,16.03%,16.03%,$186.52,$197.20,$160.14,-0.38%,$171.61,6.76%,$189.89,18.13%,AVY,NYSE:AVY
NYSE:B,12 Aug 2025,$23.69,3,,,,$34.48,-31.30%,,,,$34.28,-0.58%,$46.89,35.99%,$66.57,93.06%,B,NYSE:B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$221.26,-18.96%,,,,$230.75,4.29%,$252.99,14.34%,$43.61,-80.29%,BA,NYSE:BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,,#N/A,#N/A,,,,$175.44,#N/A,$227.24,#N/A,$231.90,#N/A,BABA,HKEX:9988
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,,$52.21,-13.45%,,,,$52.76,1.05%,-$240.28,-560.22%,-$237.38,-554.67%,BAC,NYSE:BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,,$49.48,26.88%,,,,$48.66,-1.66%,$27.42,-44.58%,$50.99,3.05%,BALL,NYSE:BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$130.79,-15.36%,,,,$140.11,7.13%,$22.46,-82.83%,$13.31,-89.82%,BANF,NASDAQ:BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,,$4.96,-31.90%,,,,$5.19,4.64%,$0.00,-100.00%,$0.00,-100.00%,BB,NYSE:BB
NYSE:BBD,4 Sep 2025,$2.93,3,,6,3,$3.30,-11.24%,-11.24%,$2.93,$2.93,$3.45,4.55%,-$17.37,-626.25%,-$14.82,-548.97%,BBD,NYSE:BBD
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,3.75,$19.25,-10.63%,-10.63%,$17.20,$17.20,$19.60,1.82%,-$6.50,-133.75%,-$23.89,-224.10%,BBVA,NYSE:BBVA
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,,$72.89,-43.28%,,,,$70.82,-2.84%,$75.81,4.00%,$95.86,31.51%,BBW,NYSE:BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$26.66,54.09%,,,,$26.14,-1.95%,$95.03,256.45%,$80.91,203.50%,BBWI,NYSE:BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,$79.84,5,2.75,$76.15,4.85%,4.85%,$79.84,$87.98,$77.56,1.85%,$127.23,67.08%,$169.00,121.93%,BBY,NYSE:BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$20.60,-16.30%,,,,$21.05,2.18%,$28.71,39.35%,$28.71,39.35%,BCS,NYSE:BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,$16.50,5,2.75,$14.38,14.74%,14.74%,$16.50,$16.51,$14.83,3.13%,-$7.81,-154.31%,-$8.38,-158.30%,BCSF,NYSE:BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$142.84,-43.46%,,,,$140.45,-1.67%,$219.59,53.73%,$262.33,83.66%,BELFB,NASDAQ:BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,$140.33,8,3.5,$108.52,10.53%,10.53%,$119.95,$140.33,$111.97,3.18%,$202.06,86.19%,$231.53,113.35%,BFAM,NYSE:BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$124.37,-20.74%,,,,$130.90,5.25%,-$181.39,-245.85%,-$167.67,-234.81%,BFC,NASDAQ:BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$12.26,-13.99%,,,,$12.85,4.81%,-$72.50,-691.34%,-$69.37,-665.82%,BFIN,NASDAQ:BFIN
NYSE:BFS,18 Sep 2025,$38.64,5,,3,3.25,$31.95,20.95%,20.95%,$38.64,$38.64,$32.81,2.69%,-$2.56,-108.01%,$26.33,-17.60%,BFS,NYSE:BFS
NASDAQ:BFST,4 Sep 2025,$26.52,3,$30.00,4,2.5,$24.21,9.55%,9.55%,$26.52,$30.00,$25.52,5.41%,-$163.14,-773.83%,-$159.70,-759.65%,BFST,NASDAQ:BFST
NYSE:BIRK,30 Aug 2025,$55.22,4,$68.67,3,2.75,$44.91,22.95%,22.95%,$55.22,$68.67,$47.49,5.74%,$103.83,131.21%,$113.29,152.25%,BIRK,NYSE:BIRK
NYSE:BJ,20 Aug 2025,,0,,1,,$93.10,-100.00%,,,,$97.00,4.19%,$101.32,8.83%,$139.91,50.28%,BJ,NYSE:BJ
NYSE:BKD,30 Aug 2025,$9.20,4,$8.83,6,3.5,$8.34,5.88%,5.88%,$8.83,$9.20,$8.39,0.60%,-$9.11,-209.27%,$19.03,128.20%,BKD,NYSE:BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$50.52,-18.94%,,,,$51.80,2.53%,$46.75,-7.47%,$62.78,24.27%,BKR,NASDAQ:BKR
NYSE:BLD,30 Aug 2025,$467.93,3,$430.00,3,2.25,$393.42,9.30%,9.30%,$430.00,$467.93,$387.34,-1.55%,$780.99,98.51%,$872.44,121.76%,BLD,NYSE:BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,156.45",-11.11%,,,,"$1,158.81",0.20%,"$1,029.62",-10.97%,"$1,101.37",-4.76%,BLK,NYSE:BLK
NASDAQ:BLKB,23 Aug 2025,$72.93,3,$74.67,4,,$64.17,13.65%,,,,$66.78,4.07%,$106.76,66.37%,$139.84,117.92%,BLKB,NASDAQ:BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,,$1.52,-5.79%,,,,$1.50,-1.32%,-$1.03,-167.71%,-$0.75,-149.17%,BLNK,NASDAQ:BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$176.39,-3.78%,,,,$174.97,-0.81%,$269.05,52.53%,$265.97,50.79%,BMI,NYSE:BMI
NYSE:BN,26 Aug 2024,$55.96,2,,,,$68.42,-18.21%,,,,$69.07,0.95%,-$140.04,-304.67%,-$103.56,-251.36%,BN,NYSE:BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$64.39,-14.06%,,,,$64.57,0.28%,-$562.43,-973.48%,-$552.61,-958.22%,BNS,NYSE:BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$65.80,9.42%,,,,$69.61,5.79%,-$399.37,-706.95%,-$391.43,-694.88%,BOH,NYSE:BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,,$8.19,12.94%,,,,$8.21,0.24%,$39.23,378.96%,$69.20,744.99%,BOOM,NASDAQ:BOOM
NYSE:BOW,19 Sep 2025,$29.01,3,,,3,$27.28,6.34%,6.34%,$29.01,$29.01,$28.19,3.34%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,,$35.69,5.55%,,,,$35.50,-0.53%,$38.42,7.65%,$135.30,279.11%,BP,NYSE:BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.38,10.95%,,,,$3.38,0.00%,$8.70,157.25%,$14.22,320.79%,BRFS,NYSE:BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,$3.50,5,,$4.01,-12.72%,,,,$4.19,4.49%,$14.81,269.36%,$40.50,909.99%,BRY,NASDAQ:BRY
NYSE:BSBR,5 Sep 2025,$5.27,3,$5.70,6,3,$5.49,-4.10%,-4.10%,$5.27,$5.70,$5.66,3.10%,$4.66,-15.19%,$1.87,-66.01%,BSBR,NYSE:BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$16.25,-36.93%,,,,$17.19,5.78%,$14.71,-9.48%,$18.86,16.07%,BTDR,NASDAQ:BTDR
NYSE:BTI,17 Sep 2025,$53.70,3,,,3,$53.00,1.32%,1.32%,$53.70,$53.70,$54.57,2.96%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.39,45.38%,,,,$0.35,-10.26%,$0.00,-100.00%,$0.00,-100.00%,BTOG,NASDAQ:BTOG
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,3,$15.16,19.80%,19.80%,$18.16,$18.16,$14.52,-4.22%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$263.68,-24.22%,,,,$262.70,-0.37%,$350.87,33.07%,$248.39,-5.80%,BURL,NYSE:BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.00,1.85%,,,,$25.41,5.88%,-$132.45,-651.87%,-$128.94,-637.24%,BUSE,NASDAQ:BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,,$26.99,15.35%,,,,$28.16,4.33%,$86.66,221.10%,$94.06,248.51%,BXSL,NYSE:BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,,$103.42,-16.53%,,,,$106.44,2.92%,-$743.69,-819.09%,-$719.38,-795.59%,C,NYSE:C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,,$18.72,17.56%,,,,$19.71,5.29%,$53.14,183.89%,$77.85,315.88%,CAAP,NYSE:CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$39.77,0.83%,,,,$41.19,3.57%,-$309.41,-878.01%,-$303.59,-863.36%,CAC,NASDAQ:CAC
NYSE:CAL,21 Sep 2025,$26.47,3,,1,1.75,$13.65,93.92%,93.92%,$26.47,$26.47,$13.32,-2.42%,$9.03,-33.87%,$27.07,98.28%,CAL,NYSE:CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$98.43,-4.56%,,,,$98.26,-0.17%,$0.00,-100.00%,$0.00,-100.00%,CALM,NASDAQ:CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$104.63,-15.91%,,,,$101.57,-2.92%,$103.99,-0.61%,$103.99,-0.61%,CAMT,NASDAQ:CAMT
NYSE:CANG,24 Aug 2025,$4.01,3,$6.50,7,,$4.02,-0.32%,,,,$4.30,6.97%,-$447.38,-11228.82%,-$433.65,-10887.25%,CANG,NYSE:CANG
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$161.27,-1.03%,,,,$159.29,-1.23%,$218.60,35.55%,$639.30,296.42%,CAR,NASDAQ:CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,,$58.84,5.35%,,,,$60.28,2.45%,$79.75,35.54%,$105.40,79.13%,CARR,NYSE:CARR
NYSE:CAVA,18 Sep 2025,$56.20,3,,,3,$62.61,-10.24%,-10.24%,$56.20,$56.20,$64.55,3.10%,$67.44,7.72%,$75.07,19.90%,CAVA,NYSE:CAVA
NYSE:CB,18 Sep 2025,$273.39,3,,,3,$280.69,-2.60%,-2.60%,$273.39,$273.39,$286.57,2.09%,$450.82,60.61%,$464.32,65.42%,CB,NYSE:CB
BATS:CBOE,18 Sep 2025,$214.25,2,,,2,$243.52,-12.02%,-12.02%,$214.25,$214.25,$255.58,4.95%,$415.16,70.48%,$436.51,79.25%,CBOE,BATS:CBOE
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$52.59,47.50%,,,,$54.32,3.29%,$89.38,69.96%,$110.66,110.42%,CBZ,NYSE:CBZ
NYSE:CCI,19 Sep 2025,$108.34,5,$120.27,6,4,$95.31,13.67%,13.67%,$108.34,$120.27,$99.12,4.00%,$110.92,16.38%,$137.58,44.35%,CCI,NYSE:CCI
NYSE:CCK,29 Aug 2025,$107.03,3,$122.91,5,,$97.07,10.26%,,,,$94.64,-2.50%,$172.04,77.23%,$225.63,132.44%,CCK,NYSE:CCK
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$18.44,-64.22%,,,,$19.26,4.45%,$26.05,41.27%,$30.78,66.89%,CDE,NYSE:CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$40.78,64.62%,,,,$40.32,-1.13%,$37.44,-8.18%,$132.26,224.31%,CE,NYSE:CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$50.60,-56.57%,,,,$53.59,5.91%,$43.96,-13.12%,$43.97,-13.11%,CELC,NASDAQ:CELC
NASDAQ:CENT,16 Sep 2025,$43.92,4,$42.50,2,2.5,$33.23,27.90%,27.90%,$42.50,$43.92,$33.28,0.15%,$764.28,2199.96%,$856.15,2476.45%,CENT,NASDAQ:CENT
NASDAQ:CENTA,16 Sep 2025,$43.92,4,$42.50,2,2.5,$30.01,41.62%,41.62%,$42.50,$43.92,$30.18,0.57%,$166.68,455.42%,$183.86,512.66%,CENTA,NASDAQ:CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,,$27.99,-16.08%,,,,$26.06,-6.90%,$35.71,27.58%,$18.63,-33.44%,CENX,NASDAQ:CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,,$10.26,-15.37%,,,,$10.08,-1.75%,$20.23,97.17%,$12.21,18.98%,CGAU,NYSE:CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$126.53,-12.21%,,,,$131.38,3.83%,-$122.16,-196.55%,-$104.66,-182.72%,CHCO,NASDAQ:CHCO
NYSE:CHCT,24 Aug 2025,$20.57,3,$19.50,8,,$15.05,29.57%,,,,$15.44,2.59%,$15.14,0.61%,$36.08,139.75%,CHCT,NYSE:CHCT
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$86.70,-7.61%,,,,$88.39,1.95%,$107.81,24.35%,$117.35,35.35%,CHD,NYSE:CHD
NASDAQ:CHDN,18 Sep 2025,$128.82,3,$132.71,9,3.75,$96.94,32.89%,32.89%,$128.82,$132.71,$99.92,3.07%,$80.77,-16.68%,$113.56,17.14%,CHDN,NASDAQ:CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$462.23,10.90%,,,,$455.37,-1.48%,$802.89,73.70%,$854.38,84.84%,CHE,NYSE:CHE
NASDAQ:CHEF,3 Sep 2025,$48.50,2,,,2,$58.54,-17.15%,-17.15%,$48.50,$48.50,$61.07,4.32%,$36.87,-37.02%,$69.60,18.89%,CHEF,NASDAQ:CHEF
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,,$1.50,52.00%,,,,$1.64,9.33%,$14.10,840.11%,$6.05,303.46%,CHGG,NYSE:CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$104.53,60.36%,,,,$107.34,2.69%,$86.14,-17.60%,$328.98,214.72%,CHRD,NASDAQ:CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$43.77,-7.77%,,,,$44.05,0.64%,$55.53,26.87%,$73.34,67.56%,CHT,NYSE:CHT
