Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:AES,11 Jul 2025,$13.47,3,,,,$13.54,-0.55%,,,,$13.46,-0.59%,-$55.72,-511.53%,-$51.42,-479.78%,AES
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$15.18,17.26%,,,,$15.54,2.37%,$53.31,251.18%,$79.12,421.19%,AFYA
NYSE:AG,12 Aug 2025,$7.66,3,,,3,$9.14,-16.25%,-16.25%,$7.66,$7.66,$9.60,5.03%,$10.93,19.58%,$18.28,99.95%,AG
NYSE:AGI,19 Aug 2025,$18.00,1,,,1,$30.45,-40.90%,-40.90%,$18.00,$18.00,$31.48,3.38%,$39.30,29.08%,$48.67,59.83%,AGI
NYSE:AGM,26 Aug 2025,$230.34,3,,,3,$209.57,9.91%,9.91%,$230.34,$230.34,$202.37,-3.44%,"-$1,719.80",-920.63%,"-$1,387.13",-761.89%,AGM
NASDAQ:AGNC,7 Jul 2025,$11.25,4,,,,$9.76,15.29%,,,,$10.08,3.28%,-$69.53,-812.35%,-$69.17,-808.68%,AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$82.20,21.93%,,,,$84.72,3.07%,$52.92,-35.62%,$53.02,-35.49%,AGO
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,2.25,$8.46,11.11%,11.11%,$9.40,$9.55,$9.08,7.33%,$23.13,173.40%,$53.36,530.68%,AGRO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$81.32,4.23%,,,,$85.35,4.96%,-$48.49,-159.62%,$18.14,-77.69%,AIG
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,2.5,$63.51,5.18%,5.18%,$66.80,$77.61,$66.74,5.09%,$65.08,2.47%,$91.44,43.98%,AIN
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,2.75,$6.45,-22.48%,-22.48%,$5.00,$6.69,$7.19,11.47%,$8.08,25.30%,$10.05,55.83%,AIRS
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,4,$215.61,2.88%,2.88%,$221.82,$239.50,$227.01,5.29%,-$168.31,-178.06%,-$122.24,-156.69%,AIZ
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$60.21,-17.17%,,,,$62.01,2.99%,-$210.62,-449.82%,-$137.20,-327.87%,AL
NYSE:ALC,27 Aug 2025,$81.45,1,,,1,$79.81,2.05%,2.05%,$81.45,$81.45,$83.31,4.39%,$117.89,47.72%,$165.06,106.81%,ALC
NYSE:ALEX,24 Apr 2025,$18.39,4,$23.00,9,,$19.34,-4.91%,,,,$19.94,3.10%,$22.79,17.84%,$32.51,68.10%,ALEX
NYSE:ALIT,17 Jul 2025,$9.59,3,,,,$3.88,147.27%,,,,$4.12,6.19%,$3.12,-19.69%,$13.32,243.17%,ALIT
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$41.05,1.17%,,,,$42.74,4.12%,-$440.01,-1171.88%,-$461.04,-1223.12%,ALLY
NASDAQ:ALRS,3 Jun 2025,$23.53,4,$21.50,9,,$22.27,-3.46%,,,,$23.31,4.67%,-$149.15,-769.73%,-$143.46,-744.20%,ALRS
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,2,$7.88,-32.36%,-32.36%,$5.33,$5.33,$9.12,15.74%,$0.00,-100.00%,$0.00,-100.00%,ALTS
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,3,$8.07,7.34%,7.34%,$8.66,$8.66,$8.42,4.34%,$4.98,-38.32%,$6.45,-20.06%,ALVO
NYSE:AMBP,29 Aug 2025,$5.14,4,$4.41,6,3.5,$3.69,19.51%,19.51%,$4.41,$5.14,$3.83,3.79%,$7.16,94.14%,$17.32,369.39%,AMBP
NYSE:AMCR,31 Aug 2025,$10.67,5,$10.72,8,4.5,$8.63,23.63%,23.63%,$10.67,$10.72,$9.09,5.33%,$10.61,22.92%,$15.58,80.48%,AMCR
NYSE:AMPY,26 Aug 2025,$6.99,3,,,3,$4.07,71.84%,71.84%,$6.99,$6.99,$4.23,3.93%,$24.85,510.55%,$65.41,1507.14%,AMPY
NASDAQ:AMRK,30 Aug 2025,$28.71,3,$43.50,2,2,$23.41,22.63%,22.63%,$28.71,$43.50,$22.41,-4.27%,$0.00,-100.00%,$0.00,-100.00%,AMRK
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,3,$46.18,-0.42%,-0.42%,$45.99,$45.99,$48.45,4.92%,$22.82,-50.59%,$23.75,-48.57%,AMSF
NASDAQ:AMWD,30 Aug 2025,$86.63,3,$70.67,6,3,$64.57,9.45%,9.45%,$70.67,$86.63,$62.98,-2.46%,$120.68,86.90%,$181.73,181.45%,AMWD
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,$19.99,-17.31%,,,,$20.56,2.85%,$891.50,4359.71%,"$2,771.02",13762.03%,AMX
NYSE:ANF,20 Aug 2025,$127.43,3,$118.44,7,3.25,$93.53,26.63%,26.63%,$118.44,$127.43,$100.17,7.10%,$149.75,60.11%,$205.66,119.88%,ANF
NYSE:AON,29 Aug 2025,$347.01,2,,,2,$367.00,-5.45%,-5.45%,$347.01,$347.01,$386.37,5.28%,$401.63,9.44%,$477.97,30.24%,AON
NASDAQ:APA,12 Aug 2025,$28.49,3,$22.45,7,3.25,$23.22,-3.32%,-3.32%,$22.45,$28.49,$23.95,3.14%,$43.72,88.28%,$103.55,345.95%,APA
NYSE:APD,30 Aug 2025,$296.29,3,$328.83,8,3.5,$294.11,0.74%,0.74%,$296.29,$328.83,$303.81,3.30%,$199.92,-32.03%,$220.71,-24.95%,APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$108.86,-25.07%,,,,$113.27,4.05%,$160.98,47.88%,$172.60,58.55%,APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,3,$3.45,-11.74%,-11.74%,$3.05,$3.05,$3.73,8.12%,$0.61,-82.27%,$2.29,-33.52%,API
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$43.98,25.06%,,,,$42.89,-2.48%,$125.28,184.85%,$152.41,246.54%,APOG
NYSE:AQN,26 Aug 2025,$6.14,4,$6.23,8,4,$5.80,5.92%,5.92%,$6.14,$6.23,$6.02,3.79%,-$2.84,-148.98%,$4.78,-17.62%,AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,3,$31.92,-1.92%,-1.92%,$31.31,$31.31,$32.86,2.94%,$70.33,120.32%,$95.96,200.64%,AR
NYSE:ARCO,29 Aug 2025,$10.31,3,$9.65,9,3.75,$7.00,37.86%,37.86%,$9.65,$10.31,$7.37,5.29%,-$4.84,-169.18%,$20.71,195.79%,ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$11.73,-12.45%,,,,$12.10,3.15%,$25.03,113.39%,$53.19,353.49%,ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,3,$5.00,30.09%,30.09%,$6.50,$6.50,$5.28,5.60%,-$16.66,-433.16%,-$4.70,-194.05%,ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.97,-12.72%,,,,$28.27,4.82%,-$157.63,-684.48%,-$151.45,-661.57%,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$56.15,19.07%,,,,$58.27,3.78%,$116.41,107.32%,$248.16,341.96%,ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,$863.71,10,4,$742.62,16.31%,16.31%,$863.71,$871.20,$784.08,5.58%,$784.90,5.69%,$837.37,12.76%,ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$325.71,5.90%,,,,$336.76,3.39%,"$2,573.23",690.04%,"$3,965.76",1117.57%,ASR
NYSE:ATI,30 Aug 2025,$63.00,2,$102.43,7,2.75,$77.54,-18.75%,-18.75%,$63.00,$102.43,$80.39,3.68%,$98.85,27.48%,$120.11,54.91%,ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$56.66,-47.49%,-47.49%,$29.75,$29.75,$58.91,3.97%,$135.32,138.83%,$139.77,146.68%,AU
NASDAQ:AVT,30 Aug 2025,$60.84,5,$52.75,1,2.75,$54.57,-3.34%,-3.34%,$52.75,$60.84,$56.09,2.79%,$0.13,-99.76%,$16.00,-70.69%,AVT
NYSE:AVY,30 Aug 2025,$186.52,3,$197.20,1,1.75,$171.65,8.66%,8.66%,$186.52,$197.20,$173.01,0.79%,$181.92,5.98%,$200.13,16.59%,AVY
NYSE:B,12 Aug 2025,$23.69,3,,,3,$26.63,-11.04%,-11.04%,$23.69,$23.69,$27.57,3.53%,$40.09,50.54%,$57.79,117.02%,B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$234.68,-23.60%,,,,$243.78,3.88%,$263.37,12.23%,$56.77,-75.81%,BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,3.75,$135.00,-1.00%,-1.00%,$133.65,$148.92,$141.39,4.73%,$0.00,-100.00%,$0.00,-100.00%,BABA
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,3,$50.74,-10.95%,-10.95%,$45.19,$52.60,$52.43,3.33%,-$243.87,-580.62%,-$240.93,-574.83%,BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$52.64,19.26%,19.26%,$62.78,$67.98,$53.89,2.37%,$30.39,-42.27%,$53.82,2.25%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$132.97,-16.75%,,,,$139.83,5.16%,-$8.73,-106.56%,$2.82,-97.88%,BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,3,$3.83,-11.80%,-11.80%,$3.38,$4.72,$4.09,6.79%,$5.28,37.78%,$6.14,60.43%,BB
NYSE:BBD,4 Aug 2025,$2.64,3,$3.00,3,2.25,$3.11,-15.24%,-15.24%,$2.64,$3.00,$3.22,3.54%,-$17.85,-673.80%,-$15.31,-592.27%,BBD
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,3,$60.81,-32.02%,-32.02%,$41.34,$59.00,$73.38,20.67%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$29.21,40.64%,,,,$30.60,4.76%,$0.00,-100.00%,$0.00,-100.00%,BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,$79.84,5,2.75,$73.64,8.42%,8.42%,$79.84,$87.98,$75.86,3.01%,$125.08,69.85%,$166.37,125.92%,BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$19.63,-12.17%,-12.17%,$17.24,$17.24,$20.61,4.99%,$23.23,18.33%,$23.23,18.33%,BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,$16.50,5,2.75,$15.82,4.30%,4.30%,$16.50,$16.51,$16.34,3.29%,-$6.38,-140.31%,-$6.95,-143.94%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$134.56,-39.99%,,,,$130.23,-3.22%,$210.03,56.08%,$252.26,87.47%,BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,$140.33,8,3.5,$118.04,1.61%,1.61%,$119.95,$140.33,$125.13,6.01%,$209.95,77.86%,$239.09,102.55%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$129.92,-24.12%,,,,$134.31,3.38%,-$176.52,-235.87%,-$162.95,-225.42%,BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,3,$12.38,-14.82%,-14.82%,$10.55,$10.55,$12.90,4.20%,-$72.41,-684.93%,-$69.31,-659.85%,BFIN
NYSE:BIRK,30 Aug 2025,$55.22,4,$68.67,3,2.75,$52.13,5.92%,5.92%,$55.22,$68.67,$54.39,4.34%,$110.31,111.60%,$119.68,129.58%,BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$97.68,-100.00%,-100.00%,,$0.00,$100.59,2.98%,$107.41,9.96%,$145.47,48.92%,BJ
NYSE:BKD,30 Aug 2025,$9.20,4,$8.83,6,3.5,$7.70,14.68%,14.68%,$8.83,$9.20,$7.60,-1.30%,-$9.85,-227.93%,$17.98,133.48%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$45.40,-9.80%,,,,$47.03,3.59%,$41.53,-8.52%,$57.43,26.51%,BKR
NYSE:BLD,30 Aug 2025,$467.93,3,$430.00,3,2.25,$420.76,2.20%,2.20%,$430.00,$467.93,$436.56,3.76%,$803.10,90.87%,$893.51,112.36%,BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,2,"$1,127.14",-8.80%,-8.80%,"$1,027.97","$1,027.97","$1,212.69",7.59%,$996.59,-11.58%,"$1,067.71",-5.27%,BLK
NASDAQ:BLKB,23 Aug 2025,$72.93,3,$74.67,4,2.5,$66.71,9.32%,9.32%,$72.93,$74.67,$69.50,4.18%,$108.20,62.19%,$140.91,111.23%,BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,3,$1.18,21.36%,21.36%,$1.43,$2.50,$1.25,5.93%,-$1.60,-235.91%,-$1.30,-209.84%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$182.92,-7.22%,,,,$190.18,3.97%,$274.47,50.05%,$271.46,48.40%,BMI
NYSE:BN,26 Aug 2024,$55.96,2,,,,$65.72,-14.85%,,,,$67.62,2.89%,-$142.47,-316.78%,-$102.95,-256.66%,BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$62.46,-11.40%,-11.40%,$55.34,$55.34,$65.41,4.72%,-$564.93,-1004.46%,-$555.16,-988.82%,BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$68.12,5.70%,,,,$70.93,4.13%,-$397.47,-683.49%,-$389.57,-671.89%,BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,3,$6.70,38.06%,38.06%,$9.25,$10.98,$10.14,51.34%,$37.28,456.40%,$66.92,898.87%,BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$35.23,6.93%,6.93%,$37.67,$39.40,$36.69,4.14%,$37.44,6.26%,$133.37,278.57%,BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.82,-1.83%,,,,$3.90,2.09%,$9.03,136.36%,$14.48,279.04%,BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,$3.50,5,2.75,$3.34,4.79%,4.79%,$3.50,$4.99,$3.47,3.89%,$14.03,320.01%,$39.57,1084.88%,BRY
NYSE:BSBR,19 Aug 2025,$5.23,3,$5.70,7,3.25,$5.30,-1.26%,-1.26%,$5.23,$5.70,$5.43,2.45%,$4.31,-18.59%,$1.55,-70.83%,BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$14.29,-28.28%,-28.28%,$10.25,$10.25,$15.27,6.86%,$12.60,-11.81%,$16.71,16.93%,BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$56.89,-6.22%,-6.22%,$53.35,$53.35,$85.38,50.08%,$0.00,-100.00%,$0.00,-100.00%,BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.39,45.38%,45.38%,$0.57,$0.57,$0.45,15.38%,$0.00,-100.00%,$0.00,-100.00%,BTOG
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$290.68,-31.26%,,,,$283.74,-2.39%,$375.33,29.12%,$274.33,-5.63%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.70,-1.04%,,,,$25.91,4.90%,-$131.87,-633.88%,-$128.38,-619.75%,BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$29.97,3.88%,3.88%,$31.13,$31.63,$30.96,3.30%,$88.56,195.50%,$95.89,219.95%,BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,3,$96.57,-10.61%,-10.61%,$86.32,$86.32,$100.30,3.86%,-$753.06,-879.81%,-$728.90,-854.79%,C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,3.75,$21.51,2.31%,2.31%,$22.01,$23.30,$22.57,4.93%,$55.38,157.48%,$79.81,271.03%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.89,-1.93%,,,,$42.72,4.48%,-$308.36,-854.12%,-$302.57,-839.96%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$15.00,13.33%,,,,$15.82,5.47%,$0.00,-100.00%,$0.00,-100.00%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$115.64,-18.77%,,,,$119.83,3.62%,$617.49,433.97%,$652.83,464.54%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$82.71,6.38%,,,,$89.29,7.96%,$82.04,-0.81%,$82.04,-0.81%,CAMT
NYSE:CANG,24 Aug 2025,$4.01,3,$6.50,7,3.25,$4.77,-16.00%,-16.00%,$4.01,$6.50,$5.13,7.55%,$0.00,-100.00%,$0.00,-100.00%,CANG
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$158.23,0.88%,,,,$158.05,-0.11%,$207.70,31.26%,$626.65,296.04%,CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,2,$65.20,-4.93%,-4.93%,$61.99,$61.99,$68.96,5.77%,$85.61,31.31%,$110.96,70.19%,CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,1.75,$67.55,18.74%,18.74%,$80.21,$95.63,$70.38,4.19%,$72.31,7.05%,$79.88,18.25%,CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$275.07,2.54%,2.54%,$282.07,$303.61,$288.08,4.73%,$440.39,60.10%,$453.74,64.95%,CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$64.54,20.19%,,,,$66.94,3.72%,$100.59,55.86%,$121.70,88.56%,CBZ
NYSE:CCK,29 Aug 2025,$107.03,3,$122.91,5,2.75,$99.38,7.70%,7.70%,$107.03,$122.91,$103.36,4.00%,$172.84,73.91%,$226.00,127.41%,CCK
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$13.15,-49.83%,,,,$13.55,3.04%,$21.99,67.25%,$27.02,105.48%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$47.63,40.94%,,,,$48.68,2.20%,$43.03,-9.65%,$137.07,187.79%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$51.23,-57.11%,,,,$51.88,1.27%,$44.59,-12.95%,$44.60,-12.93%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$36.43,5.68%,,,,$37.37,2.58%,$767.61,2007.10%,$858.97,2257.87%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$33.03,23.21%,,,,$33.81,2.36%,$169.73,413.86%,$186.81,465.57%,CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$22.33,5.19%,5.19%,$23.49,$25.50,$23.36,4.61%,$29.76,33.29%,$12.93,-42.10%,CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,3.75,$8.17,6.28%,6.28%,$8.68,$9.61,$8.45,3.43%,$18.07,121.16%,$10.11,23.78%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$128.48,-13.54%,,,,$133.89,4.21%,-$121.77,-194.77%,-$104.47,-181.31%,CHCO
NYSE:CHCT,24 Aug 2025,$20.57,3,$19.50,8,3.5,$15.41,26.54%,26.54%,$19.50,$20.57,$15.96,3.57%,$15.35,-0.36%,$36.12,134.41%,CHCT
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$93.16,-14.02%,,,,$93.39,0.25%,$114.07,22.45%,$123.56,32.63%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$103.73,10.46%,,,,$105.91,2.10%,$87.05,-16.08%,$119.65,15.35%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$457.95,11.94%,,,,$458.23,0.06%,$796.00,73.82%,$847.15,84.99%,CHE
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.47,55.10%,55.10%,$2.28,$2.28,$1.51,2.72%,$13.95,849.09%,$6.00,308.31%,CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$109.89,52.53%,,,,$113.26,3.07%,$92.42,-15.90%,$333.74,203.70%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$43.51,-7.22%,,,,$44.79,2.94%,$55.21,26.90%,$72.92,67.60%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$25.04,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,2.25,$7.64,-13.38%,-13.38%,$6.62,$7.06,$8.90,16.49%,$5.69,-25.51%,$7.94,3.93%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$2.03,-6.26%,,,,$2.07,1.97%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$153.60,-7.55%,,,,$157.80,2.73%,$329.62,114.60%,$349.84,127.76%,CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$84.07,0.30%,0.30%,$84.33,$97.40,$86.32,2.68%,$133.58,58.89%,$146.85,74.67%,CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,3,$10.75,0.28%,0.28%,$10.78,$12.62,$11.32,5.30%,$24.53,128.16%,$19.54,81.73%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$242.21,-10.80%,,,,$250.99,3.62%,$315.15,30.12%,$466.49,92.60%,CLH
NASDAQ:CLMB,25 Aug 2025,$107.31,3,$133.00,5,2.75,$123.56,-13.15%,-13.15%,$107.31,$133.00,$127.88,3.50%,$239.84,94.11%,$256.15,107.31%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$21.57,71.53%,,,,$22.52,4.40%,$84.73,292.81%,$198.22,818.95%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$118.20,31.22%,,,,$118.76,0.47%,$202.81,71.58%,$236.18,99.81%,CLX
NYSE:CM,19 Aug 2025,,,,,,$77.29,-100.00%,-100.00%,,$0.00,$79.88,3.35%,-$422.94,-647.21%,-$408.60,-628.66%,CM
NASDAQ:CMPR,23 Aug 2025,$95.87,3,$72.00,5,2.75,$63.12,14.07%,14.07%,$72.00,$95.87,$66.90,5.99%,$139.50,121.01%,$162.17,156.92%,CMPR
NYSE:CNH,18 Aug 2025,$16.66,5,$14.39,4,3.5,$11.45,25.68%,25.68%,$14.39,$16.66,$12.38,8.12%,$10.79,-5.73%,$17.43,52.24%,CNH
NYSE:CNM,15 Aug 2025,$59.25,2,,,2,$64.72,-8.45%,-8.45%,$59.25,$59.25,$68.78,6.27%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$39.47,-22.56%,,,,$40.59,2.84%,-$249.95,-733.26%,-$217.69,-651.52%,CNO
NYSE:COF,18 Aug 2025,$1.55,4,$1.15,4,3,$227.22,-99.49%,-99.49%,$1.15,$1.55,$233.57,2.79%,$226.70,-0.23%,$364.43,60.39%,COF
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$90.47,20.35%,20.35%,$108.88,$111.93,$96.10,6.22%,$96.85,7.05%,$155.90,72.32%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$26.77,-11.34%,-11.34%,$23.73,$23.73,$28.21,5.38%,-$159.26,-694.91%,-$148.19,-653.56%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$98.97,22.52%,,,,$101.37,2.42%,$83.33,-15.80%,$173.11,74.91%,COP
NYSE:COTY,18 Aug 2025,$8.16,3,$6.34,4,2.5,$4.28,48.13%,48.13%,$6.34,$8.16,$4.47,4.44%,-$1.73,-140.35%,$4.77,11.37%,COTY
NYSE:CP,13 Nov 2024,$75.90,3,,,,$76.19,-0.38%,,,,$77.15,1.26%,$80.53,5.70%,$107.95,41.68%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$31.32,-10.33%,,,,$32.51,3.80%,-$171.27,-646.84%,-$168.21,-637.08%,CPF
NYSE:CPRI,23 Aug 2025,$38.54,5,$25.25,6,4,$20.59,22.63%,22.63%,$25.25,$38.54,$32.56,58.14%,$57.15,177.58%,-$11.88,-157.69%,CPRI
NYSE:CPT,19 Aug 2025,$114.40,4,,1,2.25,$111.98,2.16%,2.16%,$114.40,$114.40,$114.89,2.60%,$112.35,0.33%,$169.85,51.68%,CPT
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$185.30,-10.22%,,,,$196.44,6.01%,$229.34,23.77%,$239.41,29.20%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$193.76,-15.33%,,,,$193.63,-0.07%,$194.43,0.35%,$273.87,41.34%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,,$10.12,4.02%,,,,$10.70,5.73%,$0.00,-100.00%,$0.00,-100.00%,CRESY
