Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:AMBP,29 Aug 2025,$5.14,4,$4.41,6,3.5,$3.58,23.18%,23.18%,$4.41,$5.14,$3.66,2.23%,$7.12,99.01%,$17.35,384.67%,AMBP
NYSE:AMCR,5 Sep 2025,$10.29,5,$10.77,8,4.5,$8.30,24.00%,24.00%,$10.29,$10.77,$8.60,3.61%,$10.40,25.31%,$15.40,85.49%,AMCR
NYSE:AMPY,26 Aug 2025,$6.99,3,,,3,$3.84,82.13%,82.13%,$6.99,$6.99,$4.05,5.47%,$25.07,552.82%,$66.06,1620.43%,AMPY
NASDAQ:AMRK,30 Aug 2025,$28.71,3,$43.50,2,2,$23.84,20.42%,20.42%,$28.71,$43.50,$24.64,3.36%,$0.00,-100.00%,$0.00,-100.00%,AMRK
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,3,$45.87,0.25%,0.25%,$45.99,$45.99,$48.39,5.49%,$24.04,-47.59%,$24.98,-45.53%,AMSF
NASDAQ:AMWD,30 Aug 2025,$86.63,3,$70.67,6,3,$68.49,3.18%,3.18%,$70.67,$86.63,$64.02,-6.53%,$123.18,79.86%,$184.63,169.57%,AMWD
NYSE:AMX,15 May 2025,$18.21,3,$16.53,3,,$19.58,-15.58%,,,,$19.99,2.09%,$904.96,4521.84%,"$2,804.77",14224.67%,AMX
NYSE:ANF,20 Aug 2025,$127.43,3,$118.44,7,3.25,$95.37,24.19%,24.19%,$118.44,$127.43,$93.52,-1.94%,$151.12,58.46%,$208.25,118.36%,ANF
NYSE:AON,29 Aug 2025,$347.01,2,,,2,$370.54,-6.35%,-6.35%,$347.01,$347.01,$383.20,3.42%,$410.41,10.76%,$487.51,31.57%,AON
NASDAQ:APA,12 Aug 2025,$28.49,3,$22.45,7,3.25,$22.75,-1.32%,-1.32%,$22.45,$28.49,$22.74,-0.04%,$44.21,94.34%,$104.33,358.60%,APA
NYSE:APD,30 Aug 2025,$296.29,3,$328.83,8,3.5,$289.86,2.22%,2.22%,$296.29,$328.83,$289.78,-0.03%,$195.94,-32.40%,$216.78,-25.21%,APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$110.45,-26.15%,,,,$111.74,1.17%,$165.48,49.83%,$177.21,60.45%,APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,3,$3.42,-10.96%,-10.96%,$3.05,$3.05,$3.31,-3.22%,$0.47,-86.20%,$2.16,-36.79%,API
NASDAQ:APOG,5 May 2025,$66.39,5,$55.00,2,,$43.62,26.09%,,,,$44.87,2.87%,$0.00,-100.00%,$0.00,-100.00%,APOG
NYSE:AQN,26 Aug 2025,$6.14,4,$6.23,8,4,$5.67,8.35%,8.35%,$6.14,$6.23,$5.80,2.29%,-$2.98,-152.59%,$4.69,-17.32%,AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,3,$32.62,-4.03%,-4.03%,$31.31,$31.31,$32.20,-1.29%,$71.16,118.15%,$96.92,197.11%,AR
NYSE:ARCO,29 Aug 2025,$10.31,3,$9.65,9,3.75,$7.00,37.86%,37.86%,$9.65,$10.31,$7.13,1.86%,-$4.83,-169.04%,$20.96,199.45%,ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$11.52,-10.85%,,,,$11.27,-2.17%,$24.94,116.50%,$53.38,363.35%,ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,3,$4.96,31.14%,31.14%,$6.50,$6.50,$5.03,1.41%,-$16.76,-437.91%,-$4.75,-195.70%,ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.64,-11.64%,,,,$26.55,-0.34%,-$157.66,-691.81%,-$151.45,-668.50%,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$54.91,21.76%,,,,$56.29,2.51%,$115.41,110.18%,$248.13,351.88%,ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,$863.71,10,4,$781.70,10.49%,10.49%,$863.71,$871.20,$744.42,-4.77%,$796.41,1.88%,$849.38,8.66%,ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$339.05,1.73%,,,,$332.89,-1.82%,"$2,614.01",670.98%,"$4,021.27",1086.04%,ASR
NYSE:ATI,30 Aug 2025,$63.00,2,$102.43,7,2.75,$77.63,-18.85%,-18.85%,$63.00,$102.43,$76.47,-1.49%,$98.90,27.40%,$120.37,55.06%,ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$59.77,-50.22%,-50.22%,$29.75,$29.75,$57.39,-3.98%,$137.49,130.04%,$141.95,137.49%,AU
NASDAQ:AVT,30 Aug 2025,$60.84,5,$52.75,1,2.75,$53.77,-1.90%,-1.90%,$52.75,$60.84,$52.94,-1.54%,-$0.71,-101.33%,$15.23,-71.68%,AVT
NYSE:AVY,30 Aug 2025,$186.52,3,$197.20,1,1.75,$168.06,10.98%,10.98%,$186.52,$197.20,$170.52,1.46%,$177.74,5.76%,$196.01,16.63%,AVY
NYSE:B,12 Aug 2025,$23.69,3,,,3,$28.41,-16.62%,-16.62%,$23.69,$23.69,$27.79,-2.18%,$40.87,43.85%,$58.47,105.80%,B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$229.61,-21.91%,,,,$236.64,3.06%,$261.97,14.09%,$53.06,-76.89%,BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,3.75,$135.58,-1.42%,-1.42%,$133.65,$148.92,$131.91,-2.71%,$186.47,37.54%,$191.16,40.99%,BABA
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,3,$49.77,-9.21%,-9.21%,$45.19,$52.60,$50.67,1.81%,-$243.42,-589.10%,-$240.47,-583.16%,BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$50.94,23.24%,23.24%,$62.78,$67.98,$51.28,0.67%,$28.33,-44.39%,$51.88,1.84%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$134.27,-17.56%,,,,$135.58,0.98%,$1.49,-98.89%,$13.15,-90.21%,BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,3,$3.88,-12.94%,-12.94%,$3.38,$4.72,$3.94,1.55%,$0.00,-100.00%,$0.00,-100.00%,BB
NYSE:BBD,4 Sep 2025,$2.93,3,,6,3,$3.18,-7.89%,-7.89%,$2.93,$2.93,$3.16,-0.63%,-$17.63,-654.55%,-$15.09,-574.43%,BBD
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,3,$64.62,-36.02%,-36.02%,$41.34,$59.00,$59.99,-7.16%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$29.41,39.68%,,,,$31.15,5.92%,$100.14,240.50%,$86.04,192.57%,BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,$79.84,5,2.75,$76.17,4.82%,4.82%,$79.84,$87.98,$75.85,-0.42%,$129.02,69.38%,$170.50,123.84%,BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$19.71,-12.52%,-12.52%,$17.24,$17.24,$20.49,3.96%,$27.44,39.20%,$27.44,39.20%,BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,$16.50,5,2.75,$15.67,5.30%,5.30%,$16.50,$16.51,$15.73,0.38%,-$6.54,-141.74%,-$7.12,-145.41%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$143.88,-43.87%,,,,$138.10,-4.02%,$219.60,52.62%,$262.25,82.27%,BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,$140.33,8,3.5,$116.82,2.68%,2.68%,$119.95,$140.33,$124.61,6.67%,$209.54,79.37%,$238.96,104.55%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$127.97,-22.97%,,,,$128.26,0.23%,-$176.61,-238.01%,-$162.91,-227.30%,BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,3,$12.42,-15.09%,-15.09%,$10.55,$10.55,$12.80,3.06%,-$72.17,-681.11%,-$69.05,-655.95%,BFIN
NYSE:BIRK,30 Aug 2025,$55.22,4,$68.67,3,2.75,$50.19,10.01%,10.01%,$55.22,$68.67,$51.58,2.77%,$109.43,118.04%,$118.87,136.84%,BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$97.00,-100.00%,-100.00%,,$0.00,$96.82,-0.19%,$104.88,8.12%,$143.39,47.83%,BJ
NYSE:BKD,30 Aug 2025,$9.20,4,$8.83,6,3.5,$7.69,14.82%,14.82%,$8.83,$9.20,$7.64,-0.65%,-$9.82,-227.69%,$18.27,137.61%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$45.58,-10.16%,,,,$45.23,-0.77%,$42.53,-6.69%,$58.54,28.44%,BKR
NYSE:BLD,30 Aug 2025,$467.93,3,$430.00,3,2.25,$435.39,-1.24%,-1.24%,$430.00,$467.93,$421.13,-3.28%,$816.34,87.50%,$907.61,108.46%,BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,2,"$1,099.15",-6.48%,-6.48%,"$1,027.97","$1,027.97","$1,112.94",1.25%,$980.97,-10.75%,"$1,052.61",-4.23%,BLK
NASDAQ:BLKB,23 Aug 2025,$72.93,3,$74.67,4,2.5,$66.60,9.50%,9.50%,$72.93,$74.67,$68.07,2.21%,$108.76,63.30%,$141.77,112.87%,BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,3,$1.02,40.39%,40.39%,$1.43,$2.50,$1.12,9.80%,-$1.53,-249.89%,-$1.25,-222.27%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$182.83,-7.17%,,,,$188.09,2.88%,$275.72,50.81%,$272.66,49.13%,BMI
NYSE:BN,26 Aug 2024,$55.96,2,,,,$66.51,-15.86%,,,,$67.98,2.21%,-$141.53,-312.80%,-$101.86,-253.15%,BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$63.44,-12.77%,-12.77%,$55.34,$55.34,$63.58,0.22%,-$563.35,-988.00%,-$553.53,-972.53%,BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$68.31,5.40%,,,,$67.95,-0.53%,-$396.38,-680.27%,-$388.45,-668.65%,BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,3,$7.09,30.47%,30.47%,$9.25,$10.98,$7.12,0.42%,$37.89,434.41%,$67.81,856.44%,BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$33.93,11.02%,11.02%,$37.67,$39.40,$35.28,3.98%,$36.94,8.87%,$133.59,293.73%,BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.66,2.46%,,,,$3.76,2.73%,$8.94,144.29%,$14.43,294.22%,BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,$3.50,5,2.75,$3.21,9.03%,9.03%,$3.50,$4.99,$3.15,-1.87%,$14.05,337.78%,$39.72,1137.33%,BRY
NYSE:BSBR,5 Sep 2025,$5.27,3,$5.70,6,3,$5.44,-3.22%,-3.22%,$5.27,$5.70,$5.35,-1.65%,$4.37,-19.66%,$1.58,-70.88%,BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$12.35,-17.01%,-17.01%,$10.25,$10.25,$13.81,11.82%,$10.44,-15.43%,$14.59,18.13%,BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$56.02,-4.77%,-4.77%,$53.35,$53.35,$57.44,2.53%,$0.00,-100.00%,$0.00,-100.00%,BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.33,71.82%,71.82%,$0.57,$0.57,$0.31,-6.06%,$0.00,-100.00%,$0.00,-100.00%,BTOG
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$291.20,-31.38%,,,,$294.67,1.19%,$388.19,33.31%,$285.95,-1.80%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.68,-0.96%,,,,$24.76,0.32%,-$131.70,-633.63%,-$128.19,-619.41%,BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$29.27,6.36%,6.36%,$31.13,$31.63,$29.97,2.39%,$89.10,204.42%,$96.50,229.70%,BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,3,$95.40,-9.52%,-9.52%,$86.32,$86.32,$96.28,0.92%,-$750.45,-886.63%,-$726.17,-861.18%,C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,3.75,$21.43,2.69%,2.69%,$22.01,$23.30,$21.58,0.70%,$55.36,158.34%,$80.02,273.42%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.56,-1.13%,,,,$40.77,0.52%,-$308.18,-859.80%,-$302.36,-845.45%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$15.70,8.28%,,,,$14.63,-6.82%,$0.00,-100.00%,$0.00,-100.00%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$113.83,-17.47%,,,,$111.92,-1.68%,$0.00,-100.00%,$0.00,-100.00%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$78.75,11.73%,,,,$80.42,2.12%,$77.56,-1.51%,$77.56,-1.51%,CAMT
NYSE:CANG,24 Aug 2025,$4.01,3,$6.50,7,3.25,$5.04,-20.50%,-20.50%,$4.01,$6.50,$5.03,-0.20%,$0.00,-100.00%,$0.00,-100.00%,CANG
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$156.28,2.13%,,,,$153.57,-1.73%,$212.54,36.00%,$632.95,305.01%,CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,2,$65.51,-5.38%,-5.38%,$61.99,$61.99,$65.36,-0.23%,$84.40,28.84%,$110.00,67.91%,CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,1.75,$66.63,20.38%,20.38%,$80.21,$95.63,$67.82,1.79%,$70.79,6.24%,$78.41,17.68%,CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$277.38,1.69%,1.69%,$282.07,$303.61,$286.71,3.36%,$451.19,62.66%,$464.66,67.52%,CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$59.86,29.59%,,,,$61.52,2.77%,$96.64,61.44%,$117.89,96.94%,CBZ
NYSE:CCK,29 Aug 2025,$107.03,3,$122.91,5,2.75,$94.23,13.58%,13.58%,$107.03,$122.91,$92.50,-1.84%,$166.95,77.17%,$220.46,133.96%,CCK
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$14.67,-55.02%,,,,$13.94,-4.98%,$23.03,57.02%,$28.10,91.54%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$48.73,37.76%,,,,$44.15,-9.40%,$42.88,-12.00%,$137.56,182.30%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$55.69,-60.54%,,,,$53.02,-4.79%,$47.56,-14.60%,$47.57,-14.58%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$37.63,2.31%,,,,$36.96,-1.78%,$773.70,1956.06%,$865.48,2199.98%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$34.15,19.17%,,,,$33.39,-2.23%,$171.72,402.84%,$188.88,453.09%,CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$22.09,6.33%,6.33%,$23.49,$25.50,$22.58,2.22%,$29.70,34.45%,$12.66,-42.67%,CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,3.75,$8.64,0.50%,0.50%,$8.68,$9.61,$8.36,-3.24%,$18.27,111.43%,$10.26,18.71%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$128.64,-13.65%,,,,$129.25,0.47%,-$118.80,-192.35%,-$101.34,-178.78%,CHCO
NYSE:CHCT,24 Aug 2025,$20.57,3,$19.50,8,3.5,$15.66,24.52%,24.52%,$19.50,$20.57,$15.38,-1.79%,$15.62,-0.27%,$36.53,133.26%,CHCT
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$95.80,-16.39%,,,,$96.86,1.11%,$116.31,21.41%,$125.84,31.36%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$102.38,11.92%,,,,$104.13,1.71%,$85.69,-16.30%,$118.45,15.70%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$465.63,10.09%,,,,$460.20,-1.17%,$799.92,71.79%,$851.36,82.84%,CHE
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.71,33.33%,33.33%,$2.28,$2.28,$1.53,-10.53%,$14.25,733.42%,$6.22,263.66%,CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$103.42,62.08%,,,,$109.83,6.20%,$90.12,-12.86%,$332.70,221.70%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$44.18,-8.63%,,,,$44.24,0.14%,$55.77,26.24%,$73.57,66.52%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$23.93,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,,$7.52,-11.99%,,,,$7.44,-1.06%,$5.45,-27.50%,$7.72,2.67%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$2.04,-6.72%,,,,$2.08,1.96%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$153.36,-7.41%,,,,$155.80,1.59%,$334.78,118.29%,$355.19,131.61%,CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$85.13,-0.95%,-0.95%,$84.33,$97.40,$86.53,1.64%,$133.82,57.20%,$147.22,72.94%,CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,3,$11.39,-5.36%,-5.36%,$10.78,$12.62,$10.78,-5.36%,$24.63,116.23%,$19.55,71.61%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$236.25,-8.55%,,,,$243.29,2.98%,$319.55,35.26%,$472.34,99.93%,CLH
NASDAQ:CLMB,25 Aug 2025,$107.31,3,$133.00,5,2.75,$128.61,-16.56%,-16.56%,$107.31,$133.00,$126.49,-1.65%,$249.49,93.99%,$265.95,106.79%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$22.01,68.11%,,,,$22.60,2.68%,$86.27,291.94%,$200.83,812.44%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$127.03,22.10%,,,,$124.45,-2.03%,$210.45,65.67%,$244.13,92.18%,CLX
NYSE:CM,19 Aug 2025,,,,,,$78.32,-100.00%,-100.00%,,$0.00,$79.41,1.39%,-$418.79,-634.71%,-$404.33,-616.25%,CM
NASDAQ:CMPR,23 Aug 2025,$95.87,3,$72.00,5,2.75,$62.81,14.63%,14.63%,$72.00,$95.87,$63.74,1.48%,$138.41,120.36%,$161.15,156.56%,CMPR
NYSE:CNH,18 Aug 2025,$16.66,5,$14.39,4,3.5,$11.46,25.57%,25.57%,$14.39,$16.66,$11.56,0.87%,$10.92,-4.75%,$17.60,53.57%,CNH
NYSE:CNM,15 Aug 2025,$59.25,2,,,2,$66.98,-11.53%,-11.53%,$59.25,$59.25,$65.01,-2.94%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$39.74,-23.09%,,,,$40.34,1.51%,-$248.71,-725.85%,-$216.30,-644.28%,CNO
NYSE:COF,18 Aug 2025,$1.55,4,$1.15,4,3,$221.53,-99.48%,-99.48%,$1.15,$1.55,$223.09,0.70%,$231.45,4.48%,$370.21,67.11%,COF
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$97.84,11.28%,11.28%,$108.88,$111.93,$90.59,-7.41%,$102.24,4.50%,$161.60,65.17%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$26.90,-11.77%,-11.77%,$23.73,$23.73,$26.88,-0.07%,-$158.98,-691.02%,-$147.81,-649.48%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$92.95,30.46%,,,,$98.23,5.68%,$80.17,-13.75%,$170.39,83.31%,COP
NYSE:COTY,18 Aug 2025,$8.16,3,$6.34,4,2.5,$4.37,45.08%,45.08%,$6.34,$8.16,$4.50,2.97%,-$1.61,-136.89%,$4.93,12.71%,COTY
NYSE:CP,13 Nov 2024,$75.90,3,,,,$76.63,-0.95%,,,,$78.64,2.62%,$81.43,6.26%,$109.11,42.38%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$31.16,-9.87%,,,,$31.19,0.10%,-$170.90,-648.47%,-$167.83,-638.60%,CPF
NYSE:CPRI,23 Aug 2025,$38.54,5,$25.25,6,4,$21.28,18.66%,18.66%,$25.25,$38.54,$22.18,4.23%,$58.95,177.02%,-$10.68,-150.17%,CPRI
NYSE:CPT,19 Aug 2025,$114.40,4,,1,2.25,$111.36,2.73%,2.73%,$114.40,$114.40,$112.58,1.10%,$110.92,-0.40%,$168.69,51.49%,CPT
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$184.27,-9.71%,,,,$183.56,-0.39%,$229.43,24.51%,$239.54,29.99%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$194.24,-15.54%,,,,$195.17,0.48%,$197.83,1.85%,$278.02,43.13%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,,$9.69,8.64%,,,,$10.13,4.54%,$0.00,-100.00%,$0.00,-100.00%,CRESY
