Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NASDAQ:ARHS,7 Jul 2025,$13.03,3,$10.27,4,,$11.57,-11.24%,,,,$11.27,-2.59%,$24.38,110.68%,$52.22,351.32%,ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,3,$4.95,31.41%,31.41%,$6.50,$6.50,$4.87,-1.62%,-$16.80,-439.37%,-$4.91,-199.23%,ARKO
NYSE:ASB,10 Apr 2025,$23.54,5,$27.17,6,,$26.30,-10.50%,,,,$26.54,0.91%,-$158.22,-701.59%,-$152.07,-678.23%,ASB
NYSE:ASH,14 May 2025,$83.18,3,$66.86,4,,$54.99,21.59%,,,,$56.33,2.44%,$113.47,106.35%,$244.08,343.87%,ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,$863.71,10,4,$770.19,12.14%,12.14%,$863.71,$871.20,$744.16,-3.38%,$794.90,3.21%,$846.76,9.94%,ASML
NYSE:ASR,10 Jul 2025,$344.93,4,$352.00,7,,$334.72,3.05%,,,,$332.74,-0.59%,"$2,547.39",661.05%,"$3,922.63",1071.91%,ASR
NYSE:ATI,30 Aug 2025,$63.00,2,$102.43,7,2.75,$75.83,-16.92%,-16.92%,$63.00,$102.43,$76.43,0.79%,$97.96,29.18%,$118.99,56.91%,ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,2,$59.31,-49.84%,-49.84%,$29.75,$29.75,$57.38,-3.25%,$135.57,128.58%,$140.02,136.08%,AU
NASDAQ:AVT,30 Aug 2025,$60.84,5,$52.75,1,2.75,$53.54,-1.48%,-1.48%,$52.75,$60.84,$52.92,-1.16%,-$1.12,-102.10%,$14.66,-72.63%,AVT
NYSE:AVY,30 Aug 2025,$186.52,3,$197.20,1,1.75,$167.62,11.27%,11.27%,$186.52,$197.20,$170.51,1.72%,$176.77,5.46%,$194.91,16.28%,AVY
NYSE:B,12 Aug 2025,$23.69,3,,,3,$27.93,-15.18%,-15.18%,$23.69,$23.69,$27.78,-0.54%,$40.48,44.93%,$57.69,106.56%,B
NYSE:BA,9 Apr 2025,$179.31,5,$189.55,9,,$226.27,-20.76%,,,,$236.72,4.62%,$256.47,13.35%,$52.58,-76.76%,BA
NYSE:BABA,20 Aug 2025,$133.65,4,$148.92,7,3.75,$133.81,-0.12%,-0.12%,$133.65,$148.92,$136.73,2.18%,$184.71,38.04%,$189.39,41.53%,BABA
NYSE:BAC,14 Aug 2025,$45.19,3,$52.60,6,3,$49.41,-8.55%,-8.55%,$45.19,$52.60,$50.57,2.35%,-$244.57,-594.98%,-$241.65,-589.07%,BAC
NYSE:BALL,20 Aug 2025,$67.98,3,$62.78,6,3,$50.76,23.68%,23.68%,$62.78,$67.98,$51.31,1.08%,$27.98,-44.89%,$51.28,1.03%,BALL
NASDAQ:BANF,3 Jun 2025,$110.70,3,$121.50,6,,$134.32,-17.59%,,,,$135.51,0.89%,-$0.90,-100.67%,$10.53,-92.16%,BANF
NYSE:BB,18 Aug 2025,$3.38,3,$4.72,6,3,$3.82,-11.57%,-11.57%,$3.38,$4.72,$3.94,3.14%,$0.00,-100.00%,$0.00,-100.00%,BB
NYSE:BBD,4 Sep 2025,$2.93,3,,6,3,$3.17,-7.60%,-7.60%,$2.93,$2.93,$3.16,-0.32%,-$18.16,-672.90%,-$15.64,-593.37%,BBD
NYSE:BBW,15 Aug 2025,$41.34,2,$59.00,8,3,$61.69,-32.99%,-32.99%,$41.34,$59.00,$60.08,-2.61%,$0.00,-100.00%,$0.00,-100.00%,BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,$41.08,3,,$30.74,33.64%,,,,$31.15,1.33%,$98.96,221.92%,$85.09,176.80%,BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,$79.84,5,2.75,$77.05,3.62%,3.62%,$79.84,$87.98,$75.80,-1.62%,$127.88,65.98%,$168.94,119.26%,BBY
NYSE:BCS,19 Aug 2025,$17.24,2,,,2,$19.69,-12.43%,-12.43%,$17.24,$17.24,$20.48,4.01%,$19.33,-1.82%,$19.33,-1.82%,BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,$16.50,5,2.75,$15.70,5.10%,5.10%,$16.50,$16.51,$15.73,0.19%,-$6.55,-141.74%,-$7.13,-145.40%,BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$140.70,-42.60%,,,,$138.08,-1.86%,$217.27,54.42%,$259.01,84.09%,BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,$140.33,8,3.5,$115.74,3.63%,3.63%,$119.95,$140.33,$125.12,8.10%,$206.59,78.50%,$235.42,103.40%,BFAM
NASDAQ:BFC,5 Jun 2025,$98.58,2,,,,$127.51,-22.69%,,,,$128.18,0.53%,-$177.84,-239.47%,-$164.42,-228.94%,BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,3,$12.38,-14.82%,-14.82%,$10.55,$10.55,$12.81,3.47%,-$72.24,-683.53%,-$69.16,-658.64%,BFIN
NYSE:BIRK,30 Aug 2025,$55.22,4,$68.67,3,2.75,$50.55,9.23%,9.23%,$55.22,$68.67,$51.57,2.02%,$108.23,114.11%,$117.53,132.50%,BIRK
NYSE:BJ,20 Aug 2025,,0,,1,0.5,$96.62,-100.00%,-100.00%,,$0.00,$96.81,0.20%,$103.91,7.55%,$141.63,46.58%,BJ
NYSE:BKD,30 Aug 2025,$9.20,4,$8.83,6,3.5,$7.56,16.80%,16.80%,$8.83,$9.20,$7.63,0.93%,-$10.00,-232.22%,$17.52,131.79%,BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,$48.38,5,,$45.05,-9.10%,,,,$45.22,0.38%,$42.36,-5.98%,$58.13,29.04%,BKR
NYSE:BLD,30 Aug 2025,$467.93,3,$430.00,3,2.25,$435.59,-1.28%,-1.28%,$430.00,$467.93,$421.06,-3.34%,$806.87,85.24%,$896.28,105.76%,BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,2,"$1,093.10",-5.96%,-5.96%,"$1,027.97","$1,027.97","$1,112.88",1.81%,$974.21,-10.88%,"$1,044.71",-4.43%,BLK
NASDAQ:BLKB,23 Aug 2025,$72.93,3,$74.67,4,2.5,$66.80,9.17%,9.17%,$72.93,$74.67,$68.19,2.08%,$106.76,59.82%,$139.12,108.27%,BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,$2.50,6,3,$1.02,40.39%,40.39%,$1.43,$2.50,$1.12,9.80%,-$1.53,-249.65%,-$1.25,-222.07%,BLNK
NYSE:BMI,5 May 2025,$169.72,3,$236.50,6,,$181.46,-6.47%,,,,$187.87,3.53%,$273.71,50.84%,$270.76,49.21%,BMI
NYSE:BN,26 Aug 2024,$55.96,2,,,,$65.49,-14.55%,,,,$67.96,3.77%,-$141.74,-316.43%,-$102.42,-256.39%,BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,3,$63.35,-12.65%,-12.65%,$55.34,$55.34,$63.56,0.33%,-$564.42,-990.95%,-$554.70,-975.61%,BNS
NYSE:BOH,6 Jan 2025,$74.38,3,$72.00,5,,$68.23,5.53%,,,,$67.95,-0.41%,-$397.15,-682.07%,-$389.29,-670.56%,BOH
NASDAQ:BOOM,12 Aug 2025,$10.98,3,$9.25,6,3,$6.99,32.33%,32.33%,$9.25,$10.98,$7.11,1.72%,$37.06,430.21%,$66.38,849.67%,BOOM
NYSE:BP,18 Aug 2025,$39.40,4,$37.67,9,4.25,$33.74,11.65%,11.65%,$37.67,$39.40,$35.27,4.53%,$36.00,6.69%,$131.20,288.86%,BP
NYSE:BRFS,15 Jul 2025,$3.91,3,$3.75,4,,$3.65,2.74%,,,,$3.76,3.01%,$8.81,141.25%,$14.21,289.38%,BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,$3.50,5,2.75,$3.21,9.03%,9.03%,$3.50,$4.99,$3.15,-1.87%,$13.85,331.35%,$39.25,1122.79%,BRY
NYSE:BSBR,5 Sep 2025,$5.27,3,$5.70,6,3,$5.37,-1.96%,-1.96%,$5.27,$5.70,$5.35,-0.37%,$4.09,-23.74%,$1.35,-74.90%,BSBR
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,2,$12.08,-15.16%,-15.16%,$10.25,$10.25,$13.81,14.32%,$10.18,-15.74%,$14.24,17.91%,BTDR
NYSE:BTI,18 Aug 2025,$53.35,3,,,3,$55.89,-4.54%,-4.54%,$53.35,$53.35,$57.41,2.72%,$0.00,-100.00%,$0.00,-100.00%,BTI
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,3,$0.33,71.82%,71.82%,$0.57,$0.57,$0.31,-6.06%,$0.00,-100.00%,$0.00,-100.00%,BTOG
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$294.67,-32.19%,,,,$294.52,-0.05%,$383.59,30.18%,$284.03,-3.61%,BURL
NASDAQ:BUSE,10 Apr 2025,$24.44,4,$28.50,8,,$24.59,-0.59%,,,,$24.76,0.69%,-$131.92,-636.46%,-$128.45,-622.35%,BUSE
NYSE:BXSL,19 Aug 2025,$31.13,3,$31.63,7,3.25,$29.26,6.40%,6.40%,$31.13,$31.63,$29.98,2.46%,$86.90,197.01%,$94.14,221.74%,BXSL
NYSE:C,12 Aug 2025,$86.32,3,,,3,$94.90,-9.04%,-9.04%,$86.32,$86.32,$96.24,1.41%,-$755.05,-895.63%,-$731.02,-870.31%,C
NYSE:CAAP,15 Aug 2025,$22.01,3,$23.30,9,3.75,$21.07,4.45%,4.45%,$22.01,$23.30,$21.57,2.37%,$54.37,158.04%,$78.51,272.64%,CAAP
NASDAQ:CAC,6 Jun 2025,$40.10,3,$47.00,4,,$40.24,-0.35%,,,,$40.67,1.07%,-$308.29,-866.14%,-$302.54,-851.84%,CAC
NYSE:CAL,26 Mar 2025,$24.65,5,$17.00,6,,$15.54,9.40%,,,,$14.67,-5.60%,$0.00,-100.00%,$0.00,-100.00%,CAL
NASDAQ:CALM,11 Jul 2025,$93.94,3,$100.00,6,,$114.42,-17.90%,,,,$111.67,-2.40%,$0.00,-100.00%,$0.00,-100.00%,CALM
NASDAQ:CAMT,24 Oct 2024,$87.99,4,,,,$78.01,12.79%,,,,$80.44,3.11%,$77.50,-0.66%,$77.50,-0.66%,CAMT
NYSE:CANG,24 Aug 2025,$4.01,3,$6.50,7,3.25,$5.04,-20.50%,-20.50%,$4.01,$6.50,$5.05,0.20%,$0.00,-100.00%,$0.00,-100.00%,CANG
NASDAQ:CAR,11 Mar 2024,$159.62,3,,,,$156.54,1.96%,,,,$153.50,-1.94%,$198.28,26.66%,$615.50,293.19%,CAR
NYSE:CARR,27 Aug 2025,$61.99,2,,,2,$64.39,-3.73%,-3.73%,$61.99,$61.99,$65.47,1.68%,$83.43,29.57%,$108.48,68.48%,CARR
NYSE:CAVA,14 Aug 2025,$80.21,2,$95.63,3,1.75,$66.40,20.79%,20.79%,$80.21,$95.63,$67.89,2.24%,$70.66,6.42%,$78.16,17.72%,CAVA
NYSE:CB,19 Aug 2025,$282.07,3,$303.61,4,2.5,$278.43,1.31%,1.31%,$282.07,$303.61,$286.53,2.91%,$438.17,57.37%,$451.36,62.11%,CB
NYSE:CBZ,7 Jan 2025,$77.57,3,,,,$59.02,31.43%,,,,$61.53,4.25%,$95.31,61.49%,$116.24,96.95%,CBZ
NYSE:CCK,29 Aug 2025,$107.03,3,$122.91,5,2.75,$93.56,14.40%,14.40%,$107.03,$122.91,$92.48,-1.15%,$164.29,75.59%,$217.02,131.96%,CCK
NYSE:CDE,28 Jul 2025,$6.60,1,$10.90,6,,$14.42,-54.24%,,,,$13.94,-3.33%,$22.86,58.51%,$27.84,93.07%,CDE
NYSE:CE,28 Mar 2025,$111.30,3,$67.13,9,,$47.99,39.88%,,,,$44.12,-8.06%,$40.59,-15.41%,$133.88,178.97%,CE
NASDAQ:CELC,29 Nov 2024,$21.98,3,,,,$56.68,-61.23%,,,,$53.02,-6.46%,$47.57,-16.07%,$47.58,-16.06%,CELC
NASDAQ:CENT,16 Dec 2024,$38.50,4,,8,,$37.76,1.96%,,,,$36.96,-2.12%,$762.91,1920.43%,$853.76,2161.01%,CENT
NASDAQ:CENTA,31 May 2024,$40.70,3,,,,$34.27,18.75%,,,,$33.42,-2.48%,$169.70,395.20%,$186.69,444.76%,CENTA
NASDAQ:CENX,20 Aug 2025,$23.49,3,$25.50,9,3.75,$21.91,7.21%,7.21%,$23.49,$25.50,$22.59,3.10%,$29.18,33.20%,$12.59,-42.55%,CENX
NYSE:CGAU,15 Aug 2025,$8.68,4,$9.61,7,3.75,$8.48,2.39%,2.39%,$8.68,$9.61,$8.36,-1.42%,$18.14,113.90%,$10.25,20.87%,CGAU
NASDAQ:CHCO,3 Jun 2025,$111.09,3,,,,$128.07,-13.26%,,,,$128.94,0.68%,-$121.62,-194.96%,-$104.51,-181.61%,CHCO
NYSE:CHCT,24 Aug 2025,$20.57,3,$19.50,8,3.5,$15.58,25.16%,25.16%,$19.50,$20.57,$15.37,-1.35%,$15.35,-1.48%,$35.95,130.74%,CHCT
NYSE:CHD,20 Feb 2024,$80.10,1,,,,$96.26,-16.79%,,,,$96.84,0.60%,$115.95,20.45%,$125.38,30.25%,CHD
NASDAQ:CHDN,22 Jul 2025,$114.58,3,$131.43,8,,$102.29,12.01%,,,,$104.32,1.98%,$84.78,-17.12%,$117.18,14.55%,CHDN
NYSE:CHE,3 Jul 2024,$512.61,3,,,,$460.86,11.23%,,,,$458.76,-0.46%,$795.19,72.54%,$845.99,83.57%,CHE
NYSE:CHGG,20 Aug 2025,$2.28,3,,5,2.75,$1.62,40.74%,40.74%,$2.28,$2.28,$1.71,5.56%,$14.03,766.28%,$6.18,281.64%,CHGG
NASDAQ:CHRD,23 Aug 2024,$167.62,3,,,,$103.55,61.87%,,,,$109.87,6.10%,$89.88,-13.20%,$329.70,218.40%,CHRD
NYSE:CHT,17 Jun 2024,$40.37,3,,,,$44.06,-8.38%,,,,$44.23,0.39%,$55.60,26.18%,$73.20,66.14%,CHT
NASDAQ:CHX,23 Aug 2024,$37.87,4,,,,#N/A,#N/A,,,,$24.18,#N/A,$0.00,#N/A,$0.00,#N/A,CHX
NASDAQ:CIFR,4 Aug 2025,$6.62,3,$7.06,3,,$7.22,-8.34%,,,,$8.20,13.57%,$5.45,-24.52%,$7.68,6.32%,CIFR
NYSE:CIG,17 Feb 2025,$1.90,3,$2.60,5,,$2.05,-7.17%,,,,$2.08,1.46%,$0.00,-100.00%,$0.00,-100.00%,CIG
NASDAQ:CINF,12 Jun 2025,$142.00,2,,,,$153.27,-7.35%,,,,$155.70,1.59%,$327.89,113.93%,$347.88,126.97%,CINF
NYSE:CL,18 Aug 2025,$84.33,3,$97.40,5,2.75,$85.66,-1.56%,-1.56%,$84.33,$97.40,$86.55,1.04%,$132.42,54.59%,$145.54,69.91%,CL
NYSE:CLF,17 Aug 2025,$12.62,3,$10.78,6,3,$11.09,-2.80%,-2.80%,$10.78,$12.62,$10.78,-2.80%,$23.91,115.55%,$19.02,71.52%,CLF
NYSE:CLH,9 Apr 2025,$216.05,5,$271.56,9,,$239.80,-9.90%,,,,$243.24,1.43%,$316.34,31.92%,$465.97,94.32%,CLH
NASDAQ:CLMB,25 Aug 2025,$107.31,3,$133.00,5,2.75,$129.37,-17.05%,-17.05%,$107.31,$133.00,$126.40,-2.30%,$245.58,89.83%,$261.70,102.29%,CLMB
NYSE:CLW,26 Dec 2024,,,$37.00,5,,$21.79,69.80%,,,,$22.60,3.72%,$83.68,284.05%,$195.91,799.09%,CLW
NYSE:CLX,8 Oct 2024,$155.10,3,,,,$127.96,21.21%,,,,$124.44,-2.75%,$207.84,62.43%,$240.83,88.21%,CLX
NYSE:CM,19 Aug 2025,,,,,,$78.15,-100.00%,-100.00%,,$0.00,$79.39,1.59%,-$423.80,-642.28%,-$409.60,-624.12%,CM
NASDAQ:CMPR,23 Aug 2025,$95.87,3,$72.00,5,2.75,$61.41,17.24%,17.24%,$72.00,$95.87,$63.77,3.84%,$135.62,120.84%,$158.20,157.61%,CMPR
NYSE:CNH,18 Aug 2025,$16.66,5,$14.39,4,3.5,$11.47,25.46%,25.46%,$14.39,$16.66,$11.31,-1.39%,$10.47,-8.68%,$17.06,48.72%,CNH
NYSE:CNM,15 Aug 2025,$59.25,2,,,2,$66.42,-10.79%,-10.79%,$59.25,$59.25,$65.02,-2.11%,$0.00,-100.00%,$0.00,-100.00%,CNM
NYSE:CNO,20 Oct 2023,$30.57,5,,,,$39.88,-23.36%,,,,$40.33,1.13%,-$249.35,-725.26%,-$217.28,-644.83%,CNO
NYSE:COF,18 Aug 2025,$1.55,4,$1.15,4,3,$220.73,-99.48%,-99.48%,$1.15,$1.55,$223.01,1.03%,$219.15,-0.72%,$355.66,61.13%,COF
NYSE:COHR,15 Aug 2025,$108.88,2,$111.93,7,2.75,$95.63,13.85%,13.85%,$108.88,$111.93,$90.61,-5.25%,$101.73,6.38%,$160.42,67.75%,COHR
NASDAQ:COLB,19 Aug 2025,$23.73,3,,,3,$26.83,-11.54%,-11.54%,$23.73,$23.73,$26.88,0.19%,-$159.58,-694.78%,-$148.63,-653.98%,COLB
NYSE:COP,23 Aug 2024,$121.26,4,,,,$92.74,30.75%,,,,$98.29,5.98%,$80.08,-13.65%,$169.33,82.59%,COP
NYSE:COTY,18 Aug 2025,$8.16,3,$6.34,4,2.5,$4.46,42.15%,42.15%,$6.34,$8.16,$4.51,1.12%,-$1.64,-136.87%,$4.80,7.57%,COTY
NYSE:CP,13 Nov 2024,$75.90,3,,,,$76.67,-1.00%,,,,$78.60,2.52%,$80.72,5.29%,$107.83,40.64%,CP
NYSE:CPF,6 Jan 2025,$28.08,3,$32.00,8,,$31.05,-9.55%,,,,$31.15,0.32%,-$171.40,-652.02%,-$168.36,-642.23%,CPF
NYSE:CPRI,23 Aug 2025,$38.54,5,$25.25,6,4,$21.60,16.90%,16.90%,$25.25,$38.54,$22.18,2.69%,$57.59,166.60%,-$10.75,-149.76%,CPRI
NYSE:CPT,19 Aug 2025,$114.40,4,,1,2.25,$112.07,2.08%,2.08%,$114.40,$114.40,$112.60,0.47%,$110.47,-1.43%,$167.64,49.59%,CPT
NYSE:CR,9 May 2025,$166.37,3,$184.00,4,,$181.47,-8.32%,,,,$183.36,1.04%,$228.78,26.07%,$238.80,31.59%,CR
NASDAQ:CRAI,20 Aug 2024,$164.05,3,,,,$194.85,-15.81%,,,,$195.16,0.16%,$196.79,1.00%,$275.34,41.31%,CRAI
NASDAQ:CRESY,11 Jul 2025,$10.53,3,,,,$9.42,11.75%,,,,$10.13,7.54%,$0.00,-100.00%,$0.00,-100.00%,CRESY
