Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NASDAQ:AEP,18 Sep 2025,$104.71,2,,,,$117.54,-10.92%,,,,$117.55,0.01%,-$0.46,-100.39%,$119.97,2.07%,AEP,NASDAQ:AEP,-0.285
NYSE:AES,11 Jul 2025,$13.47,3,,,,$13.92,-3.27%,,,,$13.68,-1.72%,-$54.44,-491.08%,-$50.01,-459.23%,AES,NYSE:AES,-0.765
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$14.71,21.01%,,,,$14.32,-2.65%,$118.73,707.14%,$145.82,891.28%,AFYA,NASDAQ:AFYA,-0.809
NYSE:AG,12 Aug 2025,$7.66,3,,,,$15.06,-49.17%,,,,$14.71,-2.32%,$16.85,11.87%,$22.84,51.65%,AG,NYSE:AG,-0.796
NYSE:AGI,24 Oct 2025,$19.15,2,,,,$36.08,-46.92%,,,,$35.67,-1.14%,$52.61,45.80%,$61.95,71.71%,AGI,NYSE:AGI,-0.553
NYSE:AGM,11 Nov 2025,$179.75,4,$219.00,5,2.5,$175.80,2.25%,2.25%,$179.75,$219.00,$169.71,-3.46%,"-$2,510.18",-1527.86%,"-$2,578.64",-1566.81%,AGM,NYSE:AGM,-0.868
NASDAQ:AGNC,28 Oct 2025,$11.15,4,$10.18,8,,$10.62,-4.14%,,,,$10.41,-1.98%,-$73.05,-787.81%,-$67.29,-733.61%,AGNC,NASDAQ:AGNC,-0.579
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$88.63,13.08%,,,,$86.95,-1.90%,$29.43,-66.80%,$29.49,-66.72%,AGO,NYSE:AGO,-0.750
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,,$8.24,14.08%,,,,$8.16,-0.97%,$36.47,342.64%,$18.02,118.70%,AGRO,NYSE:AGRO,-0.627
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$77.03,10.04%,,,,$75.71,-1.71%,-$57.90,-175.16%,$8.06,-89.53%,AIG,NYSE:AIG,-0.673
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$49.61,34.65%,,,,$49.21,-0.81%,$67.47,36.01%,$109.93,121.59%,AIN,NYSE:AIN,-0.187
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$3.04,64.47%,,,,$3.02,-0.66%,$3.94,29.73%,$3.61,18.78%,AIRS,NASDAQ:AIRS,-0.413
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$222.87,-0.47%,,,,$219.84,-1.36%,$466.48,109.31%,$556.18,149.56%,AIZ,NYSE:AIZ,-0.553
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.93,-21.99%,,,,$64.10,0.27%,-$213.25,-433.57%,-$83.50,-230.61%,AL,NYSE:AL,-0.384
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$80.73,0.89%,,,,$83.55,3.49%,$139.99,73.41%,$188.91,134.00%,ALC,NYSE:ALC,0.253
NYSE:ALEX,18 Nov 2025,$16.62,4,$21.00,5,2.5,$15.22,9.18%,9.18%,$16.62,$21.00,$0.00,-100.00%,$20.89,37.27%,$14.51,-4.67%,ALEX,NYSE:ALEX,-1.000
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.04,205.93%,,,,$1.98,-2.94%,$0.84,-58.66%,$11.63,470.15%,ALIT,NYSE:ALIT,-0.638
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$202.27,-9.66%,,,,$199.94,-1.15%,$699.89,246.02%,$819.09,304.95%,ALL,NYSE:ALL,-0.669
NYSE:ALLE,24 Oct 2025,$165.38,3,,,,$159.08,3.96%,,,,$166.50,4.66%,$305.14,91.81%,$335.72,111.04%,ALLE,NYSE:ALLE,0.192
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$42.39,-2.03%,,,,$41.90,-1.16%,-$447.06,-1154.64%,-$481.91,-1236.86%,ALLY,NYSE:ALLY,-0.610
NASDAQ:ALRS,27 Oct 2025,$24.54,3,$25.63,7,,$22.21,10.48%,,,,$21.43,-3.51%,-$88.99,-500.66%,-$76.44,-444.17%,ALRS,NASDAQ:ALRS,-0.884
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$92.54,6.05%,,,,$95.50,3.20%,$219.33,137.01%,$247.90,167.89%,ALSN,NYSE:ALSN,0.367
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,,$5.24,-33.82%,,,,$5.20,-0.76%,$3.68,-29.71%,$3.70,-29.43%,ALT,NASDAQ:ALT,-0.409
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$1.43,272.73%,,,,$1.41,-1.40%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,-0.613
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$5.47,58.35%,,,,$5.03,-8.04%,$6.33,15.72%,$8.25,50.90%,ALVO,NASDAQ:ALVO,-0.717
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$30.95,-0.97%,,,,$29.99,-3.10%,-$137.11,-543.01%,-$136.22,-540.15%,AMAL,NASDAQ:AMAL,-0.767
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,#N/A,#N/A,,,,$0.00,#N/A,$191.95,#N/A,$201.20,#N/A,AMBC,NYSE:AMBC,-1.000
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.91,31.43%,,,,$3.83,-2.05%,$2.30,-41.11%,$10.30,163.55%,AMBP,NYSE:AMBP,-0.618
NYSE:AMCR,2 Dec 2025,$11.25,3,$10.82,7,2.75,$8.30,30.36%,30.36%,$10.82,$11.25,$8.26,-0.48%,$4.39,-47.07%,$1.26,-84.78%,AMCR,NYSE:AMCR,-0.433
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$5.56,25.79%,,,,$5.49,-1.26%,$21.47,286.10%,$22.09,297.21%,AMPY,NYSE:AMPY,-0.677
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,#N/A,#N/A,,,,$27.93,#N/A,$199.34,#N/A,$210.65,#N/A,AMRK,NASDAQ:AMRK,-0.823
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,,$32.47,25.22%,,,,$32.00,-1.45%,$40.40,24.42%,$42.36,30.44%,AMSC,NASDAQ:AMSC,-0.424
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$37.14,23.82%,,,,$0.00,-100.00%,$27.75,-25.27%,$28.53,-23.17%,AMSF,NASDAQ:AMSF,-1.000
NYSE:AMTB,19 Nov 2025,$19.34,3,$21.00,4,2,$19.28,0.31%,0.31%,$19.34,$21.00,$18.78,-2.59%,-$172.24,-993.37%,-$170.73,-985.52%,AMTB,NYSE:AMTB,-0.797
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$1.52,109.61%,,,,$1.51,-0.66%,$1.74,14.71%,-$7.09,-566.27%,AMTX,NASDAQ:AMTX,-0.494
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$54.82,58.03%,,,,$53.99,-1.51%,$50.33,-8.20%,$261.45,376.93%,AMWD,NASDAQ:AMWD,-0.663
NYSE:AMX,15 May 2025,$18.21,3,,3,,$21.52,-15.38%,,,,$21.32,-0.93%,$72.44,236.61%,$151.55,604.24%,AMX,NYSE:AMX,-0.660
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$94.87,24.80%,,,,$93.86,-1.06%,$270.14,184.74%,$331.71,249.65%,ANF,NYSE:ANF,-0.673
NYSE:AON,29 Aug 2025,$347.01,2,,,,$345.20,0.52%,,,,$342.53,-0.77%,$339.03,-1.79%,$380.35,10.18%,AON,NYSE:AON,-0.264
NYSE:AOS,28 Nov 2025,$74.18,4,$78.38,6,3.25,$68.03,9.04%,9.04%,$74.18,$78.38,$67.73,-0.44%,$156.22,129.63%,$165.79,143.70%,AOS,NYSE:AOS,-0.260
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$27.10,5.11%,,,,$26.35,-2.77%,$71.99,165.65%,$86.05,217.52%,APA,NASDAQ:APA,-0.761
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$260.69,13.66%,,,,$259.65,-0.40%,$131.13,-49.70%,$179.43,-31.17%,APD,NYSE:APD,-0.528
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,,$34.51,0.03%,,,,$33.82,-2.00%,$79.00,128.92%,$92.04,166.71%,APEI,NASDAQ:APEI,-0.636
NYSE:APH,16 Sep 2023,$81.57,2,,,,$139.36,-41.47%,,,,$138.68,-0.49%,$198.80,42.65%,$211.79,51.98%,APH,NYSE:APH,-0.094
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.78,-19.44%,,,,$3.72,-1.59%,$4.54,20.18%,$6.82,80.41%,API,NASDAQ:API,-0.571
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$37.65,76.33%,,,,$37.41,-0.64%,$0.00,-100.00%,$0.00,-100.00%,APOG,NASDAQ:APOG,-0.373
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$5.86,4.84%,,,,$5.69,-2.90%,-$4.46,-176.13%,-$2.40,-141.02%,AQN,NYSE:AQN,-0.851
NYSE:AR,20 Aug 2025,$31.31,3,,,,$36.75,-14.81%,,,,$36.76,0.03%,$54.13,47.30%,$80.42,118.82%,AR,NYSE:AR,-0.449
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.41,39.10%,,,,$7.34,-0.94%,$1.70,-77.05%,$29.56,298.97%,ARCO,NYSE:ARCO,-0.654
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$10.54,23.60%,,,,$10.39,-1.42%,$16.25,54.16%,$32.80,211.15%,ARHS,NASDAQ:ARHS,-0.502
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.89,33.02%,,,,$4.83,-1.23%,-$12.46,-354.84%,-$0.30,-106.16%,ARKO,NASDAQ:ARKO,-0.613
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$30.57,59.21%,,,,$29.60,-3.17%,-$166.67,-645.21%,-$162.88,-632.80%,AROW,NASDAQ:AROW,-0.800
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$26.12,-9.88%,,,,$25.76,-1.38%,-$169.97,-750.72%,-$165.91,-735.19%,ASB,NYSE:ASB,-0.535
NYSE:ASH,14 May 2025,$83.18,3,,4,,$58.59,41.97%,,,,$57.14,-2.47%,$96.43,64.59%,$186.50,218.32%,ASH,NYSE:ASH,-0.739
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,099.47",-20.76%,,,,"$1,085.68",-1.25%,"$1,128.70",2.66%,"$1,187.77",8.03%,ASML,NASDAQ:ASML,-0.707
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$301.05,14.58%,,,,$300.80,-0.08%,$332.56,10.47%,$349.38,16.05%,ASR,NYSE:ASR,-0.428
NYSE:ATGE,15 Oct 2025,$131.23,2,,,,$94.54,38.81%,,,,$92.62,-2.03%,$177.31,87.55%,$202.04,113.71%,ATGE,NYSE:ATGE,-0.512
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$100.41,-37.26%,,,,$97.56,-2.84%,$160.44,59.79%,$183.20,82.45%,ATI,NYSE:ATI,-0.755
NYSE:AU,20 Aug 2025,$29.75,2,,,,$82.45,-63.92%,,,,$82.59,0.17%,$219.76,166.54%,$223.66,171.27%,AU,NYSE:AU,-0.373
NYSE:AUB,3 Dec 2025,$35.14,3,$41.70,7,2.5,$34.39,2.18%,2.18%,$35.14,$41.70,$33.18,-3.52%,-$133.44,-488.01%,-$129.47,-476.48%,AUB,NYSE:AUB,-0.848
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$178.02,21.91%,,,,$172.37,-3.17%,$215.21,20.89%,$281.16,57.94%,AVB,NYSE:AVB,-0.900
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$49.67,22.49%,,,,$48.63,-2.09%,$44.41,-10.59%,$51.16,3.00%,AVT,NASDAQ:AVT,-0.644
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,,$17.56,-14.90%,,,,$17.26,-1.71%,$11.57,-34.13%,$11.60,-33.95%,AVTX,NASDAQ:AVTX,-0.377
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$179.33,4.01%,,,,$171.54,-4.34%,$232.03,29.39%,$276.05,53.93%,AVY,NYSE:AVY,-0.779
NYSE:AX,19 Nov 2025,$76.16,3,$103.25,5,2.25,$84.69,-10.07%,-10.07%,$76.16,$103.25,$83.41,-1.51%,-$169.39,-300.01%,-$158.83,-287.54%,AX,NYSE:AX,-0.626
NYSE:B,24 Oct 2025,$29.72,2,,,,$41.04,-27.58%,,,,$40.72,-0.78%,$92.02,124.23%,$112.17,173.31%,B,NYSE:B,-0.545
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$201.89,-11.19%,,,,$206.04,2.06%,$30.45,-84.92%,$77.74,-61.50%,BA,NYSE:BA,0.008
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$158.32,-15.58%,,,,$159.66,0.85%,$259.97,64.21%,$282.51,78.45%,BABA,NYSE:BABA,-0.082
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$53.95,-16.24%,,,,$53.47,-0.89%,-$50.70,-193.98%,-$46.53,-186.25%,BAC,NYSE:BAC,-0.585
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$49.03,38.66%,,,,$48.27,-1.55%,$32.38,-33.96%,$56.90,16.04%,BALL,NYSE:BALL,-0.542
NYSE:BANC,19 Nov 2025,$18.77,3,$20.69,3,2,$19.10,-1.73%,-1.73%,$18.77,$20.69,$18.70,-2.09%,-$133.96,-801.35%,-$121.72,-737.28%,BANC,NYSE:BANC,-0.614
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,,$109.35,0.56%,,,,$107.62,-1.58%,-$3.11,-102.85%,$9.21,-91.57%,BANF,NASDAQ:BANF,-0.639
NASDAQ:BANR,19 Nov 2025,$63.81,3,$71.50,3,2,$64.54,-1.13%,-1.13%,$63.81,$71.50,$63.35,-1.84%,-$216.73,-435.80%,-$224.02,-447.10%,BANR,NASDAQ:BANR,-0.732
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.32,-21.81%,,,,$4.22,-2.31%,$0.00,-100.00%,$0.00,-100.00%,BB,NYSE:BB,-0.525
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.31,-11.51%,,,,$3.23,-2.42%,-$22.74,-787.11%,-$62.66,-1992.91%,BBD,NYSE:BBD,-0.825
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$21.80,-21.08%,,,,$21.58,-1.01%,$96.22,341.37%,$101.87,367.30%,BBVA,NYSE:BBVA,-0.656
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$49.79,-16.97%,,,,$47.77,-4.06%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW,-0.417
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$18.83,160.02%,,,,$18.82,-0.05%,$87.85,366.55%,$10.95,-41.83%,BBWI,NYSE:BBWI,-0.466
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$74.17,18.62%,,,,$73.59,-0.78%,$142.58,92.24%,$156.90,111.54%,BBY,NYSE:BBY,-0.333
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$19.64,-4.94%,,,,$19.42,-1.12%,-$52.37,-366.65%,-$49.43,-351.68%,BCAL,NASDAQ:BCAL,-0.672
NYSE:BCH,19 Nov 2025,$33.72,2,,,1.5,$37.10,-9.11%,-9.11%,$33.72,$33.72,$36.56,-1.46%,$15.20,-59.04%,$2.78,-92.50%,BCH,NYSE:BCH,-0.741
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$23.22,-25.75%,,,,$23.01,-0.90%,-$24.28,-204.55%,-$24.28,-204.55%,BCS,NYSE:BCS,-0.604
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$14.41,14.54%,,,,$14.19,-1.53%,$2.29,-84.07%,$1.71,-88.17%,BCSF,NYSE:BCSF,-0.752
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$166.00,-51.35%,,,,$162.79,-1.93%,$268.88,61.97%,$313.07,88.59%,BELFB,NASDAQ:BELFB,-0.059
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$103.14,16.29%,,,,$102.83,-0.30%,$157.62,52.82%,$191.22,85.40%,BFAM,NYSE:BFAM,-0.487
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,,$129.86,-9.55%,,,,$129.79,-0.05%,-$150.25,-215.70%,-$136.34,-204.99%,BFC,NASDAQ:BFC,-0.426
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$12.13,-13.06%,,,,,-100.00%,-$2.00,-116.49%,-$2.00,-116.49%,BFIN,NASDAQ:BFIN,-2.000
NYSE:BFS,28 Oct 2025,$40.16,5,,6,,$30.25,32.76%,,,,$29.91,-1.12%,-$18.68,-161.75%,-$3.03,-110.01%,BFS,NYSE:BFS,-0.383
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,,$26.81,-5.83%,,,,$0.00,-100.00%,-$123.55,-560.84%,-$120.12,-548.04%,BFST,NASDAQ:BFST,-1.000
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,,$30.95,-5.11%,,,,$30.17,-2.52%,-$176.89,-671.52%,-$172.15,-656.23%,BHB,NYSEAMERICAN:BHB,-0.774
NYSE:BHP,4 Dec 2025,$57.08,3,$49.75,7,3.5,$58.85,-15.46%,-15.46%,$49.75,$57.08,$62.29,5.85%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP,0.693
NASDAQ:BHRB,19 Nov 2025,$66.02,3,$72.00,5,2.25,$66.68,-0.99%,-0.99%,$66.02,$72.00,$65.27,-2.11%,-$236.58,-454.80%,-$211.37,-416.99%,BHRB,NASDAQ:BHRB,-0.715
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$44.10,25.20%,,,,$42.93,-2.65%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK,-0.569
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$91.33,-0.62%,,,,$91.08,-0.27%,$92.18,0.93%,$90.70,-0.69%,BJ,NYSE:BJ,-0.181
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$10.78,-14.65%,,,,$10.67,-1.02%,-$8.82,-181.82%,$10.08,-6.53%,BKD,NYSE:BKD,-0.154
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$49.20,-16.77%,,,,$47.35,-3.76%,$64.67,31.44%,$80.39,63.40%,BKR,NASDAQ:BKR,-0.930
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$437.04,7.07%,,,,$439.18,0.49%,$882.14,101.84%,$990.33,126.60%,BLD,NYSE:BLD,-0.260
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,,$2.82,-21.99%,,,,$2.68,-4.96%,$3.09,9.57%,$3.18,12.72%,BLDP,NASDAQ:BLDP,-0.695
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,072.16",-4.12%,,,,"$1,066.26",-0.55%,$945.10,-11.85%,"$1,056.52",-1.46%,BLK,NYSE:BLK,-0.375
NASDAQ:BLKB,19 Nov 2025,$76.27,3,$75.00,4,2.25,$63.69,17.76%,17.76%,$75.00,$76.27,$62.44,-1.96%,$213.79,235.67%,$224.80,252.97%,BLKB,NASDAQ:BLKB,-0.578
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,,$1.20,150.00%,,,,$1.40,16.67%,-$1.05,-187.49%,-$0.76,-163.34%,BLNK,NASDAQ:BLNK,0.097
NYSE:BMI,5 May 2025,$169.72,3,,6,,$180.14,-5.79%,,,,$185.42,2.93%,$292.34,62.28%,$313.43,73.99%,BMI,NYSE:BMI,0.221
NASDAQ:BMRC,19 Nov 2025,$27.20,3,$29.50,7,2.75,$26.74,1.72%,1.72%,$27.20,$29.50,$26.53,-0.79%,-$143.76,-637.60%,-$142.32,-632.23%,BMRC,NASDAQ:BMRC,-0.570
NYSE:BN,26 Aug 2024,$55.96,2,,,,$46.71,19.81%,,,,$46.37,-0.73%,-$91.69,-296.30%,-$69.71,-249.24%,BN,NYSE:BN,-0.525
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$71.70,-22.82%,,,,$69.91,-2.50%,-$506.61,-806.57%,-$495.94,-791.69%,BNS,NYSE:BNS,-0.692
NYSE:BOH,18 Nov 2025,$69.04,3,$73.00,5,2,$66.51,3.80%,3.80%,$69.04,$73.00,$0.00,-100.00%,-$440.67,-762.56%,-$432.59,-750.41%,BOH,NYSE:BOH,-1.000
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,,$115.98,-5.07%,,,,$114.03,-1.68%,$206.16,77.75%,$236.55,103.96%,BOKF,NASDAQ:BOKF,-0.702
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$6.32,73.70%,,,,$6.24,-1.27%,$48.96,674.70%,$79.47,1157.41%,BOOM,NASDAQ:BOOM,-0.391
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$25.51,13.72%,,,,$24.92,-2.31%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW,-0.701
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$35.83,9.97%,,,,$36.01,0.50%,$67.45,88.25%,$162.54,353.64%,BP,NYSE:BP,-0.289
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS,-1.000
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.43,45.58%,,,,$3.39,-1.17%,$3.42,-0.37%,$76.92,2142.61%,BRY,NASDAQ:BRY,-0.686
NYSE:BSAC,19 Nov 2025,$26.95,3,,,2.25,$29.72,-9.32%,-9.32%,$26.95,$26.95,$29.35,-1.24%,-$77.78,-361.70%,-$74.64,-351.14%,BSAC,NYSE:BSAC,-0.693
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,,$6.10,-5.57%,,,,$6.01,-1.48%,$35.83,487.39%,$36.00,490.10%,BSBR,NYSE:BSBR,-0.711
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$41.99,5.01%,,,,,-100.00%,-$2.00,-104.76%,-$2.00,-104.76%,BSVN,NASDAQ:BSVN,-2.000
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,,$3.33,-5.14%,,,,$3.18,-4.50%,$1.66,-50.14%,$1.66,-50.13%,BTCS,NASDAQ:BTCS,-0.813
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$11.81,-13.22%,,,,$11.63,-1.52%,$5.18,-56.12%,$4.92,-58.30%,BTDR,NASDAQ:BTDR,-0.586
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$57.01,-5.81%,,,,$57.00,-0.02%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI,-0.431
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.27,110.00%,,,,,-100.00%,-$2.00,-840.74%,-$2.00,-840.74%,BTOG,NASDAQ:BTOG,-2.000
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$9.47,91.78%,,,,$9.31,-1.69%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL,-0.579
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,,$9.29,38.64%,,,,$9.04,-2.69%,$26.17,181.66%,$26.12,181.21%,BUR,NYSE:BUR,-0.632
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$271.78,-26.48%,,,,$256.20,-5.73%,$386.28,42.13%,$408.62,50.35%,BURL,NYSE:BURL,-0.474
