Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$88.66,10.69%,,,,$88.64,-0.02%,$217.35,145.15%,$246.26,177.75%,ALSN,NYSE:ALSN,-0.434
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,,$5.26,-34.08%,,,,$5.22,-0.76%,$3.70,-29.63%,$3.72,-29.35%,ALT,NASDAQ:ALT,-0.019
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$1.87,185.03%,,,,$1.81,-3.21%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,-0.469
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$5.10,69.84%,,,,$5.11,0.20%,$6.06,18.81%,$8.01,56.96%,ALVO,NASDAQ:ALVO,-0.129
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$29.35,4.43%,,,,$29.62,0.92%,-$137.61,-568.87%,-$136.72,-565.82%,AMAL,NASDAQ:AMAL,-0.067
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,#N/A,#N/A,,,,$8.88,#N/A,$193.68,#N/A,$203.02,#N/A,AMBC,NYSE:AMBC,-0.393
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.75,37.04%,,,,$3.70,-1.33%,$2.19,-41.49%,$10.24,173.17%,AMBP,NYSE:AMBP,-0.487
NYSE:AMCR,28 Nov 2025,$11.22,3,$10.82,7,2.75,$8.52,27.00%,27.00%,$10.82,$11.22,$8.38,-1.64%,$4.66,-45.33%,$1.50,-82.41%,AMCR,NYSE:AMCR,-0.597
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$5.50,27.16%,,,,$5.23,-4.91%,$21.63,293.29%,$22.24,304.29%,AMPY,NYSE:AMPY,-0.665
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,$28.71,-0.01%,,,,$29.38,2.33%,$200.64,598.84%,$212.02,638.50%,AMRK,NASDAQ:AMRK,0.222
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,,$31.09,30.78%,,,,$30.74,-1.13%,$39.07,25.67%,$41.04,32.01%,AMSC,NASDAQ:AMSC,-0.315
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$40.80,12.71%,,,,$40.60,-0.49%,$31.86,-21.92%,$32.65,-19.99%,AMSF,NASDAQ:AMSF,-0.392
NYSE:AMTB,19 Nov 2025,$19.34,3,$21.00,4,2.5,$18.81,2.82%,2.82%,$19.34,$21.00,$19.30,2.60%,-$172.70,-1018.11%,-$171.18,-1010.03%,AMTB,NYSE:AMTB,0.057
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$1.73,84.16%,,,,$1.69,-2.31%,$2.03,17.32%,-$6.87,-497.27%,AMTX,NASDAQ:AMTX,-0.628
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$55.13,57.14%,,,,$54.06,-1.94%,$50.85,-7.77%,$264.66,380.07%,AMWD,NASDAQ:AMWD,-0.645
NYSE:AMX,15 May 2025,$18.21,3,,3,,$23.08,-21.10%,,,,$22.97,-0.48%,$74.75,223.87%,$154.57,569.72%,AMX,NYSE:AMX,-0.263
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$97.87,20.98%,,,,$95.66,-2.26%,$275.61,181.61%,$337.91,245.26%,ANF,NYSE:ANF,-0.289
NYSE:AON,29 Aug 2025,$347.01,2,,,,$353.92,-1.95%,,,,$362.41,2.40%,$348.95,-1.40%,$390.53,10.34%,AON,NYSE:AON,0.135
NYSE:AOS,28 Nov 2025,$74.18,4,$78.38,6,3,$65.98,12.43%,12.43%,$74.18,$78.38,$66.40,0.64%,$154.99,134.91%,$164.64,149.53%,AOS,NYSE:AOS,-0.273
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$24.97,14.08%,,,,$24.20,-3.08%,$70.35,181.75%,$84.42,238.09%,APA,NASDAQ:APA,-0.721
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$261.05,13.50%,,,,$257.75,-1.26%,$131.46,-49.64%,$180.09,-31.01%,APD,NYSE:APD,-0.577
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,,$34.82,-0.86%,,,,$35.75,2.67%,$79.85,129.32%,$92.99,167.07%,APEI,NASDAQ:APEI,0.003
NYSE:APH,16 Sep 2023,$81.57,2,,,,$140.90,-42.11%,,,,$140.24,-0.47%,$201.19,42.79%,$214.34,52.12%,APH,NYSE:APH,-0.033
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.61,-15.65%,,,,$3.55,-1.66%,$4.40,21.87%,$6.70,85.46%,API,NASDAQ:API,-0.338
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$36.41,82.34%,,,,$36.03,-1.04%,$98.07,169.35%,$121.51,233.73%,APOG,NASDAQ:APOG,-0.541
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$6.16,-0.27%,,,,$6.15,-0.16%,-$4.14,-167.25%,-$2.08,-133.74%,AQN,NYSE:AQN,-0.212
NYSE:AR,20 Aug 2025,$31.31,3,,,,$36.43,-14.06%,,,,$35.09,-3.68%,$54.03,48.31%,$80.46,120.86%,AR,NYSE:AR,-0.591
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.59,35.80%,,,,$7.33,-3.43%,$2.08,-72.61%,$30.28,298.89%,ARCO,NYSE:ARCO,-0.366
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$10.34,25.99%,,,,$10.28,-0.58%,$16.17,56.40%,$32.82,217.40%,ARHS,NASDAQ:ARHS,-0.375
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.76,36.65%,,,,$4.67,-1.89%,-$12.54,-363.43%,-$0.31,-106.46%,ARKO,NASDAQ:ARKO,-0.355
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$30.15,61.43%,,,,$29.97,-0.60%,-$166.89,-653.52%,-$163.07,-640.86%,AROW,NASDAQ:AROW,-0.111
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$26.29,-10.46%,,,,$26.51,0.84%,-$169.58,-745.02%,-$165.50,-729.51%,ASB,NYSE:ASB,-0.106
NYSE:ASH,14 May 2025,$83.18,3,,4,,$52.90,57.25%,,,,$51.82,-2.04%,$91.59,73.13%,$182.42,244.84%,ASH,NYSE:ASH,-0.666
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,060.00",-17.81%,,,,"$1,080.61",1.94%,"$1,089.94",2.82%,"$1,149.73",8.46%,ASML,NASDAQ:ASML,0.138
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$301.95,14.23%,,,,$307.99,2.00%,$333.71,10.52%,$350.62,16.12%,ASR,NYSE:ASR,0.043
NYSE:ATGE,15 Oct 2025,$131.23,2,,,,$92.56,41.78%,,,,$95.61,3.30%,$176.08,90.24%,$200.94,117.10%,ATGE,NYSE:ATGE,0.173
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$100.80,-37.50%,,,,$100.23,-0.57%,$161.80,60.51%,$184.82,83.35%,ATI,NYSE:ATI,-0.384
NYSE:AU,20 Aug 2025,$29.75,2,,,,$85.68,-65.28%,,,,$83.79,-2.21%,$225.06,162.67%,$229.38,167.72%,AU,NYSE:AU,-0.366
NYSE:AUB,28 Nov 2025,$39.00,4,$41.70,7,3.5,$33.83,15.28%,15.28%,$39.00,$41.70,$34.74,2.69%,-$133.67,-495.13%,-$129.68,-483.32%,AUB,NYSE:AUB,0.020
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$181.94,19.28%,,,,$183.42,0.81%,$219.80,20.81%,$286.14,57.27%,AVB,NYSE:AVB,-0.063
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$47.51,28.06%,,,,$46.85,-1.39%,$42.86,-9.80%,$49.62,4.45%,AVT,NASDAQ:AVT,-0.562
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,,$19.00,-21.35%,,,,$18.42,-3.05%,$13.00,-31.57%,$13.03,-31.41%,AVTX,NASDAQ:AVTX,-0.320
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$172.37,8.21%,,,,$171.79,-0.34%,$225.90,31.05%,$270.17,56.74%,AVY,NYSE:AVY,-0.499
NYSE:AX,19 Nov 2025,$76.16,3,$103.25,5,2.75,$82.18,-7.33%,-7.33%,$76.16,$103.25,$84.55,2.88%,-$170.23,-307.15%,-$159.54,-294.14%,AX,NYSE:AX,0.210
NYSE:B,24 Oct 2025,$29.72,2,,,,$41.34,-28.11%,,,,$40.97,-0.90%,$93.06,125.10%,$113.43,174.39%,B,NYSE:B,-0.270
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$189.00,-5.13%,,,,$193.04,2.14%,$18.09,-90.43%,$65.93,-65.12%,BA,NYSE:BA,0.077
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$157.30,-15.03%,,,,$156.66,-0.41%,$169.65,7.85%,$174.64,11.02%,BABA,NYSE:BABA,-0.282
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$53.65,-15.78%,,,,$53.38,-0.50%,-$48.31,-190.05%,-$44.11,-182.21%,BAC,NYSE:BAC,-0.285
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$49.53,37.26%,,,,$48.71,-1.66%,$33.10,-33.17%,$57.76,16.62%,BALL,NYSE:BALL,-0.699
NYSE:BANC,19 Nov 2025,$18.77,3,$20.69,3,2.5,$18.44,1.79%,1.79%,$18.77,$20.69,$18.89,2.44%,-$134.19,-827.70%,-$121.81,-760.56%,BANC,NYSE:BANC,0.195
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,,$110.84,-0.79%,,,,$114.31,3.13%,$0.02,-99.98%,$12.49,-88.73%,BANF,NASDAQ:BANF,0.184
NASDAQ:BANR,19 Nov 2025,$63.81,3,$71.50,3,2.25,$62.81,1.59%,1.59%,$63.81,$71.50,$63.56,1.19%,-$217.63,-446.49%,-$224.99,-458.20%,BANR,NASDAQ:BANR,-0.024
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.08,-17.21%,,,,$4.04,-0.98%,$3.55,-13.04%,$4.04,-1.08%,BB,NYSE:BB,-0.523
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.70,-20.84%,,,,$3.70,0.00%,-$22.05,-695.90%,-$62.26,-1782.77%,BBD,NYSE:BBD,-0.281
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$21.55,-20.17%,,,,$21.62,0.32%,$98.77,358.34%,$104.48,384.84%,BBVA,NYSE:BBVA,-0.276
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$53.10,-22.15%,,,,$52.44,-1.24%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW,-0.384
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$17.41,181.22%,,,,$17.38,-0.17%,$87.11,400.32%,$9.61,-44.78%,BBWI,NYSE:BBWI,-0.320
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$79.28,10.97%,,,,$79.59,0.39%,$151.21,90.73%,$165.56,108.83%,BBY,NYSE:BBY,-0.257
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$19.41,-3.81%,,,,$19.55,0.72%,-$52.18,-368.82%,-$49.20,-353.49%,BCAL,NASDAQ:BCAL,-0.066
NYSE:BCH,19 Nov 2025,$33.72,2,,,2,$37.78,-10.75%,-10.75%,$33.72,$33.72,$37.90,0.32%,$16.43,-56.52%,$3.92,-89.63%,BCH,NYSE:BCH,-0.240
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$22.79,-24.34%,,,,$23.02,1.01%,-$19.93,-187.43%,-$19.93,-187.43%,BCS,NYSE:BCS,-0.104
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$14.33,15.18%,,,,$14.09,-1.67%,$2.28,-84.10%,$1.69,-88.22%,BCSF,NYSE:BCSF,-0.674
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$154.03,-47.57%,,,,$152.43,-1.04%,$258.56,67.86%,$303.29,96.91%,BELFB,NASDAQ:BELFB,-0.102
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$102.76,16.72%,,,,$103.51,0.73%,$158.40,54.15%,$192.40,87.23%,BFAM,NYSE:BFAM,-0.108
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,,$124.73,-5.83%,,,,$128.41,2.95%,-$154.29,-223.70%,-$140.22,-212.41%,BFC,NASDAQ:BFC,0.123
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$11.76,-10.33%,,,,,-100.00%,-$2.00,-117.01%,-$2.00,-117.01%,BFIN,NASDAQ:BFIN,-2.000
NYSE:BFS,28 Oct 2025,$40.16,5,,6,,$31.10,29.13%,,,,$31.29,0.61%,-$20.12,-164.70%,$4.57,-85.29%,BFS,NYSE:BFS,-0.155
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,,$26.02,-2.97%,,,,$26.31,1.11%,-$123.41,-574.30%,-$119.94,-560.95%,BFST,NASDAQ:BFST,-0.077
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,,$29.84,-1.58%,,,,$30.54,2.35%,-$177.72,-695.56%,-$172.95,-679.60%,BHB,NYSEAMERICAN:BHB,0.022
NYSE:BHP,24 Oct 2025,$54.73,3,,,,$54.73,0.00%,,,,$55.92,2.17%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP,0.106
NASDAQ:BHRB,19 Nov 2025,$66.02,3,$72.00,5,2.75,$65.24,1.20%,1.20%,$66.02,$72.00,$64.90,-0.52%,-$236.00,-461.74%,-$210.47,-422.61%,BHRB,NASDAQ:BHRB,-0.065
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$43.33,27.43%,,,,$43.84,1.18%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK,-0.100
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$89.23,1.71%,,,,$90.26,1.15%,$90.57,1.50%,$89.01,-0.25%,BJ,NYSE:BJ,-0.039
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$11.13,-17.34%,,,,$11.10,-0.27%,-$8.43,-175.70%,$10.60,-4.77%,BKD,NYSE:BKD,-0.182
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$50.20,-18.43%,,,,$49.73,-0.94%,$65.96,31.40%,$81.82,62.98%,BKR,NASDAQ:BKR,-0.104
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$452.50,3.41%,,,,$464.13,2.57%,$904.21,99.82%,"$1,013.70",124.02%,BLD,NYSE:BLD,0.047
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,,$2.84,-22.54%,,,,$2.73,-3.87%,$3.11,9.47%,$3.20,12.60%,BLDP,NASDAQ:BLDP,-0.678
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,047.30",-1.85%,,,,"$1,045.53",-0.17%,$924.28,-11.75%,"$1,036.74",-1.01%,BLK,NYSE:BLK,-0.419
NASDAQ:BLKB,19 Nov 2025,$76.27,3,$75.00,4,2,$56.38,33.03%,33.03%,$75.00,$76.27,$55.54,-1.49%,$208.91,270.54%,$220.00,290.21%,BLKB,NASDAQ:BLKB,-0.683
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,,$1.31,129.01%,,,,$1.38,5.34%,-$0.94,-171.84%,-$0.65,-149.69%,BLNK,NASDAQ:BLNK,0.128
NYSE:BMI,5 May 2025,$169.72,3,,6,,$178.54,-4.94%,,,,$174.52,-2.25%,$292.14,63.63%,$313.49,75.58%,BMI,NYSE:BMI,-0.653
NASDAQ:BMRC,19 Nov 2025,$27.20,3,$29.50,7,3,$27.06,0.52%,0.52%,$27.20,$29.50,$27.75,2.55%,-$143.26,-629.41%,-$141.81,-624.07%,BMRC,NASDAQ:BMRC,0.087
NYSE:BN,26 Aug 2024,$55.96,2,,,,$47.00,19.07%,,,,$46.51,-1.04%,-$91.31,-294.27%,-$69.23,-247.30%,BN,NYSE:BN,-0.497
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$69.29,-20.14%,,,,$69.56,0.39%,$0.00,-100.00%,$0.00,-100.00%,BNS,NYSE:BNS,-0.213
NYSE:BOH,18 Nov 2025,$69.04,3,$73.00,5,2.5,$65.54,5.34%,5.34%,$69.04,$73.00,$65.91,0.56%,-$441.50,-773.63%,-$433.37,-761.23%,BOH,NYSE:BOH,-0.151
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,,$112.62,-2.24%,,,,$115.90,2.91%,$212.56,88.74%,$243.28,116.02%,BOKF,NASDAQ:BOKF,0.065
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$6.21,76.78%,,,,$5.88,-5.31%,$49.48,696.73%,$80.34,1193.71%,BOOM,NASDAQ:BOOM,-0.701
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$27.85,4.17%,,,,$27.66,-0.68%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW,-0.398
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$36.10,9.15%,,,,$36.83,2.02%,$68.53,89.83%,$164.37,355.31%,BP,NYSE:BP,0.074
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS,-1.000
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.39,47.29%,,,,$3.31,-2.36%,$3.44,1.45%,$77.61,2189.39%,BRY,NASDAQ:BRY,-0.604
NYSE:BSAC,19 Nov 2025,$26.95,3,,,2.75,$29.93,-9.96%,-9.96%,$26.95,$26.95,$30.15,0.74%,-$77.41,-358.62%,-$74.25,-348.08%,BSAC,NYSE:BSAC,-0.062
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,,$6.44,-10.56%,,,,$6.45,0.16%,$36.38,464.90%,$36.54,467.47%,BSBR,NYSE:BSBR,-0.381
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$41.43,6.43%,,,,,-100.00%,-$2.00,-104.83%,-$2.00,-104.83%,BSVN,NASDAQ:BSVN,-2.000
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,,$3.18,-0.67%,,,,$3.33,4.72%,$1.51,-52.51%,$1.51,-52.50%,BTCS,NASDAQ:BTCS,0.107
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$13.38,-23.40%,,,,$12.94,-3.29%,$6.95,-48.07%,$6.68,-50.08%,BTDR,NASDAQ:BTDR,-0.395
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$58.66,-8.46%,,,,$58.87,0.36%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI,-0.002
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.27,110.00%,,,,,-100.00%,-$2.00,-840.74%,-$2.00,-840.74%,BTOG,NASDAQ:BTOG,-2.000
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$9.33,94.66%,,,,$9.23,-1.07%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL,-0.387
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,,$9.57,34.59%,,,,$9.43,-1.46%,$26.76,179.65%,$26.72,179.21%,BUR,NYSE:BUR,-0.490
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$252.23,-20.78%,,,,$252.94,0.28%,$403.11,59.82%,$425.57,68.72%,BURL,NYSE:BURL,-0.361
NASDAQ:BUSE,14 Oct 2025,$26.69,4,$28.25,5,,$23.54,13.38%,,,,$24.49,4.04%,-$126.09,-635.65%,-$122.52,-620.46%,BUSE,NASDAQ:BUSE,0.217
