Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$1.52,250.66%,,,,$1.35,-11.18%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,-0.732
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$5.75,50.64%,,,,$5.22,-9.22%,$6.15,7.01%,$8.04,39.81%,ALVO,NASDAQ:ALVO,-0.739
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$32.29,-5.08%,,,,$30.42,-5.79%,-$139.06,-530.66%,-$138.19,-527.96%,AMAL,NASDAQ:AMAL,-0.747
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,#N/A,#N/A,,,,$0.00,#N/A,$188.85,#N/A,$197.94,#N/A,AMBC,NYSE:AMBC,-1.000
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$4.07,26.27%,,,,$3.79,-6.88%,$2.21,-45.72%,$10.13,148.80%,AMBP,NYSE:AMBP,-0.718
NYSE:AMCR,2 Dec 2025,$11.25,3,$10.82,7,2.75,$8.33,29.89%,29.89%,$10.82,$11.25,$8.21,-1.44%,$4.31,-48.21%,$1.23,-85.18%,AMCR,NYSE:AMCR,-0.499
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$5.03,39.04%,,,,$5.12,1.79%,$21.07,318.83%,$21.71,331.57%,AMPY,NYSE:AMPY,-0.660
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,#N/A,#N/A,,,,$27.45,#N/A,$196.03,#N/A,$207.21,#N/A,AMRK,NASDAQ:AMRK,-0.938
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,,$32.24,26.12%,,,,$31.80,-1.36%,$40.31,25.02%,$42.23,31.00%,AMSC,NASDAQ:AMSC,-0.624
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$39.28,17.07%,,,,$0.00,-100.00%,$26.97,-31.34%,$27.74,-29.39%,AMSF,NASDAQ:AMSF,-1.000
NYSE:AMTB,19 Nov 2025,$19.34,3,$21.00,4,2,$20.49,-5.61%,-5.61%,$19.34,$21.00,$18.79,-8.30%,-$172.58,-942.24%,-$171.08,-934.94%,AMTB,NYSE:AMTB,-0.875
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$1.56,104.23%,,,,$1.44,-7.69%,$1.61,3.00%,-$7.10,-554.83%,AMTX,NASDAQ:AMTX,-0.586
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$58.57,47.91%,,,,$52.61,-10.18%,$49.96,-14.71%,$256.31,337.61%,AMWD,NASDAQ:AMWD,-0.720
NYSE:AMX,15 May 2025,$18.21,3,,3,,$21.38,-14.83%,,,,$20.97,-1.92%,$71.10,232.57%,$148.95,596.67%,AMX,NYSE:AMX,-0.756
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$110.13,7.51%,,,,$91.83,-16.62%,$265.76,141.31%,$326.05,196.06%,ANF,NYSE:ANF,-0.720
NYSE:AON,29 Aug 2025,$347.01,2,,,,$347.40,-0.11%,,,,$343.22,-1.20%,$336.88,-3.03%,$377.72,8.73%,AON,NYSE:AON,-0.279
NYSE:AOS,28 Nov 2025,$74.18,4,$78.38,6,3.25,$68.58,8.17%,8.17%,$74.18,$78.38,$67.35,-1.79%,$154.79,125.70%,$164.23,139.47%,AOS,NYSE:AOS,-0.121
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$25.95,9.77%,,,,$25.75,-0.77%,$71.10,173.99%,$85.14,228.09%,APA,NASDAQ:APA,-0.737
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$243.73,21.56%,,,,$228.50,-6.25%,$131.19,-46.17%,$178.89,-26.60%,APD,NYSE:APD,-0.645
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,,$37.01,-6.73%,,,,$33.20,-10.29%,$78.21,111.32%,$91.07,146.08%,APEI,NASDAQ:APEI,-0.841
NYSE:APH,16 Sep 2023,$81.57,2,,,,$139.09,-41.36%,,,,$141.63,1.83%,$197.29,41.85%,$210.00,50.98%,APH,NYSE:APH,-0.023
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.73,-18.36%,,,,$3.66,-1.88%,$4.50,20.52%,$6.74,80.64%,API,NASDAQ:API,-0.697
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$40.20,65.15%,,,,$37.39,-6.99%,$0.00,-100.00%,$0.00,-100.00%,APOG,NASDAQ:APOG,-0.621
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$5.86,4.84%,,,,$5.62,-4.10%,-$4.49,-176.70%,-$2.45,-141.79%,AQN,NYSE:AQN,-0.839
NYSE:AR,20 Aug 2025,$31.31,3,,,,$35.95,-12.92%,,,,$36.11,0.45%,$53.75,49.50%,$79.76,121.87%,AR,NYSE:AR,-0.528
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.42,38.91%,,,,$7.08,-4.58%,$1.35,-81.82%,$28.62,285.72%,ARCO,NYSE:ARCO,-0.785
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$10.88,19.73%,,,,$10.29,-5.42%,$16.03,47.31%,$32.39,197.72%,ARHS,NASDAQ:ARHS,-0.663
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$5.03,29.32%,,,,$4.77,-5.17%,-$12.56,-349.63%,-$0.52,-110.42%,ARKO,NASDAQ:ARKO,-0.672
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$32.19,51.20%,,,,$29.89,-7.15%,-$167.04,-618.93%,-$163.29,-607.26%,AROW,NASDAQ:AROW,-0.773
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$27.14,-13.27%,,,,$25.86,-4.72%,-$170.34,-727.64%,-$166.32,-712.83%,ASB,NYSE:ASB,-0.576
NYSE:ASH,14 May 2025,$83.18,3,,4,,$60.62,37.22%,,,,$56.71,-6.45%,$94.89,56.54%,$183.60,202.88%,ASH,NYSE:ASH,-0.738
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,122.84",-22.41%,,,,"$1,069.42",-4.76%,"$1,127.44",0.41%,"$1,185.24",5.56%,ASML,NASDAQ:ASML,-0.950
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$321.48,7.29%,,,,$297.52,-7.45%,$332.11,3.31%,$348.77,8.49%,ASR,NYSE:ASR,-0.729
NYSE:ATGE,15 Oct 2025,$131.23,2,,,,$93.10,40.96%,,,,$93.66,0.60%,$175.97,89.01%,$200.45,115.31%,ATGE,NYSE:ATGE,-0.423
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$110.65,-43.06%,,,,$97.60,-11.79%,$158.49,43.24%,$180.77,63.37%,ATI,NYSE:ATI,-0.770
NYSE:AU,20 Aug 2025,$29.75,2,,,,$85.50,-65.20%,,,,$79.46,-7.06%,$213.59,149.82%,$259.19,203.15%,AU,NYSE:AU,-0.208
NYSE:AUB,3 Dec 2025,$35.14,3,$41.70,7,2.5,$36.65,-4.12%,-4.12%,$35.14,$41.70,$33.63,-8.24%,-$134.02,-465.68%,-$130.10,-454.99%,AUB,NYSE:AUB,-0.791
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$176.07,23.26%,,,,$0.00,-100.00%,$214.14,21.62%,$279.39,58.68%,AVB,NYSE:AVB,-1.000
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$50.49,20.50%,,,,$48.75,-3.45%,$43.32,-14.19%,$50.03,-0.91%,AVT,NASDAQ:AVT,-0.665
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,,$19.51,-23.40%,,,,$17.63,-9.64%,$11.58,-40.66%,$11.61,-40.50%,AVTX,NASDAQ:AVTX,-0.693
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$181.66,2.67%,,,,$170.22,-6.30%,$230.48,26.88%,$274.03,50.85%,AVY,NYSE:AVY,-0.842
NYSE:AX,19 Nov 2025,$76.16,3,$103.25,5,2.25,$85.68,-11.11%,-11.11%,$76.16,$103.25,$83.08,-3.03%,-$172.32,-301.12%,-$161.98,-289.05%,AX,NYSE:AX,-0.714
NYSE:B,24 Oct 2025,$29.72,2,,,,$43.15,-31.12%,,,,$40.01,-7.28%,$90.72,110.24%,$110.45,155.98%,B,NYSE:B,-0.461
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$200.71,-10.66%,,,,$209.98,4.62%,$29.63,-85.24%,$75.93,-62.17%,BA,NYSE:BA,0.003
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$156.90,-14.82%,,,,$161.21,2.75%,$256.89,63.73%,$279.01,77.83%,BABA,NYSE:BABA,0.019
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$54.56,-17.18%,,,,$52.96,-2.93%,-$55.38,-201.51%,-$51.27,-193.97%,BAC,NYSE:BAC,-0.676
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$49.21,38.15%,,,,$47.29,-3.90%,$31.98,-35.02%,$56.24,14.28%,BALL,NYSE:BALL,-0.571
NYSE:BANC,19 Nov 2025,$18.77,3,$20.69,3,2,$19.83,-5.35%,-5.35%,$18.77,$20.69,$18.93,-4.54%,-$134.72,-779.36%,-$122.74,-718.94%,BANC,NYSE:BANC,-0.567
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,,$113.42,-3.05%,,,,$106.14,-6.42%,-$6.03,-105.31%,$6.04,-94.67%,BANF,NASDAQ:BANF,-0.862
NASDAQ:BANR,19 Nov 2025,$63.81,3,$71.50,3,2,$66.60,-4.19%,-4.19%,$63.81,$71.50,$63.44,-4.74%,-$218.21,-427.65%,-$225.39,-438.43%,BANR,NASDAQ:BANR,-0.713
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.35,-22.34%,,,,$4.30,-1.15%,$0.00,-100.00%,$0.00,-100.00%,BB,NYSE:BB,-0.677
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.41,-14.11%,,,,$3.24,-4.99%,-$23.29,-783.07%,-$62.66,-1937.56%,BBD,NYSE:BBD,-0.795
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$22.76,-24.41%,,,,$21.48,-5.62%,$91.02,299.93%,$96.56,324.24%,BBVA,NYSE:BBVA,-0.740
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$53.51,-22.74%,,,,$48.20,-9.92%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW,-0.520
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$19.94,145.54%,,,,$18.55,-6.97%,$86.63,334.48%,$10.81,-45.78%,BBWI,NYSE:BBWI,-0.598
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$74.97,17.35%,,,,$73.02,-2.60%,$141.02,88.11%,$155.28,107.12%,BBY,NYSE:BBY,-0.273
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$19.86,-5.99%,,,,$19.50,-1.81%,-$53.12,-367.46%,-$50.24,-352.98%,BCAL,NASDAQ:BCAL,-0.671
NYSE:BCH,19 Nov 2025,$33.72,2,,,1.5,$38.39,-12.16%,-12.16%,$33.72,$33.72,$36.10,-5.97%,$14.23,-62.94%,$1.99,-94.82%,BCH,NYSE:BCH,-0.810
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$24.19,-28.72%,,,,$23.18,-4.18%,-$32.74,-235.34%,-$32.74,-235.34%,BCS,NYSE:BCS,-0.416
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$14.50,13.83%,,,,$0.00,-100.00%,$2.15,-85.15%,$1.56,-89.21%,BCSF,NYSE:BCSF,-1.000
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$175.36,-53.95%,,,,$169.29,-3.46%,$265.94,51.65%,$309.17,76.31%,BELFB,NASDAQ:BELFB,-0.125
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$98.71,21.51%,,,,$96.84,-1.89%,$155.52,57.55%,$188.43,90.89%,BFAM,NYSE:BFAM,-0.745
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,,$136.12,-13.71%,,,,$127.23,-6.53%,-$152.18,-211.80%,-$138.56,-201.79%,BFC,NASDAQ:BFC,-0.557
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$12.74,-17.23%,,,,,-100.00%,-$2.00,-115.70%,-$2.00,-115.70%,BFIN,NASDAQ:BFIN,-2.000
NYSE:BFS,28 Oct 2025,$40.16,5,,6,,$31.27,28.43%,,,,$29.67,-5.12%,-$19.09,-161.06%,-$3.57,-111.43%,BFS,NYSE:BFS,-0.706
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,,$27.83,-9.28%,,,,$0.00,-100.00%,-$125.20,-549.87%,-$121.84,-537.80%,BFST,NASDAQ:BFST,-1.000
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,,$32.72,-10.24%,,,,$30.34,-7.27%,-$177.22,-641.63%,-$172.54,-627.34%,BHB,NYSEAMERICAN:BHB,-0.817
NYSE:BHP,11 Dec 2025,$58.46,3,$49.75,6,3.5,$60.92,-18.34%,-18.34%,$49.75,$58.46,$88.44,45.17%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP,1.000
NASDAQ:BHRB,19 Nov 2025,$66.02,3,$72.00,5,2.25,$69.24,-4.65%,-4.65%,$66.02,$72.00,$65.70,-5.11%,-$240.16,-446.85%,-$215.50,-411.24%,BHRB,NASDAQ:BHRB,-0.744
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$45.03,22.62%,,,,$42.84,-4.86%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK,-0.128
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$92.37,-1.74%,,,,$90.74,-1.76%,$91.31,-1.15%,$89.97,-2.60%,BJ,NYSE:BJ,-0.169
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$10.24,-10.15%,,,,$10.74,4.88%,-$8.90,-186.91%,$9.76,-4.64%,BKD,NYSE:BKD,-0.260
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$47.46,-13.72%,,,,$44.47,-6.30%,$64.14,35.15%,$79.63,67.79%,BKR,NASDAQ:BKR,-0.983
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$444.02,5.38%,,,,$431.99,-2.71%,$870.42,96.03%,$976.32,119.88%,BLD,NYSE:BLD,-0.371
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,,$2.89,-23.88%,,,,$2.69,-6.92%,$3.09,6.97%,$3.18,10.04%,BLDP,NASDAQ:BLDP,-0.835
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,101.84",-6.70%,,,,"$1,043.60",-5.29%,$937.88,-14.88%,"$1,047.44",-4.94%,BLK,NYSE:BLK,-0.729
NASDAQ:BLKB,19 Nov 2025,$76.27,3,$75.00,4,2,$62.37,20.25%,20.25%,$75.00,$76.27,$0.00,-100.00%,$209.48,235.87%,$220.36,253.31%,BLKB,NASDAQ:BLKB,-1.000
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,,$0.89,237.08%,,,,$1.24,39.33%,-$1.05,-217.72%,-$0.76,-185.21%,BLNK,NASDAQ:BLNK,0.093
NYSE:BMI,5 May 2025,$169.72,3,,6,,$182.37,-6.94%,,,,$184.83,1.35%,$289.85,58.93%,$310.49,70.25%,BMI,NYSE:BMI,0.016
NASDAQ:BMRC,19 Nov 2025,$27.20,3,$29.50,7,2.5,$27.53,-1.20%,-1.20%,$27.20,$29.50,$26.43,-4.00%,-$144.08,-623.34%,-$142.65,-618.17%,BMRC,NASDAQ:BMRC,-0.685
NYSE:BN,26 Aug 2024,$55.96,2,,,,$46.58,20.14%,,,,$44.31,-4.87%,-$91.87,-297.22%,-$70.05,-250.39%,BN,NYSE:BN,-0.916
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$72.92,-24.11%,,,,$70.29,-3.61%,-$826.72,-1233.74%,-$783.55,-1174.53%,BNS,NYSE:BNS,-0.742
NYSE:BOH,18 Nov 2025,$69.04,3,$73.00,5,2,$69.50,-0.66%,-0.66%,$69.04,$73.00,$0.00,-100.00%,-$440.90,-734.39%,-$432.90,-722.88%,BOH,NYSE:BOH,-1.000
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,,$120.56,-8.68%,,,,$112.73,-6.49%,$188.80,56.60%,$218.61,81.33%,BOKF,NASDAQ:BOKF,-0.830
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$6.77,62.16%,,,,$6.15,-9.16%,$47.85,606.83%,$77.73,1048.15%,BOOM,NASDAQ:BOOM,-0.504
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$27.22,6.58%,,,,$25.20,-7.42%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW,-0.552
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$35.53,10.90%,,,,$36.18,1.83%,$65.97,85.69%,$159.64,349.30%,BP,NYSE:BP,-0.053
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS,-1.000
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.38,47.73%,,,,$3.32,-1.78%,$3.31,-2.16%,$75.62,2137.20%,BRY,NASDAQ:BRY,-0.779
NYSE:BSAC,19 Nov 2025,$26.95,3,,,2,$30.82,-12.56%,-12.56%,$26.95,$26.95,$29.13,-5.48%,-$78.07,-353.30%,-$74.96,-343.22%,BSAC,NYSE:BSAC,-0.759
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,,$5.93,-2.87%,,,,$5.97,0.67%,$35.46,497.89%,$35.62,500.67%,BSBR,NYSE:BSBR,-0.690
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$44.00,0.21%,,,,,-100.00%,-$2.00,-104.55%,-$2.00,-104.55%,BSVN,NASDAQ:BSVN,-2.000
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,,$3.55,-11.02%,,,,$3.17,-10.70%,$1.66,-53.22%,$1.66,-53.21%,BTCS,NASDAQ:BTCS,-0.934
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$11.72,-12.55%,,,,$11.52,-1.71%,$4.89,-58.29%,$4.65,-60.32%,BTDR,NASDAQ:BTDR,-0.654
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$58.37,-8.00%,,,,$58.63,0.45%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI,0.046
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.26,118.08%,,,,,-100.00%,-$2.00,-869.23%,-$2.00,-869.23%,BTOG,NASDAQ:BTOG,-2.000
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$9.73,86.66%,,,,$9.31,-4.32%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL,-0.739
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,,$9.14,40.92%,,,,$0.00,-100.00%,$25.60,180.10%,$25.56,179.64%,BUR,NYSE:BUR,-1.000
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$269.38,-25.83%,,,,$261.37,-2.97%,$380.67,41.31%,$402.78,49.52%,BURL,NYSE:BURL,-0.567
