Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$64.03,-22.11%,,,,$63.93,-0.16%,-$213.21,-432.99%,-$84.34,-231.71%,AL,NYSE:AL,-0.459
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$80.12,1.66%,,,,$83.42,4.12%,$139.23,73.77%,$187.67,134.24%,ALC,NYSE:ALC,0.202
NYSE:ALEX,18 Nov 2025,$16.62,4,$21.00,5,2.5,$20.88,-20.42%,-20.42%,$16.62,$21.00,$0.00,-100.00%,$20.75,-0.61%,$14.45,-30.79%,ALEX,NYSE:ALEX,-1.000
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.13,193.00%,,,,$1.98,-7.04%,$0.81,-62.06%,$11.52,440.93%,ALIT,NYSE:ALIT,-0.674
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$201.32,-9.23%,,,,$199.34,-0.98%,$691.24,243.35%,$809.21,301.95%,ALL,NYSE:ALL,-0.721
NYSE:ALLE,24 Oct 2025,$165.38,3,,,,$160.07,3.32%,,,,$166.23,3.85%,$303.33,89.50%,$333.62,108.42%,ALLE,NYSE:ALLE,0.138
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$44.23,-6.10%,,,,$41.77,-5.56%,-$447.37,-1111.46%,-$481.96,-1189.66%,ALLY,NYSE:ALLY,-0.668
NASDAQ:ALRS,27 Oct 2025,$24.54,3,$25.63,7,,$23.14,6.04%,,,,$21.30,-7.95%,-$89.74,-487.83%,-$77.32,-434.15%,ALRS,NASDAQ:ALRS,-0.921
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$97.57,0.58%,,,,$95.39,-2.23%,$217.77,123.20%,$246.08,152.21%,ALSN,NYSE:ALSN,0.333
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,,$5.48,-36.72%,,,,$5.18,-5.47%,$3.68,-32.77%,$3.70,-32.50%,ALT,NASDAQ:ALT,-0.533
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$1.50,255.33%,,,,$1.41,-6.00%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,-0.581
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$5.57,55.51%,,,,$5.01,-10.05%,$6.25,12.19%,$8.16,46.42%,ALVO,NASDAQ:ALVO,-0.763
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$31.64,-3.13%,,,,$29.83,-5.72%,-$138.01,-536.18%,-$137.13,-533.40%,AMAL,NASDAQ:AMAL,-0.829
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,#N/A,#N/A,,,,$0.00,#N/A,$190.53,#N/A,$199.71,#N/A,AMBC,NYSE:AMBC,-1.000
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$4.01,28.15%,,,,$3.82,-4.74%,$2.26,-43.64%,$10.22,154.94%,AMBP,NYSE:AMBP,-0.669
NYSE:AMCR,2 Dec 2025,$11.25,3,$10.82,7,2.75,$8.16,32.60%,32.60%,$10.82,$11.25,$8.24,0.98%,$4.36,-46.60%,$1.25,-84.68%,AMCR,NYSE:AMCR,-0.482
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$5.25,33.22%,,,,$5.47,4.19%,$21.28,305.40%,$21.91,317.38%,AMPY,NYSE:AMPY,-0.726
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,#N/A,#N/A,,,,$27.72,#N/A,$197.83,#N/A,$209.08,#N/A,AMRK,NASDAQ:AMRK,-0.887
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,,$33.23,22.36%,,,,$31.90,-4.00%,$40.36,21.44%,$42.30,27.29%,AMSC,NASDAQ:AMSC,-0.501
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$37.72,21.91%,,,,$0.00,-100.00%,$27.39,-27.38%,$28.17,-25.33%,AMSF,NASDAQ:AMSF,-1.000
NYSE:AMTB,19 Nov 2025,$19.34,3,$21.00,4,2,$20.51,-5.70%,-5.70%,$19.34,$21.00,$18.59,-9.36%,-$172.45,-940.83%,-$170.95,-933.49%,AMTB,NYSE:AMTB,-0.894
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$1.47,116.73%,,,,$1.50,2.04%,$1.68,14.35%,-$7.09,-582.38%,AMTX,NASDAQ:AMTX,-0.550
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$56.69,52.82%,,,,$53.78,-5.13%,$50.16,-11.53%,$259.09,357.03%,AMWD,NASDAQ:AMWD,-0.729
NYSE:AMX,15 May 2025,$18.21,3,,3,,$21.23,-14.23%,,,,$21.29,0.28%,$71.82,238.32%,$150.36,608.22%,AMX,NYSE:AMX,-0.684
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$107.06,10.59%,,,,$94.80,-11.45%,$268.12,150.44%,$329.11,207.40%,ANF,NYSE:ANF,-0.451
NYSE:AON,29 Aug 2025,$347.01,2,,,,$337.27,2.89%,,,,$341.95,1.39%,$338.05,0.23%,$379.15,12.42%,AON,NYSE:AON,-0.317
NYSE:AOS,28 Nov 2025,$74.18,4,$78.38,6,3,$67.76,9.47%,9.47%,$74.18,$78.38,$67.55,-0.31%,$155.57,129.59%,$165.08,143.63%,AOS,NYSE:AOS,-0.343
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$26.55,7.29%,,,,$26.25,-1.13%,$71.58,169.62%,$85.63,222.53%,APA,NASDAQ:APA,-0.811
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$235.32,25.91%,,,,$259.03,10.08%,$131.16,-44.26%,$179.18,-23.86%,APD,NYSE:APD,-0.583
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,,$35.73,-3.39%,,,,$33.71,-5.65%,$78.64,120.09%,$91.60,156.36%,APEI,NASDAQ:APEI,-0.697
NYSE:APH,16 Sep 2023,$81.57,2,,,,$139.04,-41.34%,,,,$138.45,-0.42%,$198.11,42.48%,$210.97,51.73%,APH,NYSE:APH,-0.149
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.83,-20.50%,,,,$3.71,-3.13%,$4.52,18.04%,$6.78,77.08%,API,NASDAQ:API,-0.603
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$39.30,68.93%,,,,$37.31,-5.06%,$0.00,-100.00%,$0.00,-100.00%,APOG,NASDAQ:APOG,-0.448
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$5.80,5.92%,,,,$5.54,-4.48%,-$4.48,-177.18%,-$2.42,-141.80%,AQN,NYSE:AQN,-0.970
NYSE:AR,20 Aug 2025,$31.31,3,,,,$37.37,-16.22%,,,,$36.67,-1.87%,$53.96,44.39%,$80.12,114.39%,AR,NYSE:AR,-0.511
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.27,41.77%,,,,$7.33,0.83%,$1.54,-78.83%,$29.13,300.69%,ARCO,NYSE:ARCO,-0.683
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$10.90,19.51%,,,,$10.48,-3.85%,$16.15,48.14%,$32.61,199.18%,ARHS,NASDAQ:ARHS,-0.255
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$5.09,27.79%,,,,$4.81,-5.50%,-$12.51,-345.68%,-$0.40,-107.92%,ARKO,NASDAQ:ARKO,-0.679
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$31.32,55.40%,,,,$29.38,-6.19%,-$166.84,-632.70%,-$163.07,-620.64%,AROW,NASDAQ:AROW,-0.871
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$27.00,-12.82%,,,,$25.66,-4.96%,-$170.13,-730.13%,-$166.09,-715.16%,ASB,NYSE:ASB,-0.620
NYSE:ASH,14 May 2025,$83.18,3,,4,,$59.24,40.42%,,,,$56.93,-3.90%,$95.72,61.58%,$185.17,212.57%,ASH,NYSE:ASH,-0.789
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,118.36",-22.10%,,,,"$1,078.09",-3.60%,"$1,128.12",0.87%,"$1,186.61",6.10%,ASML,NASDAQ:ASML,-0.805
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$306.88,12.40%,,,,$300.30,-2.14%,$332.36,8.30%,$349.10,13.76%,ASR,NYSE:ASR,-0.472
NYSE:ATGE,15 Oct 2025,$131.23,2,,,,$93.66,40.11%,,,,$92.44,-1.30%,$176.70,88.66%,$201.31,114.94%,ATGE,NYSE:ATGE,-0.559
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$105.02,-40.01%,,,,$97.11,-7.53%,$159.50,51.87%,$182.03,73.33%,ATI,NYSE:ATI,-0.814
NYSE:AU,20 Aug 2025,$29.75,2,,,,$82.10,-63.76%,,,,$82.23,0.16%,$215.34,162.29%,$261.49,218.50%,AU,NYSE:AU,-0.491
NYSE:AUB,3 Dec 2025,$35.14,3,$41.70,7,2.5,$36.39,-3.44%,-3.44%,$35.14,$41.70,$32.79,-9.89%,-$133.70,-467.42%,-$129.76,-456.58%,AUB,NYSE:AUB,-0.925
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$176.61,22.88%,,,,$168.69,-4.48%,$214.75,21.59%,$280.38,58.75%,AVB,NYSE:AVB,-0.974
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$50.14,21.34%,,,,$48.76,-2.75%,$43.91,-12.42%,$50.64,1.00%,AVT,NASDAQ:AVT,-0.590
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,,$19.87,-24.79%,,,,$17.19,-13.49%,$11.57,-41.77%,$11.60,-41.61%,AVTX,NASDAQ:AVTX,-0.499
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$175.93,6.02%,,,,$173.15,-1.58%,$231.31,31.48%,$275.11,56.38%,AVY,NYSE:AVY,-0.626
NYSE:AX,19 Nov 2025,$76.16,3,$103.25,5,2.25,$85.48,-10.90%,-10.90%,$76.16,$103.25,$83.10,-2.78%,-$170.73,-299.73%,-$160.27,-287.50%,AX,NYSE:AX,-0.694
NYSE:B,24 Oct 2025,$29.72,2,,,,$41.25,-27.95%,,,,$40.44,-1.96%,$91.42,121.63%,$111.38,170.01%,B,NYSE:B,-0.688
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$200.15,-10.41%,,,,$203.24,1.54%,$30.10,-84.96%,$76.92,-61.57%,BA,NYSE:BA,-0.054
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$159.72,-16.32%,,,,$159.38,-0.21%,$258.56,61.88%,$280.91,75.88%,BABA,NYSE:BABA,-0.139
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$54.32,-16.82%,,,,$53.32,-1.84%,-$52.82,-197.24%,-$48.68,-189.61%,BAC,NYSE:BAC,-0.641
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$47.96,41.75%,,,,$48.16,0.42%,$32.19,-32.87%,$56.60,18.01%,BALL,NYSE:BALL,-0.594
NYSE:BANC,19 Nov 2025,$18.77,3,$20.69,3,2,$19.67,-4.58%,-4.58%,$18.77,$20.69,$18.61,-5.39%,-$134.31,-782.80%,-$122.19,-721.18%,BANC,NYSE:BANC,-0.702
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,,$111.98,-1.80%,,,,$107.28,-4.20%,-$4.45,-103.98%,$7.76,-93.07%,BANF,NASDAQ:BANF,-0.697
NASDAQ:BANR,19 Nov 2025,$63.81,3,$71.50,3,1.75,$66.20,-3.61%,-3.61%,$63.81,$71.50,$62.87,-5.03%,-$217.41,-428.41%,-$224.65,-439.35%,BANR,NASDAQ:BANR,-0.827
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.40,-23.23%,,,,$4.22,-4.09%,$0.00,-100.00%,$0.00,-100.00%,BB,NYSE:BB,-0.537
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.34,-12.31%,,,,$3.23,-3.29%,-$22.99,-788.46%,-$62.66,-1975.98%,BBD,NYSE:BBD,-0.840
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$22.31,-22.89%,,,,$21.49,-3.68%,$93.83,320.57%,$99.43,345.66%,BBVA,NYSE:BBVA,-0.729
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$53.50,-22.73%,,,,$47.53,-11.16%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW,-0.514
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$19.70,148.53%,,,,$18.99,-3.60%,$87.29,343.12%,$10.89,-44.73%,BBWI,NYSE:BBWI,-0.193
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$73.84,19.15%,,,,$73.52,-0.43%,$141.87,92.13%,$156.16,111.48%,BBY,NYSE:BBY,-0.359
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$19.89,-6.13%,,,,$19.33,-2.82%,-$52.71,-365.03%,-$49.80,-350.39%,BCAL,NASDAQ:BCAL,-0.740
NYSE:BCH,19 Nov 2025,$33.72,2,,,1.5,$37.82,-10.84%,-10.84%,$33.72,$33.72,$36.33,-3.94%,$14.76,-60.98%,$2.42,-93.59%,BCH,NYSE:BCH,-0.814
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$23.78,-27.49%,,,,$23.21,-2.40%,-$28.17,-218.44%,-$28.17,-218.44%,BCS,NYSE:BCS,-0.390
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$14.60,13.05%,,,,$14.14,-3.15%,$2.22,-84.76%,$1.64,-88.80%,BCSF,NYSE:BCSF,-0.805
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$172.50,-53.18%,,,,$162.43,-5.84%,$267.53,55.09%,$311.27,80.45%,BELFB,NASDAQ:BELFB,-0.131
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$97.77,22.68%,,,,$102.52,4.86%,$156.65,60.22%,$189.93,94.26%,BFAM,NYSE:BFAM,-0.559
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,,$133.34,-11.91%,,,,$129.38,-2.97%,-$151.14,-213.35%,-$137.36,-203.01%,BFC,NASDAQ:BFC,-0.507
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$12.46,-15.37%,,,,,-100.00%,-$2.00,-116.05%,-$2.00,-116.05%,BFIN,NASDAQ:BFIN,-2.000
NYSE:BFS,28 Oct 2025,$40.16,5,,6,,$30.96,29.72%,,,,$29.85,-3.59%,-$18.87,-160.94%,-$3.28,-110.59%,BFS,NYSE:BFS,-0.433
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,,$27.38,-7.79%,,,,$0.00,-100.00%,-$124.31,-554.01%,-$120.91,-541.60%,BFST,NASDAQ:BFST,-1.000
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,,$32.28,-9.01%,,,,$30.00,-7.06%,-$177.01,-648.35%,-$172.30,-633.77%,BHB,NYSEAMERICAN:BHB,-0.838
NYSE:BHP,4 Dec 2025,$57.08,3,$49.75,7,3.75,$60.23,-17.40%,-17.40%,$49.75,$57.08,$64.10,6.43%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP,0.953
NASDAQ:BHRB,19 Nov 2025,$66.02,3,$72.00,5,2.25,$68.51,-3.63%,-3.63%,$66.02,$72.00,$64.88,-5.30%,-$238.23,-447.72%,-$213.27,-411.29%,BHRB,NASDAQ:BHRB,-0.799
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$44.50,24.08%,,,,$43.54,-2.16%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK,-0.171
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$90.01,0.83%,,,,$90.94,1.03%,$91.78,1.97%,$90.36,0.39%,BJ,NYSE:BJ,-0.230
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$10.57,-12.96%,,,,$10.65,0.76%,-$8.86,-183.79%,$9.93,-6.02%,BKD,NYSE:BKD,-0.210
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$47.83,-14.38%,,,,$46.97,-1.80%,$64.43,34.70%,$80.04,67.35%,BKR,NASDAQ:BKR,-0.957
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$434.73,7.64%,,,,$438.26,0.81%,$876.75,101.68%,$983.89,126.32%,BLD,NYSE:BLD,-0.324
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,,$2.82,-21.99%,,,,$2.67,-5.32%,$3.09,9.60%,$3.18,12.74%,BLDP,NASDAQ:BLDP,-0.754
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,085.51",-5.30%,,,,"$1,065.03",-1.89%,$941.79,-13.24%,"$1,052.36",-3.05%,BLK,NYSE:BLK,-0.408
NASDAQ:BLKB,19 Nov 2025,$76.27,3,$75.00,4,2.25,$62.31,20.37%,20.37%,$75.00,$76.27,$62.38,0.11%,$211.81,239.93%,$222.76,257.50%,BLKB,NASDAQ:BLKB,-0.595
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,,$0.95,215.79%,,,,$1.40,47.37%,-$1.05,-210.41%,-$0.76,-179.92%,BLNK,NASDAQ:BLNK,0.051
NYSE:BMI,5 May 2025,$169.72,3,,6,,$177.52,-4.39%,,,,$185.05,4.24%,$291.19,64.03%,$312.08,75.80%,BMI,NYSE:BMI,0.156
NASDAQ:BMRC,19 Nov 2025,$27.20,3,$29.50,7,2.75,$27.67,-1.70%,-1.70%,$27.20,$29.50,$26.42,-4.52%,-$143.90,-620.07%,-$142.47,-614.90%,BMRC,NASDAQ:BMRC,-0.656
NYSE:BN,26 Aug 2024,$55.96,2,,,,$47.32,18.26%,,,,$46.26,-2.24%,-$91.77,-293.94%,-$69.87,-247.65%,BN,NYSE:BN,-0.582
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$72.79,-23.98%,,,,$69.64,-4.33%,-$825.77,-1234.46%,-$782.30,-1174.74%,BNS,NYSE:BNS,-0.752
NYSE:BOH,18 Nov 2025,$69.04,3,$73.00,5,2,$69.35,-0.45%,-0.45%,$69.04,$73.00,$0.00,-100.00%,-$440.77,-735.57%,-$432.72,-723.97%,BOH,NYSE:BOH,-1.000
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,,$119.31,-7.72%,,,,$113.50,-4.87%,$198.18,66.11%,$228.30,91.35%,BOKF,NASDAQ:BOKF,-0.771
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$6.78,61.92%,,,,$6.23,-8.11%,$48.45,614.62%,$78.67,1060.31%,BOOM,NASDAQ:BOOM,-0.419
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$26.62,8.98%,,,,$24.82,-6.76%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW,-0.761
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$35.77,10.16%,,,,$36.29,1.45%,$66.77,86.68%,$161.21,350.68%,BP,NYSE:BP,-0.037
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS,-1.000
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.41,46.43%,,,,$3.38,-0.88%,$3.37,-1.27%,$76.32,2138.23%,BRY,NASDAQ:BRY,-0.728
NYSE:BSAC,19 Nov 2025,$26.95,3,,,2,$30.15,-10.61%,-10.61%,$26.95,$26.95,$29.22,-3.08%,-$77.91,-358.41%,-$74.79,-348.04%,BSAC,NYSE:BSAC,-0.763
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,,$5.85,-1.54%,,,,$5.99,2.39%,$35.66,509.56%,$35.82,512.38%,BSBR,NYSE:BSBR,-0.769
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$43.40,1.60%,,,,,-100.00%,-$2.00,-104.61%,-$2.00,-104.61%,BSVN,NASDAQ:BSVN,-2.000
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,,$3.48,-9.23%,,,,$3.16,-9.20%,$1.66,-52.28%,$1.66,-52.27%,BTCS,NASDAQ:BTCS,-0.872
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$11.78,-13.00%,,,,$11.61,-1.44%,$5.43,-53.90%,$5.20,-55.89%,BTDR,NASDAQ:BTDR,-0.626
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$58.64,-8.43%,,,,$57.75,-1.52%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI,-0.020
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.26,118.08%,,,,,-100.00%,-$2.00,-869.23%,-$2.00,-869.23%,BTOG,NASDAQ:BTOG,-2.000
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$10.17,78.58%,,,,$9.30,-8.55%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL,-0.620
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,,$9.21,39.85%,,,,$9.00,-2.28%,$25.91,181.30%,$25.86,180.84%,BUR,NYSE:BUR,-0.712
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$271.31,-26.35%,,,,$255.38,-5.87%,$383.70,41.43%,$405.93,49.62%,BURL,NYSE:BURL,-0.553
