Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$48.02,39.11%,,,,$46.87,-2.39%,$65.68,36.78%,$107.96,124.82%,AIN,NYSE:AIN,-0.711
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$3.37,48.37%,,,,$3.16,-6.23%,$4.34,28.66%,$4.01,18.85%,AIRS,NASDAQ:AIRS,-0.379
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$222.33,-0.23%,,,,$218.47,-1.74%,$462.22,107.90%,$551.40,148.01%,AIZ,NYSE:AIZ,-0.579
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$64.06,-22.15%,,,,$64.10,0.06%,-$213.11,-432.67%,-$83.88,-230.95%,AL,NYSE:AL,-0.424
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$80.03,1.77%,,,,$79.61,-0.52%,$138.00,72.44%,$186.63,133.20%,ALC,NYSE:ALC,-0.128
NYSE:ALEX,18 Nov 2025,$16.62,4,$21.00,5,2.5,$15.41,7.83%,7.83%,$16.62,$21.00,$0.00,-100.00%,$21.00,36.26%,$14.66,-4.83%,ALEX,NYSE:ALEX,-1.000
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.17,187.60%,,,,$2.11,-2.76%,$0.95,-56.12%,$11.70,438.95%,ALIT,NYSE:ALIT,-0.773
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$208.62,-12.41%,,,,$205.63,-1.43%,$701.01,236.02%,$819.47,292.81%,ALL,NYSE:ALL,-0.615
NYSE:ALLE,24 Oct 2025,$165.38,3,,,,$164.03,0.82%,,,,$169.70,3.46%,$309.13,88.46%,$339.53,106.99%,ALLE,NYSE:ALLE,0.190
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$41.76,-0.55%,,,,$40.76,-2.39%,-$447.89,-1172.53%,-$482.58,-1255.60%,ALLY,NYSE:ALLY,-0.691
NASDAQ:ALRS,27 Oct 2025,$24.54,3,$25.63,7,,$22.13,10.88%,,,,$21.12,-4.56%,-$89.52,-504.53%,-$77.05,-448.18%,ALRS,NASDAQ:ALRS,-0.785
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$90.52,8.42%,,,,$93.34,3.12%,$216.37,139.03%,$244.79,170.42%,ALSN,NYSE:ALSN,0.305
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,,$5.11,-32.14%,,,,$4.68,-8.41%,$3.55,-30.45%,$3.57,-30.16%,ALT,NASDAQ:ALT,-0.575
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$1.64,225.00%,,,,$1.48,-9.76%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,-0.579
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$4.64,86.68%,,,,$4.30,-7.33%,$5.45,17.48%,$7.36,58.72%,ALVO,NASDAQ:ALVO,-0.587
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$30.97,-1.03%,,,,$29.86,-3.58%,-$137.63,-544.40%,-$136.75,-541.55%,AMAL,NASDAQ:AMAL,-0.644
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,#N/A,#N/A,,,,$8.63,#N/A,$191.09,#N/A,$200.30,#N/A,AMBC,NYSE:AMBC,-0.880
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.92,31.10%,,,,$3.73,-4.85%,$2.23,-43.19%,$10.21,160.35%,AMBP,NYSE:AMBP,-0.655
NYSE:AMCR,2 Dec 2025,$11.25,3,$10.82,7,2.5,$8.46,27.90%,27.90%,$10.82,$11.25,$8.28,-2.13%,$4.54,-46.32%,$1.43,-83.15%,AMCR,NYSE:AMCR,-0.774
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$5.79,20.79%,,,,$5.55,-4.15%,$21.44,270.24%,$22.06,281.02%,AMPY,NYSE:AMPY,-0.714
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,#N/A,#N/A,,,,$28.02,#N/A,$198.43,#N/A,$209.71,#N/A,AMRK,NASDAQ:AMRK,-0.788
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,,$32.04,26.90%,,,,$30.00,-6.37%,$39.94,24.66%,$41.89,30.75%,AMSC,NASDAQ:AMSC,-0.366
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$39.23,17.22%,,,,$0.00,-100.00%,$29.63,-24.48%,$30.40,-22.50%,AMSF,NASDAQ:AMSF,-1.000
NYSE:AMTB,19 Nov 2025,$19.34,3,$21.00,4,2.25,$19.41,-0.36%,-0.36%,$19.34,$21.00,$18.65,-3.92%,-$172.84,-990.48%,-$171.33,-982.71%,AMTB,NYSE:AMTB,-0.606
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$1.63,95.46%,,,,$1.56,-4.29%,$1.82,11.41%,-$6.98,-528.19%,AMTX,NASDAQ:AMTX,-0.584
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$57.00,51.99%,,,,$53.92,-5.40%,$51.37,-9.87%,$261.18,358.21%,AMWD,NASDAQ:AMWD,-0.662
NYSE:AMX,15 May 2025,$18.21,3,,3,,$21.67,-15.97%,,,,$21.55,-0.55%,$72.22,233.25%,$150.97,596.70%,AMX,NYSE:AMX,-0.466
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$99.61,18.86%,,,,$98.65,-0.96%,$274.18,175.26%,$335.40,236.72%,ANF,NYSE:ANF,-0.394
NYSE:AON,29 Aug 2025,$347.01,2,,,,$344.45,0.74%,,,,$345.14,0.20%,$337.80,-1.93%,$378.99,10.03%,AON,NYSE:AON,-0.189
NYSE:AOS,28 Nov 2025,$74.18,4,$78.38,6,3,$67.32,10.19%,10.19%,$74.18,$78.38,$65.64,-2.50%,$155.13,130.43%,$164.66,144.60%,AOS,NYSE:AOS,-0.511
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$26.95,5.70%,,,,$25.47,-5.49%,$71.60,165.66%,$85.65,217.80%,APA,NASDAQ:APA,-0.657
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$260.35,13.80%,,,,$253.97,-2.45%,$127.23,-51.13%,$175.36,-32.64%,APD,NYSE:APD,-0.661
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,,$34.87,-1.00%,,,,$34.39,-1.38%,$79.14,126.96%,$92.14,164.23%,APEI,NASDAQ:APEI,-0.663
NYSE:APH,16 Sep 2023,$81.57,2,,,,$138.65,-41.17%,,,,$139.32,0.48%,$197.68,42.58%,$210.60,51.89%,APH,NYSE:APH,-0.012
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.77,-19.23%,,,,$3.67,-2.65%,$4.52,19.89%,$6.79,80.03%,API,NASDAQ:API,-0.444
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$38.12,74.16%,,,,$37.06,-2.78%,$0.00,-100.00%,$0.00,-100.00%,APOG,NASDAQ:APOG,-0.393
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$5.91,3.95%,,,,$5.91,0.00%,-$4.35,-173.61%,-$2.30,-138.85%,AQN,NYSE:AQN,-0.711
NYSE:AR,20 Aug 2025,$31.31,3,,,,$36.40,-13.99%,,,,$34.99,-3.87%,$53.68,47.47%,$79.89,119.47%,AR,NYSE:AR,-0.484
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.71,33.68%,,,,$7.34,-4.80%,$1.85,-75.97%,$29.55,283.30%,ARCO,NYSE:ARCO,-0.735
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$10.57,23.25%,,,,$10.65,0.76%,$16.22,53.43%,$32.71,209.50%,ARHS,NASDAQ:ARHS,-0.189
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.86,33.84%,,,,$4.72,-2.88%,-$12.52,-357.57%,-$0.39,-108.07%,ARKO,NASDAQ:ARKO,-0.386
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$31.18,56.09%,,,,$29.51,-5.36%,-$166.16,-632.92%,-$162.38,-620.78%,AROW,NASDAQ:AROW,-0.677
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$25.84,-8.90%,,,,$25.33,-1.97%,-$170.34,-759.23%,-$166.30,-743.56%,ASB,NYSE:ASB,-0.554
NYSE:ASH,14 May 2025,$83.18,3,,4,,$58.28,42.73%,,,,$56.46,-3.12%,$95.69,64.19%,$185.39,218.10%,ASH,NYSE:ASH,-0.717
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,140.92",-23.64%,,,,"$1,093.94",-4.12%,"$1,169.80",2.53%,"$1,228.52",7.68%,ASML,NASDAQ:ASML,-0.693
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$299.79,15.06%,,,,$300.69,0.30%,$330.77,10.33%,$347.54,15.93%,ASR,NYSE:ASR,-0.222
NYSE:ATGE,15 Oct 2025,$131.23,2,,,,$94.35,39.09%,,,,$93.09,-1.34%,$176.75,87.34%,$201.41,113.48%,ATGE,NYSE:ATGE,-0.638
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$98.37,-35.96%,,,,$97.10,-1.29%,$158.09,60.71%,$180.71,83.71%,ATI,NYSE:ATI,-0.706
NYSE:AU,20 Aug 2025,$29.75,2,,,,$83.55,-64.39%,,,,$87.47,4.69%,$219.96,163.26%,$223.85,167.92%,AU,NYSE:AU,0.221
NYSE:AUB,3 Dec 2025,$35.14,3,$41.70,7,2.5,$34.98,0.46%,0.46%,$35.14,$41.70,$33.70,-3.66%,-$133.00,-480.21%,-$129.04,-468.91%,AUB,NYSE:AUB,-0.678
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$181.52,19.56%,,,,$173.34,-4.51%,$218.63,20.44%,$284.39,56.67%,AVB,NYSE:AVB,-0.947
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$49.31,23.38%,,,,$47.39,-3.89%,$43.75,-11.27%,$50.49,2.39%,AVT,NASDAQ:AVT,-0.592
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,,$16.97,-11.94%,,,,$15.61,-8.01%,$9.88,-41.78%,$9.91,-41.60%,AVTX,NASDAQ:AVTX,-0.340
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$175.59,6.22%,,,,$170.15,-3.10%,$227.89,29.78%,$271.78,54.78%,AVY,NYSE:AVY,-0.585
NYSE:AX,19 Nov 2025,$76.16,3,$103.25,5,2.5,$84.03,-9.37%,-9.37%,$76.16,$103.25,$81.87,-2.57%,-$170.85,-303.33%,-$160.35,-290.83%,AX,NYSE:AX,-0.500
NYSE:B,24 Oct 2025,$29.72,2,,,,$40.50,-26.62%,,,,$40.66,0.40%,$91.65,126.30%,$111.68,175.76%,B,NYSE:B,-0.116
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$202.54,-11.47%,,,,$199.63,-1.44%,$30.85,-84.77%,$77.86,-61.56%,BA,NYSE:BA,-0.123
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$158.08,-15.45%,,,,$158.35,0.17%,$258.88,63.76%,$281.31,77.95%,BABA,NYSE:BABA,-0.112
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$54.09,-16.46%,,,,$52.47,-3.00%,-$51.83,-195.81%,-$47.67,-188.14%,BAC,NYSE:BAC,-0.741
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$48.78,39.37%,,,,$48.24,-1.11%,$31.65,-35.12%,$56.10,15.00%,BALL,NYSE:BALL,-0.471
NYSE:BANC,19 Nov 2025,$18.77,3,$20.69,3,2,$18.90,-0.69%,-0.69%,$18.77,$20.69,$18.72,-0.95%,-$134.37,-810.94%,-$122.20,-746.57%,BANC,NYSE:BANC,-0.474
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,,$111.21,-1.12%,,,,$111.15,-0.05%,-$2.06,-101.85%,$10.20,-90.83%,BANF,NASDAQ:BANF,-0.226
NASDAQ:BANR,19 Nov 2025,$63.81,3,$71.50,3,2,$64.73,-1.42%,-1.42%,$63.81,$71.50,$63.02,-2.64%,-$216.94,-435.15%,-$224.21,-446.37%,BANR,NASDAQ:BANR,-0.560
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.18,-19.19%,,,,$3.96,-5.26%,$0.00,-100.00%,$0.00,-100.00%,BB,NYSE:BB,-0.719
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.58,-18.18%,,,,$3.60,0.56%,-$22.53,-729.45%,-$62.30,-1840.14%,BBD,NYSE:BBD,-0.671
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$21.90,-21.44%,,,,$21.42,-2.19%,$94.88,333.24%,$100.50,358.90%,BBVA,NYSE:BBVA,-0.692
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$57.40,-27.98%,,,,$53.26,-7.21%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW,-0.384
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$19.01,157.55%,,,,$18.53,-2.52%,$87.71,361.37%,$11.10,-41.59%,BBWI,NYSE:BBWI,-0.348
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$74.38,18.28%,,,,$75.31,1.25%,$145.02,94.97%,$159.32,114.20%,BBY,NYSE:BBY,-0.073
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$19.70,-5.23%,,,,$19.40,-1.52%,-$52.52,-366.58%,-$49.59,-351.75%,BCAL,NASDAQ:BCAL,-0.463
NYSE:BCH,19 Nov 2025,$33.72,2,,,1.5,$38.17,-11.66%,-11.66%,$33.72,$33.72,$37.48,-1.81%,$15.97,-58.17%,$3.60,-90.57%,BCH,NYSE:BCH,-0.672
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$23.26,-25.87%,,,,$22.87,-1.68%,-$26.57,-214.23%,-$26.57,-214.23%,BCS,NYSE:BCS,-0.533
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$14.38,14.78%,,,,$13.74,-4.45%,$2.08,-85.54%,$1.49,-89.64%,BCSF,NYSE:BCSF,-0.878
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$159.74,-49.45%,,,,$156.75,-1.87%,$263.61,65.03%,$307.54,92.52%,BELFB,NASDAQ:BELFB,-0.074
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$104.26,15.04%,,,,$103.50,-0.73%,$158.15,51.69%,$191.56,83.73%,BFAM,NYSE:BFAM,-0.502
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,,$129.59,-9.37%,,,,$125.44,-3.20%,-$151.05,-216.56%,-$137.22,-205.89%,BFC,NASDAQ:BFC,-0.453
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$12.08,-12.70%,,,,,-100.00%,-$2.00,-116.56%,-$2.00,-116.56%,BFIN,NASDAQ:BFIN,-2.000
NYSE:BFS,28 Oct 2025,$40.16,5,,6,,$30.58,31.33%,,,,$30.22,-1.18%,-$20.92,-168.42%,$3.56,-88.35%,BFS,NYSE:BFS,-0.499
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,,$26.90,-6.14%,,,,$25.76,-4.24%,-$123.92,-560.66%,-$120.51,-547.98%,BFST,NASDAQ:BFST,-0.857
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,,$31.19,-5.84%,,,,$29.78,-4.52%,-$177.20,-668.15%,-$172.49,-653.02%,BHB,NYSEAMERICAN:BHB,-0.692
NYSE:BHP,4 Dec 2025,$57.08,3,$49.75,7,3.5,$57.92,-14.11%,-14.11%,$49.75,$57.08,$60.14,3.83%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP,0.621
NASDAQ:BHRB,19 Nov 2025,$66.02,3,$72.00,5,2.25,$66.91,-1.33%,-1.33%,$66.02,$72.00,$64.59,-3.47%,-$237.34,-454.72%,-$212.28,-417.26%,BHRB,NASDAQ:BHRB,-0.583
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$43.76,26.18%,,,,$42.38,-3.15%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK,-0.190
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$92.09,-1.44%,,,,$92.45,0.39%,$92.70,0.66%,$91.25,-0.91%,BJ,NYSE:BJ,-0.223
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$10.61,-13.28%,,,,$10.59,-0.19%,-$9.01,-184.94%,$9.82,-7.45%,BKD,NYSE:BKD,-0.159
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$50.49,-18.89%,,,,$48.54,-3.86%,$65.81,30.35%,$81.47,61.36%,BKR,NASDAQ:BKR,-0.856
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$449.83,4.02%,,,,$446.57,-0.72%,$891.68,98.23%,$999.24,122.14%,BLD,NYSE:BLD,-0.173
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,,$2.67,-17.60%,,,,$2.68,0.37%,$2.98,11.62%,$3.07,14.94%,BLDP,NASDAQ:BLDP,-0.247
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,079.87",-4.81%,,,,"$1,004.77",-6.95%,$952.54,-11.79%,"$1,063.45",-1.52%,BLK,NYSE:BLK,-0.929
NASDAQ:BLKB,19 Nov 2025,$76.27,3,$75.00,4,2.25,$61.69,21.58%,21.58%,$75.00,$76.27,$58.53,-5.12%,$209.24,239.17%,$220.21,256.97%,BLKB,NASDAQ:BLKB,-0.552
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,,$1.35,122.22%,,,,$1.40,3.70%,-$0.90,-166.62%,-$0.61,-145.15%,BLNK,NASDAQ:BLNK,0.190
NYSE:BMI,5 May 2025,$169.72,3,,6,,$178.30,-4.81%,,,,$175.01,-1.85%,$289.81,62.54%,$310.78,74.30%,BMI,NYSE:BMI,-0.167
NASDAQ:BMRC,19 Nov 2025,$27.20,3,$29.50,7,2.75,$27.07,0.48%,0.48%,$27.20,$29.50,$26.83,-0.89%,-$143.51,-630.16%,-$142.08,-624.86%,BMRC,NASDAQ:BMRC,-0.494
NYSE:BN,26 Aug 2024,$55.96,2,,,,$46.52,20.30%,,,,$44.75,-3.80%,-$91.93,-297.62%,-$69.99,-250.46%,BN,NYSE:BN,-0.899
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$70.31,-21.30%,,,,$69.28,-1.46%,$0.00,-100.00%,$0.00,-100.00%,BNS,NYSE:BNS,-0.603
NYSE:BOH,18 Nov 2025,$69.04,3,$73.00,5,2.25,$65.99,4.62%,4.62%,$69.04,$73.00,$63.70,-3.47%,-$441.22,-768.62%,-$433.17,-756.41%,BOH,NYSE:BOH,-0.854
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,,$116.54,-5.53%,,,,$114.41,-1.83%,$201.91,73.26%,$232.14,99.20%,BOKF,NASDAQ:BOKF,-0.420
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$6.36,72.61%,,,,$5.96,-6.29%,$48.54,663.27%,$78.88,1140.20%,BOOM,NASDAQ:BOOM,-0.427
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$26.23,10.60%,,,,$26.06,-0.65%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW,-0.750
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$37.24,5.81%,,,,$36.35,-2.39%,$67.56,81.43%,$162.23,335.64%,BP,NYSE:BP,-0.323
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS,-1.000
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.44,45.15%,,,,$3.35,-2.62%,$3.40,-1.25%,$76.57,2125.92%,BRY,NASDAQ:BRY,-0.686
NYSE:BSAC,19 Nov 2025,$26.95,3,,,2.25,$30.75,-12.36%,-12.36%,$26.95,$26.95,$30.31,-1.43%,-$76.92,-350.13%,-$73.79,-339.96%,BSAC,NYSE:BSAC,-0.536
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,,$6.47,-10.97%,,,,$6.40,-1.08%,$36.10,457.92%,$36.26,460.47%,BSBR,NYSE:BSBR,-0.653
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$43.13,2.23%,,,,,-100.00%,-$2.00,-104.64%,-$2.00,-104.64%,BSVN,NASDAQ:BSVN,-2.000
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,,$3.30,-4.28%,,,,$3.07,-6.97%,$1.63,-50.59%,$1.63,-50.58%,BTCS,NASDAQ:BTCS,-0.731
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$12.61,-18.72%,,,,$12.28,-2.62%,$5.90,-53.21%,$5.65,-55.21%,BTDR,NASDAQ:BTDR,-0.438
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$57.51,-6.63%,,,,$58.00,0.85%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI,-0.191
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.27,110.00%,,,,,-100.00%,-$2.00,-840.74%,-$2.00,-840.74%,BTOG,NASDAQ:BTOG,-2.000
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$9.26,96.13%,,,,$8.92,-3.67%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL,-0.585
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,,$9.54,35.01%,,,,$8.98,-5.87%,$26.26,175.27%,$26.22,174.82%,BUR,NYSE:BUR,-0.937
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$248.85,-19.71%,,,,$240.19,-3.48%,$358.00,43.86%,$380.27,52.81%,BURL,NYSE:BURL,-0.494
