Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$221.37,0.20%,,,,$227.64,2.83%,$476.80,115.38%,$567.21,156.23%,AIZ,NYSE:AIZ,-0.392
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$64.08,-22.18%,,,,$63.84,-0.37%,-$213.28,-432.83%,-$82.83,-229.25%,AL,NYSE:AL,-0.497
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$79.20,2.84%,,,,$79.83,0.80%,$139.20,75.75%,$188.50,138.00%,ALC,NYSE:ALC,-0.154
NYSE:ALEX,18 Nov 2025,$16.62,4,$21.00,5,2.5,$15.44,7.62%,7.62%,$16.62,$21.00,$0.00,-100.00%,$21.42,38.71%,$14.97,-3.06%,ALEX,NYSE:ALEX,-1.000
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.23,179.87%,,,,$2.30,3.14%,$1.14,-48.80%,$11.99,437.65%,ALIT,NYSE:ALIT,-0.395
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$208.91,-12.53%,,,,$214.47,2.66%,$717.64,243.52%,$837.84,301.05%,ALL,NYSE:ALL,-0.227
NYSE:ALLE,24 Oct 2025,$165.38,3,,,,$164.16,0.74%,,,,$171.24,4.31%,$313.55,91.00%,$344.38,109.78%,ALLE,NYSE:ALLE,0.383
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$41.18,0.85%,,,,$40.79,-0.95%,-$447.90,-1187.68%,-$482.97,-1272.83%,ALLY,NYSE:ALLY,-0.608
NASDAQ:ALRS,27 Oct 2025,$24.54,3,$25.63,7,,$21.70,13.08%,,,,$21.20,-2.30%,-$89.04,-510.32%,-$76.39,-452.03%,ALRS,NASDAQ:ALRS,-0.716
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$89.32,9.87%,,,,$88.60,-0.81%,$216.71,142.62%,$245.50,174.86%,ALSN,NYSE:ALSN,-0.447
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,,$4.76,-27.15%,,,,$5.13,7.77%,$3.70,-22.22%,$3.72,-21.91%,ALT,NASDAQ:ALT,-0.571
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$1.56,241.67%,,,,$1.81,16.03%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,-0.476
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$4.60,88.30%,,,,$5.01,8.91%,$6.03,31.00%,$7.96,73.14%,ALVO,NASDAQ:ALVO,-0.655
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$30.10,1.83%,,,,$29.01,-3.62%,-$137.98,-558.41%,-$137.09,-555.45%,AMAL,NASDAQ:AMAL,-0.641
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,#N/A,#N/A,,,,$8.83,#N/A,$193.10,#N/A,$202.41,#N/A,AMBC,NYSE:AMBC,-0.538
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.86,33.13%,,,,$3.69,-4.40%,$2.18,-43.60%,$10.21,164.53%,AMBP,NYSE:AMBP,-0.526
NYSE:AMCR,2 Dec 2025,$11.25,3,$10.82,7,2.75,$8.40,28.81%,28.81%,$10.82,$11.25,$8.37,-0.36%,$4.64,-44.73%,$1.49,-82.22%,AMCR,NYSE:AMCR,-0.627
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$5.64,24.00%,,,,$5.25,-6.91%,$21.56,282.20%,$22.17,293.00%,AMPY,NYSE:AMPY,-0.613
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,#N/A,#N/A,,,,$27.30,#N/A,$200.02,#N/A,$211.38,#N/A,AMRK,NASDAQ:AMRK,-0.383
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,,$30.79,32.06%,,,,$30.83,0.13%,$39.05,26.83%,$41.02,33.23%,AMSC,NASDAQ:AMSC,-0.227
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$40.06,14.79%,,,,$0.00,-100.00%,$31.71,-20.85%,$32.49,-18.89%,AMSF,NASDAQ:AMSF,-1.000
NYSE:AMTB,19 Nov 2025,$19.34,3,$21.00,4,2.25,$18.85,2.60%,2.60%,$19.34,$21.00,$18.62,-1.22%,-$172.74,-1016.38%,-$171.22,-1008.33%,AMTB,NYSE:AMTB,-0.629
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$1.59,100.38%,,,,$1.68,5.66%,$2.00,26.04%,-$6.87,-532.34%,AMTX,NASDAQ:AMTX,-0.664
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$55.97,54.79%,,,,$54.03,-3.47%,$50.78,-9.28%,$263.69,371.13%,AMWD,NASDAQ:AMWD,-0.657
NYSE:AMX,15 May 2025,$18.21,3,,3,,$22.48,-18.99%,,,,$22.98,2.22%,$74.50,231.39%,$154.08,585.41%,AMX,NYSE:AMX,-0.241
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$100.13,18.25%,,,,$95.45,-4.67%,$274.78,174.42%,$336.83,236.39%,ANF,NYSE:ANF,-0.354
NYSE:AON,29 Aug 2025,$347.01,2,,,,$345.70,0.38%,,,,$355.89,2.95%,$348.55,0.82%,$390.04,12.83%,AON,NYSE:AON,-0.083
NYSE:AOS,28 Nov 2025,$74.18,4,$78.38,6,3.25,$65.96,12.46%,12.46%,$74.18,$78.38,$66.44,0.73%,$154.72,134.57%,$164.34,149.16%,AOS,NYSE:AOS,-0.256
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$25.45,11.93%,,,,$24.50,-3.73%,$70.19,175.79%,$84.25,231.05%,APA,NASDAQ:APA,-0.466
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$256.77,15.39%,,,,$258.29,0.59%,$131.47,-48.80%,$179.99,-29.90%,APD,NYSE:APD,-0.528
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,,$35.34,-2.32%,,,,$34.08,-3.57%,$79.70,125.53%,$92.81,162.63%,APEI,NASDAQ:APEI,-0.667
NYSE:APH,16 Sep 2023,$81.57,2,,,,$141.49,-42.35%,,,,$140.35,-0.81%,$200.91,41.99%,$214.00,51.25%,APH,NYSE:APH,-0.005
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.71,-17.92%,,,,$3.54,-4.58%,$4.39,18.34%,$6.68,80.05%,API,NASDAQ:API,-0.396
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$37.00,79.43%,,,,$35.92,-2.92%,$97.88,164.54%,$121.27,227.76%,APOG,NASDAQ:APOG,-0.606
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$5.98,2.74%,,,,$6.14,2.68%,-$4.15,-169.38%,-$2.09,-134.90%,AQN,NYSE:AQN,-0.282
NYSE:AR,20 Aug 2025,$31.31,3,,,,$34.72,-9.83%,,,,$35.69,2.79%,$53.96,55.41%,$80.34,131.39%,AR,NYSE:AR,-0.110
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.66,34.56%,,,,$7.20,-6.01%,$2.01,-73.73%,$30.10,292.91%,ARCO,NYSE:ARCO,-0.749
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$10.66,22.20%,,,,$10.36,-2.81%,$16.13,51.32%,$32.74,207.17%,ARHS,NASDAQ:ARHS,-0.150
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.76,36.65%,,,,$4.68,-1.68%,-$12.56,-363.80%,-$0.35,-107.33%,ARKO,NASDAQ:ARKO,-0.297
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$30.10,61.69%,,,,$29.40,-2.33%,-$166.96,-654.67%,-$163.15,-642.01%,AROW,NASDAQ:AROW,-0.633
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$25.41,-7.36%,,,,$26.08,2.64%,-$169.65,-767.64%,-$165.58,-751.62%,ASB,NYSE:ASB,-0.573
NYSE:ASH,14 May 2025,$83.18,3,,4,,$57.49,44.69%,,,,$51.53,-10.37%,$91.30,58.81%,$181.88,216.36%,ASH,NYSE:ASH,-0.756
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,108.78",-21.43%,,,,"$1,021.79",-7.85%,"$1,089.70",-1.72%,"$1,149.25",3.65%,ASML,NASDAQ:ASML,-0.735
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$302.71,13.95%,,,,$307.83,1.69%,$333.63,10.21%,$350.51,15.79%,ASR,NYSE:ASR,0.025
NYSE:ATGE,15 Oct 2025,$131.23,2,,,,$94.27,39.21%,,,,$92.46,-1.92%,$175.83,86.52%,$200.65,112.84%,ATGE,NYSE:ATGE,-0.379
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$98.66,-36.14%,,,,$100.40,1.76%,$161.44,63.64%,$184.38,86.88%,ATI,NYSE:ATI,-0.334
NYSE:AU,20 Aug 2025,$29.75,2,,,,$83.86,-64.52%,,,,$87.72,4.60%,$224.43,167.62%,$228.75,172.78%,AU,NYSE:AU,0.271
NYSE:AUB,3 Dec 2025,$35.14,3,$41.70,7,2.75,$34.13,2.96%,2.96%,$35.14,$41.70,$33.47,-1.93%,-$133.78,-491.97%,-$129.80,-480.30%,AUB,NYSE:AUB,-0.619
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$181.12,19.82%,,,,$174.86,-3.46%,$219.59,21.24%,$285.80,57.80%,AVB,NYSE:AVB,-0.927
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$48.20,26.23%,,,,$46.92,-2.66%,$42.65,-11.51%,$49.42,2.52%,AVT,NASDAQ:AVT,-0.525
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,,$15.87,-5.83%,,,,$18.45,16.26%,$13.00,-18.07%,$13.03,-17.87%,AVTX,NASDAQ:AVTX,-0.279
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$172.22,8.30%,,,,$172.46,0.14%,$225.61,31.00%,$269.80,56.66%,AVY,NYSE:AVY,-0.395
NYSE:AX,19 Nov 2025,$76.16,3,$103.25,5,2.5,$81.60,-6.67%,-6.67%,$76.16,$103.25,$81.26,-0.42%,-$170.79,-309.30%,-$160.14,-296.25%,AX,NYSE:AX,-0.531
NYSE:B,24 Oct 2025,$29.72,2,,,,$41.03,-27.57%,,,,$41.17,0.34%,$92.81,126.20%,$113.11,175.67%,B,NYSE:B,-0.117
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$205.38,-12.70%,,,,$193.23,-5.92%,$17.93,-91.27%,$65.58,-68.07%,BA,NYSE:BA,0.111
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$161.13,-17.05%,,,,$154.51,-4.11%,$169.48,5.18%,$174.47,8.28%,BABA,NYSE:BABA,-0.635
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$53.19,-15.05%,,,,$52.77,-0.79%,-$49.20,-192.49%,-$45.00,-184.61%,BAC,NYSE:BAC,-0.587
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$48.41,40.43%,,,,$49.27,1.78%,$33.03,-31.78%,$57.64,19.06%,BALL,NYSE:BALL,-0.451
NYSE:BANC,19 Nov 2025,$18.77,3,$20.69,3,2,$18.71,0.32%,0.32%,$18.77,$20.69,$18.37,-1.82%,-$134.33,-817.97%,-$122.00,-752.05%,BANC,NYSE:BANC,-0.449
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,,$111.46,-1.34%,,,,$107.93,-3.17%,-$0.53,-100.48%,$11.89,-89.33%,BANF,NASDAQ:BANF,-0.335
NASDAQ:BANR,19 Nov 2025,$63.81,3,$71.50,3,2,$63.53,0.44%,0.44%,$63.81,$71.50,$62.42,-1.75%,-$217.91,-443.00%,-$225.24,-454.54%,BANR,NASDAQ:BANR,-0.559
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.06,-16.80%,,,,$4.02,-0.99%,$3.55,-12.62%,$4.03,-0.62%,BB,NYSE:BB,-0.615
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.67,-20.19%,,,,$3.64,-0.82%,-$22.15,-703.56%,-$62.26,-1796.55%,BBD,NYSE:BBD,-0.678
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$21.86,-21.30%,,,,$21.41,-2.06%,$97.79,347.35%,$103.48,373.36%,BBVA,NYSE:BBVA,-0.547
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$52.42,-21.14%,,,,$52.49,0.13%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW,-0.356
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$18.60,163.23%,,,,$17.51,-5.86%,$86.88,367.10%,$9.59,-48.46%,BBWI,NYSE:BBWI,-0.070
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$74.89,17.48%,,,,$79.54,6.21%,$150.92,101.52%,$165.26,120.67%,BBY,NYSE:BBY,-0.278
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$19.43,-3.91%,,,,$19.15,-1.44%,-$52.32,-369.28%,-$49.36,-354.02%,BCAL,NASDAQ:BCAL,-0.644
NYSE:BCH,19 Nov 2025,$33.72,2,,,1.5,$38.52,-12.46%,-12.46%,$33.72,$33.72,$37.09,-3.71%,$16.25,-57.82%,$3.77,-90.22%,BCH,NYSE:BCH,-0.746
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$23.09,-25.33%,,,,$22.62,-2.04%,-$21.52,-193.22%,-$21.52,-193.22%,BCS,NYSE:BCS,-0.594
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$14.24,15.91%,,,,$14.06,-1.26%,$2.25,-84.17%,$1.66,-88.31%,BCSF,NYSE:BCSF,-0.716
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$161.55,-50.01%,,,,$161.90,0.22%,$258.01,59.71%,$302.56,87.28%,BELFB,NASDAQ:BELFB,0.007
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$104.04,15.29%,,,,$103.30,-0.71%,$158.01,51.87%,$191.87,84.42%,BFAM,NYSE:BFAM,-0.176
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,,$125.61,-6.49%,,,,$124.16,-1.15%,-$154.65,-223.12%,-$140.64,-211.96%,BFC,NASDAQ:BFC,-0.502
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$11.85,-11.01%,,,,,-100.00%,-$2.00,-116.88%,-$2.00,-116.88%,BFIN,NASDAQ:BFIN,-2.000
NYSE:BFS,28 Oct 2025,$40.16,5,,6,,$30.30,32.54%,,,,$30.76,1.52%,-$20.18,-166.62%,$4.46,-85.27%,BFS,NYSE:BFS,-0.622
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,,$26.26,-3.86%,,,,$25.14,-4.27%,-$123.73,-571.15%,-$120.27,-557.98%,BFST,NASDAQ:BFST,-0.918
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,,$30.68,-4.27%,,,,$29.40,-4.17%,-$177.79,-679.50%,-$173.04,-664.00%,BHB,NYSEAMERICAN:BHB,-0.634
NYSE:BHP,24 Oct 2025,$54.73,3,,,,$56.27,-2.74%,,,,$55.77,-0.89%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP,0.016
NASDAQ:BHRB,19 Nov 2025,$66.02,3,$72.00,5,2.25,$65.28,1.13%,1.13%,$66.02,$72.00,$63.66,-2.48%,-$236.68,-462.56%,-$211.26,-423.62%,BHRB,NASDAQ:BHRB,-0.608
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$42.41,30.19%,,,,$43.59,2.78%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK,-0.286
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$91.26,-0.55%,,,,$89.63,-1.79%,$90.41,-0.93%,$88.87,-2.62%,BJ,NYSE:BJ,-0.269
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$10.99,-16.28%,,,,$11.09,0.91%,-$8.44,-176.80%,$10.54,-4.09%,BKD,NYSE:BKD,-0.234
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$49.48,-17.24%,,,,$46.94,-5.13%,$65.86,33.11%,$81.67,65.06%,BKR,NASDAQ:BKR,-0.964
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$447.08,4.66%,,,,$453.28,1.39%,$901.99,101.75%,"$1,011.04",126.14%,BLD,NYSE:BLD,-0.123
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,,$2.71,-18.82%,,,,$2.78,2.58%,$3.11,14.73%,$3.20,18.01%,BLDP,NASDAQ:BLDP,-0.227
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,038.62",-1.03%,,,,"$1,046.11",0.72%,$922.92,-11.14%,"$1,035.04",-0.34%,BLK,NYSE:BLK,-0.404
NASDAQ:BLKB,19 Nov 2025,$76.27,3,$75.00,4,2,$60.33,24.32%,24.32%,$75.00,$76.27,$0.00,-100.00%,$208.09,244.92%,$219.16,263.27%,BLKB,NASDAQ:BLKB,-1.000
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,,$1.26,138.10%,,,,$1.38,9.52%,-$0.94,-174.66%,-$0.65,-151.64%,BLNK,NASDAQ:BLNK,0.216
NYSE:BMI,5 May 2025,$169.72,3,,6,,$174.59,-2.79%,,,,$177.61,1.73%,$291.67,67.06%,$312.93,79.24%,BMI,NYSE:BMI,-0.192
NASDAQ:BMRC,19 Nov 2025,$27.20,3,$29.50,7,2.75,$26.69,1.91%,1.91%,$27.20,$29.50,$26.62,-0.26%,-$143.32,-636.97%,-$141.87,-631.57%,BMRC,NASDAQ:BMRC,-0.531
NYSE:BN,26 Aug 2024,$55.96,2,,,,$46.33,20.79%,,,,$46.25,-0.17%,-$91.34,-297.15%,-$69.29,-249.57%,BN,NYSE:BN,-0.622
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$70.55,-21.56%,,,,$68.92,-2.31%,$0.00,-100.00%,$0.00,-100.00%,BNS,NYSE:BNS,-0.479
NYSE:BOH,18 Nov 2025,$69.04,3,$73.00,5,2.25,$65.45,5.49%,5.49%,$69.04,$73.00,$64.18,-1.94%,-$441.54,-774.62%,-$433.43,-762.23%,BOH,NYSE:BOH,-0.776
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,,$114.84,-4.13%,,,,$112.45,-2.08%,$209.28,82.24%,$239.89,108.89%,BOKF,NASDAQ:BOKF,-0.464
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$5.88,86.70%,,,,$5.96,1.36%,$49.27,737.87%,$80.01,1260.71%,BOOM,NASDAQ:BOOM,-0.427
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$26.77,8.37%,,,,$27.39,2.32%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW,-0.628
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$36.36,8.37%,,,,$36.07,-0.80%,$68.25,87.71%,$163.82,350.56%,BP,NYSE:BP,-0.232
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS,-1.000
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.37,48.17%,,,,$3.32,-1.48%,$3.42,1.44%,$77.37,2195.73%,BRY,NASDAQ:BRY,-0.566
NYSE:BSAC,19 Nov 2025,$26.95,3,,,2.25,$30.66,-12.10%,-12.10%,$26.95,$26.95,$29.63,-3.36%,-$77.46,-352.64%,-$74.31,-342.36%,BSAC,NYSE:BSAC,-0.571
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,,$6.55,-12.06%,,,,$6.34,-3.21%,$36.31,454.35%,$36.47,456.87%,BSBR,NYSE:BSBR,-0.740
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$42.09,4.76%,,,,,-100.00%,-$2.00,-104.75%,-$2.00,-104.75%,BSVN,NASDAQ:BSVN,-2.000
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,,$3.09,2.22%,,,,$3.13,1.29%,$1.51,-51.13%,$1.51,-51.12%,BTCS,NASDAQ:BTCS,-0.346
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$12.50,-18.01%,,,,$12.95,3.60%,$6.89,-44.86%,$6.63,-46.98%,BTDR,NASDAQ:BTDR,-0.374
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$57.93,-7.31%,,,,$58.54,1.05%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI,-0.186
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.26,118.08%,,,,,-100.00%,-$2.00,-869.23%,-$2.00,-869.23%,BTOG,NASDAQ:BTOG,-2.000
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$9.00,101.80%,,,,$9.18,2.00%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL,-0.507
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,,$9.32,38.20%,,,,$9.37,0.54%,$26.66,186.02%,$26.61,185.56%,BUR,NYSE:BUR,-0.627
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$245.05,-18.46%,,,,$252.14,2.89%,$402.05,64.07%,$424.47,73.22%,BURL,NYSE:BURL,-0.450
