Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.78,-19.44%,,,,$3.72,-1.59%,$4.52,19.60%,$6.78,79.42%,API,NASDAQ:API,-0.556
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$37.65,76.33%,,,,$37.37,-0.74%,$0.00,-100.00%,$0.00,-100.00%,APOG,NASDAQ:APOG,-0.407
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$5.86,4.84%,,,,$5.54,-5.46%,-$4.48,-176.39%,-$2.42,-141.37%,AQN,NYSE:AQN,-0.972
NYSE:AR,20 Aug 2025,$31.31,3,,,,$36.75,-14.81%,,,,$36.65,-0.27%,$53.96,46.82%,$80.12,118.00%,AR,NYSE:AR,-0.521
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.41,39.10%,,,,$7.32,-1.21%,$1.54,-79.23%,$29.13,293.12%,ARCO,NYSE:ARCO,-0.704
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$10.54,23.60%,,,,$10.37,-1.61%,$16.15,53.20%,$32.61,209.40%,ARHS,NASDAQ:ARHS,-0.557
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.89,33.02%,,,,$4.81,-1.64%,-$12.51,-355.73%,-$0.40,-108.24%,ARKO,NASDAQ:ARKO,-0.682
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$30.57,59.21%,,,,$29.37,-3.93%,-$166.84,-645.77%,-$163.07,-633.42%,AROW,NASDAQ:AROW,-0.873
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$26.12,-9.88%,,,,$25.65,-1.80%,-$170.13,-751.36%,-$166.09,-735.89%,ASB,NYSE:ASB,-0.624
NYSE:ASH,14 May 2025,$83.18,3,,4,,$58.59,41.97%,,,,$56.90,-2.88%,$95.72,63.38%,$185.17,216.04%,ASH,NYSE:ASH,-0.797
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,099.47",-20.76%,,,,"$1,079.51",-1.82%,"$1,128.12",2.61%,"$1,186.61",7.93%,ASML,NASDAQ:ASML,-0.789
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$301.05,14.58%,,,,$300.11,-0.31%,$332.36,10.40%,$349.10,15.96%,ASR,NYSE:ASR,-0.488
NYSE:ATGE,15 Oct 2025,$131.23,2,,,,$94.54,38.81%,,,,$92.39,-2.27%,$176.70,86.90%,$201.31,112.94%,ATGE,NYSE:ATGE,-0.569
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$100.41,-37.26%,,,,$97.07,-3.33%,$159.50,58.85%,$182.03,81.29%,ATI,NYSE:ATI,-0.818
NYSE:AU,20 Aug 2025,$29.75,2,,,,$82.45,-63.92%,,,,$82.28,-0.21%,$215.06,160.83%,$261.22,216.82%,AU,NYSE:AU,-0.473
NYSE:AUB,3 Dec 2025,$35.14,3,$41.70,7,2.5,$34.39,2.18%,2.18%,$35.14,$41.70,$32.73,-4.83%,-$133.70,-488.79%,-$129.76,-477.32%,AUB,NYSE:AUB,-0.934
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$178.02,21.91%,,,,$169.52,-4.77%,$214.75,20.63%,$280.38,57.50%,AVB,NYSE:AVB,-0.964
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$49.67,22.49%,,,,$48.78,-1.79%,$43.91,-11.59%,$50.64,1.96%,AVT,NASDAQ:AVT,-0.582
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,,$17.56,-14.90%,,,,$17.18,-2.16%,$11.57,-34.11%,$11.60,-33.93%,AVTX,NASDAQ:AVTX,-0.502
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$179.33,4.01%,,,,$170.76,-4.78%,$231.31,28.99%,$275.11,53.41%,AVY,NYSE:AVY,-0.831
NYSE:AX,19 Nov 2025,$76.16,3,$103.25,5,2.25,$84.69,-10.07%,-10.07%,$76.16,$103.25,$83.06,-1.92%,-$170.73,-301.60%,-$160.27,-289.24%,AX,NYSE:AX,-0.702
NYSE:B,24 Oct 2025,$29.72,2,,,,$41.04,-27.58%,,,,$40.56,-1.17%,$91.42,122.77%,$111.38,171.39%,B,NYSE:B,-0.633
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$201.89,-11.19%,,,,$203.23,0.66%,$30.10,-85.09%,$76.92,-61.90%,BA,NYSE:BA,-0.057
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$158.32,-15.58%,,,,$159.36,0.66%,$258.56,63.31%,$280.91,77.43%,BABA,NYSE:BABA,-0.145
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$53.95,-16.24%,,,,$53.28,-1.24%,-$52.82,-197.90%,-$48.68,-190.23%,BAC,NYSE:BAC,-0.655
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$49.03,38.66%,,,,$48.16,-1.77%,$32.19,-34.34%,$56.60,15.43%,BALL,NYSE:BALL,-0.597
NYSE:BANC,19 Nov 2025,$18.77,3,$20.69,3,2,$19.10,-1.73%,-1.73%,$18.77,$20.69,$18.62,-2.51%,-$134.31,-803.18%,-$122.19,-739.72%,BANC,NYSE:BANC,-0.694
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,,$109.35,0.56%,,,,$107.19,-1.98%,-$4.45,-104.07%,$7.76,-92.91%,BANF,NASDAQ:BANF,-0.710
NASDAQ:BANR,19 Nov 2025,$63.81,3,$71.50,3,1.75,$64.54,-1.13%,-1.13%,$63.81,$71.50,$62.82,-2.67%,-$217.41,-436.85%,-$224.65,-448.07%,BANR,NASDAQ:BANR,-0.835
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.32,-21.81%,,,,$4.22,-2.31%,$0.00,-100.00%,$0.00,-100.00%,BB,NYSE:BB,-0.535
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.31,-11.51%,,,,$3.23,-2.42%,-$22.99,-794.70%,-$62.66,-1992.99%,BBD,NYSE:BBD,-0.846
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$21.80,-21.08%,,,,$21.48,-1.47%,$93.83,330.41%,$99.43,356.09%,BBVA,NYSE:BBVA,-0.734
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$49.79,-16.97%,,,,$47.62,-4.36%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW,-0.466
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$18.83,160.02%,,,,$18.78,-0.27%,$87.29,363.59%,$10.89,-42.18%,BBWI,NYSE:BBWI,-0.519
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$74.17,18.62%,,,,$73.51,-0.89%,$141.87,91.28%,$156.16,110.54%,BBY,NYSE:BBY,-0.364
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$19.64,-4.94%,,,,$19.33,-1.58%,-$52.71,-368.40%,-$49.80,-353.58%,BCAL,NASDAQ:BCAL,-0.742
NYSE:BCH,19 Nov 2025,$33.72,2,,,1.5,$37.10,-9.11%,-9.11%,$33.72,$33.72,$36.35,-2.02%,$14.76,-60.22%,$2.42,-93.47%,BCH,NYSE:BCH,-0.808
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$23.22,-25.75%,,,,$22.93,-1.25%,-$28.17,-221.30%,-$28.17,-221.30%,BCS,NYSE:BCS,-0.673
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$14.41,14.54%,,,,$14.14,-1.87%,$2.22,-84.56%,$1.64,-88.65%,BCSF,NYSE:BCSF,-0.802
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$166.00,-51.35%,,,,$162.40,-2.17%,$267.53,61.16%,$311.27,87.51%,BELFB,NASDAQ:BELFB,-0.138
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$103.14,16.29%,,,,$102.49,-0.63%,$156.65,51.88%,$189.93,84.15%,BFAM,NYSE:BFAM,-0.566
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,,$129.86,-9.55%,,,,$129.35,-0.39%,-$151.14,-216.39%,-$137.36,-205.78%,BFC,NASDAQ:BFC,-0.514
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$12.13,-13.06%,,,,,-100.00%,-$2.00,-116.49%,-$2.00,-116.49%,BFIN,NASDAQ:BFIN,-2.000
NYSE:BFS,28 Oct 2025,$40.16,5,,6,,$30.25,32.76%,,,,$29.85,-1.32%,-$18.87,-162.38%,-$3.28,-110.84%,BFS,NYSE:BFS,-0.431
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,,$26.81,-5.83%,,,,$0.00,-100.00%,-$124.31,-563.67%,-$120.91,-550.99%,BFST,NASDAQ:BFST,-1.000
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,,$30.95,-5.11%,,,,$29.98,-3.13%,-$177.01,-671.91%,-$172.30,-656.70%,BHB,NYSEAMERICAN:BHB,-0.846
NYSE:BHP,4 Dec 2025,$57.08,3,$49.75,7,3.75,$58.85,-15.46%,-15.46%,$49.75,$57.08,$64.80,10.11%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP,0.978
NASDAQ:BHRB,19 Nov 2025,$66.02,3,$72.00,5,2.25,$66.68,-0.99%,-0.99%,$66.02,$72.00,$64.87,-2.71%,-$238.23,-457.27%,-$213.27,-419.84%,BHRB,NASDAQ:BHRB,-0.801
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$44.10,25.20%,,,,$42.99,-2.52%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK,-0.536
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$91.33,-0.62%,,,,$90.93,-0.44%,$91.78,0.49%,$90.36,-1.06%,BJ,NYSE:BJ,-0.234
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$10.78,-14.65%,,,,$10.65,-1.21%,-$8.86,-182.16%,$9.93,-7.85%,BKD,NYSE:BKD,-0.208
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$49.20,-16.77%,,,,$46.94,-4.59%,$64.43,30.95%,$80.04,62.69%,BKR,NASDAQ:BKR,-0.959
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$437.04,7.07%,,,,$438.26,0.28%,$876.75,100.61%,$983.89,125.13%,BLD,NYSE:BLD,-0.324
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,,$2.82,-21.99%,,,,$2.67,-5.32%,$3.09,9.60%,$3.18,12.74%,BLDP,NASDAQ:BLDP,-0.755
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,072.16",-4.12%,,,,"$1,063.47",-0.81%,$941.79,-12.16%,"$1,052.36",-1.85%,BLK,NYSE:BLK,-0.448
NASDAQ:BLKB,19 Nov 2025,$76.27,3,$75.00,4,2.25,$63.69,17.76%,17.76%,$75.00,$76.27,$62.37,-2.07%,$211.81,232.56%,$222.76,249.76%,BLKB,NASDAQ:BLKB,-0.600
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,,$1.20,150.00%,,,,$1.40,16.67%,-$1.05,-187.41%,-$0.76,-163.27%,BLNK,NASDAQ:BLNK,0.040
NYSE:BMI,5 May 2025,$169.72,3,,6,,$180.14,-5.79%,,,,$185.04,2.72%,$291.19,61.65%,$312.08,73.24%,BMI,NYSE:BMI,0.154
NASDAQ:BMRC,19 Nov 2025,$27.20,3,$29.50,7,2.75,$26.74,1.72%,1.72%,$27.20,$29.50,$26.43,-1.16%,-$143.90,-638.16%,-$142.47,-632.81%,BMRC,NASDAQ:BMRC,-0.652
NYSE:BN,26 Aug 2024,$55.96,2,,,,$46.71,19.81%,,,,$46.24,-1.01%,-$91.77,-296.47%,-$69.87,-249.58%,BN,NYSE:BN,-0.591
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$71.70,-22.82%,,,,$69.59,-2.94%,-$825.77,-1251.70%,-$782.30,-1191.07%,BNS,NYSE:BNS,-0.762
NYSE:BOH,18 Nov 2025,$69.04,3,$73.00,5,2,$66.51,3.80%,3.80%,$69.04,$73.00,$0.00,-100.00%,-$440.77,-762.71%,-$432.72,-750.62%,BOH,NYSE:BOH,-1.000
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,,$115.98,-5.07%,,,,$113.46,-2.17%,$198.18,70.87%,$228.30,96.85%,BOKF,NASDAQ:BOKF,-0.775
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$6.32,73.70%,,,,$6.23,-1.42%,$48.45,666.63%,$78.67,1144.76%,BOOM,NASDAQ:BOOM,-0.422
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$25.51,13.72%,,,,$24.81,-2.74%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW,-0.770
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$35.83,9.97%,,,,$35.91,0.22%,$66.77,86.36%,$161.21,349.92%,BP,NYSE:BP,-0.370
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS,-1.000
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.43,45.58%,,,,$3.38,-1.46%,$3.37,-1.84%,$76.32,2125.18%,BRY,NASDAQ:BRY,-0.734
NYSE:BSAC,19 Nov 2025,$26.95,3,,,2,$29.72,-9.32%,-9.32%,$26.95,$26.95,$29.21,-1.72%,-$77.91,-362.14%,-$74.79,-351.63%,BSAC,NYSE:BSAC,-0.767
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,,$6.10,-5.57%,,,,$5.98,-1.97%,$35.66,484.57%,$35.82,487.28%,BSBR,NYSE:BSBR,-0.777
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$41.99,5.01%,,,,,-100.00%,-$2.00,-104.76%,-$2.00,-104.76%,BSVN,NASDAQ:BSVN,-2.000
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,,$3.33,-5.14%,,,,$3.16,-5.11%,$1.66,-50.13%,$1.66,-50.13%,BTCS,NASDAQ:BTCS,-0.873
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$11.81,-13.22%,,,,$11.61,-1.69%,$5.05,-57.27%,$4.80,-59.37%,BTDR,NASDAQ:BTDR,-0.617
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$57.01,-5.81%,,,,$57.13,0.21%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI,-0.363
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.27,110.00%,,,,,-100.00%,-$2.00,-840.74%,-$2.00,-840.74%,BTOG,NASDAQ:BTOG,-2.000
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$9.47,91.78%,,,,$9.30,-1.80%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL,-0.624
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,,$9.29,38.64%,,,,$9.00,-3.12%,$25.91,178.87%,$25.86,178.42%,BUR,NYSE:BUR,-0.709
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$271.78,-26.48%,,,,$255.32,-6.06%,$383.70,41.18%,$405.93,49.36%,BURL,NYSE:BURL,-0.558
