Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AGI,24 Oct 2025,$19.15,2,,,,$36.09,-46.94%,,,,$35.62,-1.30%,$52.59,45.72%,$61.88,71.47%,AGI,NYSE:AGI,-0.154
NYSE:AGM,11 Nov 2025,$179.75,4,$219.00,5,2.5,$175.89,2.20%,2.20%,$179.75,$219.00,$169.29,-3.75%,"-$2,512.37",-1528.37%,"-$2,580.30",-1567.00%,AGM,NYSE:AGM,-0.919
NASDAQ:AGNC,28 Oct 2025,$11.15,4,$10.18,8,,$10.49,-2.96%,,,,$10.40,-0.86%,-$73.24,-798.16%,-$67.51,-743.54%,AGNC,NASDAQ:AGNC,-0.578
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$88.77,12.90%,,,,$87.38,-1.57%,$29.13,-67.19%,$29.19,-67.12%,AGO,NYSE:AGO,-0.736
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,,$8.43,11.51%,,,,$8.05,-4.51%,$36.42,332.08%,$18.06,114.28%,AGRO,NYSE:AGRO,-0.601
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$77.28,9.68%,,,,$75.33,-2.52%,-$58.15,-175.24%,$7.63,-90.13%,AIG,NYSE:AIG,-0.667
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$48.63,37.36%,,,,$46.87,-3.62%,$65.68,35.07%,$107.96,122.00%,AIN,NYSE:AIN,-0.711
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$3.36,48.81%,,,,$3.16,-5.95%,$4.34,29.04%,$4.01,19.21%,AIRS,NASDAQ:AIRS,-0.368
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$224.27,-1.09%,,,,$218.28,-2.67%,$462.22,106.10%,$551.40,145.86%,AIZ,NYSE:AIZ,-0.598
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.95,-22.02%,,,,$64.10,0.23%,-$213.11,-433.24%,-$83.88,-231.17%,AL,NYSE:AL,-0.425
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$78.99,3.11%,,,,$80.97,2.51%,$138.00,74.71%,$186.63,136.27%,ALC,NYSE:ALC,0.216
NYSE:ALEX,18 Nov 2025,$16.62,4,$21.00,5,2.5,$15.31,8.54%,8.54%,$16.62,$21.00,$13.08,-14.57%,$21.00,37.15%,$14.66,-4.21%,ALEX,NYSE:ALEX,-1.000
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.16,188.94%,,,,$2.10,-2.78%,$0.95,-55.92%,$11.70,441.45%,ALIT,NYSE:ALIT,-0.780
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$206.37,-11.45%,,,,$205.45,-0.45%,$701.01,239.68%,$819.47,297.09%,ALL,NYSE:ALL,-0.632
NYSE:ALLE,24 Oct 2025,$165.38,3,,,,$160.85,2.82%,,,,$169.74,5.53%,$309.13,92.19%,$339.53,111.09%,ALLE,NYSE:ALLE,0.197
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$42.42,-2.10%,,,,$40.68,-4.10%,-$447.89,-1155.84%,-$482.58,-1237.62%,ALLY,NYSE:ALLY,-0.721
NASDAQ:ALRS,27 Oct 2025,$24.54,3,$25.63,7,,$22.28,10.14%,,,,$21.19,-4.89%,-$89.52,-501.81%,-$77.05,-445.83%,ALRS,NASDAQ:ALRS,-0.737
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$90.45,8.50%,,,,$93.33,3.18%,$216.37,139.22%,$244.79,170.63%,ALSN,NYSE:ALSN,0.301
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,,$5.31,-34.70%,,,,$4.69,-11.68%,$3.55,-33.07%,$3.57,-32.79%,ALT,NASDAQ:ALT,-0.537
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$1.58,237.34%,,,,$1.48,-6.33%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,-0.581
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$5.07,70.85%,,,,$4.30,-15.19%,$5.45,7.52%,$7.36,45.26%,ALVO,NASDAQ:ALVO,-0.586
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$30.82,-0.55%,,,,$29.94,-2.86%,-$137.63,-546.57%,-$136.75,-543.70%,AMAL,NASDAQ:AMAL,-0.590
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,#N/A,#N/A,,,,$0.00,#N/A,$191.09,#N/A,$200.30,#N/A,AMBC,NYSE:AMBC,-1.000
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.88,32.45%,,,,$3.73,-3.87%,$2.23,-42.60%,$10.21,163.03%,AMBP,NYSE:AMBP,-0.651
NYSE:AMCR,2 Dec 2025,$11.25,3,$10.82,7,2.75,$8.32,30.05%,30.05%,$10.82,$11.25,$8.40,0.96%,$4.54,-45.41%,$1.43,-82.87%,AMCR,NYSE:AMCR,-0.486
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$5.67,23.35%,,,,$5.55,-2.12%,$21.44,278.07%,$22.06,289.08%,AMPY,NYSE:AMPY,-0.721
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,#N/A,#N/A,,,,$28.06,#N/A,$198.43,#N/A,$209.71,#N/A,AMRK,NASDAQ:AMRK,-0.766
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,,$33.01,23.17%,,,,$30.05,-8.97%,$39.94,21.00%,$41.89,26.91%,AMSC,NASDAQ:AMSC,-0.322
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$39.13,17.52%,,,,$37.85,-3.27%,$29.63,-24.29%,$30.40,-22.30%,AMSF,NASDAQ:AMSF,-0.922
NYSE:AMTB,19 Nov 2025,$19.34,3,$21.00,4,2.25,$19.35,-0.05%,-0.05%,$19.34,$21.00,$18.67,-3.51%,-$172.84,-993.24%,-$171.33,-985.45%,AMTB,NYSE:AMTB,-0.583
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$1.63,95.46%,,,,$1.56,-4.29%,$1.82,11.41%,-$6.98,-528.19%,AMTX,NASDAQ:AMTX,-0.589
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$55.36,56.49%,,,,$53.91,-2.62%,$51.37,-7.20%,$261.18,371.78%,AMWD,NASDAQ:AMWD,-0.664
NYSE:AMX,15 May 2025,$18.21,3,,3,,$21.80,-16.47%,,,,$21.50,-1.38%,$72.22,231.27%,$150.97,592.54%,AMX,NYSE:AMX,-0.524
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$95.66,23.77%,,,,$98.63,3.10%,$274.18,186.62%,$335.40,250.62%,ANF,NYSE:ANF,-0.400
NYSE:AON,29 Aug 2025,$347.01,2,,,,$347.71,-0.20%,,,,$345.98,-0.50%,$337.80,-2.85%,$378.99,9.00%,AON,NYSE:AON,-0.108
NYSE:AOS,28 Nov 2025,$74.18,4,$78.38,6,3,$67.20,10.39%,10.39%,$74.18,$78.38,$65.57,-2.43%,$155.13,130.84%,$164.66,145.03%,AOS,NYSE:AOS,-0.537
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$26.71,6.65%,,,,$25.22,-5.58%,$71.60,168.05%,$85.65,220.66%,APA,NASDAQ:APA,-0.803
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$261.62,13.25%,,,,$253.68,-3.03%,$127.23,-51.37%,$175.36,-32.97%,APD,NYSE:APD,-0.681
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,,$35.10,-1.65%,,,,$34.36,-2.11%,$79.14,125.47%,$92.14,162.50%,APEI,NASDAQ:APEI,-0.679
NYSE:APH,16 Sep 2023,$81.57,2,,,,$139.46,-41.51%,,,,$139.21,-0.18%,$197.68,41.75%,$210.60,51.01%,APH,NYSE:APH,-0.039
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.82,-20.29%,,,,$3.67,-3.93%,$4.52,18.32%,$6.79,77.67%,API,NASDAQ:API,-0.446
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$37.58,76.66%,,,,$37.04,-1.44%,$0.00,-100.00%,$0.00,-100.00%,APOG,NASDAQ:APOG,-0.408
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$5.85,5.02%,,,,$5.91,1.03%,-$4.35,-174.37%,-$2.30,-139.25%,AQN,NYSE:AQN,-0.705
NYSE:AR,20 Aug 2025,$31.31,3,,,,$36.60,-14.46%,,,,$34.99,-4.40%,$53.68,46.66%,$79.89,118.27%,AR,NYSE:AR,-0.488
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.63,35.09%,,,,$7.34,-3.80%,$1.85,-75.71%,$29.55,287.32%,ARCO,NYSE:ARCO,-0.740
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$10.53,23.71%,,,,$10.64,1.04%,$16.22,54.02%,$32.71,210.68%,ARHS,NASDAQ:ARHS,-0.209
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.87,33.57%,,,,$4.72,-3.08%,-$12.52,-357.04%,-$0.39,-108.06%,ARKO,NASDAQ:ARKO,-0.406
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$30.92,57.41%,,,,$29.60,-4.27%,-$166.16,-637.40%,-$162.38,-625.16%,AROW,NASDAQ:AROW,-0.616
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$26.03,-9.57%,,,,$25.40,-2.42%,-$170.34,-754.42%,-$166.30,-738.87%,ASB,NYSE:ASB,-0.495
NYSE:ASH,14 May 2025,$83.18,3,,4,,$58.29,42.71%,,,,$56.43,-3.19%,$95.69,64.16%,$185.39,218.04%,ASH,NYSE:ASH,-0.725
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,110.08",-21.52%,,,,"$1,092.77",-1.56%,"$1,169.80",5.38%,"$1,228.52",10.67%,ASML,NASDAQ:ASML,-0.711
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$303.58,13.62%,,,,$300.33,-1.07%,$330.77,8.96%,$347.54,14.48%,ASR,NYSE:ASR,-0.260
NYSE:ATGE,15 Oct 2025,$131.23,2,,,,$96.11,36.54%,,,,$93.07,-3.16%,$176.75,83.91%,$201.41,109.57%,ATGE,NYSE:ATGE,-0.642
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$100.40,-37.25%,,,,$97.14,-3.25%,$158.09,57.46%,$180.71,79.99%,ATI,NYSE:ATI,-0.699
NYSE:AU,20 Aug 2025,$29.75,2,,,,$83.38,-64.32%,,,,$87.47,4.91%,$219.96,163.80%,$223.85,168.47%,AU,NYSE:AU,0.221
NYSE:AUB,3 Dec 2025,$35.14,3,$41.70,7,2.75,$34.98,0.46%,0.46%,$35.14,$41.70,$33.75,-3.52%,-$133.00,-480.21%,-$129.04,-468.91%,AUB,NYSE:AUB,-0.648
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$179.42,20.96%,,,,$169.26,-5.66%,$218.63,21.85%,$284.39,58.50%,AVB,NYSE:AVB,-0.988
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$49.13,23.84%,,,,$47.39,-3.54%,$43.75,-10.95%,$50.49,2.77%,AVT,NASDAQ:AVT,-0.591
NASDAQ:AVTX,28 Oct 2025,$14.94,3,$33.56,7,,$17.95,-16.74%,,,,$15.59,-13.15%,$9.88,-44.96%,$9.91,-44.79%,AVTX,NASDAQ:AVTX,-0.380
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$174.96,6.61%,,,,$170.20,-2.72%,$227.89,30.25%,$271.78,55.34%,AVY,NYSE:AVY,-0.578
NYSE:AX,19 Nov 2025,$76.16,3,$103.25,5,2.5,$84.79,-10.18%,-10.18%,$76.16,$103.25,$82.08,-3.20%,-$170.85,-301.50%,-$160.35,-289.12%,AX,NYSE:AX,-0.434
NYSE:B,24 Oct 2025,$29.72,2,,,,$40.91,-27.35%,,,,$40.66,-0.61%,$91.65,124.03%,$111.68,172.99%,B,NYSE:B,-0.121
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$201.87,-11.18%,,,,$199.84,-1.01%,$30.85,-84.72%,$77.86,-61.43%,BA,NYSE:BA,-0.088
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$157.44,-15.11%,,,,$158.56,0.71%,$258.88,64.43%,$281.31,78.68%,BABA,NYSE:BABA,-0.067
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$54.16,-16.57%,,,,$52.68,-2.73%,-$51.83,-195.69%,-$47.67,-188.02%,BAC,NYSE:BAC,-0.674
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$48.85,39.17%,,,,$48.29,-1.15%,$31.65,-35.21%,$56.10,14.83%,BALL,NYSE:BALL,-0.447
NYSE:BANC,19 Nov 2025,$18.77,3,$20.69,3,2,$18.92,-0.79%,-0.79%,$18.77,$20.69,$18.76,-0.85%,-$134.37,-810.19%,-$122.20,-745.88%,BANC,NYSE:BANC,-0.418
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,,$110.18,-0.20%,,,,$111.04,0.78%,-$2.06,-101.87%,$10.20,-90.75%,BANF,NASDAQ:BANF,-0.259
NASDAQ:BANR,19 Nov 2025,$63.81,3,$71.50,3,2,$64.70,-1.38%,-1.38%,$63.81,$71.50,$63.15,-2.40%,-$216.94,-435.31%,-$224.21,-446.53%,BANR,NASDAQ:BANR,-0.509
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.25,-20.52%,,,,$3.96,-6.82%,$0.00,-100.00%,$0.00,-100.00%,BB,NYSE:BB,-0.722
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.63,-19.31%,,,,$3.61,-0.55%,-$22.53,-720.78%,-$62.30,-1816.17%,BBD,NYSE:BBD,-0.612
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$22.15,-22.33%,,,,$21.41,-3.34%,$94.88,328.35%,$100.50,353.72%,BBVA,NYSE:BBVA,-0.702
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$48.48,-14.73%,,,,$53.13,9.59%,$0.00,-100.00%,$0.00,-100.00%,BBW,NYSE:BBW,-0.451
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$19.01,157.55%,,,,$18.52,-2.58%,$87.71,361.37%,$11.10,-41.59%,BBWI,NYSE:BBWI,-0.364
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$74.06,18.79%,,,,$75.23,1.58%,$145.02,95.82%,$159.32,115.13%,BBY,NYSE:BBY,-0.110
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,,$19.75,-5.47%,,,,$19.44,-1.57%,-$52.52,-365.91%,-$49.59,-351.11%,BCAL,NASDAQ:BCAL,-0.407
NYSE:BCH,19 Nov 2025,$33.72,2,,,1.5,$38.52,-12.46%,-12.46%,$33.72,$33.72,$37.45,-2.78%,$15.97,-58.55%,$3.60,-90.65%,BCH,NYSE:BCH,-0.687
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$23.40,-26.32%,,,,$22.87,-2.26%,-$26.57,-213.55%,-$26.57,-213.55%,BCS,NYSE:BCS,-0.542
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$14.43,14.38%,,,,$13.77,-4.57%,$2.08,-85.60%,$1.49,-89.68%,BCSF,NYSE:BCSF,-0.862
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$163.19,-50.51%,,,,$156.64,-4.01%,$263.61,61.54%,$307.54,88.45%,BELFB,NASDAQ:BELFB,-0.097
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$103.99,15.34%,,,,$103.43,-0.54%,$158.15,52.08%,$191.56,84.21%,BFAM,NYSE:BFAM,-0.518
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,,$130.53,-10.02%,,,,$125.71,-3.69%,-$151.05,-215.72%,-$137.22,-205.13%,BFC,NASDAQ:BFC,-0.395
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$12.17,-13.35%,,,,,-100.00%,-$2.00,-116.43%,-$2.00,-116.43%,BFIN,NASDAQ:BFIN,-2.000
NYSE:BFS,28 Oct 2025,$40.16,5,,6,,$29.92,34.22%,,,,$30.18,0.87%,-$20.92,-169.93%,$3.56,-88.09%,BFS,NYSE:BFS,-0.526
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,,$26.88,-6.08%,,,,$25.74,-4.24%,-$123.92,-561.00%,-$120.51,-548.31%,BFST,NASDAQ:BFST,-0.864
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,,$31.10,-5.56%,,,,$29.88,-3.92%,-$177.20,-669.79%,-$172.49,-654.62%,BHB,NYSEAMERICAN:BHB,-0.632
NYSE:BHP,4 Dec 2025,$57.08,3,$49.75,7,3.25,$58.97,-15.64%,-15.64%,$49.75,$57.08,$59.64,1.14%,$0.00,-100.00%,$0.00,-100.00%,BHP,NYSE:BHP,0.409
NASDAQ:BHRB,19 Nov 2025,$66.02,3,$72.00,5,2.25,$66.93,-1.36%,-1.36%,$66.02,$72.00,$64.73,-3.29%,-$237.34,-454.61%,-$212.28,-417.17%,BHRB,NASDAQ:BHRB,-0.535
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$42.97,28.50%,,,,$42.37,-1.40%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK,-0.197
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$90.99,-0.25%,,,,$92.45,1.60%,$92.70,1.88%,$91.25,0.29%,BJ,NYSE:BJ,-0.224
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$10.64,-13.53%,,,,$10.59,-0.47%,-$9.01,-184.70%,$9.82,-7.71%,BKD,NYSE:BKD,-0.162
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$50.61,-19.09%,,,,$48.40,-4.37%,$65.81,30.04%,$81.47,60.98%,BKR,NASDAQ:BKR,-0.879
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$442.81,5.67%,,,,$446.45,0.82%,$891.68,101.37%,$999.24,125.66%,BLD,NYSE:BLD,-0.182
NASDAQ:BLDP,29 Oct 2025,$3.68,3,$2.20,5,,$2.80,-21.43%,,,,$2.68,-4.29%,$2.98,6.44%,$3.07,9.61%,BLDP,NASDAQ:BLDP,-0.250
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,075.58",-4.43%,,,,"$1,004.02",-6.65%,$952.54,-11.44%,"$1,063.45",-1.13%,BLK,NYSE:BLK,-0.932
NASDAQ:BLKB,19 Nov 2025,$76.27,3,$75.00,4,2.25,$62.97,19.10%,19.10%,$75.00,$76.27,$58.49,-7.11%,$209.24,232.28%,$220.21,249.71%,BLKB,NASDAQ:BLKB,-0.565
NASDAQ:BLNK,28 Oct 2025,$3.36,3,$3.00,8,,$1.42,111.27%,,,,$1.40,-1.41%,-$0.90,-163.33%,-$0.61,-142.93%,BLNK,NASDAQ:BLNK,0.192
NYSE:BMI,5 May 2025,$169.72,3,,6,,$177.81,-4.55%,,,,$174.99,-1.59%,$289.81,62.99%,$310.78,74.78%,BMI,NYSE:BMI,-0.171
NASDAQ:BMRC,19 Nov 2025,$27.20,3,$29.50,7,2.75,$27.04,0.59%,0.59%,$27.20,$29.50,$26.89,-0.55%,-$143.51,-630.75%,-$142.08,-625.45%,BMRC,NASDAQ:BMRC,-0.434
NYSE:BN,26 Aug 2024,$55.96,2,,,,$46.72,19.78%,,,,$44.84,-4.02%,-$91.93,-296.77%,-$69.99,-249.82%,BN,NYSE:BN,-0.886
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$70.49,-21.50%,,,,$69.26,-1.74%,$0.00,-100.00%,$0.00,-100.00%,BNS,NYSE:BNS,-0.608
NYSE:BOH,18 Nov 2025,$69.04,3,$73.00,5,2.25,$66.62,3.63%,3.63%,$69.04,$73.00,$64.08,-3.81%,-$441.22,-762.30%,-$433.17,-750.20%,BOH,NYSE:BOH,-0.792
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,,$116.48,-5.48%,,,,$114.26,-1.91%,$201.91,73.35%,$232.14,99.30%,BOKF,NASDAQ:BOKF,-0.456
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$6.21,76.78%,,,,$5.96,-4.03%,$48.54,681.71%,$78.88,1170.16%,BOOM,NASDAQ:BOOM,-0.404
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$25.98,11.66%,,,,$26.06,0.31%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW,-0.751
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$37.23,5.84%,,,,$36.34,-2.39%,$67.56,81.48%,$162.23,335.75%,BP,NYSE:BP,-0.333
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS,-1.000
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.44,45.15%,,,,$3.34,-2.91%,$3.40,-1.25%,$76.57,2125.92%,BRY,NASDAQ:BRY,-0.692
NYSE:BSAC,19 Nov 2025,$26.95,3,,,2.25,$30.98,-13.01%,-13.01%,$26.95,$26.95,$30.37,-1.97%,-$76.92,-348.28%,-$73.79,-338.18%,BSAC,NYSE:BSAC,-0.487
NYSE:BSBR,13 Oct 2025,$5.76,3,,5,,$6.54,-11.93%,,,,$6.42,-1.83%,$36.10,451.95%,$36.26,454.47%,BSBR,NYSE:BSBR,-0.566
NASDAQ:BSVN,2 Oct 2025,$44.09,3,$53.50,5,,$42.10,4.73%,,,,,-100.00%,-$2.00,-104.75%,-$2.00,-104.75%,BSVN,NASDAQ:BSVN,-2.000
NASDAQ:BTCS,28 Oct 2025,$3.16,3,$7.00,7,,$3.42,-7.64%,,,,$3.07,-10.23%,$1.63,-52.32%,$1.63,-52.32%,BTCS,NASDAQ:BTCS,-0.712
NASDAQ:BTDR,19 Aug 2025,$10.25,2,,,,$12.65,-18.98%,,,,$12.26,-3.08%,$5.90,-53.36%,$5.65,-55.35%,BTDR,NASDAQ:BTDR,-0.484
NYSE:BTI,17 Sep 2025,$53.70,3,,,,$58.04,-7.48%,,,,$57.97,-0.12%,$0.00,-100.00%,$0.00,-100.00%,BTI,NYSE:BTI,-0.206
NASDAQ:BTOG,18 Aug 2025,$0.57,3,,,,$0.28,102.50%,,,,,-100.00%,-$2.00,-814.29%,-$2.00,-814.29%,BTOG,NASDAQ:BTOG,-2.000
NASDAQ:BULL,2 Sep 2025,$18.16,3,,,,$9.62,88.79%,,,,$8.92,-7.28%,$0.00,-100.00%,$0.00,-100.00%,BULL,NASDAQ:BULL,-0.592
NYSE:BUR,28 Oct 2025,$12.88,3,$21.32,4,,$9.18,40.31%,,,,$9.01,-1.85%,$26.26,186.06%,$26.22,185.60%,BUR,NYSE:BUR,-0.925
NYSE:BURL,25 Jul 2023,$199.81,4,,,,$256.87,-22.21%,,,,$240.08,-6.54%,$358.00,39.37%,$380.27,48.04%,BURL,NYSE:BURL,-0.506
